Concelho,Tipo de Serviço,Ano,Mes,Ordens Serviço Realizadas (#)
Póvoa de Varzim,Redução de Potência Contratada,2022,11,150
Póvoa de Varzim,Redução de Potência Contratada,2022,12,149
Póvoa de Varzim,Redução de Potência Contratada,2023,1,212
Póvoa de Varzim,Redução de Potência Contratada,2023,2,153
Póvoa de Varzim,Redução de Potência Contratada,2023,3,172
Póvoa de Varzim,Redução de Potência Contratada,2023,4,228
Póvoa de Varzim,Redução de Potência Contratada,2023,5,261
Póvoa de Varzim,Redução de Potência Contratada,2023,6,218
Póvoa de Varzim,Redução de Potência Contratada,2023,7,235
Póvoa de Varzim,Redução de Potência Contratada,2023,8,211
Póvoa de Varzim,Redução de Potência Contratada,2023,9,190
Póvoa de Varzim,Redução de Potência Contratada,2023,10,341
Póvoa de Varzim,Redução de Potência Contratada,2023,11,395
Póvoa de Varzim,Redução de Potência Contratada,2023,12,216
Póvoa de Varzim,Redução de Potência Contratada,2024,1,368
Póvoa de Varzim,Redução de Potência Contratada,2024,2,192
Póvoa de Varzim,Redução de Potência Contratada,2024,3,121
Póvoa de Varzim,Reposição de Potência Contratada,2022,3,29
Póvoa de Varzim,Reposição de Potência Contratada,2022,4,108
Póvoa de Varzim,Reposição de Potência Contratada,2022,5,99
Póvoa de Varzim,Reposição de Potência Contratada,2022,6,110
Póvoa de Varzim,Reposição de Potência Contratada,2022,7,93
Póvoa de Varzim,Reposição de Potência Contratada,2022,8,118
Póvoa de Varzim,Reposição de Potência Contratada,2022,9,88
Póvoa de Varzim,Reposição de Potência Contratada,2022,10,89
Póvoa de Varzim,Reposição de Potência Contratada,2022,11,100
Póvoa de Varzim,Reposição de Potência Contratada,2022,12,132
Póvoa de Varzim,Reposição de Potência Contratada,2023,1,119
Póvoa de Varzim,Reposição de Potência Contratada,2023,2,110
Póvoa de Varzim,Reposição de Potência Contratada,2023,3,129
Póvoa de Varzim,Reposição de Potência Contratada,2023,4,176
Póvoa de Varzim,Reposição de Potência Contratada,2023,5,189
Póvoa de Varzim,Reposição de Potência Contratada,2023,6,174
Póvoa de Varzim,Reposição de Potência Contratada,2023,7,172
Póvoa de Varzim,Reposição de Potência Contratada,2023,8,162
Póvoa de Varzim,Reposição de Potência Contratada,2023,9,141
Póvoa de Varzim,Reposição de Potência Contratada,2023,10,227
Póvoa de Varzim,Reposição de Potência Contratada,2023,11,277
Póvoa de Varzim,Reposição de Potência Contratada,2023,12,160
Póvoa de Varzim,Reposição de Potência Contratada,2024,1,256
Póvoa de Varzim,Reposição de Potência Contratada,2024,2,142
Póvoa de Varzim,Reposição de Potência Contratada,2024,3,89
Póvoa de Varzim,Servico Alteração Contractual,2022,3,27
Póvoa de Varzim,Servico Alteração Contractual,2022,4,75
Póvoa de Varzim,Servico Alteração Contractual,2022,5,85
Póvoa de Varzim,Servico Alteração Contractual,2022,6,78
Póvoa de Varzim,Servico Alteração Contractual,2022,7,65
Póvoa de Varzim,Servico Alteração Contractual,2022,8,74
Póvoa de Varzim,Servico Alteração Contractual,2022,9,102
Póvoa de Varzim,Servico Alteração Contractual,2022,10,90
Póvoa de Varzim,Servico Alteração Contractual,2022,11,110
Póvoa de Varzim,Servico Alteração Contractual,2022,12,120
Póvoa de Varzim,Servico Alteração Contractual,2023,1,127
Póvoa de Varzim,Servico Alteração Contractual,2023,2,90
Póvoa de Varzim,Servico Alteração Contractual,2023,3,116
Póvoa de Varzim,Servico Alteração Contractual,2023,4,109
Póvoa de Varzim,Servico Alteração Contractual,2023,5,113
Póvoa de Varzim,Servico Alteração Contractual,2023,6,126
Póvoa de Varzim,Servico Alteração Contractual,2023,7,140
Póvoa de Varzim,Servico Alteração Contractual,2023,8,167
Póvoa de Varzim,Servico Alteração Contractual,2023,9,162
Póvoa de Varzim,Servico Alteração Contractual,2023,10,202
Póvoa de Varzim,Servico Alteração Contractual,2023,11,203
Póvoa de Varzim,Servico Alteração Contractual,2023,12,225
Póvoa de Varzim,Servico Alteração Contractual,2024,1,239
Póvoa de Varzim,Servico Alteração Contractual,2024,2,91
Póvoa de Varzim,Servico Alteração Contractual,2024,3,115
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2022,3,21
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2022,4,33
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2022,5,43
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2022,6,49
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2022,7,40
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2022,8,44
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2022,9,42
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2022,10,44
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2022,11,48
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2022,12,66
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,1,54
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,2,56
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,3,62
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,4,74
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,5,70
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,6,52
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,7,84
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,8,61
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,9,57
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,10,79
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,11,63
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2023,12,43
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2024,1,46
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2024,2,23
Póvoa de Varzim,Serviço de Corte e Re-Ligação,2024,3,35
Redondo,Configuração de EMI,2022,5,2
Redondo,Configuração de EMI,2022,6,3
Redondo,Configuração de EMI,2022,8,3
Redondo,Configuração de EMI,2022,9,1
Redondo,Configuração de EMI,2022,10,4
Redondo,Configuração de EMI,2022,11,24
Redondo,Configuração de EMI,2022,12,54
Redondo,Configuração de EMI,2023,1,32
Redondo,Configuração de EMI,2023,2,38
Redondo,Configuração de EMI,2023,3,27
Redondo,Configuração de EMI,2023,4,10
Redondo,Configuração de EMI,2023,5,13
Redondo,Configuração de EMI,2023,6,7
Redondo,Configuração de EMI,2023,7,1
Redondo,Configuração de EMI,2023,9,2
Redondo,Configuração de EMI,2023,10,3
Redondo,Configuração de EMI,2023,11,1
Redondo,Configuração de EMI,2023,12,3
Redondo,Configuração de EMI,2024,1,4
Redondo,Configuração de EMI,2024,2,1
Redondo,Configuração de EMI,2024,3,2
Redondo,REMOTE_ICP_CONFIGURATION,2023,1,2
Redondo,REMOTE_ICP_CONFIGURATION,2023,7,1
Redondo,REMOTE_ICP_CONFIGURATION,2023,8,2
Redondo,Redução de Potência Contratada,2022,3,24
Redondo,Redução de Potência Contratada,2022,4,42
Redondo,Redução de Potência Contratada,2022,5,55
Redondo,Redução de Potência Contratada,2022,6,55
Redondo,Redução de Potência Contratada,2022,7,39
Redondo,Redução de Potência Contratada,2022,8,63
Redondo,Redução de Potência Contratada,2022,9,38
Redondo,Redução de Potência Contratada,2022,10,49
Redondo,Redução de Potência Contratada,2022,11,45
Redondo,Redução de Potência Contratada,2022,12,47
Redondo,Redução de Potência Contratada,2023,1,54
Redondo,Redução de Potência Contratada,2023,2,47
Redondo,Redução de Potência Contratada,2023,3,58
Redondo,Redução de Potência Contratada,2023,4,54
Redondo,Redução de Potência Contratada,2023,5,70
Redondo,Redução de Potência Contratada,2023,6,64
Redondo,Redução de Potência Contratada,2023,7,53
Redondo,Redução de Potência Contratada,2023,8,58
Redondo,Redução de Potência Contratada,2023,9,46
Redondo,Redução de Potência Contratada,2023,10,48
Redondo,Redução de Potência Contratada,2023,11,66
Redondo,Redução de Potência Contratada,2023,12,36
Redondo,Redução de Potência Contratada,2024,1,52
Redondo,Redução de Potência Contratada,2024,2,35
Redondo,Redução de Potência Contratada,2024,3,26
Redondo,Reposição de Potência Contratada,2022,3,17
Redondo,Reposição de Potência Contratada,2022,4,38
Redondo,Reposição de Potência Contratada,2022,5,43
Redondo,Reposição de Potência Contratada,2022,6,43
Redondo,Reposição de Potência Contratada,2022,7,30
Redondo,Reposição de Potência Contratada,2022,8,47
Redondo,Reposição de Potência Contratada,2022,9,38
Redondo,Reposição de Potência Contratada,2022,10,38
Redondo,Reposição de Potência Contratada,2022,11,37
Redondo,Reposição de Potência Contratada,2022,12,40
Redondo,Reposição de Potência Contratada,2023,1,44
Redondo,Reposição de Potência Contratada,2023,2,37
Redondo,Reposição de Potência Contratada,2023,3,52
Redondo,Reposição de Potência Contratada,2023,4,46
Redondo,Reposição de Potência Contratada,2023,5,60
Redondo,Reposição de Potência Contratada,2023,6,56
Redondo,Reposição de Potência Contratada,2023,7,53
Redondo,Reposição de Potência Contratada,2023,8,50
Redondo,Reposição de Potência Contratada,2023,9,35
Redondo,Reposição de Potência Contratada,2023,10,40
Redondo,Reposição de Potência Contratada,2023,11,49
Redondo,Reposição de Potência Contratada,2023,12,22
Redondo,Reposição de Potência Contratada,2024,1,34
Redondo,Reposição de Potência Contratada,2024,2,19
Redondo,Reposição de Potência Contratada,2024,3,22
Redondo,Servico Alteração Contractual,2022,3,13
Redondo,Servico Alteração Contractual,2022,4,26
Redondo,Servico Alteração Contractual,2022,5,30
Redondo,Servico Alteração Contractual,2022,6,20
Redondo,Servico Alteração Contractual,2022,7,20
Redondo,Servico Alteração Contractual,2022,8,22
Redondo,Servico Alteração Contractual,2022,9,23
Redondo,Servico Alteração Contractual,2022,10,15
Redondo,Servico Alteração Contractual,2022,11,14
Redondo,Servico Alteração Contractual,2022,12,20
Redondo,Servico Alteração Contractual,2023,1,24
Redondo,Servico Alteração Contractual,2023,2,22
Redondo,Servico Alteração Contractual,2023,3,20
Redondo,Servico Alteração Contractual,2023,4,15
Redondo,Servico Alteração Contractual,2023,5,15
Redondo,Servico Alteração Contractual,2023,6,22
Redondo,Servico Alteração Contractual,2023,7,8
Redondo,Servico Alteração Contractual,2023,8,12
Redondo,Servico Alteração Contractual,2023,9,17
Redondo,Servico Alteração Contractual,2023,10,16
Redondo,Servico Alteração Contractual,2023,11,14
Redondo,Servico Alteração Contractual,2023,12,22
Redondo,Servico Alteração Contractual,2024,1,31
Redondo,Servico Alteração Contractual,2024,2,12
Redondo,Servico Alteração Contractual,2024,3,9
Redondo,Serviço de Corte e Re-Ligação,2022,3,10
Redondo,Serviço de Corte e Re-Ligação,2022,4,20
Redondo,Serviço de Corte e Re-Ligação,2022,5,11
Redondo,Serviço de Corte e Re-Ligação,2022,6,16
Redondo,Serviço de Corte e Re-Ligação,2022,7,9
Redondo,Serviço de Corte e Re-Ligação,2022,8,18
Redondo,Serviço de Corte e Re-Ligação,2022,9,12
Redondo,Serviço de Corte e Re-Ligação,2022,10,13
Redondo,Serviço de Corte e Re-Ligação,2022,11,23
Redondo,Serviço de Corte e Re-Ligação,2022,12,20
Redondo,Serviço de Corte e Re-Ligação,2023,1,37
Redondo,Serviço de Corte e Re-Ligação,2023,2,8
Redondo,Serviço de Corte e Re-Ligação,2023,3,27
Redondo,Serviço de Corte e Re-Ligação,2023,4,21
Redondo,Serviço de Corte e Re-Ligação,2023,5,21
Redondo,Serviço de Corte e Re-Ligação,2023,6,26
Redondo,Serviço de Corte e Re-Ligação,2023,7,24
Redondo,Serviço de Corte e Re-Ligação,2023,8,13
Redondo,Serviço de Corte e Re-Ligação,2023,9,22
Redondo,Serviço de Corte e Re-Ligação,2023,10,18
Redondo,Serviço de Corte e Re-Ligação,2023,11,9
Redondo,Serviço de Corte e Re-Ligação,2023,12,9
Redondo,Serviço de Corte e Re-Ligação,2024,1,13
Redondo,Serviço de Corte e Re-Ligação,2024,2,6
Redondo,Serviço de Corte e Re-Ligação,2024,3,5
Reguengos de Monsaraz,Configuração de EMI,2022,3,1
Reguengos de Monsaraz,Configuração de EMI,2022,4,1
Reguengos de Monsaraz,Configuração de EMI,2022,6,5
Reguengos de Monsaraz,Configuração de EMI,2022,7,5
Reguengos de Monsaraz,Configuração de EMI,2022,8,4
Reguengos de Monsaraz,Configuração de EMI,2022,9,5
Reguengos de Monsaraz,Configuração de EMI,2022,10,9
Reguengos de Monsaraz,Configuração de EMI,2022,11,69
Reguengos de Monsaraz,Configuração de EMI,2022,12,65
Reguengos de Monsaraz,Configuração de EMI,2023,1,58
Reguengos de Monsaraz,Configuração de EMI,2023,2,131
Reguengos de Monsaraz,Configuração de EMI,2023,3,38
Reguengos de Monsaraz,Configuração de EMI,2023,4,103
Reguengos de Monsaraz,Configuração de EMI,2023,5,60
Reguengos de Monsaraz,Configuração de EMI,2023,6,10
Reguengos de Monsaraz,Configuração de EMI,2023,7,4
Reguengos de Monsaraz,Configuração de EMI,2023,8,3
Reguengos de Monsaraz,Configuração de EMI,2023,9,4
Reguengos de Monsaraz,Configuração de EMI,2023,10,4
Reguengos de Monsaraz,Configuração de EMI,2023,11,2
Reguengos de Monsaraz,Configuração de EMI,2024,3,3
Reguengos de Monsaraz,REMOTE_ICP_CONFIGURATION,2023,1,1
Reguengos de Monsaraz,REMOTE_ICP_CONFIGURATION,2023,2,1
Reguengos de Monsaraz,REMOTE_ICP_CONFIGURATION,2023,3,3
Reguengos de Monsaraz,REMOTE_ICP_CONFIGURATION,2023,4,3
Reguengos de Monsaraz,REMOTE_ICP_CONFIGURATION,2023,8,8
Reguengos de Monsaraz,REMOTE_ICP_CONFIGURATION,2023,12,1
Reguengos de Monsaraz,REMOTE_ICP_CONFIGURATION,2024,1,1
Reguengos de Monsaraz,Redução de Potência Contratada,2022,3,32
Reguengos de Monsaraz,Redução de Potência Contratada,2022,4,66
Reguengos de Monsaraz,Redução de Potência Contratada,2022,5,97
Reguengos de Monsaraz,Redução de Potência Contratada,2022,6,98
Reguengos de Monsaraz,Redução de Potência Contratada,2022,7,90
Reguengos de Monsaraz,Redução de Potência Contratada,2022,8,104
Reguengos de Monsaraz,Redução de Potência Contratada,2022,9,81
Reguengos de Monsaraz,Redução de Potência Contratada,2022,10,60
Reguengos de Monsaraz,Redução de Potência Contratada,2022,11,72
Reguengos de Monsaraz,Redução de Potência Contratada,2022,12,60
Reguengos de Monsaraz,Redução de Potência Contratada,2023,1,86
Reguengos de Monsaraz,Redução de Potência Contratada,2023,2,63
Reguengos de Monsaraz,Redução de Potência Contratada,2023,3,83
Reguengos de Monsaraz,Redução de Potência Contratada,2023,4,79
Reguengos de Monsaraz,Redução de Potência Contratada,2023,5,97
Reguengos de Monsaraz,Redução de Potência Contratada,2023,6,97
Reguengos de Monsaraz,Redução de Potência Contratada,2023,7,91
Reguengos de Monsaraz,Redução de Potência Contratada,2023,8,70
Reguengos de Monsaraz,Redução de Potência Contratada,2023,9,70
Reguengos de Monsaraz,Redução de Potência Contratada,2023,10,89
Reguengos de Monsaraz,Redução de Potência Contratada,2023,11,116
Reguengos de Monsaraz,Redução de Potência Contratada,2023,12,73
Reguengos de Monsaraz,Redução de Potência Contratada,2024,1,98
Reguengos de Monsaraz,Redução de Potência Contratada,2024,2,48
Reguengos de Monsaraz,Redução de Potência Contratada,2024,3,39
Reguengos de Monsaraz,Reposição de Potência Contratada,2022,3,27
Reguengos de Monsaraz,Reposição de Potência Contratada,2022,4,60
Reguengos de Monsaraz,Reposição de Potência Contratada,2022,5,75
Reguengos de Monsaraz,Reposição de Potência Contratada,2022,6,95
Reguengos de Monsaraz,Reposição de Potência Contratada,2022,7,81
Reguengos de Monsaraz,Reposição de Potência Contratada,2022,8,74
Reguengos de Monsaraz,Reposição de Potência Contratada,2022,9,70
Reguengos de Monsaraz,Reposição de Potência Contratada,2022,10,60
Reguengos de Monsaraz,Reposição de Potência Contratada,2022,11,64
Reguengos de Monsaraz,Reposição de Potência Contratada,2022,12,54
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,1,71
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,2,56
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,3,77
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,4,74
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,5,89
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,6,79
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,7,74
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,8,78
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,9,53
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,10,70
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,11,98
Reguengos de Monsaraz,Reposição de Potência Contratada,2023,12,55
Reguengos de Monsaraz,Reposição de Potência Contratada,2024,1,63
Reguengos de Monsaraz,Reposição de Potência Contratada,2024,2,43
Reguengos de Monsaraz,Reposição de Potência Contratada,2024,3,43
Reguengos de Monsaraz,Servico Alteração Contractual,2022,3,9
Reguengos de Monsaraz,Servico Alteração Contractual,2022,4,30
Reguengos de Monsaraz,Servico Alteração Contractual,2022,5,33
Reguengos de Monsaraz,Servico Alteração Contractual,2022,6,13
Reguengos de Monsaraz,Servico Alteração Contractual,2022,7,19
Reguengos de Monsaraz,Servico Alteração Contractual,2022,8,14
Reguengos de Monsaraz,Servico Alteração Contractual,2022,9,17
Reguengos de Monsaraz,Servico Alteração Contractual,2022,10,31
Reguengos de Monsaraz,Servico Alteração Contractual,2022,11,19
Reguengos de Monsaraz,Servico Alteração Contractual,2022,12,18
Reguengos de Monsaraz,Servico Alteração Contractual,2023,1,38
Reguengos de Monsaraz,Servico Alteração Contractual,2023,2,22
Reguengos de Monsaraz,Servico Alteração Contractual,2023,3,22
Reguengos de Monsaraz,Servico Alteração Contractual,2023,4,13
Reguengos de Monsaraz,Servico Alteração Contractual,2023,5,31
Reguengos de Monsaraz,Servico Alteração Contractual,2023,6,31
Reguengos de Monsaraz,Servico Alteração Contractual,2023,7,24
Reguengos de Monsaraz,Servico Alteração Contractual,2023,8,27
Reguengos de Monsaraz,Servico Alteração Contractual,2023,9,21
Reguengos de Monsaraz,Servico Alteração Contractual,2023,10,21
Reguengos de Monsaraz,Servico Alteração Contractual,2023,11,27
Reguengos de Monsaraz,Servico Alteração Contractual,2023,12,40
Reguengos de Monsaraz,Servico Alteração Contractual,2024,1,36
Reguengos de Monsaraz,Servico Alteração Contractual,2024,2,16
Reguengos de Monsaraz,Servico Alteração Contractual,2024,3,16
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2022,3,10
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2022,4,23
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2022,5,36
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2022,6,33
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2022,7,7
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2022,8,34
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2022,9,16
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2022,10,36
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2022,11,27
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2022,12,15
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,1,35
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,2,25
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,3,37
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,4,26
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,5,41
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,6,32
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,7,32
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,8,22
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,9,18
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,10,16
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,11,27
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2023,12,17
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2024,1,23
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2024,2,6
Reguengos de Monsaraz,Serviço de Corte e Re-Ligação,2024,3,10
Resende,Configuração de EMI,2022,4,2
Resende,Configuração de EMI,2022,10,4
Resende,Configuração de EMI,2022,11,35
Resende,Configuração de EMI,2022,12,31
Resende,Configuração de EMI,2023,1,35
Resende,Configuração de EMI,2023,2,12
Resende,Configuração de EMI,2023,3,140
Resende,Configuração de EMI,2023,4,126
Resende,Configuração de EMI,2023,5,74
Resende,Configuração de EMI,2023,6,35
Resende,Configuração de EMI,2023,7,2
Resende,Configuração de EMI,2023,8,1
Resende,Configuração de EMI,2023,9,3
Resende,Configuração de EMI,2023,10,5
Resende,Configuração de EMI,2023,11,1
Resende,Configuração de EMI,2023,12,1
Resende,Configuração de EMI,2024,2,2
Resende,Outros,2022,3,1
Resende,REMOTE_ICP_CONFIGURATION,2022,12,1
Resende,REMOTE_ICP_CONFIGURATION,2023,3,1
Resende,REMOTE_ICP_CONFIGURATION,2023,8,1
Resende,REMOTE_ICP_CONFIGURATION,2024,3,1
Resende,Redução de Potência Contratada,2022,3,4
Resende,Redução de Potência Contratada,2022,4,7
Resende,Redução de Potência Contratada,2022,5,5
Resende,Redução de Potência Contratada,2022,6,5
Resende,Redução de Potência Contratada,2022,7,4
Resende,Redução de Potência Contratada,2022,8,7
Resende,Redução de Potência Contratada,2022,9,7
Resende,Redução de Potência Contratada,2022,10,5
Resende,Redução de Potência Contratada,2022,11,3
Resende,Redução de Potência Contratada,2022,12,12
Resende,Redução de Potência Contratada,2023,1,7
Resende,Redução de Potência Contratada,2023,2,14
Resende,Redução de Potência Contratada,2023,3,10
Resende,Redução de Potência Contratada,2023,4,13
Resende,Redução de Potência Contratada,2023,5,15
Resende,Redução de Potência Contratada,2023,6,17
Resende,Redução de Potência Contratada,2023,7,10
Resende,Redução de Potência Contratada,2023,8,21
Resende,Redução de Potência Contratada,2023,9,13
Resende,Redução de Potência Contratada,2023,10,25
Resende,Redução de Potência Contratada,2023,11,20
Resende,Redução de Potência Contratada,2023,12,15
Resende,Redução de Potência Contratada,2024,1,22
Resende,Redução de Potência Contratada,2024,2,9
Resende,Redução de Potência Contratada,2024,3,11
Resende,Reposição de Potência Contratada,2022,3,3
Resende,Reposição de Potência Contratada,2022,4,3
Resende,Reposição de Potência Contratada,2022,5,4
Resende,Reposição de Potência Contratada,2022,6,8
Resende,Reposição de Potência Contratada,2022,7,2
Resende,Reposição de Potência Contratada,2022,8,8
Resende,Reposição de Potência Contratada,2022,9,5
Resende,Reposição de Potência Contratada,2022,10,5
Resende,Reposição de Potência Contratada,2022,11,4
Resende,Reposição de Potência Contratada,2022,12,11
Resende,Reposição de Potência Contratada,2023,1,4
Resende,Reposição de Potência Contratada,2023,2,9
Resende,Reposição de Potência Contratada,2023,3,9
Resende,Reposição de Potência Contratada,2023,4,8
Resende,Reposição de Potência Contratada,2023,5,9
Resende,Reposição de Potência Contratada,2023,6,18
Resende,Reposição de Potência Contratada,2023,7,12
Resende,Reposição de Potência Contratada,2023,8,18
Resende,Reposição de Potência Contratada,2023,9,11
Resende,Reposição de Potência Contratada,2023,10,16
Resende,Reposição de Potência Contratada,2023,11,21
Resende,Reposição de Potência Contratada,2023,12,10
Resende,Reposição de Potência Contratada,2024,1,16
Resende,Reposição de Potência Contratada,2024,2,8
Resende,Reposição de Potência Contratada,2024,3,4
Resende,Servico Alteração Contractual,2022,3,1
Resende,Servico Alteração Contractual,2022,5,1
Resende,Servico Alteração Contractual,2022,7,1
Resende,Servico Alteração Contractual,2022,8,1
Resende,Servico Alteração Contractual,2022,9,4
Resende,Servico Alteração Contractual,2022,10,7
Resende,Servico Alteração Contractual,2022,11,4
Resende,Servico Alteração Contractual,2022,12,4
Resende,Servico Alteração Contractual,2023,1,5
Resende,Servico Alteração Contractual,2023,2,2
Resende,Servico Alteração Contractual,2023,3,7
Resende,Servico Alteração Contractual,2023,4,8
Resende,Servico Alteração Contractual,2023,5,7
Resende,Servico Alteração Contractual,2023,6,7
Resende,Servico Alteração Contractual,2023,7,5
Resende,Servico Alteração Contractual,2023,8,4
Resende,Servico Alteração Contractual,2023,9,7
Resende,Servico Alteração Contractual,2023,10,8
Resende,Servico Alteração Contractual,2023,11,9
Resende,Servico Alteração Contractual,2023,12,10
Resende,Servico Alteração Contractual,2024,1,14
Resende,Servico Alteração Contractual,2024,2,6
Resende,Servico Alteração Contractual,2024,3,7
Resende,Serviço de Corte e Re-Ligação,2022,5,2
Resende,Serviço de Corte e Re-Ligação,2022,6,6
Resende,Serviço de Corte e Re-Ligação,2022,7,3
Resende,Serviço de Corte e Re-Ligação,2022,8,5
Resende,Serviço de Corte e Re-Ligação,2022,9,4
Resende,Serviço de Corte e Re-Ligação,2022,10,3
Resende,Serviço de Corte e Re-Ligação,2022,11,2
Resende,Serviço de Corte e Re-Ligação,2022,12,2
Resende,Serviço de Corte e Re-Ligação,2023,1,6
Resende,Serviço de Corte e Re-Ligação,2023,2,6
Resende,Serviço de Corte e Re-Ligação,2023,3,5
Resende,Serviço de Corte e Re-Ligação,2023,4,11
Resende,Serviço de Corte e Re-Ligação,2023,5,8
Resende,Serviço de Corte e Re-Ligação,2023,6,11
Resende,Serviço de Corte e Re-Ligação,2023,7,7
Resende,Serviço de Corte e Re-Ligação,2023,8,5
Resende,Serviço de Corte e Re-Ligação,2023,9,10
Resende,Serviço de Corte e Re-Ligação,2023,10,6
Resende,Serviço de Corte e Re-Ligação,2023,11,4
Resende,Serviço de Corte e Re-Ligação,2023,12,1
Resende,Serviço de Corte e Re-Ligação,2024,1,10
Resende,Serviço de Corte e Re-Ligação,2024,2,1
Resende,Serviço de Corte e Re-Ligação,2024,3,1
Ribeira de Pena,Configuração de EMI,2022,3,1
Ribeira de Pena,Configuração de EMI,2022,4,1
Ribeira de Pena,Configuração de EMI,2022,5,3
Ribeira de Pena,Configuração de EMI,2022,8,2
Ribeira de Pena,Configuração de EMI,2022,9,4
Ribeira de Pena,Configuração de EMI,2022,10,5
Ribeira de Pena,Configuração de EMI,2022,11,29
Ribeira de Pena,Configuração de EMI,2022,12,28
Ribeira de Pena,Configuração de EMI,2023,1,23
Ribeira de Pena,Configuração de EMI,2023,2,72
Ribeira de Pena,Configuração de EMI,2023,3,50
Ribeira de Pena,Configuração de EMI,2023,4,99
Ribeira de Pena,Configuração de EMI,2023,5,41
Ribeira de Pena,Configuração de EMI,2023,7,1
Ribeira de Pena,Configuração de EMI,2023,9,1
Ribeira de Pena,Configuração de EMI,2023,10,2
Ribeira de Pena,Configuração de EMI,2023,11,3
Ribeira de Pena,Configuração de EMI,2024,1,1
Ribeira de Pena,Configuração de EMI,2024,2,2
Ribeira de Pena,Configuração de EMI,2024,3,1
Ribeira de Pena,Outros,2022,3,3
Ribeira de Pena,Outros,2023,3,1
Ribeira de Pena,REMOTE_ICP_CONFIGURATION,2023,1,3
Ribeira de Pena,REMOTE_ICP_CONFIGURATION,2023,3,1
Ribeira de Pena,REMOTE_ICP_CONFIGURATION,2023,8,3
Ribeira de Pena,REMOTE_ICP_CONFIGURATION,2023,12,1
Ribeira de Pena,Redução de Potência Contratada,2022,3,5
Ribeira de Pena,Redução de Potência Contratada,2022,4,10
Ribeira de Pena,Redução de Potência Contratada,2022,5,18
Ribeira de Pena,Redução de Potência Contratada,2022,6,13
Ribeira de Pena,Redução de Potência Contratada,2022,7,17
Ribeira de Pena,Redução de Potência Contratada,2022,8,19
Ribeira de Pena,Redução de Potência Contratada,2022,9,16
