Concelho,Tipo de Serviço,Ano,Mes,Ordens Serviço Realizadas (#)
Abrantes,Configuração de EMI,2022,3,4
Abrantes,Configuração de EMI,2022,4,15
Abrantes,Configuração de EMI,2022,5,6
Abrantes,Configuração de EMI,2022,6,10
Abrantes,Configuração de EMI,2022,7,8
Abrantes,Configuração de EMI,2022,8,6
Abrantes,Configuração de EMI,2022,9,4
Abrantes,Configuração de EMI,2022,10,32
Abrantes,Configuração de EMI,2022,11,268
Abrantes,Configuração de EMI,2022,12,382
Abrantes,Configuração de EMI,2023,1,309
Abrantes,Configuração de EMI,2023,2,727
Abrantes,Configuração de EMI,2023,3,374
Abrantes,Configuração de EMI,2023,4,241
Abrantes,Configuração de EMI,2023,5,388
Abrantes,Configuração de EMI,2023,6,42
Abrantes,Configuração de EMI,2023,7,10
Abrantes,Configuração de EMI,2023,8,7
Abrantes,Configuração de EMI,2023,9,12
Abrantes,Configuração de EMI,2023,10,27
Abrantes,Configuração de EMI,2023,11,6
Abrantes,Configuração de EMI,2023,12,6
Abrantes,Configuração de EMI,2024,1,5
Abrantes,Configuração de EMI,2024,2,5
Abrantes,Configuração de EMI,2024,3,4
Abrantes,Outros,2022,5,1
Abrantes,Outros,2022,9,1
Abrantes,Outros,2022,11,1
Abrantes,REMOTE_ICP_CONFIGURATION,2022,12,1
Abrantes,REMOTE_ICP_CONFIGURATION,2023,1,4
Abrantes,REMOTE_ICP_CONFIGURATION,2023,3,9
Abrantes,REMOTE_ICP_CONFIGURATION,2023,6,1
Abrantes,REMOTE_ICP_CONFIGURATION,2023,7,2
Abrantes,REMOTE_ICP_CONFIGURATION,2023,8,29
Abrantes,REMOTE_ICP_CONFIGURATION,2024,1,1
Abrantes,Redução de Potência Contratada,2022,3,59
Abrantes,Redução de Potência Contratada,2022,4,121
Abrantes,Redução de Potência Contratada,2022,5,152
Abrantes,Redução de Potência Contratada,2022,6,164
Abrantes,Redução de Potência Contratada,2022,7,127
Abrantes,Redução de Potência Contratada,2022,8,173
Abrantes,Redução de Potência Contratada,2022,9,144
Abrantes,Redução de Potência Contratada,2022,10,135
Abrantes,Redução de Potência Contratada,2022,11,182
Abrantes,Redução de Potência Contratada,2022,12,123
Abrantes,Redução de Potência Contratada,2023,1,204
Abrantes,Redução de Potência Contratada,2023,2,163
Abrantes,Redução de Potência Contratada,2023,3,184
Abrantes,Redução de Potência Contratada,2023,4,177
Abrantes,Redução de Potência Contratada,2023,5,227
Abrantes,Redução de Potência Contratada,2023,6,199
Abrantes,Redução de Potência Contratada,2023,7,213
Abrantes,Redução de Potência Contratada,2023,8,177
Abrantes,Redução de Potência Contratada,2023,9,138
Abrantes,Redução de Potência Contratada,2023,10,179
Abrantes,Redução de Potência Contratada,2023,11,224
Abrantes,Redução de Potência Contratada,2023,12,131
Abrantes,Redução de Potência Contratada,2024,1,208
Abrantes,Redução de Potência Contratada,2024,2,103
Abrantes,Redução de Potência Contratada,2024,3,90
Abrantes,Reposição de Potência Contratada,2022,3,41
Abrantes,Reposição de Potência Contratada,2022,4,116
Abrantes,Reposição de Potência Contratada,2022,5,117
Abrantes,Reposição de Potência Contratada,2022,6,149
Abrantes,Reposição de Potência Contratada,2022,7,112
Abrantes,Reposição de Potência Contratada,2022,8,149
Abrantes,Reposição de Potência Contratada,2022,9,121
Abrantes,Reposição de Potência Contratada,2022,10,133
Abrantes,Reposição de Potência Contratada,2022,11,125
Abrantes,Reposição de Potência Contratada,2022,12,125
Abrantes,Reposição de Potência Contratada,2023,1,142
Abrantes,Reposição de Potência Contratada,2023,2,149
Abrantes,Reposição de Potência Contratada,2023,3,148
Abrantes,Reposição de Potência Contratada,2023,4,163
Abrantes,Reposição de Potência Contratada,2023,5,187
Abrantes,Reposição de Potência Contratada,2023,6,177
Abrantes,Reposição de Potência Contratada,2023,7,188
Abrantes,Reposição de Potência Contratada,2023,8,150
Abrantes,Reposição de Potência Contratada,2023,9,122
Abrantes,Reposição de Potência Contratada,2023,10,144
Abrantes,Reposição de Potência Contratada,2023,11,183
Abrantes,Reposição de Potência Contratada,2023,12,105
Abrantes,Reposição de Potência Contratada,2024,1,150
Abrantes,Reposição de Potência Contratada,2024,2,78
Abrantes,Reposição de Potência Contratada,2024,3,62
Abrantes,Servico Alteração Contractual,2022,3,26
Abrantes,Servico Alteração Contractual,2022,4,70
Abrantes,Servico Alteração Contractual,2022,5,78
Abrantes,Servico Alteração Contractual,2022,6,79
Abrantes,Servico Alteração Contractual,2022,7,53
Abrantes,Servico Alteração Contractual,2022,8,74
Abrantes,Servico Alteração Contractual,2022,9,69
Abrantes,Servico Alteração Contractual,2022,10,74
Abrantes,Servico Alteração Contractual,2022,11,91
Abrantes,Servico Alteração Contractual,2022,12,87
Abrantes,Servico Alteração Contractual,2023,1,96
Abrantes,Servico Alteração Contractual,2023,2,98
Abrantes,Servico Alteração Contractual,2023,3,88
Abrantes,Servico Alteração Contractual,2023,4,54
Abrantes,Servico Alteração Contractual,2023,5,68
Abrantes,Servico Alteração Contractual,2023,6,83
Abrantes,Servico Alteração Contractual,2023,7,104
Abrantes,Servico Alteração Contractual,2023,8,87
Abrantes,Servico Alteração Contractual,2023,9,79
Abrantes,Servico Alteração Contractual,2023,10,96
Abrantes,Servico Alteração Contractual,2023,11,103
Abrantes,Servico Alteração Contractual,2023,12,115
Abrantes,Servico Alteração Contractual,2024,1,117
Abrantes,Servico Alteração Contractual,2024,2,67
Abrantes,Servico Alteração Contractual,2024,3,59
Abrantes,Serviço de Corte e Re-Ligação,2022,3,20
Abrantes,Serviço de Corte e Re-Ligação,2022,4,53
Abrantes,Serviço de Corte e Re-Ligação,2022,5,40
Abrantes,Serviço de Corte e Re-Ligação,2022,6,41
Abrantes,Serviço de Corte e Re-Ligação,2022,7,41
Abrantes,Serviço de Corte e Re-Ligação,2022,8,51
Abrantes,Serviço de Corte e Re-Ligação,2022,9,33
Abrantes,Serviço de Corte e Re-Ligação,2022,10,34
Abrantes,Serviço de Corte e Re-Ligação,2022,11,41
Abrantes,Serviço de Corte e Re-Ligação,2022,12,39
Abrantes,Serviço de Corte e Re-Ligação,2023,1,57
Abrantes,Serviço de Corte e Re-Ligação,2023,2,30
Abrantes,Serviço de Corte e Re-Ligação,2023,3,46
Abrantes,Serviço de Corte e Re-Ligação,2023,4,62
Abrantes,Serviço de Corte e Re-Ligação,2023,5,63
Abrantes,Serviço de Corte e Re-Ligação,2023,6,58
Abrantes,Serviço de Corte e Re-Ligação,2023,7,63
Abrantes,Serviço de Corte e Re-Ligação,2023,8,51
Abrantes,Serviço de Corte e Re-Ligação,2023,9,39
Abrantes,Serviço de Corte e Re-Ligação,2023,10,46
Abrantes,Serviço de Corte e Re-Ligação,2023,11,45
Abrantes,Serviço de Corte e Re-Ligação,2023,12,35
Abrantes,Serviço de Corte e Re-Ligação,2024,1,38
Abrantes,Serviço de Corte e Re-Ligação,2024,2,18
Abrantes,Serviço de Corte e Re-Ligação,2024,3,13
Aguiar da Beira,Configuração de EMI,2022,5,1
Aguiar da Beira,Configuração de EMI,2022,8,1
Aguiar da Beira,Configuração de EMI,2022,9,1
Aguiar da Beira,Configuração de EMI,2022,10,4
Aguiar da Beira,Configuração de EMI,2022,11,36
Aguiar da Beira,Configuração de EMI,2022,12,182
Aguiar da Beira,Configuração de EMI,2023,1,152
Aguiar da Beira,Configuração de EMI,2023,2,62
Aguiar da Beira,Configuração de EMI,2023,3,92
Aguiar da Beira,Configuração de EMI,2023,4,83
Aguiar da Beira,Configuração de EMI,2023,5,62
Aguiar da Beira,Configuração de EMI,2023,6,4
Aguiar da Beira,Configuração de EMI,2023,7,1
Aguiar da Beira,Configuração de EMI,2023,8,2
Aguiar da Beira,Configuração de EMI,2023,9,4
Aguiar da Beira,Configuração de EMI,2023,10,11
Aguiar da Beira,Configuração de EMI,2023,11,1
Aguiar da Beira,Configuração de EMI,2024,1,1
Aguiar da Beira,Configuração de EMI,2024,2,1
Aguiar da Beira,Configuração de EMI,2024,3,10
Aguiar da Beira,Outros,2022,3,1
Aguiar da Beira,Outros,2022,9,1
Aguiar da Beira,Outros,2023,12,1
Aguiar da Beira,REMOTE_ICP_CONFIGURATION,2022,12,3
Aguiar da Beira,REMOTE_ICP_CONFIGURATION,2023,1,3
Aguiar da Beira,REMOTE_ICP_CONFIGURATION,2023,3,3
Aguiar da Beira,REMOTE_ICP_CONFIGURATION,2023,8,2
Aguiar da Beira,REMOTE_ICP_CONFIGURATION,2024,1,1
Aguiar da Beira,Redução de Potência Contratada,2022,3,3
Aguiar da Beira,Redução de Potência Contratada,2022,4,12
Aguiar da Beira,Redução de Potência Contratada,2022,5,15
Aguiar da Beira,Redução de Potência Contratada,2022,6,9
Aguiar da Beira,Redução de Potência Contratada,2022,7,11
Aguiar da Beira,Redução de Potência Contratada,2022,8,20
Aguiar da Beira,Redução de Potência Contratada,2022,9,7
Aguiar da Beira,Redução de Potência Contratada,2022,10,11
Aguiar da Beira,Redução de Potência Contratada,2022,11,5
Aguiar da Beira,Redução de Potência Contratada,2022,12,15
Aguiar da Beira,Redução de Potência Contratada,2023,1,19
Aguiar da Beira,Redução de Potência Contratada,2023,2,13
Aguiar da Beira,Redução de Potência Contratada,2023,3,10
Aguiar da Beira,Redução de Potência Contratada,2023,4,14
Aguiar da Beira,Redução de Potência Contratada,2023,5,20
Aguiar da Beira,Redução de Potência Contratada,2023,6,25
Aguiar da Beira,Redução de Potência Contratada,2023,7,19
Aguiar da Beira,Redução de Potência Contratada,2023,8,19
Aguiar da Beira,Redução de Potência Contratada,2023,9,13
Aguiar da Beira,Redução de Potência Contratada,2023,10,13
Aguiar da Beira,Redução de Potência Contratada,2023,11,30
Aguiar da Beira,Redução de Potência Contratada,2023,12,20
Aguiar da Beira,Redução de Potência Contratada,2024,1,26
Aguiar da Beira,Redução de Potência Contratada,2024,2,9
Aguiar da Beira,Redução de Potência Contratada,2024,3,8
Aguiar da Beira,Reposição de Potência Contratada,2022,3,2
Aguiar da Beira,Reposição de Potência Contratada,2022,4,14
Aguiar da Beira,Reposição de Potência Contratada,2022,5,7
Aguiar da Beira,Reposição de Potência Contratada,2022,6,9
Aguiar da Beira,Reposição de Potência Contratada,2022,7,9
Aguiar da Beira,Reposição de Potência Contratada,2022,8,18
Aguiar da Beira,Reposição de Potência Contratada,2022,9,6
Aguiar da Beira,Reposição de Potência Contratada,2022,10,6
Aguiar da Beira,Reposição de Potência Contratada,2022,11,4
Aguiar da Beira,Reposição de Potência Contratada,2022,12,7
Aguiar da Beira,Reposição de Potência Contratada,2023,1,12
Aguiar da Beira,Reposição de Potência Contratada,2023,2,5
Aguiar da Beira,Reposição de Potência Contratada,2023,3,6
Aguiar da Beira,Reposição de Potência Contratada,2023,4,15
Aguiar da Beira,Reposição de Potência Contratada,2023,5,18
Aguiar da Beira,Reposição de Potência Contratada,2023,6,16
Aguiar da Beira,Reposição de Potência Contratada,2023,7,18
Aguiar da Beira,Reposição de Potência Contratada,2023,8,11
Aguiar da Beira,Reposição de Potência Contratada,2023,9,15
Aguiar da Beira,Reposição de Potência Contratada,2023,10,7
Aguiar da Beira,Reposição de Potência Contratada,2023,11,20
Aguiar da Beira,Reposição de Potência Contratada,2023,12,10
Aguiar da Beira,Reposição de Potência Contratada,2024,1,18
Aguiar da Beira,Reposição de Potência Contratada,2024,2,7
Aguiar da Beira,Reposição de Potência Contratada,2024,3,8
Aguiar da Beira,Servico Alteração Contractual,2022,3,2
Aguiar da Beira,Servico Alteração Contractual,2022,4,7
Aguiar da Beira,Servico Alteração Contractual,2022,5,6
Aguiar da Beira,Servico Alteração Contractual,2022,6,9
Aguiar da Beira,Servico Alteração Contractual,2022,7,2
Aguiar da Beira,Servico Alteração Contractual,2022,8,9
Aguiar da Beira,Servico Alteração Contractual,2022,9,7
Aguiar da Beira,Servico Alteração Contractual,2022,10,8
Aguiar da Beira,Servico Alteração Contractual,2022,11,10
Aguiar da Beira,Servico Alteração Contractual,2022,12,11
Aguiar da Beira,Servico Alteração Contractual,2023,1,20
Aguiar da Beira,Servico Alteração Contractual,2023,2,9
Aguiar da Beira,Servico Alteração Contractual,2023,3,10
Aguiar da Beira,Servico Alteração Contractual,2023,4,11
Aguiar da Beira,Servico Alteração Contractual,2023,5,10
Aguiar da Beira,Servico Alteração Contractual,2023,6,8
Aguiar da Beira,Servico Alteração Contractual,2023,7,14
Aguiar da Beira,Servico Alteração Contractual,2023,8,25
Aguiar da Beira,Servico Alteração Contractual,2023,9,19
Aguiar da Beira,Servico Alteração Contractual,2023,10,19
Aguiar da Beira,Servico Alteração Contractual,2023,11,11
Aguiar da Beira,Servico Alteração Contractual,2023,12,15
Aguiar da Beira,Servico Alteração Contractual,2024,1,16
Aguiar da Beira,Servico Alteração Contractual,2024,2,4
Aguiar da Beira,Servico Alteração Contractual,2024,3,7
Aguiar da Beira,Serviço de Corte e Re-Ligação,2022,3,1
Aguiar da Beira,Serviço de Corte e Re-Ligação,2022,4,10
Aguiar da Beira,Serviço de Corte e Re-Ligação,2022,5,12
Aguiar da Beira,Serviço de Corte e Re-Ligação,2022,6,5
Aguiar da Beira,Serviço de Corte e Re-Ligação,2022,7,3
Aguiar da Beira,Serviço de Corte e Re-Ligação,2022,8,9
Aguiar da Beira,Serviço de Corte e Re-Ligação,2022,9,4
Aguiar da Beira,Serviço de Corte e Re-Ligação,2022,10,7
Aguiar da Beira,Serviço de Corte e Re-Ligação,2022,11,5
Aguiar da Beira,Serviço de Corte e Re-Ligação,2022,12,4
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,1,8
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,2,8
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,3,11
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,4,9
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,5,7
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,6,6
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,7,15
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,8,11
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,9,9
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,10,2
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,11,10
Aguiar da Beira,Serviço de Corte e Re-Ligação,2023,12,7
Aguiar da Beira,Serviço de Corte e Re-Ligação,2024,1,9
Aguiar da Beira,Serviço de Corte e Re-Ligação,2024,2,2
Aguiar da Beira,Serviço de Corte e Re-Ligação,2024,3,4
Alandroal,Configuração de EMI,2022,4,1
Alandroal,Configuração de EMI,2022,5,2
Alandroal,Configuração de EMI,2022,6,4
Alandroal,Configuração de EMI,2022,7,1
Alandroal,Configuração de EMI,2022,8,1
Alandroal,Configuração de EMI,2022,9,2
Alandroal,Configuração de EMI,2022,10,8
Alandroal,Configuração de EMI,2022,11,29
Alandroal,Configuração de EMI,2022,12,87
Alandroal,Configuração de EMI,2023,1,120
Alandroal,Configuração de EMI,2023,2,15
Alandroal,Configuração de EMI,2023,3,18
Alandroal,Configuração de EMI,2023,4,36
Alandroal,Configuração de EMI,2023,5,62
Alandroal,Configuração de EMI,2023,6,2
Alandroal,Configuração de EMI,2023,8,1
Alandroal,Configuração de EMI,2023,10,3
Alandroal,Configuração de EMI,2023,11,2
Alandroal,Configuração de EMI,2024,1,1
Alandroal,Configuração de EMI,2024,2,2
Alandroal,Configuração de EMI,2024,3,1
Alandroal,Outros,2023,1,1
Alandroal,REMOTE_ICP_CONFIGURATION,2023,8,1
Alandroal,Redução de Potência Contratada,2022,3,10
Alandroal,Redução de Potência Contratada,2022,4,24
Alandroal,Redução de Potência Contratada,2022,5,26
Alandroal,Redução de Potência Contratada,2022,6,19
Alandroal,Redução de Potência Contratada,2022,7,16
Alandroal,Redução de Potência Contratada,2022,8,23
Alandroal,Redução de Potência Contratada,2022,9,24
Alandroal,Redução de Potência Contratada,2022,10,16
Alandroal,Redução de Potência Contratada,2022,11,7
Alandroal,Redução de Potência Contratada,2022,12,12
Alandroal,Redução de Potência Contratada,2023,1,21
Alandroal,Redução de Potência Contratada,2023,2,14
Alandroal,Redução de Potência Contratada,2023,3,11
Alandroal,Redução de Potência Contratada,2023,4,25
Alandroal,Redução de Potência Contratada,2023,5,24
Alandroal,Redução de Potência Contratada,2023,6,18
Alandroal,Redução de Potência Contratada,2023,7,18
Alandroal,Redução de Potência Contratada,2023,8,20
Alandroal,Redução de Potência Contratada,2023,9,14
Alandroal,Redução de Potência Contratada,2023,10,21
Alandroal,Redução de Potência Contratada,2023,11,33
Alandroal,Redução de Potência Contratada,2023,12,17
Alandroal,Redução de Potência Contratada,2024,1,23
Alandroal,Redução de Potência Contratada,2024,2,15
Alandroal,Redução de Potência Contratada,2024,3,13
Alandroal,Reposição de Potência Contratada,2022,3,7
Alandroal,Reposição de Potência Contratada,2022,4,21
Alandroal,Reposição de Potência Contratada,2022,5,21
Alandroal,Reposição de Potência Contratada,2022,6,20
Alandroal,Reposição de Potência Contratada,2022,7,14
Alandroal,Reposição de Potência Contratada,2022,8,25
Alandroal,Reposição de Potência Contratada,2022,9,15
Alandroal,Reposição de Potência Contratada,2022,10,16
Alandroal,Reposição de Potência Contratada,2022,11,8
Alandroal,Reposição de Potência Contratada,2022,12,7
Alandroal,Reposição de Potência Contratada,2023,1,13
Alandroal,Reposição de Potência Contratada,2023,2,14
Alandroal,Reposição de Potência Contratada,2023,3,13
Alandroal,Reposição de Potência Contratada,2023,4,22
Alandroal,Reposição de Potência Contratada,2023,5,21
Alandroal,Reposição de Potência Contratada,2023,6,18
Alandroal,Reposição de Potência Contratada,2023,7,10
Alandroal,Reposição de Potência Contratada,2023,8,19
Alandroal,Reposição de Potência Contratada,2023,9,14
Alandroal,Reposição de Potência Contratada,2023,10,18
Alandroal,Reposição de Potência Contratada,2023,11,31
Alandroal,Reposição de Potência Contratada,2023,12,9
Alandroal,Reposição de Potência Contratada,2024,1,20
Alandroal,Reposição de Potência Contratada,2024,2,10
Alandroal,Reposição de Potência Contratada,2024,3,4
Alandroal,Servico Alteração Contractual,2022,3,3
Alandroal,Servico Alteração Contractual,2022,4,5
Alandroal,Servico Alteração Contractual,2022,5,8
Alandroal,Servico Alteração Contractual,2022,6,6
Alandroal,Servico Alteração Contractual,2022,7,10
Alandroal,Servico Alteração Contractual,2022,8,9
Alandroal,Servico Alteração Contractual,2022,9,8
Alandroal,Servico Alteração Contractual,2022,10,8
Alandroal,Servico Alteração Contractual,2022,11,11
Alandroal,Servico Alteração Contractual,2022,12,8
Alandroal,Servico Alteração Contractual,2023,1,15
Alandroal,Servico Alteração Contractual,2023,2,7
Alandroal,Servico Alteração Contractual,2023,3,10
Alandroal,Servico Alteração Contractual,2023,4,6
Alandroal,Servico Alteração Contractual,2023,5,6
Alandroal,Servico Alteração Contractual,2023,6,2
Alandroal,Servico Alteração Contractual,2023,7,4
Alandroal,Servico Alteração Contractual,2023,8,8
Alandroal,Servico Alteração Contractual,2023,9,7
Alandroal,Servico Alteração Contractual,2023,10,11
Alandroal,Servico Alteração Contractual,2023,11,11
Alandroal,Servico Alteração Contractual,2023,12,5
Alandroal,Servico Alteração Contractual,2024,1,13
Alandroal,Servico Alteração Contractual,2024,2,2
Alandroal,Servico Alteração Contractual,2024,3,3
Alandroal,Serviço de Corte e Re-Ligação,2022,3,3
Alandroal,Serviço de Corte e Re-Ligação,2022,4,6
Alandroal,Serviço de Corte e Re-Ligação,2022,5,6
Alandroal,Serviço de Corte e Re-Ligação,2022,6,7
Alandroal,Serviço de Corte e Re-Ligação,2022,7,2
Alandroal,Serviço de Corte e Re-Ligação,2022,8,10
Alandroal,Serviço de Corte e Re-Ligação,2022,9,4
Alandroal,Serviço de Corte e Re-Ligação,2022,10,6
Alandroal,Serviço de Corte e Re-Ligação,2022,11,5
Alandroal,Serviço de Corte e Re-Ligação,2022,12,2
Alandroal,Serviço de Corte e Re-Ligação,2023,1,10
Alandroal,Serviço de Corte e Re-Ligação,2023,2,8
Alandroal,Serviço de Corte e Re-Ligação,2023,3,15
Alandroal,Serviço de Corte e Re-Ligação,2023,4,9
Alandroal,Serviço de Corte e Re-Ligação,2023,5,4
Alandroal,Serviço de Corte e Re-Ligação,2023,6,8
Alandroal,Serviço de Corte e Re-Ligação,2023,7,8
Alandroal,Serviço de Corte e Re-Ligação,2023,8,10
Alandroal,Serviço de Corte e Re-Ligação,2023,9,5
Alandroal,Serviço de Corte e Re-Ligação,2023,10,12
Alandroal,Serviço de Corte e Re-Ligação,2023,11,6
Alandroal,Serviço de Corte e Re-Ligação,2023,12,6
Alandroal,Serviço de Corte e Re-Ligação,2024,1,7
Alandroal,Serviço de Corte e Re-Ligação,2024,2,1
Alandroal,Serviço de Corte e Re-Ligação,2024,3,3
Albergaria-a-Velha,Configuração de EMI,2022,3,2
Albergaria-a-Velha,Configuração de EMI,2022,4,8
Albergaria-a-Velha,Configuração de EMI,2022,5,6
Albergaria-a-Velha,Configuração de EMI,2022,6,5
Albergaria-a-Velha,Configuração de EMI,2022,7,7
Albergaria-a-Velha,Configuração de EMI,2022,8,2
Albergaria-a-Velha,Configuração de EMI,2022,9,4
Albergaria-a-Velha,Configuração de EMI,2022,10,9
Albergaria-a-Velha,Configuração de EMI,2022,11,63
Albergaria-a-Velha,Configuração de EMI,2022,12,106
Albergaria-a-Velha,Configuração de EMI,2023,1,121
Albergaria-a-Velha,Configuração de EMI,2023,2,87
Albergaria-a-Velha,Configuração de EMI,2023,3,72
Albergaria-a-Velha,Configuração de EMI,2023,4,323
Albergaria-a-Velha,Configuração de EMI,2023,5,145
Albergaria-a-Velha,Configuração de EMI,2023,6,229
Albergaria-a-Velha,Configuração de EMI,2023,7,4
Albergaria-a-Velha,Configuração de EMI,2023,8,6
Albergaria-a-Velha,Configuração de EMI,2023,9,14
Albergaria-a-Velha,Configuração de EMI,2023,10,26
Albergaria-a-Velha,Configuração de EMI,2023,11,5
Albergaria-a-Velha,Configuração de EMI,2023,12,7
Albergaria-a-Velha,Configuração de EMI,2024,1,3
Albergaria-a-Velha,Configuração de EMI,2024,2,7
Albergaria-a-Velha,Configuração de EMI,2024,3,5
Albergaria-a-Velha,Outros,2023,1,1
Albergaria-a-Velha,Outros,2023,3,1
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2022,12,1
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2023,1,6
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2023,2,4
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2023,3,5
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2023,4,8
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2023,7,15
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2023,8,11
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2023,9,6
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2023,10,31
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2023,11,6
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2023,12,1
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2024,1,1
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2024,2,3
Albergaria-a-Velha,REMOTE_ICP_CONFIGURATION,2024,3,11
Albergaria-a-Velha,Redução de Potência Contratada,2022,3,20
Albergaria-a-Velha,Redução de Potência Contratada,2022,4,33
Albergaria-a-Velha,Redução de Potência Contratada,2022,5,48
Albergaria-a-Velha,Redução de Potência Contratada,2022,6,41
Albergaria-a-Velha,Redução de Potência Contratada,2022,7,34
Albergaria-a-Velha,Redução de Potência Contratada,2022,8,52
Albergaria-a-Velha,Redução de Potência Contratada,2022,9,37
Albergaria-a-Velha,Redução de Potência Contratada,2022,10,27
Albergaria-a-Velha,Redução de Potência Contratada,2022,11,43
Albergaria-a-Velha,Redução de Potência Contratada,2022,12,45
Albergaria-a-Velha,Redução de Potência Contratada,2023,1,60
Albergaria-a-Velha,Redução de Potência Contratada,2023,2,47
Albergaria-a-Velha,Redução de Potência Contratada,2023,3,64
Albergaria-a-Velha,Redução de Potência Contratada,2023,4,68
Albergaria-a-Velha,Redução de Potência Contratada,2023,5,83
Albergaria-a-Velha,Redução de Potência Contratada,2023,6,80
Albergaria-a-Velha,Redução de Potência Contratada,2023,7,72
Albergaria-a-Velha,Redução de Potência Contratada,2023,8,65
Albergaria-a-Velha,Redução de Potência Contratada,2023,9,85
Albergaria-a-Velha,Redução de Potência Contratada,2023,10,84
Albergaria-a-Velha,Redução de Potência Contratada,2023,11,116
Albergaria-a-Velha,Redução de Potência Contratada,2023,12,62
Albergaria-a-Velha,Redução de Potência Contratada,2024,1,91
Albergaria-a-Velha,Redução de Potência Contratada,2024,2,42
Albergaria-a-Velha,Redução de Potência Contratada,2024,3,32
Albergaria-a-Velha,Reposição de Potência Contratada,2022,3,12
Albergaria-a-Velha,Reposição de Potência Contratada,2022,4,32
Albergaria-a-Velha,Reposição de Potência Contratada,2022,5,32
Albergaria-a-Velha,Reposição de Potência Contratada,2022,6,31
Albergaria-a-Velha,Reposição de Potência Contratada,2022,7,29
Albergaria-a-Velha,Reposição de Potência Contratada,2022,8,42
Albergaria-a-Velha,Reposição de Potência Contratada,2022,9,40
Albergaria-a-Velha,Reposição de Potência Contratada,2022,10,22
Albergaria-a-Velha,Reposição de Potência Contratada,2022,11,26
Albergaria-a-Velha,Reposição de Potência Contratada,2022,12,36
Albergaria-a-Velha,Reposição de Potência Contratada,2023,1,44
Albergaria-a-Velha,Reposição de Potência Contratada,2023,2,32
Albergaria-a-Velha,Reposição de Potência Contratada,2023,3,49
Albergaria-a-Velha,Reposição de Potência Contratada,2023,4,52
Albergaria-a-Velha,Reposição de Potência Contratada,2023,5,57
Albergaria-a-Velha,Reposição de Potência Contratada,2023,6,64
Albergaria-a-Velha,Reposição de Potência Contratada,2023,7,66
Albergaria-a-Velha,Reposição de Potência Contratada,2023,8,41
Albergaria-a-Velha,Reposição de Potência Contratada,2023,9,56
Albergaria-a-Velha,Reposição de Potência Contratada,2023,10,67
Albergaria-a-Velha,Reposição de Potência Contratada,2023,11,89
Albergaria-a-Velha,Reposição de Potência Contratada,2023,12,39
Albergaria-a-Velha,Reposição de Potência Contratada,2024,1,70
Albergaria-a-Velha,Reposição de Potência Contratada,2024,2,31
Albergaria-a-Velha,Reposição de Potência Contratada,2024,3,23
Albergaria-a-Velha,Servico Alteração Contractual,2022,3,10
Albergaria-a-Velha,Servico Alteração Contractual,2022,4,31
Albergaria-a-Velha,Servico Alteração Contractual,2022,5,37
Albergaria-a-Velha,Servico Alteração Contractual,2022,6,25
Albergaria-a-Velha,Servico Alteração Contractual,2022,7,12
Albergaria-a-Velha,Servico Alteração Contractual,2022,8,24
Albergaria-a-Velha,Servico Alteração Contractual,2022,9,32
Albergaria-a-Velha,Servico Alteração Contractual,2022,10,27
Albergaria-a-Velha,Servico Alteração Contractual,2022,11,20
Albergaria-a-Velha,Servico Alteração Contractual,2022,12,23
Albergaria-a-Velha,Servico Alteração Contractual,2023,1,39
Albergaria-a-Velha,Servico Alteração Contractual,2023,2,31
Albergaria-a-Velha,Servico Alteração Contractual,2023,3,30
Albergaria-a-Velha,Servico Alteração Contractual,2023,4,27
Albergaria-a-Velha,Servico Alteração Contractual,2023,5,38
Albergaria-a-Velha,Servico Alteração Contractual,2023,6,35
Albergaria-a-Velha,Servico Alteração Contractual,2023,7,36
Albergaria-a-Velha,Servico Alteração Contractual,2023,8,51
Albergaria-a-Velha,Servico Alteração Contractual,2023,9,46
Albergaria-a-Velha,Servico Alteração Contractual,2023,10,61
Albergaria-a-Velha,Servico Alteração Contractual,2023,11,45
