Concelho,Nível de Tensão,Ano,Mês,CPEs_Doméstico,CPEs_Iluminação Pública,CPEs_Não Doméstico,CPEs_Outros
Mora,Baixa Tensão,2022,7,2967.0,35.0,584.0,10.0
Mora,Baixa Tensão,2022,8,2970.0,35.0,584.0,11.0
Mora,Baixa Tensão,2022,9,2972.0,35.0,581.0,9.0
Mora,Baixa Tensão,2022,10,2969.0,35.0,580.0,9.0
Mora,Baixa Tensão,2022,11,2966.0,35.0,579.0,9.0
Mora,Baixa Tensão,2022,12,2964.0,35.0,582.0,9.0
Mora,Baixa Tensão,2023,1,2963.0,35.0,581.0,8.0
Mora,Baixa Tensão,2023,2,2966.0,35.0,579.0,9.0
Mora,Baixa Tensão,2023,3,2965.0,35.0,578.0,8.0
Mora,Baixa Tensão,2023,4,2965.0,35.0,578.0,8.0
Mora,Baixa Tensão,2023,5,2965.0,35.0,578.0,8.0
Mora,Baixa Tensão,2023,6,2968.0,35.0,584.0,8.0
Mora,Baixa Tensão,2023,7,2978.0,35.0,585.0,8.0
Mora,Baixa Tensão,2023,8,2982.0,35.0,586.0,10.0
Mora,Baixa Tensão,2023,9,2985.0,35.0,586.0,9.0
Mora,Baixa Tensão,2023,10,2987.0,35.0,586.0,7.0
Mora,Baixa Tensão,2023,11,2982.0,35.0,586.0,6.0
Mora,Baixa Tensão,2023,12,2982.0,35.0,587.0,6.0
Mora,Baixa Tensão,2024,1,2979.0,35.0,588.0,6.0
Mora,Baixa Tensão,2024,2,2976.0,35.0,587.0,7.0
Mora,Baixa Tensão,2024,3,2980.0,35.0,588.0,6.0
Mora,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,35.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,35.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,35.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,36.0,0.0
Mora,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,36.0,0.0
Mortágua,Baixa Tensão,2022,3,5435.0,123.0,1022.0,41.0
Mortágua,Baixa Tensão,2022,4,5437.0,123.0,1022.0,42.0
Mortágua,Baixa Tensão,2022,5,5437.0,123.0,1018.0,39.0
Mortágua,Baixa Tensão,2022,6,5437.0,123.0,1019.0,35.0
Mortágua,Baixa Tensão,2022,7,5439.0,123.0,1021.0,36.0
Mortágua,Baixa Tensão,2022,8,5445.0,123.0,1024.0,30.0
Mortágua,Baixa Tensão,2022,9,5453.0,123.0,1025.0,30.0
Mortágua,Baixa Tensão,2022,10,5455.0,123.0,1026.0,29.0
Mortágua,Baixa Tensão,2022,11,5456.0,123.0,1026.0,28.0
Mortágua,Baixa Tensão,2022,12,5457.0,123.0,1028.0,28.0
Mortágua,Baixa Tensão,2023,1,5457.0,123.0,1029.0,25.0
Mortágua,Baixa Tensão,2023,2,5462.0,123.0,1027.0,26.0
Mortágua,Baixa Tensão,2023,3,5462.0,123.0,1029.0,25.0
Mortágua,Baixa Tensão,2023,4,5462.0,123.0,1029.0,25.0
Mortágua,Baixa Tensão,2023,5,5462.0,123.0,1029.0,25.0
Mortágua,Baixa Tensão,2023,6,5482.0,123.0,1029.0,22.0
Mortágua,Baixa Tensão,2023,7,5492.0,123.0,1032.0,24.0
Mortágua,Baixa Tensão,2023,8,5491.0,123.0,1035.0,25.0
Mortágua,Baixa Tensão,2023,9,5501.0,123.0,1037.0,23.0
Mortágua,Baixa Tensão,2023,10,5506.0,124.0,1041.0,22.0
Mortágua,Baixa Tensão,2023,11,5507.0,124.0,1045.0,22.0
Mortágua,Baixa Tensão,2023,12,5504.0,124.0,1045.0,22.0
Mortágua,Baixa Tensão,2024,1,5503.0,124.0,1053.0,22.0
Mortágua,Baixa Tensão,2024,2,5505.0,124.0,1054.0,21.0
Mortágua,Baixa Tensão,2024,3,5507.0,125.0,1055.0,20.0
Mortágua,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,40.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,41.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,41.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,42.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,42.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,42.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,42.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,42.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,42.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,42.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,42.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,42.0,0.0
Mortágua,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,42.0,0.0
Moura,Baixa Tensão,2022,3,8172.0,77.0,1993.0,21.0
Moura,Baixa Tensão,2022,4,8166.0,77.0,1988.0,22.0
Moura,Baixa Tensão,2022,5,8153.0,78.0,1987.0,24.0
Moura,Baixa Tensão,2022,6,8158.0,78.0,1993.0,30.0
Moura,Baixa Tensão,2022,7,8153.0,78.0,1993.0,25.0
Moura,Baixa Tensão,2022,8,8166.0,78.0,1991.0,25.0
Moura,Baixa Tensão,2022,9,8173.0,78.0,1992.0,25.0
Moura,Baixa Tensão,2022,10,8178.0,78.0,2000.0,21.0
Moura,Baixa Tensão,2022,11,8184.0,79.0,2000.0,23.0
Moura,Baixa Tensão,2022,12,8186.0,79.0,2000.0,24.0
Moura,Baixa Tensão,2023,1,8192.0,79.0,2002.0,20.0
Moura,Baixa Tensão,2023,2,8193.0,79.0,2004.0,20.0
Moura,Baixa Tensão,2023,3,8203.0,79.0,2004.0,20.0
Moura,Baixa Tensão,2023,4,8203.0,79.0,2004.0,20.0
Moura,Baixa Tensão,2023,5,8203.0,79.0,2004.0,20.0
Moura,Baixa Tensão,2023,6,8220.0,79.0,2019.0,28.0
Moura,Baixa Tensão,2023,7,8228.0,79.0,2024.0,24.0
Moura,Baixa Tensão,2023,8,8227.0,79.0,2025.0,20.0
Moura,Baixa Tensão,2023,9,8227.0,79.0,2030.0,22.0
Moura,Baixa Tensão,2023,10,8222.0,79.0,2025.0,20.0
Moura,Baixa Tensão,2023,11,8216.0,80.0,2026.0,21.0
Moura,Baixa Tensão,2023,12,8209.0,80.0,2028.0,24.0
Moura,Baixa Tensão,2024,1,8196.0,80.0,2031.0,20.0
Moura,Baixa Tensão,2024,2,8189.0,80.0,2031.0,21.0
Moura,Baixa Tensão,2024,3,8194.0,80.0,2034.0,20.0
Moura,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,75.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,75.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,75.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,75.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,75.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,76.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,76.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,76.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,76.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,76.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,76.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,75.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,75.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,75.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,75.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,75.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,74.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,74.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,74.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,74.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,74.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,74.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,74.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,77.0,0.0
Moura,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,83.0,0.0
Mourão,Baixa Tensão,2022,3,1552.0,15.0,364.0,8.0
Mourão,Baixa Tensão,2022,4,1549.0,15.0,364.0,8.0
Mourão,Baixa Tensão,2022,5,1549.0,15.0,361.0,8.0
Mourão,Baixa Tensão,2022,6,1548.0,15.0,361.0,8.0
Mourão,Baixa Tensão,2022,7,1551.0,15.0,362.0,9.0
Mourão,Baixa Tensão,2022,8,1554.0,15.0,362.0,8.0
Mourão,Baixa Tensão,2022,9,1554.0,15.0,364.0,8.0
Mourão,Baixa Tensão,2022,10,1553.0,15.0,366.0,8.0
Mourão,Baixa Tensão,2022,11,1555.0,15.0,367.0,12.0
Mourão,Baixa Tensão,2022,12,1556.0,15.0,366.0,11.0
Mourão,Baixa Tensão,2023,1,1555.0,15.0,366.0,11.0
Mourão,Baixa Tensão,2023,2,1556.0,15.0,366.0,7.0
Mourão,Baixa Tensão,2023,3,1552.0,16.0,366.0,7.0
Mourão,Baixa Tensão,2023,4,1552.0,16.0,366.0,7.0
Mourão,Baixa Tensão,2023,5,1552.0,16.0,366.0,7.0
Mourão,Baixa Tensão,2023,6,1552.0,16.0,369.0,7.0
Mourão,Baixa Tensão,2023,7,1556.0,16.0,371.0,7.0
Mourão,Baixa Tensão,2023,8,1557.0,16.0,372.0,11.0
Mourão,Baixa Tensão,2023,9,1556.0,16.0,370.0,7.0
Mourão,Baixa Tensão,2023,10,1561.0,16.0,370.0,7.0
Mourão,Baixa Tensão,2023,11,1561.0,16.0,369.0,12.0
Mourão,Baixa Tensão,2023,12,1563.0,16.0,368.0,12.0
Mourão,Baixa Tensão,2024,1,1566.0,16.0,369.0,11.0
Mourão,Baixa Tensão,2024,2,1568.0,16.0,369.0,7.0
Mourão,Baixa Tensão,2024,3,1565.0,16.0,370.0,7.0
Mourão,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,18.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,17.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,17.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,17.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,17.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,17.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,17.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,17.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,17.0,0.0
Mourão,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,17.0,0.0
Murtosa,Baixa Tensão,2022,3,7243.0,67.0,1143.0,57.0
Murtosa,Baixa Tensão,2022,4,7243.0,67.0,1144.0,56.0
Murtosa,Baixa Tensão,2022,5,7247.0,67.0,1145.0,53.0
Murtosa,Baixa Tensão,2022,6,7248.0,67.0,1150.0,51.0
Murtosa,Baixa Tensão,2022,7,7247.0,67.0,1161.0,51.0
Murtosa,Baixa Tensão,2022,8,7252.0,67.0,1159.0,68.0
Murtosa,Baixa Tensão,2022,9,7246.0,67.0,1156.0,50.0
Murtosa,Baixa Tensão,2022,10,7248.0,68.0,1143.0,50.0
Murtosa,Baixa Tensão,2022,11,7252.0,68.0,1140.0,57.0
Murtosa,Baixa Tensão,2022,12,7260.0,68.0,1141.0,57.0
Murtosa,Baixa Tensão,2023,1,7263.0,68.0,1142.0,53.0
Murtosa,Baixa Tensão,2023,2,7264.0,68.0,1141.0,53.0
Murtosa,Baixa Tensão,2023,3,7265.0,68.0,1139.0,52.0
Murtosa,Baixa Tensão,2023,4,7265.0,68.0,1139.0,52.0
Murtosa,Baixa Tensão,2023,5,7265.0,68.0,1139.0,52.0
Murtosa,Baixa Tensão,2023,6,7272.0,68.0,1159.0,51.0
Murtosa,Baixa Tensão,2023,7,7286.0,68.0,1161.0,47.0
Murtosa,Baixa Tensão,2023,8,7289.0,68.0,1161.0,50.0
Murtosa,Baixa Tensão,2023,9,7291.0,68.0,1160.0,49.0
Murtosa,Baixa Tensão,2023,10,7291.0,68.0,1159.0,50.0
Murtosa,Baixa Tensão,2023,11,7300.0,68.0,1159.0,55.0
Murtosa,Baixa Tensão,2023,12,7300.0,68.0,1161.0,54.0
Murtosa,Baixa Tensão,2024,1,7296.0,68.0,1158.0,48.0
Murtosa,Baixa Tensão,2024,2,7300.0,68.0,1158.0,48.0
Murtosa,Baixa Tensão,2024,3,7298.0,68.0,1158.0,48.0
Murtosa,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,20.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,21.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,21.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,21.0,0.0
Murtosa,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,21.0,0.0
Murça,Baixa Tensão,2022,3,3616.0,59.0,723.0,20.0
Murça,Baixa Tensão,2022,4,3611.0,59.0,722.0,21.0
Murça,Baixa Tensão,2022,5,3608.0,61.0,718.0,19.0
Murça,Baixa Tensão,2022,6,3606.0,61.0,720.0,26.0
Murça,Baixa Tensão,2022,7,3610.0,61.0,722.0,24.0
Murça,Baixa Tensão,2022,8,3619.0,61.0,723.0,22.0
Murça,Baixa Tensão,2022,9,3617.0,61.0,726.0,21.0
Murça,Baixa Tensão,2022,10,3619.0,61.0,727.0,19.0
Murça,Baixa Tensão,2022,11,3614.0,61.0,732.0,19.0
Murça,Baixa Tensão,2022,12,3615.0,61.0,734.0,19.0
Murça,Baixa Tensão,2023,1,3617.0,61.0,746.0,18.0
Murça,Baixa Tensão,2023,2,3620.0,61.0,750.0,18.0
Murça,Baixa Tensão,2023,3,3622.0,61.0,752.0,17.0
Murça,Baixa Tensão,2023,4,3625.0,61.0,752.0,17.0
Murça,Baixa Tensão,2023,5,3625.0,61.0,752.0,17.0
Murça,Baixa Tensão,2023,6,3625.0,61.0,752.0,21.0
Murça,Baixa Tensão,2023,7,3628.0,61.0,754.0,21.0
Murça,Baixa Tensão,2023,8,3630.0,61.0,753.0,21.0
Murça,Baixa Tensão,2023,9,3630.0,61.0,752.0,19.0
Murça,Baixa Tensão,2023,10,3630.0,61.0,756.0,19.0
Murça,Baixa Tensão,2023,11,3634.0,61.0,758.0,18.0
Murça,Baixa Tensão,2023,12,3629.0,61.0,757.0,17.0
Murça,Baixa Tensão,2024,1,3632.0,61.0,757.0,16.0
Murça,Baixa Tensão,2024,2,3632.0,61.0,755.0,15.0
Murça,Baixa Tensão,2024,3,3631.0,61.0,755.0,14.0
Murça,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,14.0,0.0
Murça,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,14.0,0.0
Mértola,Baixa Tensão,2022,3,6627.0,120.0,1176.0,37.0
Mértola,Baixa Tensão,2022,4,6630.0,120.0,1176.0,35.0
Mértola,Baixa Tensão,2022,5,6613.0,120.0,1175.0,35.0
Mértola,Baixa Tensão,2022,6,6615.0,120.0,1176.0,35.0
Mértola,Baixa Tensão,2022,7,6616.0,120.0,1184.0,35.0
Mértola,Baixa Tensão,2022,8,6623.0,120.0,1184.0,33.0
Mértola,Baixa Tensão,2022,9,6630.0,120.0,1185.0,33.0
Mértola,Baixa Tensão,2022,10,6635.0,120.0,1184.0,32.0
Mértola,Baixa Tensão,2022,11,6629.0,120.0,1183.0,32.0
Mértola,Baixa Tensão,2022,12,6627.0,120.0,1183.0,32.0
Mértola,Baixa Tensão,2023,1,6626.0,120.0,1185.0,33.0
Mértola,Baixa Tensão,2023,2,6631.0,120.0,1186.0,34.0
Mértola,Baixa Tensão,2023,3,6633.0,120.0,1187.0,35.0
Mértola,Baixa Tensão,2023,4,6633.0,120.0,1187.0,35.0
Mértola,Baixa Tensão,2023,5,6633.0,120.0,1187.0,35.0
Mértola,Baixa Tensão,2023,6,6642.0,120.0,1186.0,35.0
Mértola,Baixa Tensão,2023,7,6650.0,120.0,1186.0,36.0
Mértola,Baixa Tensão,2023,8,6654.0,120.0,1186.0,35.0
Mértola,Baixa Tensão,2023,9,6659.0,121.0,1188.0,34.0
Mértola,Baixa Tensão,2023,10,6654.0,121.0,1190.0,34.0
Mértola,Baixa Tensão,2023,11,6651.0,121.0,1190.0,34.0
Mértola,Baixa Tensão,2023,12,6651.0,121.0,1189.0,34.0
Mértola,Baixa Tensão,2024,1,6646.0,121.0,1188.0,34.0
Mértola,Baixa Tensão,2024,2,6652.0,121.0,1186.0,33.0
Mértola,Baixa Tensão,2024,3,6648.0,121.0,1185.0,33.0
Mértola,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,35.0,0.0
Mértola,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,35.0,0.0
