Concelho,Nível de Tensão,Ano,Mês,CPEs_Doméstico,CPEs_Iluminação Pública,CPEs_Não Doméstico,CPEs_Outros
Almada,Baixa Tensão,2022,10,96105.0,530.0,18477.0,594.0
Almada,Baixa Tensão,2022,11,96142.0,530.0,18492.0,608.0
Almada,Baixa Tensão,2022,12,96146.0,530.0,18518.0,621.0
Almada,Baixa Tensão,2023,1,96238.0,530.0,18544.0,599.0
Almada,Baixa Tensão,2023,2,96285.0,530.0,18568.0,601.0
Almada,Baixa Tensão,2023,3,96299.0,530.0,18583.0,602.0
Almada,Baixa Tensão,2023,4,96299.0,530.0,18583.0,602.0
Almada,Baixa Tensão,2023,5,96299.0,530.0,18583.0,602.0
Almada,Baixa Tensão,2023,6,96518.0,531.0,18655.0,612.0
Almada,Baixa Tensão,2023,7,96588.0,531.0,18669.0,613.0
Almada,Baixa Tensão,2023,8,96604.0,531.0,18692.0,594.0
Almada,Baixa Tensão,2023,9,96620.0,531.0,18700.0,588.0
Almada,Baixa Tensão,2023,10,96653.0,531.0,18716.0,586.0
Almada,Baixa Tensão,2023,11,96676.0,531.0,18726.0,598.0
Almada,Baixa Tensão,2023,12,96661.0,531.0,18714.0,595.0
Almada,Baixa Tensão,2024,1,96716.0,531.0,18712.0,566.0
Almada,Baixa Tensão,2024,2,96690.0,531.0,18709.0,572.0
Almada,Baixa Tensão,2024,3,96726.0,531.0,18726.0,573.0
Almada,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,131.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,131.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,130.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,130.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,129.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,130.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,130.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,130.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,132.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,133.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,133.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,134.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,132.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,132.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,132.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,131.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,131.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,131.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,131.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,131.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,130.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,130.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,130.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,130.0,0.0
Almada,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,130.0,0.0
Almeida,Baixa Tensão,2022,3,5735.0,124.0,1101.0,10.0
Almeida,Baixa Tensão,2022,4,5732.0,125.0,1102.0,13.0
Almeida,Baixa Tensão,2022,5,5717.0,125.0,1103.0,11.0
Almeida,Baixa Tensão,2022,6,5715.0,125.0,1098.0,12.0
Almeida,Baixa Tensão,2022,7,5714.0,125.0,1098.0,13.0
Almeida,Baixa Tensão,2022,8,5714.0,125.0,1099.0,13.0
Almeida,Baixa Tensão,2022,9,5711.0,125.0,1098.0,12.0
Almeida,Baixa Tensão,2022,10,5714.0,125.0,1101.0,13.0
Almeida,Baixa Tensão,2022,11,5711.0,125.0,1101.0,13.0
Almeida,Baixa Tensão,2022,12,5711.0,125.0,1104.0,15.0
Almeida,Baixa Tensão,2023,1,5706.0,125.0,1112.0,12.0
Almeida,Baixa Tensão,2023,2,5714.0,125.0,1111.0,11.0
Almeida,Baixa Tensão,2023,3,5713.0,125.0,1109.0,11.0
Almeida,Baixa Tensão,2023,4,5713.0,125.0,1109.0,11.0
Almeida,Baixa Tensão,2023,5,5713.0,125.0,1109.0,11.0
Almeida,Baixa Tensão,2023,6,5724.0,127.0,1115.0,11.0
Almeida,Baixa Tensão,2023,7,5730.0,127.0,1116.0,13.0
Almeida,Baixa Tensão,2023,8,5737.0,127.0,1114.0,11.0
Almeida,Baixa Tensão,2023,9,5731.0,127.0,1115.0,9.0
Almeida,Baixa Tensão,2023,10,5735.0,127.0,1115.0,9.0
Almeida,Baixa Tensão,2023,11,5738.0,127.0,1114.0,9.0
Almeida,Baixa Tensão,2023,12,5737.0,127.0,1114.0,13.0
Almeida,Baixa Tensão,2024,1,5738.0,127.0,1112.0,9.0
Almeida,Baixa Tensão,2024,2,5732.0,127.0,1114.0,9.0
Almeida,Baixa Tensão,2024,3,5729.0,127.0,1114.0,8.0
Almeida,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,37.0,0.0
Almeida,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,37.0,0.0
Almeirim,Baixa Tensão,2022,3,10130.0,155.0,3459.0,60.0
Almeirim,Baixa Tensão,2022,4,10139.0,157.0,3475.0,60.0
Almeirim,Baixa Tensão,2022,5,10140.0,157.0,3506.0,60.0
Almeirim,Baixa Tensão,2022,6,10152.0,157.0,3535.0,63.0
Almeirim,Baixa Tensão,2022,7,10166.0,157.0,3535.0,62.0
Almeirim,Baixa Tensão,2022,8,10177.0,157.0,3532.0,65.0
Almeirim,Baixa Tensão,2022,9,10184.0,157.0,3502.0,60.0
Almeirim,Baixa Tensão,2022,10,10197.0,157.0,3478.0,60.0
Almeirim,Baixa Tensão,2022,11,10199.0,157.0,3461.0,61.0
Almeirim,Baixa Tensão,2022,12,10209.0,157.0,3447.0,59.0
Almeirim,Baixa Tensão,2023,1,10210.0,157.0,3452.0,57.0
Almeirim,Baixa Tensão,2023,2,10208.0,157.0,3464.0,59.0
Almeirim,Baixa Tensão,2023,3,10226.0,157.0,3486.0,58.0
Almeirim,Baixa Tensão,2023,4,10226.0,157.0,3486.0,58.0
Almeirim,Baixa Tensão,2023,5,10226.0,157.0,3486.0,58.0
Almeirim,Baixa Tensão,2023,6,10244.0,157.0,3589.0,60.0
Almeirim,Baixa Tensão,2023,7,10243.0,157.0,3598.0,59.0
Almeirim,Baixa Tensão,2023,8,10245.0,157.0,3595.0,64.0
Almeirim,Baixa Tensão,2023,9,10250.0,157.0,3578.0,56.0
Almeirim,Baixa Tensão,2023,10,10259.0,157.0,3551.0,57.0
Almeirim,Baixa Tensão,2023,11,10259.0,157.0,3541.0,57.0
Almeirim,Baixa Tensão,2023,12,10267.0,157.0,3540.0,57.0
Almeirim,Baixa Tensão,2024,1,10271.0,158.0,3541.0,56.0
Almeirim,Baixa Tensão,2024,2,10272.0,158.0,3540.0,57.0
Almeirim,Baixa Tensão,2024,3,10273.0,158.0,3545.0,59.0
Almeirim,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,62.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,63.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,64.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,67.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,67.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,66.0,0.0
Almeirim,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,66.0,0.0
Almodôvar,Baixa Tensão,2022,3,4288.0,175.0,1161.0,15.0
Almodôvar,Baixa Tensão,2022,4,4286.0,175.0,1160.0,15.0
Almodôvar,Baixa Tensão,2022,5,4284.0,175.0,1159.0,15.0
Almodôvar,Baixa Tensão,2022,6,4288.0,175.0,1161.0,15.0
Almodôvar,Baixa Tensão,2022,7,4290.0,175.0,1160.0,14.0
Almodôvar,Baixa Tensão,2022,8,4292.0,175.0,1165.0,13.0
Almodôvar,Baixa Tensão,2022,9,4290.0,176.0,1166.0,11.0
Almodôvar,Baixa Tensão,2022,10,4287.0,176.0,1165.0,11.0
Almodôvar,Baixa Tensão,2022,11,4290.0,177.0,1164.0,11.0
Almodôvar,Baixa Tensão,2022,12,4290.0,177.0,1165.0,11.0
Almodôvar,Baixa Tensão,2023,1,4293.0,177.0,1168.0,11.0
Almodôvar,Baixa Tensão,2023,2,4298.0,177.0,1170.0,11.0
Almodôvar,Baixa Tensão,2023,3,4297.0,177.0,1170.0,12.0
Almodôvar,Baixa Tensão,2023,4,4296.0,177.0,1170.0,12.0
Almodôvar,Baixa Tensão,2023,5,4296.0,177.0,1170.0,12.0
Almodôvar,Baixa Tensão,2023,6,4312.0,177.0,1170.0,14.0
Almodôvar,Baixa Tensão,2023,7,4310.0,177.0,1177.0,15.0
Almodôvar,Baixa Tensão,2023,8,4312.0,177.0,1181.0,13.0
Almodôvar,Baixa Tensão,2023,9,4313.0,177.0,1182.0,14.0
Almodôvar,Baixa Tensão,2023,10,4312.0,177.0,1182.0,13.0
Almodôvar,Baixa Tensão,2023,11,4316.0,177.0,1183.0,13.0
Almodôvar,Baixa Tensão,2023,12,4317.0,177.0,1184.0,14.0
Almodôvar,Baixa Tensão,2024,1,4326.0,177.0,1183.0,12.0
Almodôvar,Baixa Tensão,2024,2,4328.0,177.0,1182.0,12.0
Almodôvar,Baixa Tensão,2024,3,4328.0,177.0,1184.0,14.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,20.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,19.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,19.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,19.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,19.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,19.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,19.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,19.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,19.0,0.0
Almodôvar,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,19.0,0.0
Alpiarça,Baixa Tensão,2022,3,3257.0,59.0,1098.0,23.0
Alpiarça,Baixa Tensão,2022,4,3255.0,59.0,1110.0,23.0
Alpiarça,Baixa Tensão,2022,5,3256.0,59.0,1154.0,24.0
Alpiarça,Baixa Tensão,2022,6,3256.0,59.0,1186.0,26.0
Alpiarça,Baixa Tensão,2022,7,3259.0,59.0,1190.0,24.0
Alpiarça,Baixa Tensão,2022,8,3261.0,59.0,1187.0,24.0
Alpiarça,Baixa Tensão,2022,9,3261.0,59.0,1145.0,24.0
Alpiarça,Baixa Tensão,2022,10,3268.0,59.0,1118.0,24.0
Alpiarça,Baixa Tensão,2022,11,3273.0,59.0,1105.0,22.0
Alpiarça,Baixa Tensão,2022,12,3277.0,59.0,1097.0,22.0
Alpiarça,Baixa Tensão,2023,1,3281.0,59.0,1096.0,22.0
Alpiarça,Baixa Tensão,2023,2,3279.0,59.0,1099.0,22.0
Alpiarça,Baixa Tensão,2023,3,3287.0,59.0,1103.0,22.0
Alpiarça,Baixa Tensão,2023,4,3287.0,59.0,1103.0,22.0
Alpiarça,Baixa Tensão,2023,5,3287.0,59.0,1103.0,22.0
Alpiarça,Baixa Tensão,2023,6,3309.0,59.0,1190.0,22.0
Alpiarça,Baixa Tensão,2023,7,3312.0,59.0,1194.0,23.0
Alpiarça,Baixa Tensão,2023,8,3314.0,59.0,1190.0,23.0
Alpiarça,Baixa Tensão,2023,9,3316.0,58.0,1164.0,23.0
Alpiarça,Baixa Tensão,2023,10,3324.0,58.0,1147.0,22.0
Alpiarça,Baixa Tensão,2023,11,3322.0,58.0,1143.0,22.0
Alpiarça,Baixa Tensão,2023,12,3317.0,58.0,1136.0,21.0
Alpiarça,Baixa Tensão,2024,1,3319.0,58.0,1136.0,21.0
Alpiarça,Baixa Tensão,2024,2,3321.0,57.0,1137.0,21.0
Alpiarça,Baixa Tensão,2024,3,3320.0,57.0,1136.0,20.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,51.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,51.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,51.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,51.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,51.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,50.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,51.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,51.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,51.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,51.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,51.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,52.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,52.0,0.0
Alpiarça,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,52.0,0.0
Alter do Chão,Baixa Tensão,2022,3,2326.0,26.0,493.0,11.0
Alter do Chão,Baixa Tensão,2022,4,2322.0,26.0,492.0,11.0
Alter do Chão,Baixa Tensão,2022,5,2319.0,26.0,492.0,11.0
Alter do Chão,Baixa Tensão,2022,6,2321.0,26.0,493.0,12.0
Alter do Chão,Baixa Tensão,2022,7,2316.0,26.0,493.0,14.0
Alter do Chão,Baixa Tensão,2022,8,2320.0,26.0,492.0,13.0
Alter do Chão,Baixa Tensão,2022,9,2323.0,26.0,490.0,13.0
Alter do Chão,Baixa Tensão,2022,10,2325.0,26.0,488.0,13.0
Alter do Chão,Baixa Tensão,2022,11,2331.0,26.0,488.0,13.0
Alter do Chão,Baixa Tensão,2022,12,2334.0,26.0,490.0,13.0
Alter do Chão,Baixa Tensão,2023,1,2332.0,26.0,490.0,13.0
Alter do Chão,Baixa Tensão,2023,2,2334.0,26.0,491.0,12.0
Alter do Chão,Baixa Tensão,2023,3,2337.0,26.0,493.0,12.0
Alter do Chão,Baixa Tensão,2023,4,2337.0,26.0,493.0,12.0
Alter do Chão,Baixa Tensão,2023,5,2337.0,26.0,493.0,12.0
Alter do Chão,Baixa Tensão,2023,6,2335.0,26.0,494.0,10.0
Alter do Chão,Baixa Tensão,2023,7,2335.0,26.0,494.0,13.0
Alter do Chão,Baixa Tensão,2023,8,2341.0,26.0,497.0,11.0
Alter do Chão,Baixa Tensão,2023,9,2340.0,26.0,499.0,11.0
Alter do Chão,Baixa Tensão,2023,10,2344.0,26.0,498.0,11.0
Alter do Chão,Baixa Tensão,2023,11,2347.0,26.0,498.0,11.0
Alter do Chão,Baixa Tensão,2023,12,2344.0,26.0,498.0,11.0
Alter do Chão,Baixa Tensão,2024,1,2344.0,26.0,497.0,11.0
Alter do Chão,Baixa Tensão,2024,2,2338.0,26.0,496.0,11.0
Alter do Chão,Baixa Tensão,2024,3,2339.0,26.0,496.0,11.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,26.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,26.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,26.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,2,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,3,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,4,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,5,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,6,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,7,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,8,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,9,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,10,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,11,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2023,12,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2024,1,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2024,2,0.0,0.0,27.0,0.0
Alter do Chão,"Muito Alta, Alta e Média Tensões",2024,3,0.0,0.0,27.0,0.0
Alvaiázere,Baixa Tensão,2022,3,4639.0,122.0,1131.0,18.0
Alvaiázere,Baixa Tensão,2022,4,4638.0,122.0,1130.0,18.0
Alvaiázere,Baixa Tensão,2022,5,4629.0,122.0,1125.0,18.0
Alvaiázere,Baixa Tensão,2022,6,4631.0,122.0,1124.0,17.0
Alvaiázere,Baixa Tensão,2022,7,4625.0,122.0,1120.0,19.0
Alvaiázere,Baixa Tensão,2022,8,4627.0,123.0,1124.0,19.0
Alvaiázere,Baixa Tensão,2022,9,4629.0,123.0,1123.0,23.0
Alvaiázere,Baixa Tensão,2022,10,4628.0,123.0,1116.0,20.0
Alvaiázere,Baixa Tensão,2022,11,4618.0,123.0,1119.0,19.0
Alvaiázere,Baixa Tensão,2022,12,4618.0,123.0,1121.0,22.0
Alvaiázere,Baixa Tensão,2023,1,4613.0,123.0,1120.0,19.0
Alvaiázere,Baixa Tensão,2023,2,4618.0,122.0,1119.0,18.0
Alvaiázere,Baixa Tensão,2023,3,4617.0,122.0,1120.0,18.0
Alvaiázere,Baixa Tensão,2023,4,4617.0,122.0,1120.0,18.0
Alvaiázere,Baixa Tensão,2023,5,4617.0,122.0,1120.0,18.0
Alvaiázere,Baixa Tensão,2023,6,4627.0,122.0,1118.0,13.0
Alvaiázere,Baixa Tensão,2023,7,4627.0,122.0,1120.0,16.0
Alvaiázere,Baixa Tensão,2023,8,4630.0,122.0,1121.0,14.0
Alvaiázere,Baixa Tensão,2023,9,4630.0,122.0,1121.0,15.0
Alvaiázere,Baixa Tensão,2023,10,4637.0,122.0,1121.0,15.0
Alvaiázere,Baixa Tensão,2023,11,4638.0,122.0,1121.0,14.0
Alvaiázere,Baixa Tensão,2023,12,4637.0,122.0,1118.0,14.0
Alvaiázere,Baixa Tensão,2024,1,4638.0,124.0,1117.0,11.0
Alvaiázere,Baixa Tensão,2024,2,4642.0,124.0,1115.0,11.0
Alvaiázere,Baixa Tensão,2024,3,4644.0,124.0,1115.0,10.0
Alvaiázere,"Muito Alta, Alta e Média Tensões",2022,3,0.0,0.0,15.0,0.0
Alvaiázere,"Muito Alta, Alta e Média Tensões",2022,4,0.0,0.0,15.0,0.0
Alvaiázere,"Muito Alta, Alta e Média Tensões",2022,5,0.0,0.0,15.0,0.0
Alvaiázere,"Muito Alta, Alta e Média Tensões",2022,6,0.0,0.0,16.0,0.0
Alvaiázere,"Muito Alta, Alta e Média Tensões",2022,7,0.0,0.0,16.0,0.0
Alvaiázere,"Muito Alta, Alta e Média Tensões",2022,8,0.0,0.0,16.0,0.0
Alvaiázere,"Muito Alta, Alta e Média Tensões",2022,9,0.0,0.0,16.0,0.0
Alvaiázere,"Muito Alta, Alta e Média Tensões",2022,10,0.0,0.0,16.0,0.0
Alvaiázere,"Muito Alta, Alta e Média Tensões",2022,11,0.0,0.0,16.0,0.0
Alvaiázere,"Muito Alta, Alta e Média Tensões",2022,12,0.0,0.0,16.0,0.0
Alvaiázere,"Muito Alta, Alta e Média Tensões",2023,1,0.0,0.0,17.0,0.0
