Concelho,Tipo de Serviço,Ano,Semestre,Ordens Serviço Realizadas (#)
Almeirim,REMOTE_ICP_CONFIGURATION,2023,2,19
Almeirim,REMOTE_ICP_CONFIGURATION,2024,1,2
Almeirim,Redução de Potência Contratada,2022,1,447
Almeirim,Redução de Potência Contratada,2022,2,706
Almeirim,Redução de Potência Contratada,2023,1,856
Almeirim,Redução de Potência Contratada,2023,2,825
Almeirim,Redução de Potência Contratada,2024,1,331
Almeirim,Reposição de Potência Contratada,2022,1,385
Almeirim,Reposição de Potência Contratada,2022,2,591
Almeirim,Reposição de Potência Contratada,2023,1,665
Almeirim,Reposição de Potência Contratada,2023,2,632
Almeirim,Reposição de Potência Contratada,2024,1,221
Almeirim,Servico Alteração Contractual,2022,1,190
Almeirim,Servico Alteração Contractual,2022,2,334
Almeirim,Servico Alteração Contractual,2023,1,347
Almeirim,Servico Alteração Contractual,2023,2,322
Almeirim,Servico Alteração Contractual,2024,1,122
Almeirim,Serviço de Corte e Re-Ligação,2022,1,143
Almeirim,Serviço de Corte e Re-Ligação,2022,2,206
Almeirim,Serviço de Corte e Re-Ligação,2023,1,223
Almeirim,Serviço de Corte e Re-Ligação,2023,2,223
Almeirim,Serviço de Corte e Re-Ligação,2024,1,68
Almodôvar,Configuração de EMI,2022,1,1
Almodôvar,Configuração de EMI,2022,2,250
Almodôvar,Configuração de EMI,2023,1,514
Almodôvar,Configuração de EMI,2023,2,4
Almodôvar,Configuração de EMI,2024,1,1
Almodôvar,Outros,2023,1,1
Almodôvar,REMOTE_ICP_CONFIGURATION,2022,2,3
Almodôvar,REMOTE_ICP_CONFIGURATION,2023,1,3
Almodôvar,REMOTE_ICP_CONFIGURATION,2023,2,5
Almodôvar,Redução de Potência Contratada,2022,1,42
Almodôvar,Redução de Potência Contratada,2022,2,113
Almodôvar,Redução de Potência Contratada,2023,1,136
Almodôvar,Redução de Potência Contratada,2023,2,172
Almodôvar,Redução de Potência Contratada,2024,1,48
Almodôvar,Reposição de Potência Contratada,2022,1,36
Almodôvar,Reposição de Potência Contratada,2022,2,89
Almodôvar,Reposição de Potência Contratada,2023,1,112
Almodôvar,Reposição de Potência Contratada,2023,2,149
Almodôvar,Reposição de Potência Contratada,2024,1,39
Almodôvar,Servico Alteração Contractual,2022,1,23
Almodôvar,Servico Alteração Contractual,2022,2,53
Almodôvar,Servico Alteração Contractual,2023,1,74
Almodôvar,Servico Alteração Contractual,2023,2,97
Almodôvar,Servico Alteração Contractual,2024,1,20
Almodôvar,Serviço de Corte e Re-Ligação,2022,1,4
Almodôvar,Serviço de Corte e Re-Ligação,2022,2,31
Almodôvar,Serviço de Corte e Re-Ligação,2023,1,35
Almodôvar,Serviço de Corte e Re-Ligação,2023,2,56
Almodôvar,Serviço de Corte e Re-Ligação,2024,1,17
Alpiarça,Configuração de EMI,2022,1,7
Alpiarça,Configuração de EMI,2022,2,92
Alpiarça,Configuração de EMI,2023,1,161
Alpiarça,Configuração de EMI,2023,2,18
Alpiarça,Configuração de EMI,2024,1,6
Alpiarça,Outros,2023,1,1
Alpiarça,Outros,2023,2,1
Alpiarça,REMOTE_ICP_CONFIGURATION,2023,1,4
Alpiarça,REMOTE_ICP_CONFIGURATION,2023,2,7
Alpiarça,Redução de Potência Contratada,2022,1,178
Alpiarça,Redução de Potência Contratada,2022,2,295
Alpiarça,Redução de Potência Contratada,2023,1,296
Alpiarça,Redução de Potência Contratada,2023,2,291
Alpiarça,Redução de Potência Contratada,2024,1,116
Alpiarça,Reposição de Potência Contratada,2022,1,154
Alpiarça,Reposição de Potência Contratada,2022,2,269
Alpiarça,Reposição de Potência Contratada,2023,1,242
Alpiarça,Reposição de Potência Contratada,2023,2,239
Alpiarça,Reposição de Potência Contratada,2024,1,89
Alpiarça,Servico Alteração Contractual,2022,1,88
Alpiarça,Servico Alteração Contractual,2022,2,129
Alpiarça,Servico Alteração Contractual,2023,1,109
Alpiarça,Servico Alteração Contractual,2023,2,128
Alpiarça,Servico Alteração Contractual,2024,1,43
Alpiarça,Serviço de Corte e Re-Ligação,2022,1,98
Alpiarça,Serviço de Corte e Re-Ligação,2022,2,109
Alpiarça,Serviço de Corte e Re-Ligação,2023,1,124
Alpiarça,Serviço de Corte e Re-Ligação,2023,2,81
Alpiarça,Serviço de Corte e Re-Ligação,2024,1,20
Alter do Chão,Configuração de EMI,2022,1,2
Alter do Chão,Configuração de EMI,2022,2,86
Alter do Chão,Configuração de EMI,2023,1,133
Alter do Chão,Configuração de EMI,2023,2,4
Alter do Chão,Configuração de EMI,2024,1,1
Alter do Chão,Outros,2022,2,1
Alter do Chão,REMOTE_ICP_CONFIGURATION,2023,1,3
Alter do Chão,REMOTE_ICP_CONFIGURATION,2023,2,5
Alter do Chão,Redução de Potência Contratada,2022,1,92
Alter do Chão,Redução de Potência Contratada,2022,2,160
Alter do Chão,Redução de Potência Contratada,2023,1,169
Alter do Chão,Redução de Potência Contratada,2023,2,163
Alter do Chão,Redução de Potência Contratada,2024,1,47
Alter do Chão,Reposição de Potência Contratada,2022,1,77
Alter do Chão,Reposição de Potência Contratada,2022,2,127
Alter do Chão,Reposição de Potência Contratada,2023,1,142
Alter do Chão,Reposição de Potência Contratada,2023,2,142
Alter do Chão,Reposição de Potência Contratada,2024,1,38
Alter do Chão,Servico Alteração Contractual,2022,1,25
Alter do Chão,Servico Alteração Contractual,2022,2,61
Alter do Chão,Servico Alteração Contractual,2023,1,54
Alter do Chão,Servico Alteração Contractual,2023,2,67
Alter do Chão,Servico Alteração Contractual,2024,1,24
Alter do Chão,Serviço de Corte e Re-Ligação,2022,1,30
Alter do Chão,Serviço de Corte e Re-Ligação,2022,2,40
Alter do Chão,Serviço de Corte e Re-Ligação,2023,1,48
Alter do Chão,Serviço de Corte e Re-Ligação,2023,2,40
Alter do Chão,Serviço de Corte e Re-Ligação,2024,1,6
Alvaiázere,Configuração de EMI,2022,1,1
Alvaiázere,Configuração de EMI,2022,2,331
Alvaiázere,Configuração de EMI,2023,1,396
Alvaiázere,Configuração de EMI,2023,2,27
Alvaiázere,Configuração de EMI,2024,1,2
Alvaiázere,Outros,2023,1,1
Alvaiázere,REMOTE_ICP_CONFIGURATION,2023,1,7
Alvaiázere,REMOTE_ICP_CONFIGURATION,2023,2,2
Alvaiázere,Redução de Potência Contratada,2022,1,101
Alvaiázere,Redução de Potência Contratada,2022,2,168
Alvaiázere,Redução de Potência Contratada,2023,1,211
Alvaiázere,Redução de Potência Contratada,2023,2,202
Alvaiázere,Redução de Potência Contratada,2024,1,96
Alvaiázere,Reposição de Potência Contratada,2022,1,89
Alvaiázere,Reposição de Potência Contratada,2022,2,136
Alvaiázere,Reposição de Potência Contratada,2023,1,192
Alvaiázere,Reposição de Potência Contratada,2023,2,148
Alvaiázere,Reposição de Potência Contratada,2024,1,71
Alvaiázere,Servico Alteração Contractual,2022,1,45
Alvaiázere,Servico Alteração Contractual,2022,2,120
Alvaiázere,Servico Alteração Contractual,2023,1,109
Alvaiázere,Servico Alteração Contractual,2023,2,87
Alvaiázere,Servico Alteração Contractual,2024,1,39
Alvaiázere,Serviço de Corte e Re-Ligação,2022,1,78
Alvaiázere,Serviço de Corte e Re-Ligação,2022,2,93
Alvaiázere,Serviço de Corte e Re-Ligação,2023,1,105
Alvaiázere,Serviço de Corte e Re-Ligação,2023,2,62
Alvaiázere,Serviço de Corte e Re-Ligação,2024,1,39
Alvito,Configuração de EMI,2022,1,2
Alvito,Configuração de EMI,2022,2,39
Alvito,Configuração de EMI,2023,1,55
Alvito,Configuração de EMI,2023,2,13
Alvito,Configuração de EMI,2024,1,1
Alvito,REMOTE_ICP_CONFIGURATION,2023,2,3
Alvito,Redução de Potência Contratada,2022,1,67
Alvito,Redução de Potência Contratada,2022,2,113
Alvito,Redução de Potência Contratada,2023,1,118
Alvito,Redução de Potência Contratada,2023,2,122
Alvito,Redução de Potência Contratada,2024,1,28
Alvito,Reposição de Potência Contratada,2022,1,54
Alvito,Reposição de Potência Contratada,2022,2,91
Alvito,Reposição de Potência Contratada,2023,1,100
Alvito,Reposição de Potência Contratada,2023,2,114
Alvito,Reposição de Potência Contratada,2024,1,23
Alvito,Servico Alteração Contractual,2022,1,10
Alvito,Servico Alteração Contractual,2022,2,28
Alvito,Servico Alteração Contractual,2023,1,28
Alvito,Servico Alteração Contractual,2023,2,36
Alvito,Servico Alteração Contractual,2024,1,16
Alvito,Serviço de Corte e Re-Ligação,2022,1,22
Alvito,Serviço de Corte e Re-Ligação,2022,2,38
Alvito,Serviço de Corte e Re-Ligação,2023,1,25
Alvito,Serviço de Corte e Re-Ligação,2023,2,41
Alvito,Serviço de Corte e Re-Ligação,2024,1,6
Amadora,Configuração de EMI,2022,1,13
Amadora,Configuração de EMI,2022,2,1869
Amadora,Configuração de EMI,2023,1,4873
Amadora,Configuração de EMI,2023,2,20
Amadora,Configuração de EMI,2024,1,16
Amadora,Outros,2022,1,3
Amadora,Outros,2022,2,2
Amadora,Outros,2023,1,5
Amadora,Outros,2023,2,1
Amadora,REMOTE_ICP_CONFIGURATION,2022,2,22
Amadora,REMOTE_ICP_CONFIGURATION,2023,1,114
Amadora,REMOTE_ICP_CONFIGURATION,2023,2,174
Amadora,REMOTE_ICP_CONFIGURATION,2024,1,3
Amadora,Redução de Potência Contratada,2022,1,3326
Amadora,Redução de Potência Contratada,2022,2,6244
Amadora,Redução de Potência Contratada,2023,1,8230
Amadora,Redução de Potência Contratada,2023,2,7298
Amadora,Redução de Potência Contratada,2024,1,2746
Amadora,Reposição de Potência Contratada,2022,1,2525
Amadora,Reposição de Potência Contratada,2022,2,4653
Amadora,Reposição de Potência Contratada,2023,1,5543
Amadora,Reposição de Potência Contratada,2023,2,5037
Amadora,Reposição de Potência Contratada,2024,1,1652
Amadora,Servico Alteração Contractual,2022,1,1406
Amadora,Servico Alteração Contractual,2022,2,2512
Amadora,Servico Alteração Contractual,2023,1,2659
Amadora,Servico Alteração Contractual,2023,2,2666
Amadora,Servico Alteração Contractual,2024,1,1021
Amadora,Serviço de Corte e Re-Ligação,2022,1,899
Amadora,Serviço de Corte e Re-Ligação,2022,2,1488
Amadora,Serviço de Corte e Re-Ligação,2023,1,1868
Amadora,Serviço de Corte e Re-Ligação,2023,2,1584
Amadora,Serviço de Corte e Re-Ligação,2024,1,450
Amarante,Configuração de EMI,2022,1,45
Amarante,Configuração de EMI,2022,2,300
Amarante,Configuração de EMI,2023,1,570
Amarante,Configuração de EMI,2023,2,67
Amarante,Configuração de EMI,2024,1,32
Amarante,Outros,2022,1,2
Amarante,Outros,2022,2,1
Amarante,Outros,2023,1,3
Amarante,REMOTE_ICP_CONFIGURATION,2022,2,7
Amarante,REMOTE_ICP_CONFIGURATION,2023,1,9
Amarante,REMOTE_ICP_CONFIGURATION,2023,2,17
Amarante,Redução de Potência Contratada,2022,1,354
Amarante,Redução de Potência Contratada,2022,2,559
Amarante,Redução de Potência Contratada,2023,1,736
Amarante,Redução de Potência Contratada,2023,2,580
Amarante,Redução de Potência Contratada,2024,1,274
Amarante,Reposição de Potência Contratada,2022,1,283
Amarante,Reposição de Potência Contratada,2022,2,490
Amarante,Reposição de Potência Contratada,2023,1,568
Amarante,Reposição de Potência Contratada,2023,2,452
Amarante,Reposição de Potência Contratada,2024,1,207
Amarante,Servico Alteração Contractual,2022,1,153
Amarante,Servico Alteração Contractual,2022,2,331
Amarante,Servico Alteração Contractual,2023,1,330
Amarante,Servico Alteração Contractual,2023,2,302
Amarante,Servico Alteração Contractual,2024,1,132
Amarante,Serviço de Corte e Re-Ligação,2022,1,132
Amarante,Serviço de Corte e Re-Ligação,2022,2,190
Amarante,Serviço de Corte e Re-Ligação,2023,1,284
Amarante,Serviço de Corte e Re-Ligação,2023,2,212
Amarante,Serviço de Corte e Re-Ligação,2024,1,48
Amares,Configuração de EMI,2022,1,16
Amares,Configuração de EMI,2022,2,604
Amares,Configuração de EMI,2023,1,665
Amares,Configuração de EMI,2023,2,57
Amares,Configuração de EMI,2024,1,16
Amares,Outros,2022,1,2
Amares,Outros,2022,2,4
Amares,Outros,2023,2,1
Amares,REMOTE_ICP_CONFIGURATION,2022,2,10
Amares,REMOTE_ICP_CONFIGURATION,2023,1,15
Amares,REMOTE_ICP_CONFIGURATION,2023,2,7
Amares,REMOTE_ICP_CONFIGURATION,2024,1,7
Amares,Redução de Potência Contratada,2022,1,118
Amares,Redução de Potência Contratada,2022,2,214
Amares,Redução de Potência Contratada,2023,1,229
Amares,Redução de Potência Contratada,2023,2,247
Amares,Redução de Potência Contratada,2024,1,111
Amares,Reposição de Potência Contratada,2022,1,101
Amares,Reposição de Potência Contratada,2022,2,177
Amares,Reposição de Potência Contratada,2023,1,200
Amares,Reposição de Potência Contratada,2023,2,205
Amares,Reposição de Potência Contratada,2024,1,91
Amares,Servico Alteração Contractual,2022,1,61
Amares,Servico Alteração Contractual,2022,2,167
Amares,Servico Alteração Contractual,2023,1,215
Amares,Servico Alteração Contractual,2023,2,200
Amares,Servico Alteração Contractual,2024,1,90
Amares,Serviço de Corte e Re-Ligação,2022,1,54
Amares,Serviço de Corte e Re-Ligação,2022,2,89
Amares,Serviço de Corte e Re-Ligação,2023,1,92
Amares,Serviço de Corte e Re-Ligação,2023,2,88
Amares,Serviço de Corte e Re-Ligação,2024,1,31
Anadia,Configuração de EMI,2022,1,19
Anadia,Configuração de EMI,2022,2,334
Anadia,Configuração de EMI,2023,1,1117
Anadia,Configuração de EMI,2023,2,42
Anadia,Configuração de EMI,2024,1,8
Anadia,Outros,2022,1,1
Anadia,Outros,2023,1,1
Anadia,Outros,2023,2,1
Anadia,REMOTE_ICP_CONFIGURATION,2022,2,3
Anadia,REMOTE_ICP_CONFIGURATION,2023,1,6
Anadia,REMOTE_ICP_CONFIGURATION,2023,2,25
Anadia,REMOTE_ICP_CONFIGURATION,2024,1,6
Anadia,Redução de Potência Contratada,2022,1,54
Anadia,Redução de Potência Contratada,2022,2,124
Anadia,Redução de Potência Contratada,2023,1,250
Anadia,Redução de Potência Contratada,2023,2,352
Anadia,Redução de Potência Contratada,2024,1,166
Anadia,Reposição de Potência Contratada,2022,1,45
Anadia,Reposição de Potência Contratada,2022,2,101
Anadia,Reposição de Potência Contratada,2023,1,209
Anadia,Reposição de Potência Contratada,2023,2,285
Anadia,Reposição de Potência Contratada,2024,1,111
Anadia,Servico Alteração Contractual,2022,1,36
Anadia,Servico Alteração Contractual,2022,2,116
Anadia,Servico Alteração Contractual,2023,1,172
Anadia,Servico Alteração Contractual,2023,2,297
Anadia,Servico Alteração Contractual,2024,1,123
Anadia,Serviço de Corte e Re-Ligação,2022,1,26
Anadia,Serviço de Corte e Re-Ligação,2022,2,62
Anadia,Serviço de Corte e Re-Ligação,2023,1,78
Anadia,Serviço de Corte e Re-Ligação,2023,2,85
Anadia,Serviço de Corte e Re-Ligação,2024,1,33
Ansião,Configuração de EMI,2022,1,9
Ansião,Configuração de EMI,2022,2,284
Ansião,Configuração de EMI,2023,1,802
Ansião,Configuração de EMI,2023,2,37
Ansião,Configuração de EMI,2024,1,4
Ansião,REMOTE_ICP_CONFIGURATION,2022,2,2
Ansião,REMOTE_ICP_CONFIGURATION,2023,1,9
Ansião,REMOTE_ICP_CONFIGURATION,2023,2,10
Ansião,Redução de Potência Contratada,2022,1,165
Ansião,Redução de Potência Contratada,2022,2,272
Ansião,Redução de Potência Contratada,2023,1,350
Ansião,Redução de Potência Contratada,2023,2,439
Ansião,Redução de Potência Contratada,2024,1,145
Ansião,Reposição de Potência Contratada,2022,1,141
Ansião,Reposição de Potência Contratada,2022,2,229
Ansião,Reposição de Potência Contratada,2023,1,300
Ansião,Reposição de Potência Contratada,2023,2,351
Ansião,Reposição de Potência Contratada,2024,1,111
Ansião,Servico Alteração Contractual,2022,1,52
Ansião,Servico Alteração Contractual,2022,2,135
Ansião,Servico Alteração Contractual,2023,1,115
Ansião,Servico Alteração Contractual,2023,2,148
Ansião,Servico Alteração Contractual,2024,1,52
Ansião,Serviço de Corte e Re-Ligação,2022,1,88
Ansião,Serviço de Corte e Re-Ligação,2022,2,104
Ansião,Serviço de Corte e Re-Ligação,2023,1,122
Ansião,Serviço de Corte e Re-Ligação,2023,2,186
Ansião,Serviço de Corte e Re-Ligação,2024,1,42
Arcos de Valdevez,Configuração de EMI,2022,1,16
Arcos de Valdevez,Configuração de EMI,2022,2,354
Arcos de Valdevez,Configuração de EMI,2023,1,1273
Arcos de Valdevez,Configuração de EMI,2023,2,53
Arcos de Valdevez,Configuração de EMI,2024,1,9
Arcos de Valdevez,Outros,2022,1,4
Arcos de Valdevez,Outros,2022,2,1
Arcos de Valdevez,REMOTE_ICP_CONFIGURATION,2022,2,1
Arcos de Valdevez,REMOTE_ICP_CONFIGURATION,2023,1,6
Arcos de Valdevez,REMOTE_ICP_CONFIGURATION,2023,2,19
Arcos de Valdevez,REMOTE_ICP_CONFIGURATION,2024,1,3
Arcos de Valdevez,Redução de Potência Contratada,2022,1,178
Arcos de Valdevez,Redução de Potência Contratada,2022,2,301
Arcos de Valdevez,Redução de Potência Contratada,2023,1,406
Arcos de Valdevez,Redução de Potência Contratada,2023,2,468
Arcos de Valdevez,Redução de Potência Contratada,2024,1,182
Arcos de Valdevez,Reposição de Potência Contratada,2022,1,145
Arcos de Valdevez,Reposição de Potência Contratada,2022,2,251
Arcos de Valdevez,Reposição de Potência Contratada,2023,1,324
Arcos de Valdevez,Reposição de Potência Contratada,2023,2,347
Arcos de Valdevez,Reposição de Potência Contratada,2024,1,139
Arcos de Valdevez,Servico Alteração Contractual,2022,1,65
Arcos de Valdevez,Servico Alteração Contractual,2022,2,109
Arcos de Valdevez,Servico Alteração Contractual,2023,1,207
Arcos de Valdevez,Servico Alteração Contractual,2023,2,285
Arcos de Valdevez,Servico Alteração Contractual,2024,1,119
Arcos de Valdevez,Serviço de Corte e Re-Ligação,2022,1,57
Arcos de Valdevez,Serviço de Corte e Re-Ligação,2022,2,107
Arcos de Valdevez,Serviço de Corte e Re-Ligação,2023,1,188
Arcos de Valdevez,Serviço de Corte e Re-Ligação,2023,2,184
Arcos de Valdevez,Serviço de Corte e Re-Ligação,2024,1,64
Arganil,Configuração de EMI,2022,1,10
Arganil,Configuração de EMI,2022,2,103
Arganil,Configuração de EMI,2023,1,538
Arganil,Configuração de EMI,2023,2,11
Arganil,Configuração de EMI,2024,1,4
Arganil,REMOTE_ICP_CONFIGURATION,2023,1,1
Arganil,REMOTE_ICP_CONFIGURATION,2023,2,5
Arganil,REMOTE_ICP_CONFIGURATION,2024,1,1
Arganil,Redução de Potência Contratada,2022,1,26
Arganil,Redução de Potência Contratada,2022,2,74
Arganil,Redução de Potência Contratada,2023,1,125
Arganil,Redução de Potência Contratada,2023,2,130
Arganil,Redução de Potência Contratada,2024,1,51
Arganil,Reposição de Potência Contratada,2022,1,21
Arganil,Reposição de Potência Contratada,2022,2,52
Arganil,Reposição de Potência Contratada,2023,1,92
Arganil,Reposição de Potência Contratada,2023,2,94
Arganil,Reposição de Potência Contratada,2024,1,35
Arganil,Servico Alteração Contractual,2022,1,20
Arganil,Servico Alteração Contractual,2022,2,61
Arganil,Servico Alteração Contractual,2023,1,89
Arganil,Servico Alteração Contractual,2023,2,91
Arganil,Servico Alteração Contractual,2024,1,50
Arganil,Serviço de Corte e Re-Ligação,2022,1,7
Arganil,Serviço de Corte e Re-Ligação,2022,2,14
Arganil,Serviço de Corte e Re-Ligação,2023,1,32
Arganil,Serviço de Corte e Re-Ligação,2023,2,30
Arganil,Serviço de Corte e Re-Ligação,2024,1,10
Armamar,Configuração de EMI,2022,1,4
Armamar,Configuração de EMI,2022,2,62
Armamar,Configuração de EMI,2023,1,493
Armamar,Configuração de EMI,2023,2,8
Armamar,Configuração de EMI,2024,1,8
