Concelho,Tipo de Instalação,Nível de Tensão,Ano,Mês,CPEs (#)
Barcelos,Iluminação Pública,Baixa Tensão Normal,2024,3,641
Barcelos,Não Doméstico,Baixa Tensão Especial,2022,3,345
Barcelos,Não Doméstico,Baixa Tensão Especial,2022,4,347
Barcelos,Não Doméstico,Baixa Tensão Especial,2022,5,348
Barcelos,Não Doméstico,Baixa Tensão Especial,2022,6,349
Barcelos,Não Doméstico,Baixa Tensão Especial,2022,7,349
Barcelos,Não Doméstico,Baixa Tensão Especial,2022,8,348
Barcelos,Não Doméstico,Baixa Tensão Especial,2022,9,347
Barcelos,Não Doméstico,Baixa Tensão Especial,2022,10,346
Barcelos,Não Doméstico,Baixa Tensão Especial,2022,11,349
Barcelos,Não Doméstico,Baixa Tensão Especial,2022,12,350
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,1,349
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,2,350
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,3,352
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,4,352
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,5,352
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,6,355
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,7,357
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,8,361
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,9,362
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,10,368
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,11,367
Barcelos,Não Doméstico,Baixa Tensão Especial,2023,12,366
Barcelos,Não Doméstico,Baixa Tensão Especial,2024,1,366
Barcelos,Não Doméstico,Baixa Tensão Especial,2024,2,365
Barcelos,Não Doméstico,Baixa Tensão Especial,2024,3,365
Barcelos,Não Doméstico,Baixa Tensão Normal,2022,3,11008
Barcelos,Não Doméstico,Baixa Tensão Normal,2022,4,11032
Barcelos,Não Doméstico,Baixa Tensão Normal,2022,5,11132
Barcelos,Não Doméstico,Baixa Tensão Normal,2022,6,11566
Barcelos,Não Doméstico,Baixa Tensão Normal,2022,7,11828
Barcelos,Não Doméstico,Baixa Tensão Normal,2022,8,11786
Barcelos,Não Doméstico,Baixa Tensão Normal,2022,9,11439
Barcelos,Não Doméstico,Baixa Tensão Normal,2022,10,11238
Barcelos,Não Doméstico,Baixa Tensão Normal,2022,11,11193
Barcelos,Não Doméstico,Baixa Tensão Normal,2022,12,11181
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,1,11180
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,2,11189
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,3,11213
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,4,11213
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,5,11213
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,6,11921
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,7,12021
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,8,11968
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,9,11637
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,10,11455
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,11,11415
Barcelos,Não Doméstico,Baixa Tensão Normal,2023,12,11413
Barcelos,Não Doméstico,Baixa Tensão Normal,2024,1,11420
Barcelos,Não Doméstico,Baixa Tensão Normal,2024,2,11422
Barcelos,Não Doméstico,Baixa Tensão Normal,2024,3,11431
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,3,370
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,4,372
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,5,372
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,6,372
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,7,374
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,8,375
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,9,375
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,10,377
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,11,376
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,12,376
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,1,377
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,2,377
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,3,376
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,4,376
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,5,376
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,6,377
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,7,378
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,8,378
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,9,378
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,10,381
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,11,381
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,12,382
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,1,380
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,2,380
Barcelos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,3,380
Barcelos,Outros,Baixa Tensão Especial,2022,3,2
Barcelos,Outros,Baixa Tensão Especial,2022,4,4
Barcelos,Outros,Baixa Tensão Especial,2022,5,2
Barcelos,Outros,Baixa Tensão Especial,2022,6,3
Barcelos,Outros,Baixa Tensão Especial,2022,7,3
Barcelos,Outros,Baixa Tensão Especial,2022,8,2
Barcelos,Outros,Baixa Tensão Especial,2022,9,2
Barcelos,Outros,Baixa Tensão Especial,2022,10,2
Barcelos,Outros,Baixa Tensão Especial,2022,11,3
Barcelos,Outros,Baixa Tensão Especial,2022,12,3
Barcelos,Outros,Baixa Tensão Especial,2023,1,2
Barcelos,Outros,Baixa Tensão Especial,2023,2,2
Barcelos,Outros,Baixa Tensão Especial,2023,3,2
Barcelos,Outros,Baixa Tensão Especial,2023,4,2
Barcelos,Outros,Baixa Tensão Especial,2023,5,2
Barcelos,Outros,Baixa Tensão Especial,2023,6,5
Barcelos,Outros,Baixa Tensão Especial,2023,7,5
Barcelos,Outros,Baixa Tensão Especial,2023,8,4
Barcelos,Outros,Baixa Tensão Especial,2023,9,4
Barcelos,Outros,Baixa Tensão Especial,2023,10,4
Barcelos,Outros,Baixa Tensão Especial,2023,11,5
Barcelos,Outros,Baixa Tensão Especial,2023,12,5
Barcelos,Outros,Baixa Tensão Especial,2024,1,4
Barcelos,Outros,Baixa Tensão Especial,2024,2,4
Barcelos,Outros,Baixa Tensão Especial,2024,3,4
Barcelos,Outros,Baixa Tensão Normal,2022,3,528
Barcelos,Outros,Baixa Tensão Normal,2022,4,620
Barcelos,Outros,Baixa Tensão Normal,2022,5,538
Barcelos,Outros,Baixa Tensão Normal,2022,6,549
Barcelos,Outros,Baixa Tensão Normal,2022,7,542
Barcelos,Outros,Baixa Tensão Normal,2022,8,544
Barcelos,Outros,Baixa Tensão Normal,2022,9,539
Barcelos,Outros,Baixa Tensão Normal,2022,10,540
Barcelos,Outros,Baixa Tensão Normal,2022,11,549
Barcelos,Outros,Baixa Tensão Normal,2022,12,555
Barcelos,Outros,Baixa Tensão Normal,2023,1,530
Barcelos,Outros,Baixa Tensão Normal,2023,2,534
Barcelos,Outros,Baixa Tensão Normal,2023,3,530
Barcelos,Outros,Baixa Tensão Normal,2023,4,530
Barcelos,Outros,Baixa Tensão Normal,2023,5,530
Barcelos,Outros,Baixa Tensão Normal,2023,6,533
Barcelos,Outros,Baixa Tensão Normal,2023,7,521
Barcelos,Outros,Baixa Tensão Normal,2023,8,513
Barcelos,Outros,Baixa Tensão Normal,2023,9,505
Barcelos,Outros,Baixa Tensão Normal,2023,10,501
Barcelos,Outros,Baixa Tensão Normal,2023,11,517
Barcelos,Outros,Baixa Tensão Normal,2023,12,515
Barcelos,Outros,Baixa Tensão Normal,2024,1,493
Barcelos,Outros,Baixa Tensão Normal,2024,2,492
Barcelos,Outros,Baixa Tensão Normal,2024,3,488
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2022,3,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2022,4,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2022,5,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2022,6,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2022,7,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2022,8,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2022,9,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2022,10,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2022,11,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2022,12,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2023,1,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2023,2,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2023,3,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2023,4,20
Barcelos,Outros,"Muito Alta, Alta e Média Tensões",2023,5,20
Barrancos,Doméstico,Baixa Tensão Normal,2022,3,1045
Barrancos,Doméstico,Baixa Tensão Normal,2022,4,1044
Barrancos,Doméstico,Baixa Tensão Normal,2022,5,1041
Barrancos,Doméstico,Baixa Tensão Normal,2022,6,1041
Barrancos,Doméstico,Baixa Tensão Normal,2022,7,1040
Barrancos,Doméstico,Baixa Tensão Normal,2022,8,1042
Barrancos,Doméstico,Baixa Tensão Normal,2022,9,1043
Barrancos,Doméstico,Baixa Tensão Normal,2022,10,1043
Barrancos,Doméstico,Baixa Tensão Normal,2022,11,1045
Barrancos,Doméstico,Baixa Tensão Normal,2022,12,1045
Barrancos,Doméstico,Baixa Tensão Normal,2023,1,1044
Barrancos,Doméstico,Baixa Tensão Normal,2023,2,1044
Barrancos,Doméstico,Baixa Tensão Normal,2023,3,1045
Barrancos,Doméstico,Baixa Tensão Normal,2023,4,1045
Barrancos,Doméstico,Baixa Tensão Normal,2023,5,1045
Barrancos,Doméstico,Baixa Tensão Normal,2023,6,1044
Barrancos,Doméstico,Baixa Tensão Normal,2023,7,1045
Barrancos,Doméstico,Baixa Tensão Normal,2023,8,1045
Barrancos,Doméstico,Baixa Tensão Normal,2023,9,1045
Barrancos,Doméstico,Baixa Tensão Normal,2023,10,1043
Barrancos,Doméstico,Baixa Tensão Normal,2023,11,1045
Barrancos,Doméstico,Baixa Tensão Normal,2023,12,1043
Barrancos,Doméstico,Baixa Tensão Normal,2024,1,1042
Barrancos,Doméstico,Baixa Tensão Normal,2024,2,1044
Barrancos,Doméstico,Baixa Tensão Normal,2024,3,1044
Barrancos,Iluminação Pública,Baixa Tensão Normal,2022,3,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2022,4,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2022,5,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2022,6,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2022,7,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2022,8,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2022,9,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2022,10,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2022,11,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2022,12,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,1,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,2,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,3,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,4,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,5,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,6,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,7,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,8,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,9,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,10,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,11,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2023,12,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2024,1,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2024,2,7
Barrancos,Iluminação Pública,Baixa Tensão Normal,2024,3,7
Barrancos,Não Doméstico,Baixa Tensão Especial,2022,3,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2022,4,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2022,5,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2022,6,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2022,7,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2022,8,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2022,9,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2022,10,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2022,11,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2022,12,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,1,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,2,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,3,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,4,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,5,10
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,6,11
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,7,11
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,8,11
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,9,11
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,10,11
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,11,11
Barrancos,Não Doméstico,Baixa Tensão Especial,2023,12,11
Barrancos,Não Doméstico,Baixa Tensão Especial,2024,1,11
Barrancos,Não Doméstico,Baixa Tensão Especial,2024,2,11
Barrancos,Não Doméstico,Baixa Tensão Especial,2024,3,11
Barrancos,Não Doméstico,Baixa Tensão Normal,2022,3,161
Barrancos,Não Doméstico,Baixa Tensão Normal,2022,4,161
Barrancos,Não Doméstico,Baixa Tensão Normal,2022,5,161
Barrancos,Não Doméstico,Baixa Tensão Normal,2022,6,161
Barrancos,Não Doméstico,Baixa Tensão Normal,2022,7,161
Barrancos,Não Doméstico,Baixa Tensão Normal,2022,8,164
Barrancos,Não Doméstico,Baixa Tensão Normal,2022,9,164
Barrancos,Não Doméstico,Baixa Tensão Normal,2022,10,164
Barrancos,Não Doméstico,Baixa Tensão Normal,2022,11,164
Barrancos,Não Doméstico,Baixa Tensão Normal,2022,12,164
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,1,165
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,2,165
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,3,165
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,4,165
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,5,165
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,6,165
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,7,165
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,8,166
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,9,165
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,10,168
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,11,170
Barrancos,Não Doméstico,Baixa Tensão Normal,2023,12,171
Barrancos,Não Doméstico,Baixa Tensão Normal,2024,1,172
Barrancos,Não Doméstico,Baixa Tensão Normal,2024,2,171
Barrancos,Não Doméstico,Baixa Tensão Normal,2024,3,172
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,3,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,4,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,5,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,6,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,7,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,8,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,9,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,10,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,11,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,12,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,1,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,2,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,3,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,4,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,5,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,6,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,7,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,8,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,9,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,10,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,11,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,12,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,1,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,2,10
Barrancos,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,3,10
Barrancos,Outros,Baixa Tensão Especial,2022,3,1
Barrancos,Outros,Baixa Tensão Especial,2022,4,1
Barrancos,Outros,Baixa Tensão Especial,2022,5,1
Barrancos,Outros,Baixa Tensão Especial,2022,6,1
Barrancos,Outros,Baixa Tensão Especial,2022,7,1
Barrancos,Outros,Baixa Tensão Especial,2022,8,1
Barrancos,Outros,Baixa Tensão Especial,2022,9,1
Barrancos,Outros,Baixa Tensão Especial,2022,10,1
Barrancos,Outros,Baixa Tensão Especial,2022,11,1
Barrancos,Outros,Baixa Tensão Especial,2022,12,1
Barrancos,Outros,Baixa Tensão Especial,2023,1,1
Barrancos,Outros,Baixa Tensão Especial,2023,2,1
Barrancos,Outros,Baixa Tensão Especial,2023,3,1
Barrancos,Outros,Baixa Tensão Especial,2023,4,1
Barrancos,Outros,Baixa Tensão Especial,2023,5,1
Barrancos,Outros,Baixa Tensão Especial,2023,6,1
Barrancos,Outros,Baixa Tensão Especial,2023,7,1
Barrancos,Outros,Baixa Tensão Especial,2023,8,1
Barrancos,Outros,Baixa Tensão Especial,2023,9,1
Barrancos,Outros,Baixa Tensão Especial,2023,10,1
Barrancos,Outros,Baixa Tensão Especial,2023,11,1
Barrancos,Outros,Baixa Tensão Especial,2023,12,1
Barrancos,Outros,Baixa Tensão Especial,2024,1,1
Barrancos,Outros,Baixa Tensão Especial,2024,2,1
Barrancos,Outros,Baixa Tensão Especial,2024,3,1
Barrancos,Outros,Baixa Tensão Normal,2022,3,1
Barrancos,Outros,Baixa Tensão Normal,2022,4,1
Barrancos,Outros,Baixa Tensão Normal,2022,5,1
Barrancos,Outros,Baixa Tensão Normal,2022,6,1
Barrancos,Outros,Baixa Tensão Normal,2022,7,1
Barrancos,Outros,Baixa Tensão Normal,2022,8,5
Barrancos,Outros,Baixa Tensão Normal,2022,9,1
Barrancos,Outros,Baixa Tensão Normal,2022,10,1
Barrancos,Outros,Baixa Tensão Normal,2022,11,1
Barrancos,Outros,Baixa Tensão Normal,2022,12,4
Barrancos,Outros,Baixa Tensão Normal,2023,1,1
Barrancos,Outros,Baixa Tensão Normal,2023,2,1
Barrancos,Outros,Baixa Tensão Normal,2023,3,1
Barrancos,Outros,Baixa Tensão Normal,2023,4,1
Barrancos,Outros,Baixa Tensão Normal,2023,5,1
Barrancos,Outros,Baixa Tensão Normal,2023,6,1
Barrancos,Outros,Baixa Tensão Normal,2023,7,1
Barrancos,Outros,Baixa Tensão Normal,2023,8,5
Barrancos,Outros,Baixa Tensão Normal,2023,9,2
Barrancos,Outros,Baixa Tensão Normal,2023,10,2
Barrancos,Outros,Baixa Tensão Normal,2023,11,2
Barrancos,Outros,Baixa Tensão Normal,2023,12,5
Barrancos,Outros,Baixa Tensão Normal,2024,1,2
Barrancos,Outros,Baixa Tensão Normal,2024,2,2
Barrancos,Outros,Baixa Tensão Normal,2024,3,2
Barreiro,Doméstico,Baixa Tensão Especial,2022,3,1
Barreiro,Doméstico,Baixa Tensão Especial,2022,4,1
Barreiro,Doméstico,Baixa Tensão Especial,2022,5,1
Barreiro,Doméstico,Baixa Tensão Especial,2022,6,1
Barreiro,Doméstico,Baixa Tensão Especial,2022,7,1
Barreiro,Doméstico,Baixa Tensão Especial,2022,8,1
Barreiro,Doméstico,Baixa Tensão Especial,2022,9,1
Barreiro,Doméstico,Baixa Tensão Especial,2022,10,1
Barreiro,Doméstico,Baixa Tensão Especial,2022,11,1
Barreiro,Doméstico,Baixa Tensão Especial,2022,12,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,1,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,2,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,3,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,4,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,5,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,6,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,7,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,8,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,9,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,10,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,11,1
Barreiro,Doméstico,Baixa Tensão Especial,2023,12,1
Barreiro,Doméstico,Baixa Tensão Especial,2024,1,1
Barreiro,Doméstico,Baixa Tensão Especial,2024,2,1
Barreiro,Doméstico,Baixa Tensão Especial,2024,3,1
Barreiro,Doméstico,Baixa Tensão Normal,2022,3,39188
Barreiro,Doméstico,Baixa Tensão Normal,2022,4,39194
Barreiro,Doméstico,Baixa Tensão Normal,2022,5,39198
Barreiro,Doméstico,Baixa Tensão Normal,2022,6,39226
Barreiro,Doméstico,Baixa Tensão Normal,2022,7,39262
Barreiro,Doméstico,Baixa Tensão Normal,2022,8,39280
Barreiro,Doméstico,Baixa Tensão Normal,2022,9,39296
Barreiro,Doméstico,Baixa Tensão Normal,2022,10,39311
Barreiro,Doméstico,Baixa Tensão Normal,2022,11,39353
Barreiro,Doméstico,Baixa Tensão Normal,2022,12,39344
Barreiro,Doméstico,Baixa Tensão Normal,2023,1,39401
Barreiro,Doméstico,Baixa Tensão Normal,2023,2,39431
Barreiro,Doméstico,Baixa Tensão Normal,2023,3,39440
Barreiro,Doméstico,Baixa Tensão Normal,2023,4,39440
Barreiro,Doméstico,Baixa Tensão Normal,2023,5,39440
Barreiro,Doméstico,Baixa Tensão Normal,2023,6,39547
Barreiro,Doméstico,Baixa Tensão Normal,2023,7,39581
Barreiro,Doméstico,Baixa Tensão Normal,2023,8,39597
Barreiro,Doméstico,Baixa Tensão Normal,2023,9,39619
Barreiro,Doméstico,Baixa Tensão Normal,2023,10,39656
Barreiro,Doméstico,Baixa Tensão Normal,2023,11,39682
Barreiro,Doméstico,Baixa Tensão Normal,2023,12,39672
Barreiro,Doméstico,Baixa Tensão Normal,2024,1,39697
Barreiro,Doméstico,Baixa Tensão Normal,2024,2,39689
Barreiro,Doméstico,Baixa Tensão Normal,2024,3,39717
Barreiro,Iluminação Pública,Baixa Tensão Normal,2022,3,179
Barreiro,Iluminação Pública,Baixa Tensão Normal,2022,4,179
Barreiro,Iluminação Pública,Baixa Tensão Normal,2022,5,179
Barreiro,Iluminação Pública,Baixa Tensão Normal,2022,6,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2022,7,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2022,8,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2022,9,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2022,10,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2022,11,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2022,12,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,1,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,2,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,3,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,4,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,5,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,6,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,7,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,8,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,9,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,10,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,11,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2023,12,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2024,1,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2024,2,182
Barreiro,Iluminação Pública,Baixa Tensão Normal,2024,3,182
Barreiro,Não Doméstico,Baixa Tensão Especial,2022,3,222
Barreiro,Não Doméstico,Baixa Tensão Especial,2022,4,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2022,5,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2022,6,221
Barreiro,Não Doméstico,Baixa Tensão Especial,2022,7,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2022,8,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2022,9,222
Barreiro,Não Doméstico,Baixa Tensão Especial,2022,10,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2022,11,221
Barreiro,Não Doméstico,Baixa Tensão Especial,2022,12,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,1,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,2,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,3,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,4,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,5,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,6,221
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,7,220
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,8,221
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,9,221
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,10,221
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,11,221
Barreiro,Não Doméstico,Baixa Tensão Especial,2023,12,221
Barreiro,Não Doméstico,Baixa Tensão Especial,2024,1,221
Barreiro,Não Doméstico,Baixa Tensão Especial,2024,2,221
Barreiro,Não Doméstico,Baixa Tensão Especial,2024,3,221
Barreiro,Não Doméstico,Baixa Tensão Normal,2022,3,8947
Barreiro,Não Doméstico,Baixa Tensão Normal,2022,4,8955
Barreiro,Não Doméstico,Baixa Tensão Normal,2022,5,8940
Barreiro,Não Doméstico,Baixa Tensão Normal,2022,6,8951
Barreiro,Não Doméstico,Baixa Tensão Normal,2022,7,8954
Barreiro,Não Doméstico,Baixa Tensão Normal,2022,8,8954
Barreiro,Não Doméstico,Baixa Tensão Normal,2022,9,8978
