ano,mes,energia_ativa_baixa_tensao_kwh,energia_ativa_alta_tensao_kwh,cpes_domestico_baixa_tensao,cpes_domestico_alta_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_iluminacao_publica_alta_tensao,cpes_nao_domestico_baixa_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_baixa_tensao,cpes_outros_alta_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao
2023,9,2572010,3061818,9578,0,165,0,2000,48,26,0,14838,6
2023,10,2766966,3306590,9576,0,165,0,2006,48,26,0,14748,8
2023,11,2949187,3091297,9570,0,167,0,2003,49,28,0,14314,8
2023,12,3462134,2857278,9575,0,167,0,2004,49,26,0,14460,8
2024,1,1448285,678054,9581,0,167,0,2003,49,21,0,15058,8
2022,8,1381835,632929,2886,0,39,0,582,38,12,0,6044,2
2022,9,1120220,534108,2886,0,39,0,583,38,13,0,5774,2
2022,10,1009777,495495,2888,0,39,0,580,38,14,0,6000,2
2022,11,1003818,406037,2893,0,39,0,580,38,13,0,6016,2
2022,12,1146503,398077,2896,0,39,0,579,38,14,0,6024,2
2023,1,1242623,327997,2899,0,39,0,576,38,13,0,6170,2
2023,2,1123686,339686,2899,0,39,0,573,38,12,0,6162,2
2023,3,1112414,396407,2898,0,39,0,573,38,12,0,6198,2
2023,4,1081743,539121,2898,0,39,0,573,38,12,0,6090,2
2023,5,1119528,606340,2898,0,39,0,573,38,12,0,5990,2
2023,6,1172880,597253,2900,0,39,0,581,38,14,0,6012,2
2023,7,1399513,783902,2896,0,39,0,581,38,13,0,6126,2
2023,8,1399995,748854,2895,0,39,0,580,38,13,0,6134,2
2023,9,1132821,562238,2899,0,39,0,582,38,13,0,6194,2
2023,10,1086290,524869,2897,0,39,0,580,38,13,0,5710,2
2023,11,1068455,495466,2905,0,39,0,578,38,13,0,5914,2
2023,12,1266143,485008,2906,0,39,0,579,38,16,0,6182,2
2024,1,519301,175482,2910,0,39,0,579,38,13,0,6170,2
2022,8,1843638,574772,7669,0,136,0,1529,30,45,0,9120,2
2022,9,1609367,664654,7669,0,136,0,1530,30,42,0,8964,2
2022,10,1667310,739907,7670,0,136,0,1531,30,43,0,9406,2
2022,11,1755547,641603,7670,0,136,0,1532,30,43,0,9660,2
2022,12,1982287,586966,7671,0,136,0,1527,30,41,0,8684,2
2023,1,2039655,607793,7672,0,136,0,1528,30,40,0,9676,2
2023,2,1771691,534212,7666,0,136,0,1534,30,44,0,10238,2
2023,3,1777107,544612,7673,0,136,0,1538,30,46,0,10282,2
2023,4,1568183,506737,7673,0,136,0,1537,30,46,0,10344,2
2023,5,1552641,523815,7673,0,136,0,1537,30,46,0,10192,2
2023,6,1545187,530307,7690,0,136,0,1546,30,45,0,11064,2
2023,7,1756197,528414,7699,0,136,0,1549,31,44,0,10636,2
2023,8,1859008,490982,7706,0,136,0,1550,31,45,0,10460,2
2023,9,1624267,588954,7713,0,136,0,1552,31,42,0,10522,2
2023,10,1733164,676729,7713,0,137,0,1550,31,40,0,11600,2
2023,11,1872688,618028,7721,0,137,0,1553,31,42,0,11212,2
2023,12,2143553,585150,7723,0,137,0,1555,31,42,0,11870,2
2024,1,1022431,325747,7725,0,137,0,1556,31,42,0,12572,2
2022,8,2491459,602652,6218,0,104,0,1500,18,25,0,6348,2
2022,9,2268839,540249,6220,0,104,0,1502,18,27,0,6350,2
2022,10,2322078,565445,6222,0,104,0,1505,18,25,0,6716,2
2022,11,2372264,532790,6197,0,103,0,1494,18,27,0,7036,2
2022,12,2663518,547533,6198,0,103,0,1491,18,27,0,7296,2
2023,1,2899515,606102,6193,0,103,0,1491,18,27,0,7266,2
2023,2,2625942,536220,6195,0,103,0,1493,18,25,0,7758,2
2023,3,2453252,606892,6197,0,103,0,1493,18,24,0,8066,2
2023,4,2042677,551309,6197,0,103,0,1493,18,24,0,8374,2
2023,5,2088352,628199,6197,0,103,0,1493,18,24,0,8516,2
2023,6,2223287,647794,6224,0,103,0,1500,19,25,0,9542,2
2023,7,2594729,760173,6225,0,103,0,1496,19,26,0,10372,2
2023,8,2625530,762251,6229,0,103,0,1496,19,26,0,10260,2
2023,9,2279714,669589,6224,0,103,0,1493,19,25,0,10716,2
2023,10,2326467,669489,6226,0,103,0,1492,19,23,0,11092,2
2023,11,2440435,635817,6231,0,103,0,1494,19,22,0,11698,2
2023,12,2884860,597007,6234,0,103,0,1497,19,22,0,12440,2
2024,1,1367045,90051,6228,0,103,0,1498,19,19,0,12758,2
2022,8,4298315,4181416,10209,0,97,0,2979,64,107,0,16562,4
2022,9,4148673,4761016,10213,0,97,0,2985,64,105,0,16120,4
2022,10,4482025,4812772,10215,0,97,0,2978,64,97,0,16958,4
2022,11,4757805,4840942,10225,0,97,0,2986,63,96,0,16854,4
2022,12,5312021,4226329,10229,0,97,0,2985,63,96,0,15958,4
2023,1,5795615,5114302,10232,0,97,0,2991,63,94,0,15404,4
2023,2,4997313,4467768,10237,0,97,0,2989,63,91,0,16708,4
2023,3,4973180,4746626,10243,0,97,0,2994,63,90,0,16546,4
2023,4,4239379,4200769,10243,0,97,0,2994,63,90,0,17292,4
2023,5,4257701,4598586,10243,0,97,0,2994,63,90,0,16538,4
2023,6,4203942,4759151,10260,0,97,0,3017,61,91,0,17120,4
2023,7,4264292,4597042,10259,0,97,0,3020,62,90,0,16786,4
2023,8,4122865,3957811,10228,0,97,0,3016,62,90,0,16524,4
2023,9,4049871,4398184,10233,0,97,0,3025,62,92,0,17126,4
2023,10,4482184,4749003,10240,0,97,0,3035,62,92,0,16842,4
2023,11,4894123,4776423,10237,0,97,0,3029,62,112,0,16900,4
2023,12,5558947,4042271,10233,0,97,0,3044,62,121,0,16838,4
2024,1,2599463,1654728,10237,0,97,0,3046,62,94,0,16504,4
2022,8,1258758,392713,4583,0,79,0,1071,44,43,0,4564,2
2022,9,1269900,369383,4590,0,79,0,1072,44,30,0,4556,2
2022,10,1176912,293303,4589,0,80,0,1073,44,28,0,4840,2
2022,11,1216027,215693,4585,0,80,0,1073,44,27,0,5058,2
2022,12,1378666,234257,4584,0,80,0,1076,44,25,0,5034,2
2023,1,1409603,243177,4582,0,81,0,1075,44,26,0,5120,2
2023,2,1230875,233021,4581,0,81,0,1076,44,30,0,5370,2
2023,3,1204672,223310,4579,0,81,0,1078,43,29,0,6080,2
2023,4,1020595,169328,4579,0,81,0,1078,43,29,0,5968,2
2023,5,1005893,240617,4579,0,81,0,1078,43,29,0,5978,2
2023,6,1013644,251079,4580,0,81,0,1090,42,31,0,5644,2
2023,7,1135930,394371,4584,0,81,0,1091,42,32,0,5888,2
2023,8,1247453,454757,4588,0,81,0,1091,42,38,0,6306,2
2023,9,1191582,427718,4590,0,81,0,1091,42,27,0,5806,2
2023,10,1197300,362617,4585,0,81,0,1094,42,27,0,5812,2
2023,11,1289053,258104,4583,0,81,0,1094,43,29,0,5900,4
2023,12,1546108,268618,4583,0,81,0,1096,43,27,0,6232,4
2024,1,658638,95535,4581,0,81,0,1100,43,27,0,7208,4
2022,8,2424298,1369240,9802,0,236,0,2062,45,36,0,7584,2
2022,9,2220623,1285768,9809,0,236,0,2064,45,33,0,7452,2
2022,10,2287337,1406555,9816,0,236,0,2067,45,32,0,8006,2
2022,11,2390226,1324462,9818,0,236,0,2066,45,32,0,8532,2
2022,12,2674989,1272229,9817,0,237,0,2069,45,34,0,8584,2
2023,1,2810327,1348554,9818,0,237,0,2071,45,34,0,8904,2
2023,2,2456967,1207649,9820,0,237,0,2071,45,34,0,9498,2
2023,3,2441190,1319630,9819,0,237,0,2071,46,33,0,11324,2
2023,4,2138375,1205512,9819,0,237,0,2071,46,33,0,12108,2
2023,5,2124226,1272093,9819,0,237,0,2071,46,33,0,13462,2
2023,6,2122900,1270077,9841,0,237,0,2087,46,36,0,14654,2
2023,7,2340280,1346414,9853,0,237,0,2093,46,37,0,16442,2
2023,8,2511611,1329005,9868,0,237,0,2095,46,33,0,16898,2
2023,9,2219920,1385207,9876,0,238,0,2095,46,31,0,16766,2
2023,10,2352120,1435853,9885,0,238,0,2096,46,31,0,18188,2
2023,11,2535464,1417130,9900,0,238,0,2094,46,32,0,18612,2
2023,12,2980603,1336921,9898,0,238,0,2096,46,30,0,18986,2
2024,1,1298176,746134,9906,0,238,0,2099,46,30,0,19230,2
2022,8,844322,408854,3583,0,52,0,747,19,14,0,4744,4
2022,9,721962,363799,3583,0,52,0,748,19,17,0,4626,4
2022,10,719903,263896,3585,0,52,0,748,19,13,0,4470,4
2022,11,797713,255510,3582,0,52,0,748,19,12,0,4726,4
2022,12,920619,261122,3582,0,52,0,748,19,12,0,4928,4
2023,1,1005932,200480,3580,0,52,0,749,19,13,0,4942,4
2023,2,875068,237470,3581,0,52,0,751,19,13,0,5224,4
2023,3,818304,317337,3581,0,52,0,750,20,15,0,5310,4
2023,4,673208,322244,3581,0,52,0,750,20,15,0,5268,4
2023,5,649904,226352,3581,0,52,0,750,20,15,0,5088,4
2023,6,681674,182193,3581,0,52,0,748,21,21,0,5632,4
2023,7,777861,191574,3582,0,52,0,749,21,12,0,5688,4
2023,8,828773,234221,3586,0,52,0,749,21,10,0,6202,4
2023,9,726844,259412,3585,0,52,0,748,21,11,0,5410,4
2023,10,761812,214808,3589,0,52,0,747,21,11,0,4992,4
2023,11,866711,180035,3582,0,52,0,744,21,11,0,6382,4
2023,12,1067684,213123,3580,0,52,0,745,21,11,0,6994,4
2024,1,427017,73808,3578,0,52,0,744,21,9,0,7594,4
2022,8,1173971,637131,5277,0,62,0,1132,28,45,0,7458,2
2022,9,1042902,583950,5279,0,62,0,1132,28,53,0,7414,2
2022,10,1086187,588102,5285,0,62,0,1126,28,44,0,7532,2
2022,11,1198654,530371,5287,0,62,0,1128,28,43,0,7552,2
2022,12,1387943,528146,5291,0,62,0,1134,28,45,0,7732,2
2023,1,1509807,515656,5302,0,63,0,1141,28,42,0,7850,2
2023,2,1340039,446725,5306,0,63,0,1144,28,38,0,7858,2
2023,3,1248859,479280,5305,0,63,0,1143,28,37,0,8606,2
2023,4,1039334,454107,5305,0,63,0,1143,28,37,0,8888,2
2023,5,1014781,507861,5305,0,63,0,1143,28,37,0,9178,2
2023,6,992199,547756,5316,0,62,0,1158,28,41,0,8882,2
2023,7,1128619,528962,5315,0,62,0,1158,28,37,0,9224,2
2023,8,1211298,617453,5326,0,63,0,1156,28,36,0,9586,2
2023,9,1066919,580299,5329,0,63,0,1152,28,43,0,9914,2
2023,10,1132080,579176,5330,0,63,0,1143,28,33,0,9698,2
2023,11,1259852,554460,5333,0,63,0,1140,28,33,0,9396,2
2023,12,1584832,524755,5334,0,63,0,1142,28,37,0,10172,2
2024,1,667930,223613,5332,0,63,0,1147,28,32,0,10032,2
2022,8,9261747,3065720,23087,0,372,0,5723,62,136,0,29130,6
2022,9,7936801,2517684,23077,0,372,0,5726,62,141,0,29056,6
2022,10,7428143,2304774,23091,0,372,0,5728,62,119,0,30540,6
2022,11,6914269,1927183,23111,0,374,0,5736,62,126,0,32578,6
2022,12,7494840,1842226,23119,0,374,0,5735,62,123,0,32072,6
2023,1,8335455,1905439,23143,0,374,0,5736,62,117,0,32702,6
2023,2,7730472,1842881,23145,0,375,0,5734,62,118,0,34722,6
2023,3,7334330,1992808,23145,0,375,0,5747,62,117,0,35290,6
2023,4,6605292,2140039,23145,0,375,0,5747,62,117,0,35848,6
2023,5,7008338,2402605,23145,0,375,0,5747,62,117,0,34010,6
2023,6,7839003,2685578,23272,0,375,0,5794,62,117,0,36250,6
2023,7,9934063,3207296,23305,0,375,0,5796,62,129,0,36538,6
2023,8,10321754,3332998,23329,0,375,0,5797,62,126,0,37020,6
2023,9,8186123,2779890,23334,0,375,0,5802,62,132,0,37628,6
2023,10,7497101,2593457,23346,0,375,0,5799,62,117,0,39198,6
2023,11,7163975,2032386,23340,0,375,0,5792,62,116,0,40316,6
2023,12,8446982,2020254,23341,0,375,0,5793,62,124,0,42426,6
2024,1,3962208,484215,23353,0,376,0,5800,62,119,0,39884,6
2022,8,1520314,137570,4322,0,89,0,739,12,70,0,6922,2
2022,9,1261714,95561,4320,0,89,0,741,12,69,0,6808,2
2022,10,1192012,94491,4323,0,89,0,740,12,67,0,7002,2
2022,11,1188164,129633,4326,0,89,0,737,12,67,0,7034,2
2022,12,1320036,170948,4327,0,89,0,736,12,67,0,7004,2
2023,1,1323907,160180,4330,0,89,0,735,12,65,0,6976,2
2023,2,1150320,102866,4331,0,89,0,738,12,67,0,7328,2
2023,3,1189337,85649,4330,0,89,0,738,12,65,0,7564,2
2023,4,1133230,72969,4330,0,89,0,738,12,65,0,7650,2
2023,5,1155935,83935,4330,0,89,0,738,12,65,0,7734,2
2023,6,1192981,109693,4368,0,89,0,744,12,67,0,7850,2
2023,7,1427001,124965,4377,0,89,0,747,12,68,0,7878,2
2023,8,1553783,134210,4382,0,89,0,747,12,68,0,8084,2
2023,9,1314696,135884,4383,0,89,0,747,12,67,0,8278,2
2023,10,1240336,104076,4386,0,89,0,748,13,65,0,8486,2
2023,11,1226838,111704,4390,0,89,0,751,13,66,0,8656,2
2023,12,1410845,106883,4397,0,89,0,752,13,65,0,9234,2
2024,1,565749,110855,4401,0,89,0,750,13,63,0,9326,2
2022,8,6597953,4380109,21647,0,331,0,5153,91,73,0,21616,2
2022,9,5997521,4297912,21656,0,331,0,5161,91,75,0,21542,2
2022,10,6208157,4309298,21673,0,331,0,5162,91,72,0,21728,2
2022,11,6550765,4178788,21688,0,331,0,5167,91,78,0,21192,2
2022,12,7471892,4005748,21694,0,331,0,5170,91,79,0,21668,2
2023,1,7935713,4113503,21700,0,331,0,5175,91,71,0,21472,2
2023,2,6992422,3611822,21699,0,331,0,5179,101,73,0,21984,10
2023,3,6704831,4037198,21696,0,331,0,5173,101,73,0,21992,12
2023,4,5794352,3857813,21696,0,331,0,5173,101,73,0,23084,12
2023,5,5915328,4040770,21696,0,331,0,5173,101,73,0,22344,12
2023,6,6000182,4049117,21738,0,331,0,5191,101,133,0,24260,14
2023,7,6565346,4080729,21770,0,331,0,5200,101,70,0,24650,20
2023,8,6606076,4277441,21770,0,330,0,5194,102,70,0,24936,24
2023,9,6092745,4304556,21789,0,330,0,5194,102,70,0,26398,24
2023,10,6442244,4515372,21815,0,331,0,5187,102,63,0,25758,26
2023,11,6878745,4030525,21822,0,331,0,5192,103,66,0,26508,34
2023,12,8430078,4062511,21811,0,331,0,5191,104,65,0,26500,36
2024,1,3746214,1071775,21816,0,331,0,5187,104,59,0,29618,36
2022,8,4074964,5464901,15410,0,259,0,3277,100,110,0,10034,8
2022,9,3800443,5443023,15420,0,259,0,3281,100,101,0,10274,8
2022,10,3933837,5540894,15426,0,259,0,3285,100,98,0,10378,6
2022,11,4131408,5334776,15436,0,259,0,3283,101,99,0,10838,8
2022,12,4615510,4917174,15435,0,259,0,3290,101,112,0,10854,6
2023,1,4822231,5359400,15445,0,259,0,3289,101,93,0,10970,8
2023,2,4185921,4827845,15451,0,259,0,3291,101,93,0,11690,8
2023,3,4166407,5220833,15448,0,260,0,3295,101,91,0,14512,8
2023,4,3637171,4812160,15448,0,260,0,3295,101,91,0,14894,8
2023,5,3652619,5249573,15448,0,260,0,3295,101,91,0,15088,8
2023,6,3658294,5371188,15494,0,261,0,3305,101,103,0,16326,8
2023,7,3944489,5291609,15506,0,263,0,3304,101,101,0,16894,8
2023,8,4117573,4959228,15521,0,263,0,3308,102,101,0,16526,8
2023,9,3840166,5194956,15531,0,263,0,3306,102,102,0,17300,8
2023,10,4099007,5467348,15542,0,263,0,3307,102,100,0,17508,8
2023,11,4383772,5324749,15542,0,263,0,3312,102,99,0,18238,2
2023,12,5088363,4719739,15544,0,263,0,3318,102,110,0,18236,4
2024,1,2282713,2702746,15550,0,263,0,3317,102,99,0,19438,4
2022,8,1531633,472767,5897,0,85,0,1183,30,54,0,10680,2
2022,9,1215931,383813,5883,0,85,0,1184,30,53,0,10596,2
2022,10,1196968,436096,5883,0,85,0,1185,30,53,0,10608,2
2022,11,1343346,336551,5888,0,85,0,1185,30,55,0,10648,2
2022,12,1576646,237037,5881,0,85,0,1184,30,54,0,10720,2
2023,1,1669769,238243,5876,0,85,0,1183,30,53,0,10618,2
2023,2,1467279,361241,5870,0,85,0,1182,30,52,0,10852,2
2023,3,1387444,525718,5865,0,85,0,1185,30,52,0,10668,2
2023,4,1156995,497683,5865,0,85,0,1185,30,52,0,11106,2
2023,5,1107769,492788,5865,0,85,0,1185,30,52,0,10760,2
2023,6,1119432,316508,5858,0,85,0,1188,30,51,0,11042,2
2023,7,1353880,498248,5865,0,85,0,1185,30,53,0,11090,2
2023,8,1493473,504481,5878,0,85,0,1185,30,49,0,11280,2
2023,9,1214643,402058,5870,0,85,0,1188,30,49,0,11068,2
2023,10,1249285,366472,5877,0,85,0,1189,30,49,0,11276,2
2023,11,1438064,309672,5866,0,85,0,1193,30,49,0,11212,2
2023,12,1789881,425357,5865,0,85,0,1192,30,48,0,11372,2
2024,1,729606,52923,5866,0,85,0,1192,30,46,0,10618,2
2022,8,6274933,15350537,17604,0,314,0,3904,123,88,0,9060,2
2022,9,5748613,15079748,17623,0,314,0,3902,123,90,0,9234,2
2022,10,6020984,16322272,17617,0,314,0,3904,123,87,0,9636,2
2022,11,6243813,15943942,17650,0,314,0,3902,123,94,0,9954,2
2022,12,7083215,15769488,17666,0,314,0,3910,123,92,0,10020,2
2023,1,7491538,15441450,17670,0,314,0,3911,123,85,0,10538,2
2023,2,6536691,14329815,17688,0,314,0,3910,123,85,0,11076,2
2023,3,6302530,16398636,17697,0,314,0,3915,124,88,0,12224,2
2023,4,5477725,13468545,17697,0,314,0,3915,124,88,0,12648,2
2023,5,5634729,15579323,17697,0,314,0,3915,124,88,0,12962,2
2023,6,5772205,15386606,17738,0,314,0,3936,123,87,0,14214,2
2023,7,6219768,15681551,17746,0,314,0,3939,123,80,0,16628,2
2023,8,6238127,16048525,17771,0,314,0,3929,123,80,0,17198,2
2023,9,5686822,15968524,17783,0,314,0,3928,123,80,0,18922,2
2023,10,5977436,16048866,17787,0,314,0,3929,123,79,0,21416,2
2023,11,6447559,13994969,17798,0,314,0,3926,122,90,0,23422,2
2023,12,7986812,14375506,17803,0,314,0,3930,122,85,0,24706,2
2024,1,3476152,2734119,17809,0,314,0,3933,122,76,0,26488,4
2022,8,13752799,12389508,41451,0,536,0,9086,306,232,0,48990,16
2022,9,13381402,12679215,41461,0,536,0,9085,306,228,0,49176,16
2022,10,14024194,12655397,41496,0,536,0,9108,306,221,0,50404,16
2022,11,14472998,12073142,41513,0,536,0,9114,306,225,0,51020,14
2022,12,16256841,11925260,41519,0,537,0,9136,307,226,0,51190,18
2023,1,17574003,11585051,41538,0,538,0,9135,306,218,0,52480,18
2023,2,15848968,10046354,41568,0,539,0,9161,307,214,0,53744,16
2023,3,15339526,11321281,41594,0,539,0,9163,307,211,0,54380,20
2023,4,13351847,9961121,41594,0,539,0,9164,307,211,0,56368,20
2023,5,13575351,10830223,41594,0,539,0,9164,307,211,0,56344,18
2023,6,13329132,11204370,41713,0,543,0,9227,311,214,0,57838,24
2023,7,13891659,11571165,41763,0,544,0,9243,311,216,0,58994,26
2023,8,14073933,11870946,41795,0,544,0,9277,312,210,0,59440,28
2023,9,13650018,12925660,41812,0,545,0,9276,312,209,0,62302,28
2023,10,14376179,13235907,41845,0,545,0,9288,313,201,0,63672,36
2023,11,15002504,13103840,41853,0,545,0,9290,313,206,0,65500,36
2023,12,18002470,12333954,41835,0,545,0,9299,313,207,0,66458,36
2024,1,7915417,5023436,41865,0,546,0,9314,312,203,0,69254,40
2022,8,1634079,364609,6463,0,169,0,1466,23,19,0,6136,2
2022,9,1466949,356825,6459,0,169,0,1467,23,19,0,6112,2
2022,10,1699128,404623,6467,0,169,0,1464,23,19,0,6322,2
2022,11,1831101,375594,6471,0,169,0,1466,23,18,0,6628,2
2022,12,2134798,378954,6472,0,169,0,1468,23,17,0,6800,2
2023,1,1958210,353907,6470,0,169,0,1466,23,18,0,6688,2
2023,2,1732678,289079,6469,0,169,0,1468,23,18,0,7162,2
2023,3,1687860,310059,6470,0,169,0,1468,23,16,0,7478,2
2023,4,1447088,277612,6470,0,169,0,1468,23,16,0,7678,2
2023,5,1429678,303085,6470,0,169,0,1468,23,16,0,8082,2
2023,6,1388512,309011,6484,0,169,0,1468,22,17,0,8870,2
2023,7,1568113,360058,6490,0,169,0,1471,23,19,0,9514,2
2023,8,1678806,387929,6488,0,169,0,1471,23,17,0,9892,2
2023,9,1445439,388612,6486,0,169,0,1469,23,16,0,9872,2
2023,10,1576677,435580,6483,0,169,0,1470,23,15,0,10562,2
2023,11,1757097,411016,6474,0,169,0,1470,23,16,0,10908,2
2023,12,2093088,402012,6469,0,169,0,1468,23,16,0,11642,2
2024,1,871586,278024,6470,0,169,0,1471,23,15,0,12538,2
2022,8,6247002,8707476,14556,0,217,0,3842,146,143,0,24382,0
2022,9,6084354,9584876,14574,0,217,0,3837,146,136,0,23902,2
2022,10,6469474,10102878,14593,0,217,0,3836,148,139,0,24782,2
2022,11,6914633,9822371,14603,0,217,0,3837,148,156,0,25318,2
2022,12,7840585,9015650,14622,0,217,0,3834,148,155,0,25642,4
2023,1,8176452,10264201,14622,0,217,0,3842,148,132,0,26684,4
2023,2,7012356,9063267,14630,0,217,0,3850,147,135,0,27702,4
2023,3,6939796,10038053,14646,0,217,0,3859,147,132,0,27878,4
2023,4,5933660,8901223,14646,0,217,0,3859,147,132,0,28248,4
2023,5,5968046,9573359,14646,0,217,0,3859,147,132,0,28454,4
2023,6,5938144,9519691,14712,0,217,0,3928,147,133,0,29808,4
2023,7,6188578,9497396,14719,0,217,0,3938,147,128,0,31040,4
2023,8,6039422,8638191,14737,0,217,0,3941,147,127,0,31226,4
2023,9,5869151,9233884,14742,0,217,0,3922,147,125,0,31882,4
2023,10,6448241,10010296,14754,0,217,0,3925,146,121,0,32312,4
2023,11,7034556,9679866,14763,0,217,0,3925,147,120,0,32266,6
2023,12,8346383,8658356,14761,0,217,0,3932,147,118,0,32642,6
2024,1,3659103,3913579,14764,0,217,0,3928,146,118,0,32210,6
2022,8,2010131,945684,6990,0,132,0,2097,33,25,0,1460,2
2022,9,1880048,881788,6994,0,132,0,2106,33,27,0,1468,4
2022,10,1932036,909369,6999,0,132,0,2108,33,26,0,1580,4
2022,11,1986348,923615,7012,0,132,0,2110,33,27,0,1672,4
2022,12,2186014,853941,7001,0,132,0,2113,33,33,0,1968,4
2023,1,2289109,1162265,7003,0,132,0,2119,33,26,0,2326,4
2023,2,2024039,942347,7010,0,132,0,2119,33,26,0,2472,4
2023,3,1988856,852288,7011,0,132,0,2116,33,26,0,2856,4
2023,4,1745103,674198,7011,0,132,0,2116,33,26,0,2958,4
2023,5,1768780,712057,7011,0,132,0,2116,33,26,0,3040,4
2023,6,1766793,786620,7022,0,133,0,2121,34,24,0,3106,6
2023,7,1901823,772625,7033,0,134,0,2125,34,23,0,3590,6
2023,8,1959371,681100,7038,0,134,0,2128,34,23,0,3670,6
2023,9,1866875,721903,7045,0,134,0,2130,34,23,0,4046,6
2023,10,1994891,820529,7060,0,134,0,2131,34,22,0,4442,6
2023,11,2100954,859558,7058,0,134,0,2132,34,28,0,5250,6
2023,12,2433788,837089,7064,0,134,0,2128,34,28,0,5966,6
2024,1,1090625,308319,7066,0,134,0,2133,34,22,0,6350,6
2022,8,3689512,3324039,11978,0,177,0,3108,71,159,0,6666,4
2022,9,3494578,3955498,11976,0,178,0,3090,71,158,0,6838,4
2022,10,3670627,4295222,11985,0,178,0,3091,71,152,0,7002,4
2022,11,3783110,4358165,12000,0,179,0,3081,71,154,0,7294,4
2022,12,4203090,3809515,12016,0,179,0,3084,71,152,0,7756,4
2023,1,4407245,5004260,12024,0,179,0,3085,71,149,0,8554,4
2023,2,3957915,4626505,12025,0,179,0,3092,71,145,0,10390,4
2023,3,3951454,4768297,12033,0,179,0,3095,71,143,0,10814,4
2023,4,3466183,4270128,12033,0,179,0,3095,71,143,0,11316,4
2023,5,3514554,4296905,12033,0,179,0,3095,71,143,0,13030,4
2023,6,3487539,4223179,12066,0,179,0,3116,71,136,0,16422,4
2023,7,3757402,3965355,12086,0,179,0,3116,71,137,0,17706,4
2023,8,3828527,3414847,12093,0,179,0,3117,71,136,0,20220,4
2023,9,3520031,4161813,12120,0,179,0,3117,71,139,0,20936,4
2023,10,3746986,4641383,12145,0,179,0,3104,71,132,0,21340,4
2023,11,4061368,4576443,12148,0,179,0,3099,72,134,0,24208,6
2023,12,4900133,3913480,12162,0,179,0,3100,72,132,0,24694,6
2024,1,2270754,1533654,12190,0,179,0,3104,72,129,0,25878,6
2022,8,3225285,4285534,10856,0,144,0,2173,75,100,0,9716,2
2022,9,3179017,4794201,10855,0,144,0,2182,74,95,0,9732,2
2022,10,3366695,4718510,10867,0,144,0,2183,74,96,0,9676,2
2022,11,3579430,4715125,10864,0,144,0,2185,74,100,0,10062,2
2022,12,4008435,4034611,10873,0,144,0,2185,74,102,0,10290,2
2023,1,4304047,5239207,10891,0,144,0,2184,75,104,0,10446,2
2023,2,3704203,4651978,10897,0,144,0,2180,75,103,0,10022,2
2023,3,3707301,5205399,10920,0,144,0,2180,74,104,0,10402,2
2023,4,3159331,4513271,10920,0,144,0,2180,74,104,0,10880,2
2023,5,3167045,4921449,10920,0,144,0,2180,74,104,0,11184,2
2023,6,3176732,4747777,10953,0,144,0,2189,73,112,0,11230,2
2023,7,3325113,5158751,10962,0,144,0,2194,73,113,0,11702,2
2023,8,3333935,4030635,10966,0,144,0,2194,73,111,0,11874,2
2023,9,3195268,4846840,10966,0,144,0,2192,73,111,0,12174,2
2023,10,3483114,5170612,10975,0,144,0,2194,75,110,0,13218,2
2023,11,3817168,5209474,10971,0,144,0,2202,75,110,0,15484,2
2023,12,4421036,4347367,10968,0,144,0,2200,75,111,0,15940,2
2024,1,1991361,2370896,10978,0,144,0,2206,76,109,0,16852,2
2022,8,2708277,1841418,7828,0,129,0,1858,51,73,0,6564,0
2022,9,2540857,1955336,7843,0,129,0,1856,51,73,0,6796,0
2022,10,2615463,2012849,7849,0,129,0,1860,51,80,0,6718,0
2022,11,2744534,1987349,7861,0,129,0,1859,51,84,0,6536,0
2022,12,3062044,1870783,7866,0,129,0,1861,51,82,0,6616,0
2023,1,3299642,2083190,7875,0,129,0,1862,51,69,0,6696,0
2023,2,2912893,1903397,7910,0,129,0,1869,51,77,0,7272,0
2023,3,2921683,2052250,7914,0,129,0,1877,51,71,0,7570,0
2023,4,2462601,1827007,7914,0,129,0,1877,51,71,0,7626,0
2023,5,2477689,2056042,7914,0,129,0,1877,51,71,0,7722,0
2023,6,2487763,2066012,7952,0,129,0,1889,51,72,0,8028,0
2023,7,2685392,2042319,7969,0,129,0,1894,51,77,0,8966,0
2023,8,2754726,1777067,7977,0,129,0,1902,51,74,0,9726,0
2023,9,2579169,2071737,7986,0,132,0,1911,51,74,0,10250,0
2023,10,2742092,2195585,7989,0,132,0,1913,51,85,0,10252,0
2023,11,2972378,2069979,7998,0,132,0,1916,51,88,0,10046,0
2023,12,3482368,1786548,7998,0,132,0,1919,51,85,0,10658,0
2024,1,1535588,636699,7991,0,132,0,1920,51,74,0,11304,0
2022,8,12679639,6802721,40002,0,384,0,7031,157,237,0,46952,2
2022,9,12372608,7126851,40034,0,384,0,7038,157,238,0,47172,2
2022,10,13313497,7456411,40056,0,384,0,7043,157,236,0,50316,2
2022,11,14171313,7420454,40095,0,384,0,7051,158,247,0,53404,2
2022,12,16411338,7165461,40117,0,384,0,7050,160,246,0,55232,6
2023,1,17414888,7912920,40142,0,384,0,7044,160,238,0,56150,8
