ano,mes,energia_ativa_baixa_tensao_kwh,energia_ativa_alta_tensao_kwh,cpes_domestico_baixa_tensao,cpes_domestico_alta_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_iluminacao_publica_alta_tensao,cpes_nao_domestico_baixa_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_baixa_tensao,cpes_outros_alta_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao
2022,9,29411032,26739301,85037,0,788,0,17962,375,937,0,109822,52
2022,10,31012091,27845156,85145,0,788,0,18011,375,930,0,112238,50
2022,11,33270869,27085896,85230,0,790,0,18050,375,935,0,110536,54
2022,12,37873897,24897311,85334,0,791,0,18070,377,942,0,115358,58
2023,1,40533458,28640679,85427,0,791,0,18096,377,944,0,114292,54
2023,2,34799050,25648455,85486,0,791,0,18119,379,942,0,116604,64
2023,3,34719371,27861417,85583,0,791,0,18146,379,949,0,116084,64
2023,4,29573867,24825111,85583,0,791,0,18146,379,949,0,117906,62
2023,5,29841209,27273443,85583,0,791,0,18146,379,949,0,118152,66
2023,6,30120339,27987495,85894,0,794,0,18266,378,953,0,124034,82
2023,7,31314201,29004590,86057,0,794,0,18308,379,944,0,125880,80
2023,8,31188708,25975351,86122,0,794,0,18340,379,955,0,126470,90
2023,9,30070646,27377049,86210,0,794,0,18346,380,949,0,130608,100
2023,10,32626625,29524098,86311,0,794,0,18362,381,946,0,134768,108
2023,11,35646600,28427171,86373,0,795,0,18386,381,947,0,133946,108
2023,12,41536775,25954688,86466,0,796,0,18377,381,947,0,136198,108
2024,1,18417460,10290235,86556,0,796,0,18393,380,938,0,141856,108
2022,8,6726370,3762428,23746,0,291,0,5315,88,282,0,35042,4
2022,9,6001488,3460728,23814,0,292,0,5325,88,277,0,34652,4
2022,10,6453049,3655529,23838,0,292,0,5335,89,280,0,34428,4
2022,11,7553940,4039106,23846,0,292,0,5337,89,285,0,35098,4
2022,12,8774366,4135006,23863,0,293,0,5344,89,280,0,35310,4
2023,1,9569758,4428239,23892,0,293,0,5345,89,270,0,36094,4
2023,2,8311338,3808239,23901,0,293,0,5344,89,274,0,36960,4
2023,3,7882396,3858738,23910,0,293,0,5346,89,268,0,36676,6
2023,4,6302497,3275528,23910,0,293,0,5346,89,268,0,38636,6
2023,5,6111459,3523420,23910,0,293,0,5346,89,268,0,39772,4
2023,6,5926919,3684733,23956,0,294,0,5364,89,272,0,41258,4
2023,7,6367898,3956257,23953,0,294,0,5369,90,275,0,41496,6
2023,8,6707110,3839470,23973,0,294,0,5375,91,272,0,40434,8
2023,9,6075391,3622073,24018,0,294,0,5369,91,263,0,41348,8
2023,10,6861252,3983391,24035,0,294,0,5372,91,260,0,42058,8
2023,11,8044533,4339657,24049,0,295,0,5373,91,255,0,41452,8
2023,12,9984095,4443321,24091,0,295,0,5372,91,251,0,41226,8
2024,1,4081445,1920694,24129,0,295,0,5373,91,238,0,42400,8
2022,8,2575066,293117,8696,0,179,0,1621,24,85,0,7474,2
2022,9,2334838,257649,8708,0,179,0,1624,24,108,0,7518,2
2022,10,2385478,263069,8713,0,179,0,1622,24,64,0,8050,2
2022,11,2517565,267206,8710,0,179,0,1616,24,71,0,8314,2
2022,12,2804210,263374,8710,0,179,0,1618,24,75,0,8590,2
2023,1,2896593,279485,8712,0,179,0,1616,24,70,0,8870,2
2023,2,2494226,248313,8715,0,180,0,1616,24,71,0,9092,2
2023,3,2551628,268615,8701,0,179,0,1617,24,72,0,9402,2
2023,4,2249047,236619,8701,0,179,0,1617,24,72,0,9640,2
2023,5,2236262,241529,8701,0,179,0,1617,24,72,0,9778,2
2023,6,2225539,305117,8732,0,179,0,1628,25,81,0,10440,2
2023,7,2462706,353703,8748,0,179,0,1632,25,79,0,10930,2
2023,8,2583395,356803,8770,0,179,0,1636,25,93,0,11026,2
2023,9,2366058,316436,8777,0,179,0,1637,25,118,0,10820,2
2023,10,2477875,328052,8792,0,179,0,1644,25,73,0,11098,2
2023,11,2588511,314496,8783,0,179,0,1645,25,73,0,11684,2
2023,12,3001813,330933,8787,0,179,0,1648,25,78,0,11732,2
2024,1,1287250,133355,8784,0,179,0,1651,25,72,0,12028,2
2022,8,2667534,1763254,7644,0,125,0,1745,42,53,0,3256,2
2022,9,2467747,2601308,7651,0,125,0,1738,42,53,0,3242,2
2022,10,2440681,2269061,7652,0,125,0,1731,42,55,0,3836,2
2022,11,2510633,1872987,7661,0,125,0,1734,42,55,0,4122,2
2022,12,2818092,1669223,7667,0,125,0,1734,42,54,0,4276,2
2023,1,2963053,1444233,7680,0,125,0,1732,42,52,0,4490,2
2023,2,2661329,1131401,7687,0,125,0,1732,42,51,0,5518,2
2023,3,2616464,1057042,7697,0,125,0,1729,42,51,0,6422,2
2023,4,2294208,857431,7697,0,125,0,1729,42,51,0,7162,2
2023,5,2423398,747736,7697,0,125,0,1729,42,51,0,7196,2
2023,6,2495849,659848,7717,0,128,0,1760,42,53,0,8070,2
2023,7,2782589,851052,7727,0,128,0,1762,42,57,0,8438,2
2023,8,2799140,1630095,7741,0,129,0,1768,42,54,0,9122,2
2023,9,2487144,2206997,7753,0,129,0,1763,42,52,0,9646,2
2023,10,2464049,1992433,7759,0,129,0,1759,42,49,0,10698,4
2023,11,2605318,1683393,7764,0,129,0,1751,42,48,0,10974,4
2023,12,3161646,1466585,7770,0,129,0,1750,42,48,0,11974,4
2024,1,1440845,779612,7778,0,129,0,1752,42,47,0,12286,4
2022,8,9592092,6094987,28650,0,395,0,7225,156,310,0,42398,10
2022,9,9289046,6461906,28698,0,395,0,7222,156,301,0,41824,10
2022,10,9676813,6329524,28731,0,395,0,7227,157,297,0,42180,10
2022,11,10046622,6012114,28784,0,395,0,7228,157,314,0,44134,10
2022,12,11192116,5607586,28810,0,395,0,7219,157,316,0,43866,10
2023,1,12320224,6289360,28839,0,396,0,7225,157,296,0,46212,10
2023,2,10984874,5502436,28857,0,396,0,7224,157,290,0,47700,12
2023,3,10435256,5937526,28873,0,397,0,7233,157,280,0,50424,12
2023,4,8934096,5225545,28873,0,397,0,7233,157,280,0,50904,12
2023,5,9221234,5594168,28873,0,397,0,7233,157,280,0,51146,12
2023,6,9216327,5735160,28972,0,398,0,7304,159,280,0,54834,12
2023,7,9777181,5843542,28995,0,399,0,7318,159,280,0,55702,12
2023,8,9986316,6046892,29025,0,399,0,7337,159,283,0,56650,12
2023,9,9424078,6254379,29043,0,400,0,7342,159,284,0,58176,12
2023,10,9918104,6433278,29090,0,400,0,7332,159,280,0,59800,12
2023,11,10528086,6188643,29106,0,400,0,7329,160,293,0,60274,12
2023,12,12787774,5581286,29119,0,400,0,7329,160,291,0,60538,12
2024,1,5570617,1730368,29139,0,400,0,7323,161,266,0,62078,14
2022,8,3905590,304707,13376,0,133,0,2467,24,145,0,9976,2
2022,9,3508835,254412,13380,0,133,0,2468,24,129,0,10032,2
2022,10,3521236,227937,13384,0,133,0,2468,24,125,0,10288,2
2022,11,3664337,223898,13388,0,134,0,2475,24,122,0,11160,2
2022,12,4137912,243706,13383,0,134,0,2482,24,127,0,11544,4
2023,1,4306945,256882,13378,0,134,0,2484,24,128,0,14908,4
2023,2,3776959,233272,13390,0,135,0,2487,24,134,0,16862,4
2023,3,3764659,229132,13397,0,136,0,2485,24,139,0,18202,4
2023,4,3279849,213597,13397,0,136,0,2485,24,139,0,19168,4
2023,5,3242621,218667,13397,0,136,0,2485,24,139,0,19096,4
2023,6,3243985,224398,13436,0,136,0,2500,24,157,0,20052,4
2023,7,3694967,278266,13442,0,136,0,2505,24,172,0,21176,4
2023,8,3969881,293785,13450,0,136,0,2504,24,172,0,21700,8
2023,9,3482246,254692,13449,0,136,0,2504,24,149,0,22986,12
2023,10,3559829,235891,13448,0,136,0,2510,24,146,0,23680,10
2023,11,3869617,248953,13459,0,136,0,2510,24,168,0,24400,12
2023,12,4643796,279236,13452,0,136,0,2510,24,165,0,25116,14
2024,1,2008001,0,13454,0,136,0,2508,0,144,0,12398,7
2022,8,2380689,3104717,3977,0,39,0,1201,46,46,0,8178,2
2022,9,1634348,2878961,3976,0,39,0,1202,46,46,0,8004,2
2022,10,1402143,2641363,3983,0,39,0,1208,46,45,0,8132,2
2022,11,1432565,2629708,3985,0,39,0,1204,46,45,0,8188,2
2022,12,1772350,2232046,3986,0,39,0,1206,46,43,0,8590,2
2023,1,2023010,2700477,3995,0,39,0,1207,46,43,0,8768,2
2023,2,1790536,2312230,3997,0,39,0,1206,46,43,0,8746,2
2023,3,1717112,2637656,3996,0,39,0,1212,46,43,0,8810,2
2023,4,1706374,2352329,3996,0,39,0,1212,46,43,0,8536,2
2023,5,1779220,2907499,3996,0,39,0,1212,46,43,0,8452,2
2023,6,2064585,3020824,4034,0,38,0,1212,46,42,0,8662,2
2023,7,2425957,3286240,4040,0,38,0,1212,46,41,0,8932,2
2023,8,2255223,2858751,4044,0,38,0,1211,46,41,0,8898,2
2023,9,1745390,2748381,4048,0,38,0,1211,46,41,0,8908,2
2023,10,1591184,2679337,4050,0,38,0,1211,46,41,0,8884,2
2023,11,1563241,2608743,4049,0,38,0,1209,46,40,0,8970,2
2023,12,1993591,2214921,4045,0,38,0,1204,45,41,0,9040,2
2024,1,868046,843952,4042,0,38,0,1205,44,41,0,9050,2
2022,8,5891624,10552142,18654,0,261,0,5012,118,174,0,19930,2
2022,9,5441707,12317089,18682,0,261,0,4995,118,171,0,19690,2
2022,10,5646734,12597128,18699,0,261,0,4974,118,168,0,20870,2
2022,11,5884412,11972109,18702,0,261,0,4927,118,170,0,20680,2
2022,12,6603987,10937480,18718,0,261,0,4917,128,167,0,20548,2
2023,1,6989177,12048771,18737,0,261,0,4912,128,165,0,21336,2
2023,2,6119462,11501166,18754,0,261,0,4914,128,162,0,22204,2
2023,3,6063818,12491504,18758,0,261,0,4910,128,162,0,22838,2
2023,4,5316656,10438945,18758,0,261,0,4910,128,162,0,23600,2
2023,5,5397696,10764534,18758,0,261,0,4910,128,162,0,23432,2
2023,6,5382483,10751460,18821,0,262,0,5032,128,156,0,25422,2
2023,7,5873887,10972134,18842,0,262,0,5055,130,158,0,27030,2
2023,8,5989255,7971152,18861,0,262,0,5042,129,151,0,27390,2
2023,9,5504742,10889274,18875,0,262,0,5015,129,148,0,29552,2
2023,10,5870587,11998606,18881,0,262,0,4984,130,146,0,30908,2
2023,11,6224252,11920513,18882,0,263,0,4966,131,142,0,31092,2
2023,12,7342194,9744259,18878,0,264,0,4961,131,141,0,31060,2
2024,1,3199681,1456493,18894,0,264,0,4960,132,136,0,31746,2
2022,8,1215300,0,4440,0,64,0,1040,0,19,0,3302,1
2022,9,1046665,0,4434,0,64,0,1041,0,15,0,3509,1
2022,10,1031906,0,4437,0,66,0,1044,0,15,0,3978,1
2022,11,1070815,0,4437,0,66,0,1040,0,16,0,4200,1
2022,12,1231861,0,4439,0,66,0,1039,0,18,0,4446,1
2023,1,1255482,0,4442,0,67,0,1041,0,17,0,4419,1
2023,2,1106124,0,4443,0,67,0,1045,0,17,0,4513,1
2023,3,1109702,0,4440,0,67,0,1044,0,17,0,4590,1
2023,4,965858,0,4440,0,67,0,1044,0,17,0,4717,1
2023,5,966094,0,4440,0,67,0,1044,0,17,0,4695,1
2023,6,947497,0,4444,0,67,0,1052,0,14,0,4796,1
2023,7,1144168,0,4447,0,68,0,1055,0,15,0,4801,1
2023,8,1234997,0,4452,0,68,0,1057,0,18,0,4816,1
2023,9,1048551,0,4455,0,68,0,1060,0,16,0,4655,1
2023,10,1081881,0,4464,0,68,0,1061,0,15,0,4605,1
2023,11,1182529,0,4463,0,68,0,1063,0,18,0,4739,1
2023,12,1406474,0,4465,0,68,0,1060,0,18,0,4994,1
2024,1,568371,0,4463,0,68,0,1057,0,15,0,5044,1
2022,8,1414383,1025417,5524,0,79,0,1638,32,35,0,8708,4
2022,9,1285838,1069442,5527,0,79,0,1632,33,35,0,8652,4
2022,10,1336844,1060253,5528,0,79,0,1631,33,32,0,8800,4
2022,11,1454603,1067639,5532,0,79,0,1628,33,30,0,8468,4
2022,12,1638925,934838,5531,0,79,0,1627,33,33,0,8962,4
2023,1,1721138,1202516,5527,0,79,0,1628,33,30,0,9230,4
2023,2,1515632,1062743,5529,0,78,0,1628,33,29,0,9608,4
2023,3,1472033,1103301,5537,0,78,0,1628,34,30,0,10302,4
2023,4,1272690,940238,5537,0,78,0,1628,34,30,0,10742,4
2023,5,1286512,979585,5537,0,78,0,1628,34,30,0,10656,4
2023,6,1291465,1011664,5551,0,78,0,1635,34,29,0,11130,4
2023,7,1414141,990589,5551,0,78,0,1637,34,29,0,11104,4
2023,8,1463580,812435,5556,0,78,0,1643,34,28,0,10552,4
2023,9,1330543,844717,5566,0,78,0,1644,34,27,0,11334,6
2023,10,1433716,1064798,5573,0,78,0,1646,35,27,0,11398,6
2023,11,1575828,1107590,5577,0,78,0,1646,35,26,0,11990,6
2023,12,1859524,936863,5572,0,78,0,1641,35,30,0,12130,6
2024,1,809251,668151,5581,0,78,0,1642,35,28,0,12556,6
2022,8,4396156,5451516,11371,0,198,0,2968,96,50,0,16920,2
2022,9,3768039,4807715,11375,0,198,0,2950,96,40,0,16788,2
2022,10,3816025,3804500,11379,0,198,0,2951,96,62,0,17364,2
2022,11,3962521,3431691,11389,0,198,0,2952,96,41,0,16950,2
2022,12,4526848,3078009,11400,0,198,0,2954,96,39,0,17858,4
2023,1,4936235,3427253,11406,0,198,0,2954,96,40,0,18288,4
2023,2,4401359,3295148,11409,0,198,0,2961,96,41,0,18288,4
2023,3,4172943,3452616,11421,0,198,0,2967,96,41,0,18984,4
2023,4,3670284,3595643,11421,0,198,0,2967,96,41,0,19318,4
2023,5,3955012,3837270,11421,0,198,0,2967,96,41,0,19362,4
2023,6,4281711,3889062,11436,0,198,0,2984,97,39,0,20104,4
2023,7,4841330,4887627,11436,0,198,0,2991,97,41,0,20520,4
2023,8,4431436,5989129,11436,0,198,0,2992,96,48,0,20782,4
2023,9,3695732,4841599,11443,0,198,0,3000,95,38,0,20876,4
2023,10,3832840,3631853,11453,0,198,0,2998,95,58,0,21690,6
2023,11,4111836,3317759,11455,0,198,0,2993,95,43,0,22750,6
2023,12,5182759,2956361,11453,0,198,0,2991,95,42,0,23168,6
2024,1,2360278,1118698,11465,0,198,0,2994,96,35,0,23848,6
2022,8,37902851,12828107,106183,0,605,0,19427,210,589,0,154220,102
2022,9,37379522,12768246,106260,0,605,0,19429,211,591,0,153936,102
2022,10,39464271,12443059,106352,0,609,0,19443,211,582,0,158998,104
2022,11,41914025,11634891,106427,0,611,0,19456,212,624,0,160072,112
2022,12,47871040,11646183,106518,0,611,0,19462,212,621,0,162558,124
2023,1,53212508,11856935,106625,0,611,0,19474,212,589,0,161598,126
2023,2,47826344,10661796,106719,0,611,0,19500,212,589,0,168518,132
2023,3,45404077,11529069,106789,0,612,0,19503,212,573,0,169730,136
2023,4,37907970,11166440,106787,0,612,0,19505,212,573,0,175224,134
2023,5,38380683,12245239,106787,0,612,0,19505,212,573,0,173414,130
2023,6,37893367,12701681,107047,0,621,0,19531,212,557,0,183526,140
2023,7,39114697,13052416,107105,0,621,0,19549,213,556,0,183168,150
2023,8,39398553,13510882,107169,0,621,0,19552,215,549,0,182888,162
2023,9,38638976,12873805,107226,0,621,0,19564,215,537,0,190146,164
2023,10,41508628,13146377,107282,0,622,0,19589,215,524,0,189014,178
2023,11,44212536,11801625,107310,0,622,0,19592,215,578,0,187208,184
2023,12,52727057,11824223,107304,0,622,0,19592,215,583,0,193192,196
2024,1,23112378,3319332,107344,0,622,0,19595,214,538,0,194550,204
2022,8,543477,253151,2211,0,39,0,365,9,11,0,3400,2
2022,9,478668,324717,2211,0,39,0,365,9,11,0,3424,2
2022,10,496508,331358,2210,0,39,0,364,9,12,0,3508,2
2022,11,529166,262848,2213,0,39,0,364,9,11,0,3430,2
2022,12,605420,211984,2213,0,39,0,362,9,19,0,3564,2
2023,1,614427,254728,2211,0,39,0,363,9,11,0,3348,2
2023,2,526644,217493,2209,0,39,0,364,8,11,0,3668,2
2023,3,521259,286653,2209,0,39,0,360,8,11,0,3716,2
2023,4,454720,261209,2209,0,39,0,360,8,11,0,3660,2
2023,5,447621,318372,2209,0,39,0,360,8,11,0,3820,2
2023,6,454261,324242,2217,0,39,0,362,8,17,0,4042,2
2023,7,508917,319842,2217,0,39,0,360,8,13,0,3948,2
2023,8,534836,220176,2218,0,39,0,362,8,18,0,3754,2
2023,9,471599,315362,2224,0,39,0,364,8,13,0,4186,2
2023,10,501095,328188,2221,0,39,0,366,8,13,0,4246,2
2023,11,541908,274491,2217,0,39,0,369,8,13,0,4310,2
2023,12,618872,261011,2212,0,39,0,367,8,19,0,4344,4
2024,1,243073,223762,2215,0,39,0,367,8,13,0,4416,4
2022,8,10937363,7934890,33104,0,384,0,9742,139,143,0,47560,14
2022,9,9371721,7563910,33122,0,384,0,9752,140,139,0,48490,16
2022,10,9575416,7459378,33139,0,384,0,9764,140,147,0,48216,16
2022,11,10532590,7243756,33161,0,384,0,9773,141,139,0,48702,14
2022,12,12295983,7168194,33169,0,385,0,9778,141,159,0,50326,14
2023,1,13336934,7990950,33177,0,385,0,9780,141,138,0,49760,14
2023,2,11651903,6993474,33200,0,385,0,9784,141,137,0,50800,14
2023,3,10845075,7176521,33209,0,385,0,9789,142,138,0,51852,14
2023,4,8953242,6386159,33209,0,385,0,9789,142,138,0,52888,14
2023,5,8972932,6718217,33209,0,385,0,9789,142,138,0,53102,14
2023,6,9453925,7207098,33283,0,386,0,9839,142,137,0,55716,14
2023,7,10575805,7868982,33298,0,386,0,9860,142,137,0,55174,14
2023,8,10836217,7476026,33309,0,386,0,9872,142,132,0,54396,14
2023,9,9422878,7089553,33361,0,386,0,9876,142,129,0,55296,14
2023,10,10023099,7588853,33401,0,388,0,9876,144,131,0,57792,14
2023,11,11157601,7430077,33412,0,388,0,9891,144,144,0,57488,14
2023,12,13313421,7196401,33406,0,388,0,9892,144,142,0,59204,14
2024,1,5532763,2979009,33442,0,388,0,9898,144,124,0,60314,12
2022,8,2162173,1378532,6388,0,119,0,1367,34,50,0,6480,2
2022,9,2032681,1321921,6394,0,119,0,1367,34,50,0,6388,2
2022,10,2122592,1602580,6410,0,119,0,1364,34,49,0,7220,2
2022,11,2240303,1441571,6416,0,119,0,1364,34,49,0,7412,2
2022,12,2543989,1383055,6415,0,119,0,1363,34,49,0,7514,2
2023,1,2668256,1486601,6418,0,119,0,1362,34,49,0,7704,2
2023,2,2300262,1343995,6426,0,120,0,1361,34,47,0,8034,2
2023,3,2260625,1416397,6436,0,120,0,1366,34,43,0,8320,2
2023,4,1954362,1378221,6436,0,120,0,1366,34,43,0,8504,2
2023,5,1978834,1481550,6436,0,120,0,1366,34,43,0,8998,2
2023,6,1999742,1486374,6493,0,120,0,1389,33,47,0,9508,2
2023,7,2158542,1539348,6507,0,120,0,1393,33,45,0,10010,2
2023,8,2212983,1547505,6529,0,120,0,1389,33,40,0,10292,2
2023,9,2056488,1507990,6533,0,120,0,1388,33,39,0,10468,2
2023,10,2169488,1357227,6546,0,120,0,1388,33,39,0,10400,2
2023,11,2335718,1435299,6545,0,120,0,1390,34,41,0,11504,2
2023,12,2856693,1462382,6546,0,120,0,1387,34,39,0,11450,2
2024,1,1190092,282973,6545,0,120,0,1384,34,37,0,11670,2
2022,8,740474,732241,2383,0,28,0,504,15,10,0,3964,2
2022,9,638716,600256,2381,0,28,0,504,15,9,0,4070,2
2022,10,665245,488365,2383,0,28,0,504,15,8,0,4180,2
2022,11,745679,335037,2384,0,28,0,505,15,8,0,4350,2
2022,12,876150,424829,2386,0,28,0,511,15,8,0,4476,2
2023,1,932648,430613,2382,0,29,0,510,15,7,0,4480,2
2023,2,829199,419809,2386,0,29,0,511,15,7,0,4548,2
2023,3,780488,539795,2387,0,29,0,509,15,7,0,4452,2
2023,4,645413,549950,2387,0,29,0,509,15,7,0,4226,2
2023,5,608916,590905,2387,0,29,0,509,15,7,0,4190,2
2023,6,610107,605317,2392,0,29,0,507,15,7,0,4532,2
2023,7,688662,706323,2391,0,29,0,507,15,7,0,4706,2
2023,8,728100,689875,2395,0,29,0,510,15,9,0,4088,2
2023,9,619544,559144,2393,0,29,0,510,15,6,0,4566,2
2023,10,671351,562440,2401,0,29,0,512,15,5,0,4840,2
2023,11,770536,510815,2401,0,29,0,511,15,5,0,4676,2
2023,12,899577,535482,2397,0,29,0,512,16,5,0,4372,2
2024,1,348922,274339,2398,0,29,0,512,16,5,0,4056,2
2022,8,2638703,2786875,7740,0,129,0,1326,40,71,0,4016,4
2022,9,2248875,2187369,7740,0,129,0,1326,40,57,0,4084,4
2022,10,2061066,1824004,7744,0,129,0,1326,40,50,0,4864,4
2022,11,1910417,1252427,7747,0,129,0,1324,39,46,0,5082,4
2022,12,2054185,1046798,7749,0,129,0,1321,39,47,0,5092,4
2023,1,2214291,1265232,7756,0,129,0,1298,39,45,0,5558,4
2023,2,2039306,1199391,7759,0,129,0,1300,39,45,0,5830,4
2023,3,2044365,1458766,7762,0,129,0,1302,39,45,0,6812,4
2023,4,1880077,1990642,7763,0,129,0,1301,39,45,0,7072,4
2023,5,1992892,2294819,7763,0,129,0,1301,39,45,0,7250,4
2023,6,2243147,2423221,7781,0,129,0,1312,41,53,0,7912,4
2023,7,2901254,3033210,7789,0,129,0,1316,41,50,0,8188,4
2023,8,3134064,3236959,7795,0,129,0,1311,41,50,0,8764,4
2023,9,2422283,2638010,7798,0,129,0,1308,41,49,0,9106,4
2023,10,2082988,2038420,7803,0,130,0,1307,41,44,0,10778,4
2023,11,1929298,1608624,7800,0,130,0,1301,41,44,0,11802,4
2023,12,2314716,1654274,7804,0,130,0,1301,41,43,0,12298,4
2024,1,1092908,246533,7804,0,130,0,1302,41,40,0,12662,4
2022,8,1283154,318544,4123,0,57,0,745,31,17,0,5912,2
2022,9,1165972,301456,4125,0,58,0,747,31,17,0,5908,2
2022,10,1202805,316532,4127,0,58,0,747,31,15,0,6082,2
2022,11,1271136,306968,4133,0,58,0,747,31,18,0,6084,2
2022,12,1455234,336609,4130,0,58,0,748,31,18,0,5768,2
2023,1,1615857,355139,4131,0,58,0,748,31,14,0,6626,2
2023,2,1445128,311410,4139,0,58,0,749,31,13,0,7254,2
2023,3,1308489,327231,4138,0,58,0,751,31,13,0,7064,2
2023,4,1083139,303534,4138,0,58,0,751,31,13,0,7330,2
2023,5,1096780,25681111,4138,0,58,0,751,31,13,0,7404,2
2023,6,1133690,329735,4146,0,58,0,754,32,8,0,7262,2
2023,7,1256988,365216,4147,0,59,0,757,32,9,0,7118,2
2023,8,1287393,416266,4148,0,59,0,759,32,10,0,7444,2
2023,9,1156242,356105,4150,0,59,0,759,32,9,0,7690,2
2023,10,1214530,381504,4154,0,59,0,761,32,11,0,7848,2
2023,11,1297763,369302,4153,0,59,0,761,32,17,0,8498,2
2023,12,1605712,349539,4156,0,59,0,761,32,17,0,8642,2
2024,1,786028,92662,4157,0,59,0,761,32,13,0,8588,2
2022,8,1155147,272152,5030,0,130,0,1034,25,42,0,4524,2
2022,9,1031110,245270,5031,0,131,0,1033,25,41,0,4544,2
2022,10,1060146,266110,5034,0,131,0,1033,25,42,0,4956,2
2022,11,1125630,247386,5030,0,131,0,1036,25,43,0,5222,2
2022,12,1330653,266597,5027,0,131,0,1037,25,44,0,5360,2
2023,1,1416069,253008,5029,0,131,0,1040,25,42,0,5584,2
2023,2,1251083,221571,5030,0,131,0,1039,25,43,0,6238,2
2023,3,1188109,240936,5023,0,131,0,1039,25,44,0,7084,2
2023,4,1018301,232117,5023,0,131,0,1039,25,44,0,7280,2
2023,5,1003827,247971,5023,0,131,0,1039,25,44,0,7404,2
2023,6,1003128,290793,5034,0,131,0,1048,25,45,0,7632,2
2023,7,1146016,286316,5036,0,131,0,1050,25,45,0,7874,2
2023,8,1208263,287253,5037,0,132,0,1049,25,43,0,8000,2
2023,9,1046657,271730,5041,0,132,0,1049,26,44,0,8328,2
2023,10,1129142,264720,5044,0,132,0,1052,26,42,0,9370,2
2023,11,1244153,274015,5038,0,132,0,1052,26,42,0,10068,2
2023,12,1495010,292970,5034,0,133,0,1055,26,41,0,10178,2
2024,1,675440,98511,5040,0,134,0,1055,28,40,0,10484,2
2022,8,2669613,674795,9155,0,210,0,1481,32,110,0,5922,2
2022,9,2353357,946213,9165,0,210,0,1481,32,109,0,6228,2
2022,10,2399155,1263997,9169,0,210,0,1478,32,110,0,7352,2
2022,11,2464830,1242903,9175,0,210,0,1483,32,111,0,7746,2
2022,12,2757056,986455,9184,0,210,0,1486,33,110,0,8064,2
2023,1,2864353,1196846,9191,0,210,0,1483,33,108,0,8432,2
2023,2,2465980,1172602,9195,0,210,0,1484,33,108,0,8610,2
2023,3,2505474,1184311,9206,0,210,0,1482,33,109,0,8722,2
2023,4,2225617,985354,9206,0,210,0,1482,33,109,0,8778,2
2023,5,2282058,1067039,9206,0,210,0,1482,33,109,0,9226,2
2023,6,2323941,1114199,9236,0,210,0,1499,34,107,0,9750,2
2023,7,2555841,1151479,9266,0,211,0,1503,33,114,0,10232,2
2023,8,2664419,834770,9276,0,211,0,1506,33,106,0,10180,2
2023,9,2396452,1031825,9288,0,211,0,1507,33,103,0,10846,2
2023,10,2515589,1401594,9289,0,211,0,1504,33,101,0,11234,2
2023,11,2646847,1379983,9302,0,211,0,1507,33,101,0,11636,2
2023,12,3084905,1064549,9301,0,211,0,1516,33,100,0,11676,2
2024,1,1415962,436040,9303,0,211,0,1518,33,96,0,11798,2
2022,8,2330463,3408814,4421,0,119,0,1676,76,10,0,5468,2
2022,9,1835585,2635067,4423,0,119,0,1643,76,12,0,5290,2
2022,10,1688835,2620707,4418,0,119,0,1602,76,12,0,5856,2
2022,11,1678851,2701637,4420,0,119,0,1573,76,14,0,6096,2
2022,12,1838795,2422387,4422,0,119,0,1550,76,13,0,6112,2
2023,1,1964815,2636654,4425,0,119,0,1544,75,11,0,6422,2
2023,2,1763673,2410291,4428,0,119,0,1563,76,13,0,6800,2
2023,3,1749102,2724000,4427,0,119,0,1575,76,11,0,7430,2
2023,4,1721771,2949537,4427,0,119,0,1575,76,11,0,7748,2
2023,5,1924857,3421231,4427,0,119,0,1575,76,11,0,7914,2
2023,6,2200285,3416273,4443,0,119,0,1669,75,13,0,8636,2
2023,7,2800489,4026998,4446,0,119,0,1672,75,12,0,9150,2
2023,8,2553041,3730786,4456,0,119,0,1657,75,12,0,9448,2
2023,9,1826818,2974198,4459,0,119,0,1643,75,10,0,9460,2
2023,10,1634038,2993204,4453,0,119,0,1632,75,10,0,9390,2
2023,11,1649432,2430730,4450,0,119,0,1614,75,14,0,9784,2
2023,12,2018295,2264274,4447,0,119,0,1596,75,16,0,10344,2
2024,1,903546,514438,4453,0,119,0,1598,75,11,0,10240,2
2022,8,6846846,3941907,24984,0,336,0,5012,100,159,0,33262,6
2022,9,5954165,3445136,25004,0,337,0,5014,100,156,0,32766,6
2022,10,6159950,3473551,24999,0,337,0,5014,100,189,0,34712,6
2022,11,6857625,3268335,25019,0,338,0,5025,100,158,0,35230,6
2022,12,7903964,3264760,25008,0,338,0,5019,100,158,0,35142,4
2023,1,8640591,3471613,25021,0,338,0,5023,100,158,0,35746,6
2023,2,7515815,3234100,25039,0,338,0,5032,100,157,0,37028,6
2023,3,7091246,3342380,25057,0,338,0,5038,101,152,0,37542,6
2023,4,5813606,3096298,25057,0,338,0,5038,101,152,0,37844,6
2023,5,5675492,2881350,25057,0,338,0,5038,101,152,0,38312,6
2023,6,5680543,3415068,25117,0,338,0,5068,101,147,0,40130,6
2023,7,6362443,3750390,25155,0,338,0,5066,102,153,0,40586,6
