concelho,nivel_de_tensao,ano,mes,energia_ativa_kwh
Leiria,Baixa Tensão,2022,5,23635651.299
Leiria,Baixa Tensão,2022,6,22446058.226999998
Leiria,Baixa Tensão,2022,7,24001029.358000003
Leiria,Baixa Tensão,2022,8,23424955.686
Leiria,Baixa Tensão,2022,9,22645099.671
Leiria,Baixa Tensão,2022,10,24017103.305
Leiria,Baixa Tensão,2022,11,25508816.178
Leiria,Baixa Tensão,2022,12,28345427.018
Leiria,Baixa Tensão,2023,1,31004062.259
Leiria,Baixa Tensão,2023,2,27418640.597
Leiria,Baixa Tensão,2023,3,26392549.735
Leiria,Baixa Tensão,2023,4,22681401.759
Leiria,Baixa Tensão,2023,5,22994688.402
Leiria,Baixa Tensão,2023,6,22467261.184
Leiria,Baixa Tensão,2023,7,23407862.239
Leiria,Baixa Tensão,2023,8,23698577.797
Leiria,Baixa Tensão,2023,9,22933662.61
Leiria,Baixa Tensão,2023,10,24912469.851
Leiria,Baixa Tensão,2023,11,26857821.125
Leiria,Baixa Tensão,2023,12,31903219.778
Leiria,Baixa Tensão,2024,1,31186704.667
Leiria,Baixa Tensão,2024,2,10558683.333
Leiria,"Muito Alta, Alta e Média Tensões",2020,11,31771003.759999998
Leiria,"Muito Alta, Alta e Média Tensões",2020,12,27107632.205
Leiria,"Muito Alta, Alta e Média Tensões",2021,1,31355431.303
Leiria,"Muito Alta, Alta e Média Tensões",2021,2,28240500.255
Leiria,"Muito Alta, Alta e Média Tensões",2021,3,31279761.249
Leiria,"Muito Alta, Alta e Média Tensões",2021,4,31002908.577
Leiria,"Muito Alta, Alta e Média Tensões",2021,5,33319088.799
Leiria,"Muito Alta, Alta e Média Tensões",2021,6,30102475.872
Leiria,"Muito Alta, Alta e Média Tensões",2021,7,32671319.414
Leiria,"Muito Alta, Alta e Média Tensões",2021,8,29231974.186
Leiria,"Muito Alta, Alta e Média Tensões",2021,9,29966776.945
Leiria,"Muito Alta, Alta e Média Tensões",2021,10,31583767.099
Leiria,"Muito Alta, Alta e Média Tensões",2021,11,32669549.375
Leiria,"Muito Alta, Alta e Média Tensões",2021,12,29603654.926
Leiria,"Muito Alta, Alta e Média Tensões",2022,1,31252778.312
Leiria,"Muito Alta, Alta e Média Tensões",2022,2,29124150.191
Leiria,"Muito Alta, Alta e Média Tensões",2022,3,32070036.815
Leiria,"Muito Alta, Alta e Média Tensões",2022,4,30432785.345
Leiria,"Muito Alta, Alta e Média Tensões",2022,5,33610045.897
Leiria,"Muito Alta, Alta e Média Tensões",2022,6,29265349.476
Leiria,"Muito Alta, Alta e Média Tensões",2022,7,30935188.301
Leiria,"Muito Alta, Alta e Média Tensões",2022,8,28229642.033999998
Leiria,"Muito Alta, Alta e Média Tensões",2022,9,31002789.401
Leiria,"Muito Alta, Alta e Média Tensões",2022,10,32625698.177
Leiria,"Muito Alta, Alta e Média Tensões",2022,11,32551309.957000002
Leiria,"Muito Alta, Alta e Média Tensões",2022,12,28728003.130000003
Leiria,"Muito Alta, Alta e Média Tensões",2023,1,31254427.09
Leiria,"Muito Alta, Alta e Média Tensões",2023,2,28263090.652
Leiria,"Muito Alta, Alta e Média Tensões",2023,3,32549311.042999998
Leiria,"Muito Alta, Alta e Média Tensões",2023,4,29954707.841000002
Leiria,"Muito Alta, Alta e Média Tensões",2023,5,30528703.919
Leiria,"Muito Alta, Alta e Média Tensões",2023,6,29539413.455000002
Leiria,"Muito Alta, Alta e Média Tensões",2023,7,29621712.814
Leiria,"Muito Alta, Alta e Média Tensões",2023,8,29563458.545
Leiria,"Muito Alta, Alta e Média Tensões",2023,9,28842674.744999997
Leiria,"Muito Alta, Alta e Média Tensões",2023,10,32862944.89
Leiria,"Muito Alta, Alta e Média Tensões",2023,11,31992259.529
Leiria,"Muito Alta, Alta e Média Tensões",2023,12,30421649.728
Leiria,"Muito Alta, Alta e Média Tensões",2024,1,30764320.498
Leiria,"Muito Alta, Alta e Média Tensões",2024,2,9237801.165
Lisboa,Baixa Tensão,2020,11,128797585.891
Lisboa,Baixa Tensão,2020,12,148849092.826
Lisboa,Baixa Tensão,2021,1,168188499.278
Lisboa,Baixa Tensão,2021,2,122972685.29
Lisboa,Baixa Tensão,2021,3,118308331.599
Lisboa,Baixa Tensão,2021,4,109170460.169
Lisboa,Baixa Tensão,2021,5,112607143.534
Lisboa,Baixa Tensão,2021,6,109693400.266
Lisboa,Baixa Tensão,2021,7,114624298.569
Lisboa,Baixa Tensão,2021,8,115273464.494
Lisboa,Baixa Tensão,2021,9,116737698.107
Lisboa,Baixa Tensão,2021,10,123986700.659
Lisboa,Baixa Tensão,2021,11,135670743.588
Lisboa,Baixa Tensão,2021,12,151117723.447
Lisboa,Baixa Tensão,2022,1,159117174.746
Lisboa,Baixa Tensão,2022,2,137473915.553
Lisboa,Baixa Tensão,2022,3,143793609.255
Lisboa,Baixa Tensão,2022,4,128547957.835
Lisboa,Baixa Tensão,2022,5,125898033.132
Lisboa,Baixa Tensão,2022,6,120042407.125
Lisboa,Baixa Tensão,2022,7,133361655.712
Lisboa,Baixa Tensão,2022,8,125307589.652
Lisboa,Baixa Tensão,2022,9,123003918.78
Lisboa,Baixa Tensão,2022,10,126858542.286
Lisboa,Baixa Tensão,2022,11,129982830.142
Lisboa,Baixa Tensão,2022,12,144368841.992
Lisboa,Baixa Tensão,2023,1,163381937.09
Lisboa,Baixa Tensão,2023,2,148431459.151
Lisboa,Baixa Tensão,2023,3,141353570.442
Lisboa,Baixa Tensão,2023,4,120951005.274
Lisboa,Baixa Tensão,2023,5,125016357.7
Lisboa,Baixa Tensão,2023,6,126811047.943
Lisboa,Baixa Tensão,2023,7,131745018.531
Lisboa,Baixa Tensão,2023,8,130480967.381
Lisboa,Baixa Tensão,2023,9,127461859.326
Lisboa,Baixa Tensão,2023,10,134024091.107
Lisboa,Baixa Tensão,2023,11,137032213.171
Lisboa,Baixa Tensão,2023,12,160990442.54
Lisboa,Baixa Tensão,2024,1,164135303.461
Lisboa,Baixa Tensão,2024,2,49701737.539
Lisboa,"Muito Alta, Alta e Média Tensões",2020,11,96431020.928
Lisboa,"Muito Alta, Alta e Média Tensões",2020,12,97746662.67
Lisboa,"Muito Alta, Alta e Média Tensões",2021,1,98901059.706
Lisboa,"Muito Alta, Alta e Média Tensões",2021,2,80360383.851
Lisboa,"Muito Alta, Alta e Média Tensões",2021,3,86347083.443
Lisboa,"Muito Alta, Alta e Média Tensões",2021,4,87608383.0
Lisboa,"Muito Alta, Alta e Média Tensões",2021,5,95744124.206
Lisboa,"Muito Alta, Alta e Média Tensões",2021,6,97553815.002
Lisboa,"Muito Alta, Alta e Média Tensões",2021,7,106203611.236
Lisboa,"Muito Alta, Alta e Média Tensões",2021,8,108694369.537
Lisboa,"Muito Alta, Alta e Média Tensões",2021,9,108017911.019
Lisboa,"Muito Alta, Alta e Média Tensões",2021,10,108712753.051
Lisboa,"Muito Alta, Alta e Média Tensões",2021,11,103643048.535
Lisboa,"Muito Alta, Alta e Média Tensões",2021,12,105929073.41399999
Lisboa,"Muito Alta, Alta e Média Tensões",2022,1,105637183.779
Lisboa,"Muito Alta, Alta e Média Tensões",2022,2,97250869.15
Lisboa,"Muito Alta, Alta e Média Tensões",2022,3,107904007.612
Lisboa,"Muito Alta, Alta e Média Tensões",2022,4,103907252.71000001
Lisboa,"Muito Alta, Alta e Média Tensões",2022,5,113436368.223
Lisboa,"Muito Alta, Alta e Média Tensões",2022,6,111051414.526
Lisboa,"Muito Alta, Alta e Média Tensões",2022,7,129762042.002
Lisboa,"Muito Alta, Alta e Média Tensões",2022,8,123158068.80299999
Lisboa,"Muito Alta, Alta e Média Tensões",2022,9,115686013.87099999
Lisboa,"Muito Alta, Alta e Média Tensões",2022,10,116618785.566
Lisboa,"Muito Alta, Alta e Média Tensões",2022,11,108107853.473
Lisboa,"Muito Alta, Alta e Média Tensões",2022,12,108424918.027
Lisboa,"Muito Alta, Alta e Média Tensões",2023,1,112335976.223
Lisboa,"Muito Alta, Alta e Média Tensões",2023,2,101657956.623
Lisboa,"Muito Alta, Alta e Média Tensões",2023,3,111121590.611
Lisboa,"Muito Alta, Alta e Média Tensões",2023,4,106823041.273
Lisboa,"Muito Alta, Alta e Média Tensões",2023,5,114473481.304
Lisboa,"Muito Alta, Alta e Média Tensões",2023,6,119469507.418
Lisboa,"Muito Alta, Alta e Média Tensões",2023,7,125705961.537
Lisboa,"Muito Alta, Alta e Média Tensões",2023,8,127947012.348
Lisboa,"Muito Alta, Alta e Média Tensões",2023,9,120467952.722
Lisboa,"Muito Alta, Alta e Média Tensões",2023,10,122294242.019
Lisboa,"Muito Alta, Alta e Média Tensões",2023,11,110459003.59
Lisboa,"Muito Alta, Alta e Média Tensões",2023,12,110305093.784
Lisboa,"Muito Alta, Alta e Média Tensões",2024,1,111888740.379
Lisboa,"Muito Alta, Alta e Média Tensões",2024,2,21772335.623
Loulé,Baixa Tensão,2020,11,27052984.164
Loulé,Baixa Tensão,2020,12,30342880.898
Loulé,Baixa Tensão,2021,1,31621743.582000002
Loulé,Baixa Tensão,2021,2,24745433.849
Loulé,Baixa Tensão,2021,3,25174723.351
Loulé,Baixa Tensão,2021,4,23885644.901
Loulé,Baixa Tensão,2021,5,26238935.676000003
Loulé,Baixa Tensão,2021,6,27620197.388
Loulé,Baixa Tensão,2021,7,31850175.011
Loulé,Baixa Tensão,2021,8,34349353.56
Loulé,Baixa Tensão,2021,9,30327463.114
Loulé,Baixa Tensão,2021,10,29680617.066999998
Loulé,Baixa Tensão,2021,11,29130714.426
Loulé,Baixa Tensão,2021,12,30900061.075
Loulé,Baixa Tensão,2022,1,31573945.182
Loulé,Baixa Tensão,2022,2,27771581.338
Loulé,Baixa Tensão,2022,3,30375993.575000003
Loulé,Baixa Tensão,2022,4,28938452.219
Loulé,Baixa Tensão,2022,5,29750901.555
Loulé,Baixa Tensão,2022,6,30650242.131
Loulé,Baixa Tensão,2022,7,37190086.239
Loulé,Baixa Tensão,2022,8,36012551.977
Loulé,Baixa Tensão,2022,9,30600295.503
Loulé,Baixa Tensão,2022,10,29469364.757
Loulé,Baixa Tensão,2022,11,27643762.476999998
Loulé,Baixa Tensão,2022,12,29535778.615
Loulé,Baixa Tensão,2023,1,32528075.476999998
Loulé,Baixa Tensão,2023,2,30037641.026
Loulé,Baixa Tensão,2023,3,30008612.752
Loulé,Baixa Tensão,2023,4,28078697.485999998
Loulé,Baixa Tensão,2023,5,29640792.375
Loulé,Baixa Tensão,2023,6,31876402.884
Loulé,Baixa Tensão,2023,7,38550931.555
Loulé,Baixa Tensão,2023,8,39646115.319
Loulé,Baixa Tensão,2023,9,32659594.262
Loulé,Baixa Tensão,2023,10,30943529.016999997
Loulé,Baixa Tensão,2023,11,29268416.756
Loulé,Baixa Tensão,2023,12,33173234.453
Loulé,Baixa Tensão,2024,1,33191468.297999997
Loulé,Baixa Tensão,2024,2,11556573.702
Loulé,"Muito Alta, Alta e Média Tensões",2020,11,11143023.717
Loulé,"Muito Alta, Alta e Média Tensões",2020,12,9344943.215
Loulé,"Muito Alta, Alta e Média Tensões",2021,1,10533838.370000001
Loulé,"Muito Alta, Alta e Média Tensões",2021,2,9488668.824000001
Loulé,"Muito Alta, Alta e Média Tensões",2021,3,6829746.806
Loulé,"Muito Alta, Alta e Média Tensões",2021,4,6676340.395
Loulé,"Muito Alta, Alta e Média Tensões",2021,5,12186131.503
Loulé,"Muito Alta, Alta e Média Tensões",2021,6,13661695.851
Loulé,"Muito Alta, Alta e Média Tensões",2021,7,11553294.327
Loulé,"Muito Alta, Alta e Média Tensões",2021,8,12904608.469999999
Loulé,"Muito Alta, Alta e Média Tensões",2021,9,12234184.454
Loulé,"Muito Alta, Alta e Média Tensões",2021,10,15072396.447
Loulé,"Muito Alta, Alta e Média Tensões",2021,11,12556772.647
Loulé,"Muito Alta, Alta e Média Tensões",2021,12,7903872.906
Loulé,"Muito Alta, Alta e Média Tensões",2022,1,8272515.013
Loulé,"Muito Alta, Alta e Média Tensões",2022,2,9060769.199000001
Loulé,"Muito Alta, Alta e Média Tensões",2022,3,13508371.594
Loulé,"Muito Alta, Alta e Média Tensões",2022,4,9561946.74
Loulé,"Muito Alta, Alta e Média Tensões",2022,5,12850374.436999999
Loulé,"Muito Alta, Alta e Média Tensões",2022,6,16179860.017
Loulé,"Muito Alta, Alta e Média Tensões",2022,7,15943404.083
Loulé,"Muito Alta, Alta e Média Tensões",2022,8,13095686.856
Loulé,"Muito Alta, Alta e Média Tensões",2022,9,13252791.634
Loulé,"Muito Alta, Alta e Média Tensões",2022,10,14908064.766999999
Loulé,"Muito Alta, Alta e Média Tensões",2022,11,11966263.865
Loulé,"Muito Alta, Alta e Média Tensões",2022,12,11173386.795
Loulé,"Muito Alta, Alta e Média Tensões",2023,1,8725400.987
Loulé,"Muito Alta, Alta e Média Tensões",2023,2,8619841.048
Loulé,"Muito Alta, Alta e Média Tensões",2023,3,13360503.311
Loulé,"Muito Alta, Alta e Média Tensões",2023,4,13984630.221
Loulé,"Muito Alta, Alta e Média Tensões",2023,5,14630564.927
Loulé,"Muito Alta, Alta e Média Tensões",2023,6,13656469.506
Loulé,"Muito Alta, Alta e Média Tensões",2023,7,14997464.092
Loulé,"Muito Alta, Alta e Média Tensões",2023,8,18584653.753
Loulé,"Muito Alta, Alta e Média Tensões",2023,9,16557850.496
Loulé,"Muito Alta, Alta e Média Tensões",2023,10,11853475.480999999
Loulé,"Muito Alta, Alta e Média Tensões",2023,11,12369967.094999999
Loulé,"Muito Alta, Alta e Média Tensões",2023,12,9221283.083
Loulé,"Muito Alta, Alta e Média Tensões",2024,1,12474247.742
Loulé,"Muito Alta, Alta e Média Tensões",2024,2,2019241.2580000001
Loures,Baixa Tensão,2020,11,30170647.464
Loures,Baixa Tensão,2020,12,34133467.287
Loures,Baixa Tensão,2021,1,36931220.901
Loures,Baixa Tensão,2021,2,29284456.795
Loures,Baixa Tensão,2021,3,29472507.345
Loures,Baixa Tensão,2021,4,27083125.299000002
Loures,Baixa Tensão,2021,5,27160637.002
Loures,Baixa Tensão,2021,6,26114318.271
Loures,Baixa Tensão,2021,7,26987354.038
Loures,Baixa Tensão,2021,8,26888459.777
Loures,Baixa Tensão,2021,9,26736957.59
Loures,Baixa Tensão,2021,10,28264540.306
Loures,Baixa Tensão,2021,11,30045104.198
Loures,Baixa Tensão,2021,12,33563917.478
Loures,Baixa Tensão,2022,1,35176385.785000004
Loures,Baixa Tensão,2022,2,30425690.856
Loures,Baixa Tensão,2022,3,31729275.121
Loures,Baixa Tensão,2022,4,28388882.677
Loures,Baixa Tensão,2022,5,28136019.856
Loures,Baixa Tensão,2022,6,26908505.705
Loures,Baixa Tensão,2022,7,28995900.927
Loures,Baixa Tensão,2022,8,27611070.253000002
Loures,Baixa Tensão,2022,9,27142348.443
Loures,Baixa Tensão,2022,10,28656657.044
Loures,Baixa Tensão,2022,11,29575696.315
Loures,Baixa Tensão,2022,12,33030172.18
Loures,Baixa Tensão,2023,1,36132505.735
Loures,Baixa Tensão,2023,2,32530364.843
Loures,Baixa Tensão,2023,3,31463850.252
Loures,Baixa Tensão,2023,4,27179304.582000002
Loures,Baixa Tensão,2023,5,27817430.495
Loures,Baixa Tensão,2023,6,27840449.093000002
Loures,Baixa Tensão,2023,7,28655231.501
Loures,Baixa Tensão,2023,8,28704205.758
Loures,Baixa Tensão,2023,9,28126450.542
Loures,Baixa Tensão,2023,10,30091616.628
Loures,Baixa Tensão,2023,11,31267691.761
Loures,Baixa Tensão,2023,12,37224433.81
Loures,Baixa Tensão,2024,1,37518001.571
Loures,Baixa Tensão,2024,2,11978360.429000001
Loures,"Muito Alta, Alta e Média Tensões",2020,11,25457917.247
Loures,"Muito Alta, Alta e Média Tensões",2020,12,24475944.268
Loures,"Muito Alta, Alta e Média Tensões",2021,1,25351480.647
Loures,"Muito Alta, Alta e Média Tensões",2021,2,22936726.303
Loures,"Muito Alta, Alta e Média Tensões",2021,3,25111722.05
Loures,"Muito Alta, Alta e Média Tensões",2021,4,24973918.997
Loures,"Muito Alta, Alta e Média Tensões",2021,5,25566297.486
Loures,"Muito Alta, Alta e Média Tensões",2021,6,25635039.952
Loures,"Muito Alta, Alta e Média Tensões",2021,7,27038875.497
Loures,"Muito Alta, Alta e Média Tensões",2021,8,26013378.342
Loures,"Muito Alta, Alta e Média Tensões",2021,9,25023389.726
Loures,"Muito Alta, Alta e Média Tensões",2021,10,25118577.813
Loures,"Muito Alta, Alta e Média Tensões",2021,11,23098929.68
Loures,"Muito Alta, Alta e Média Tensões",2021,12,22414304.507
Loures,"Muito Alta, Alta e Média Tensões",2022,1,24421985.691999998
Loures,"Muito Alta, Alta e Média Tensões",2022,2,23069400.189
Loures,"Muito Alta, Alta e Média Tensões",2022,3,25241423.221
Loures,"Muito Alta, Alta e Média Tensões",2022,4,24324485.613
Loures,"Muito Alta, Alta e Média Tensões",2022,5,26803243.553
Loures,"Muito Alta, Alta e Média Tensões",2022,6,26532528.732
Loures,"Muito Alta, Alta e Média Tensões",2022,7,28750842.748
Loures,"Muito Alta, Alta e Média Tensões",2022,8,26948667.261
Loures,"Muito Alta, Alta e Média Tensões",2022,9,25825985.012
Loures,"Muito Alta, Alta e Média Tensões",2022,10,26229482.483999997
Loures,"Muito Alta, Alta e Média Tensões",2022,11,25858371.874
Loures,"Muito Alta, Alta e Média Tensões",2022,12,24422935.621
Loures,"Muito Alta, Alta e Média Tensões",2023,1,25532280.151
Loures,"Muito Alta, Alta e Média Tensões",2023,2,23535305.806
Loures,"Muito Alta, Alta e Média Tensões",2023,3,25477712.625
Loures,"Muito Alta, Alta e Média Tensões",2023,4,24445353.422
Loures,"Muito Alta, Alta e Média Tensões",2023,5,26186937.367
Loures,"Muito Alta, Alta e Média Tensões",2023,6,26433939.629
Loures,"Muito Alta, Alta e Média Tensões",2023,7,27350601.004
Loures,"Muito Alta, Alta e Média Tensões",2023,8,27290490.407
Loures,"Muito Alta, Alta e Média Tensões",2023,9,26067970.490000002
Loures,"Muito Alta, Alta e Média Tensões",2023,10,26958773.329
Loures,"Muito Alta, Alta e Média Tensões",2023,11,25297828.381
Loures,"Muito Alta, Alta e Média Tensões",2023,12,25363939.389
Loures,"Muito Alta, Alta e Média Tensões",2024,1,25866770.577
Loures,"Muito Alta, Alta e Média Tensões",2024,2,7492949.4229999995
Lourinhã,Baixa Tensão,2020,11,5067479.048
Lourinhã,Baixa Tensão,2020,12,6005576.3780000005
Lourinhã,Baixa Tensão,2021,1,6489893.886
Lourinhã,Baixa Tensão,2021,2,5024330.3549999995
Lourinhã,Baixa Tensão,2021,3,4965661.934
Lourinhã,Baixa Tensão,2021,4,4541899.423
Lourinhã,Baixa Tensão,2021,5,4566301.786
Lourinhã,Baixa Tensão,2021,6,4476353.873
Lourinhã,Baixa Tensão,2021,7,4785211.006999999
Lourinhã,Baixa Tensão,2021,8,4941229.443999999
Lourinhã,Baixa Tensão,2021,9,4741488.836
Lourinhã,Baixa Tensão,2021,10,4925333.178
Lourinhã,Baixa Tensão,2021,11,5249354.157000001
Lourinhã,Baixa Tensão,2021,12,5926477.121
Lourinhã,Baixa Tensão,2022,1,6028249.62
Lourinhã,Baixa Tensão,2022,2,5263126.576
Lourinhã,Baixa Tensão,2022,3,5450054.154
Lourinhã,Baixa Tensão,2022,4,4897765.9520000005
Lourinhã,Baixa Tensão,2022,5,4784490.485
Lourinhã,Baixa Tensão,2022,6,4660004.2129999995
Lourinhã,Baixa Tensão,2022,7,5102124.694
Lourinhã,Baixa Tensão,2022,8,5131533.906
Lourinhã,Baixa Tensão,2022,9,4817587.382999999
Lourinhã,Baixa Tensão,2022,10,4946793.032
Lourinhã,Baixa Tensão,2022,11,5207685.934
Lourinhã,Baixa Tensão,2022,12,5988124.051
Lourinhã,Baixa Tensão,2023,1,6340975.905
Lourinhã,Baixa Tensão,2023,2,5745644.055
Lourinhã,Baixa Tensão,2023,3,5523805.182
Lourinhã,Baixa Tensão,2023,4,4785144.369999999
Lourinhã,Baixa Tensão,2023,5,4872004.169000001
Lourinhã,Baixa Tensão,2023,6,4807681.319
Lourinhã,Baixa Tensão,2023,7,5215168.557
Lourinhã,Baixa Tensão,2023,8,5360397.822
Lourinhã,Baixa Tensão,2023,9,5052925.619
Lourinhã,Baixa Tensão,2023,10,5258166.484
Lourinhã,Baixa Tensão,2023,11,5488956.930000001
Lourinhã,Baixa Tensão,2023,12,6735948.5879999995
Lourinhã,Baixa Tensão,2024,1,6593937.654
Lourinhã,Baixa Tensão,2024,2,2137520.346
Lourinhã,"Muito Alta, Alta e Média Tensões",2020,11,1737219.208
Lourinhã,"Muito Alta, Alta e Média Tensões",2020,12,1756677.971
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,1,1658248.364
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,2,1484489.6
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,3,1647312.068
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,4,1596020.688
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,5,1669436.743
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,6,1670620.8469999998
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,7,1815707.5659999999
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,8,2077464.262
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,9,2067389.528
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,10,1971737.662
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,11,1811385.754
Lourinhã,"Muito Alta, Alta e Média Tensões",2021,12,1824207.918
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,1,1784447.176
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,2,1588648.4619999998
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,3,1725405.51
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,4,1610315.936
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,5,1738319.741
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,6,1760275.175
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,7,1909771.505
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,8,1947900.13
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,9,1821083.588
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,10,1806908.219
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,11,1688115.56
Lourinhã,"Muito Alta, Alta e Média Tensões",2022,12,1740357.998
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,1,1651133.0
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,2,1413157.5860000001
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,3,1576742.456
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,4,1503588.7240000002
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,5,1540356.5219999999
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,6,1542139.26
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,7,1632602.832
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,8,1777766.918
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,9,1634634.287
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,10,1697718.0620000002
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,11,1582578.7889999999
Lourinhã,"Muito Alta, Alta e Média Tensões",2023,12,1625223.112
Lourinhã,"Muito Alta, Alta e Média Tensões",2024,1,1458669.891
Lourinhã,"Muito Alta, Alta e Média Tensões",2024,2,555541.1089999999
Lousada,Baixa Tensão,2020,11,7001890.595000001
Lousada,Baixa Tensão,2020,12,8391309.445
Lousada,Baixa Tensão,2021,1,8950966.541
Lousada,Baixa Tensão,2021,2,7479990.533
Lousada,Baixa Tensão,2021,3,6991271.262
Lousada,Baixa Tensão,2021,4,6295679.994
Lousada,Baixa Tensão,2021,5,6511792.771
Lousada,Baixa Tensão,2021,6,6300653.908
Lousada,Baixa Tensão,2021,7,6643942.996
Lousada,Baixa Tensão,2021,8,6595572.908
Lousada,Baixa Tensão,2021,9,6508342.596
Lousada,Baixa Tensão,2021,10,7041248.924
Lousada,Baixa Tensão,2021,11,7402944.955
Lousada,Baixa Tensão,2021,12,8154319.612
Lousada,Baixa Tensão,2022,1,8415681.064
Lousada,Baixa Tensão,2022,2,7456120.631
Lousada,Baixa Tensão,2022,3,7839842.6
Lousada,Baixa Tensão,2022,4,6832201.225
Lousada,Baixa Tensão,2022,5,6680415.608
Lousada,Baixa Tensão,2022,6,6453733.452
Lousada,Baixa Tensão,2022,7,7101214.926
Lousada,Baixa Tensão,2022,8,6815736.073
Lousada,Baixa Tensão,2022,9,6508517.338
Lousada,Baixa Tensão,2022,10,7148336.707
Lousada,Baixa Tensão,2022,11,7589718.199
Lousada,Baixa Tensão,2022,12,8439968.757
Lousada,Baixa Tensão,2023,1,8901843.678
Lousada,Baixa Tensão,2023,2,7756075.484999999
Lousada,Baixa Tensão,2023,3,7724789.342
Lousada,Baixa Tensão,2023,4,6567876.289
Lousada,Baixa Tensão,2023,5,6613284.425
Lousada,Baixa Tensão,2023,6,6629645.7809999995
Lousada,Baixa Tensão,2023,7,7029668.911
Lousada,Baixa Tensão,2023,8,6966515.947
Lousada,Baixa Tensão,2023,9,6589243.472999999
Lousada,Baixa Tensão,2023,10,7427217.692
Lousada,Baixa Tensão,2023,11,8210694.6
Lousada,Baixa Tensão,2023,12,9765973.377
Lousada,Baixa Tensão,2024,1,9654016.283
Lousada,Baixa Tensão,2024,2,3268237.717
Lousada,"Muito Alta, Alta e Média Tensões",2020,11,2162327.466
Lousada,"Muito Alta, Alta e Média Tensões",2020,12,2093725.202
Lousada,"Muito Alta, Alta e Média Tensões",2021,1,2301858.1969999997
Lousada,"Muito Alta, Alta e Média Tensões",2021,2,2325339.06
Lousada,"Muito Alta, Alta e Média Tensões",2021,3,2435152.743
Lousada,"Muito Alta, Alta e Média Tensões",2021,4,2046523.3050000002
Lousada,"Muito Alta, Alta e Média Tensões",2021,5,1879250.567
Lousada,"Muito Alta, Alta e Média Tensões",2021,6,1866867.9889999998
Lousada,"Muito Alta, Alta e Média Tensões",2021,7,2097884.7199999997
Lousada,"Muito Alta, Alta e Média Tensões",2021,8,1666141.945
Lousada,"Muito Alta, Alta e Média Tensões",2021,9,2120353.474
Lousada,"Muito Alta, Alta e Média Tensões",2021,10,2393894.733
Lousada,"Muito Alta, Alta e Média Tensões",2021,11,2348002.09
Lousada,"Muito Alta, Alta e Média Tensões",2021,12,2183902.177
Lousada,"Muito Alta, Alta e Média Tensões",2022,1,2332676.8370000003
Lousada,"Muito Alta, Alta e Média Tensões",2022,2,2090144.5999999999
Lousada,"Muito Alta, Alta e Média Tensões",2022,3,2298300.656
Lousada,"Muito Alta, Alta e Média Tensões",2022,4,1979146.707
Lousada,"Muito Alta, Alta e Média Tensões",2022,5,2192703.312
Lousada,"Muito Alta, Alta e Média Tensões",2022,6,2185011.8880000003
Lousada,"Muito Alta, Alta e Média Tensões",2022,7,2365365.978
Lousada,"Muito Alta, Alta e Média Tensões",2022,8,1610952.364
Lousada,"Muito Alta, Alta e Média Tensões",2022,9,2116448.168
Lousada,"Muito Alta, Alta e Média Tensões",2022,10,2508994.178
Lousada,"Muito Alta, Alta e Média Tensões",2022,11,2336369.875
Lousada,"Muito Alta, Alta e Média Tensões",2022,12,2297375.4370000004
Lousada,"Muito Alta, Alta e Média Tensões",2023,1,2316085.593
Lousada,"Muito Alta, Alta e Média Tensões",2023,2,2103604.662
Lousada,"Muito Alta, Alta e Média Tensões",2023,3,2191765.282
Lousada,"Muito Alta, Alta e Média Tensões",2023,4,1929853.591
Lousada,"Muito Alta, Alta e Média Tensões",2023,5,1815193.756
