concelho,ano,mes,inclui_mobilidade_eletrica,cpes_com_dcs_recolhidos_quantidade
Caminha,2023,5,Não,9548
Caminha,2023,5,Sim,2
Caminha,2023,6,Não,10026
Caminha,2023,6,Sim,2
Caminha,2023,7,Não,10588
Caminha,2023,7,Sim,2
Caminha,2023,8,Não,10850
Caminha,2023,8,Sim,4
Caminha,2023,9,Não,11493
Caminha,2023,9,Sim,6
Caminha,2023,10,Não,11840
Caminha,2023,10,Sim,5
Caminha,2023,11,Não,12200
Caminha,2023,11,Sim,6
Caminha,2023,12,Não,12558
Caminha,2023,12,Sim,7
Caminha,2024,1,Não,12398
Caminha,2024,1,Sim,7
Caminha,2024,2,Não,12529
Caminha,2024,2,Sim,7
Caminha,2024,3,Não,12562
Caminha,2024,3,Sim,13
Caminha,2024,4,Não,12526
Caminha,2024,4,Sim,13
Campo Maior,2022,8,Não,4089
Campo Maior,2022,8,Sim,1
Campo Maior,2022,9,Não,4002
Campo Maior,2022,9,Sim,1
Campo Maior,2022,10,Não,4066
Campo Maior,2022,10,Sim,1
Campo Maior,2022,11,Não,4094
Campo Maior,2022,11,Sim,1
Campo Maior,2022,12,Não,4295
Campo Maior,2022,12,Sim,1
Campo Maior,2023,1,Não,4384
Campo Maior,2023,1,Sim,1
Campo Maior,2023,2,Não,4373
Campo Maior,2023,2,Sim,1
Campo Maior,2023,3,Não,4405
Campo Maior,2023,3,Sim,1
Campo Maior,2023,4,Não,4268
Campo Maior,2023,4,Sim,1
Campo Maior,2023,5,Não,4226
Campo Maior,2023,5,Sim,1
Campo Maior,2023,6,Não,4331
Campo Maior,2023,6,Sim,1
Campo Maior,2023,7,Não,4466
Campo Maior,2023,7,Sim,1
Campo Maior,2023,8,Não,4449
Campo Maior,2023,8,Sim,1
Campo Maior,2023,9,Não,4454
Campo Maior,2023,9,Sim,1
Campo Maior,2023,10,Não,4442
Campo Maior,2023,10,Sim,1
Campo Maior,2023,11,Não,4485
Campo Maior,2023,11,Sim,1
Campo Maior,2023,12,Não,4520
Campo Maior,2023,12,Sim,1
Campo Maior,2024,1,Não,4525
Campo Maior,2024,1,Sim,1
Campo Maior,2024,2,Não,4340
Campo Maior,2024,2,Sim,1
Campo Maior,2024,3,Não,4516
Campo Maior,2024,3,Sim,1
Campo Maior,2024,4,Não,4474
Campo Maior,2024,4,Sim,1
Cantanhede,2022,8,Não,9965
Cantanhede,2022,8,Sim,1
Cantanhede,2022,9,Não,9845
Cantanhede,2022,9,Sim,1
Cantanhede,2022,10,Não,10435
Cantanhede,2022,10,Sim,1
Cantanhede,2022,11,Não,10340
Cantanhede,2022,11,Sim,1
Cantanhede,2022,12,Não,10274
Cantanhede,2022,12,Sim,1
Cantanhede,2023,1,Não,10668
Cantanhede,2023,1,Sim,1
Cantanhede,2023,2,Não,11102
Cantanhede,2023,2,Sim,1
Cantanhede,2023,3,Não,11419
Cantanhede,2023,3,Sim,1
Cantanhede,2023,4,Não,11800
Cantanhede,2023,4,Sim,1
Cantanhede,2023,5,Não,11716
Cantanhede,2023,5,Sim,1
Cantanhede,2023,6,Não,12711
Cantanhede,2023,6,Sim,1
Cantanhede,2023,7,Não,13515
Cantanhede,2023,7,Sim,1
Cantanhede,2023,8,Não,13695
Cantanhede,2023,8,Sim,1
Cantanhede,2023,9,Não,14776
Cantanhede,2023,9,Sim,1
Cantanhede,2023,10,Não,15454
Cantanhede,2023,10,Sim,1
Cantanhede,2023,11,Não,15546
Cantanhede,2023,11,Sim,1
Cantanhede,2023,12,Não,15530
Cantanhede,2023,12,Sim,1
Cantanhede,2024,1,Não,15873
Cantanhede,2024,1,Sim,1
Cantanhede,2024,2,Não,16403
Cantanhede,2024,2,Sim,1
Cantanhede,2024,3,Não,16881
Cantanhede,2024,3,Sim,1
Cantanhede,2024,4,Não,16875
Cantanhede,2024,4,Sim,1
Carrazeda de Ansiães,2022,8,Não,3302
Carrazeda de Ansiães,2022,8,Sim,1
Carrazeda de Ansiães,2022,9,Não,3509
Carrazeda de Ansiães,2022,9,Sim,1
Carrazeda de Ansiães,2022,10,Não,3978
Carrazeda de Ansiães,2022,10,Sim,1
Carrazeda de Ansiães,2022,11,Não,4200
Carrazeda de Ansiães,2022,11,Sim,1
Carrazeda de Ansiães,2022,12,Não,4446
Carrazeda de Ansiães,2022,12,Sim,1
Carrazeda de Ansiães,2023,1,Não,4419
Carrazeda de Ansiães,2023,1,Sim,1
Carrazeda de Ansiães,2023,2,Não,4513
Carrazeda de Ansiães,2023,2,Sim,1
Carrazeda de Ansiães,2023,3,Não,4590
Carrazeda de Ansiães,2023,3,Sim,1
Carrazeda de Ansiães,2023,4,Não,4717
Carrazeda de Ansiães,2023,4,Sim,1
Carrazeda de Ansiães,2023,5,Não,4695
Carrazeda de Ansiães,2023,5,Sim,1
Carrazeda de Ansiães,2023,6,Não,4796
Carrazeda de Ansiães,2023,6,Sim,1
Carrazeda de Ansiães,2023,7,Não,4801
Carrazeda de Ansiães,2023,7,Sim,1
Carrazeda de Ansiães,2023,8,Não,4816
Carrazeda de Ansiães,2023,8,Sim,1
Carrazeda de Ansiães,2023,9,Não,4655
Carrazeda de Ansiães,2023,9,Sim,1
Carrazeda de Ansiães,2023,10,Não,4605
Carrazeda de Ansiães,2023,10,Sim,1
Carrazeda de Ansiães,2023,11,Não,4739
Carrazeda de Ansiães,2023,11,Sim,1
Carrazeda de Ansiães,2023,12,Não,4994
Carrazeda de Ansiães,2023,12,Sim,1
Carrazeda de Ansiães,2024,1,Não,5044
Carrazeda de Ansiães,2024,1,Sim,1
Carrazeda de Ansiães,2024,2,Não,5196
Carrazeda de Ansiães,2024,2,Sim,1
Carrazeda de Ansiães,2024,3,Não,5229
Carrazeda de Ansiães,2024,3,Sim,1
Carrazeda de Ansiães,2024,4,Não,5223
Carrazeda de Ansiães,2024,4,Sim,1
Carregal do Sal,2022,8,Não,4354
Carregal do Sal,2022,8,Sim,2
Carregal do Sal,2022,9,Não,4326
Carregal do Sal,2022,9,Sim,2
Carregal do Sal,2022,10,Não,4400
Carregal do Sal,2022,10,Sim,2
Carregal do Sal,2022,11,Não,4234
Carregal do Sal,2022,11,Sim,2
Carregal do Sal,2022,12,Não,4481
Carregal do Sal,2022,12,Sim,2
Carregal do Sal,2023,1,Não,4615
Carregal do Sal,2023,1,Sim,2
Carregal do Sal,2023,2,Não,4804
Carregal do Sal,2023,2,Sim,2
Carregal do Sal,2023,3,Não,5151
Carregal do Sal,2023,3,Sim,2
Carregal do Sal,2023,4,Não,5371
Carregal do Sal,2023,4,Sim,2
Carregal do Sal,2023,5,Não,5328
Carregal do Sal,2023,5,Sim,2
Carregal do Sal,2023,6,Não,5565
Carregal do Sal,2023,6,Sim,2
Carregal do Sal,2023,7,Não,5552
Carregal do Sal,2023,7,Sim,2
Carregal do Sal,2023,8,Não,5276
Carregal do Sal,2023,8,Sim,2
Carregal do Sal,2023,9,Não,5667
Carregal do Sal,2023,9,Sim,3
Carregal do Sal,2023,10,Não,5699
Carregal do Sal,2023,10,Sim,3
Carregal do Sal,2023,11,Não,5995
Carregal do Sal,2023,11,Sim,3
Carregal do Sal,2023,12,Não,6065
Carregal do Sal,2023,12,Sim,3
Carregal do Sal,2024,1,Não,6278
Carregal do Sal,2024,1,Sim,3
Carregal do Sal,2024,2,Não,6224
Carregal do Sal,2024,2,Sim,3
Carregal do Sal,2024,3,Não,6241
Carregal do Sal,2024,3,Sim,3
Carregal do Sal,2024,4,Não,6252
Carregal do Sal,2024,4,Sim,3
Cartaxo,2022,8,Não,8460
Cartaxo,2022,8,Sim,1
Cartaxo,2022,9,Não,8394
Cartaxo,2022,9,Sim,1
Cartaxo,2022,10,Não,8682
Cartaxo,2022,10,Sim,1
Cartaxo,2022,11,Não,8475
Cartaxo,2022,11,Sim,1
Cartaxo,2022,12,Não,8929
Cartaxo,2022,12,Sim,2
Cartaxo,2023,1,Não,9144
Cartaxo,2023,1,Sim,2
Cartaxo,2023,2,Não,9144
Cartaxo,2023,2,Sim,2
Cartaxo,2023,3,Não,9492
Cartaxo,2023,3,Sim,2
Cartaxo,2023,4,Não,9659
Cartaxo,2023,4,Sim,2
Cartaxo,2023,5,Não,9681
Cartaxo,2023,5,Sim,2
Cartaxo,2023,6,Não,10052
Cartaxo,2023,6,Sim,2
Cartaxo,2023,7,Não,10260
Cartaxo,2023,7,Sim,2
Cartaxo,2023,8,Não,10391
Cartaxo,2023,8,Sim,2
Cartaxo,2023,9,Não,10438
Cartaxo,2023,9,Sim,2
Cartaxo,2023,10,Não,10845
Cartaxo,2023,10,Sim,3
Cartaxo,2023,11,Não,11375
Cartaxo,2023,11,Sim,3
Cartaxo,2023,12,Não,11584
Cartaxo,2023,12,Sim,3
Cartaxo,2024,1,Não,11924
Cartaxo,2024,1,Sim,3
Cartaxo,2024,2,Não,12232
Cartaxo,2024,2,Sim,5
Cartaxo,2024,3,Não,12240
Cartaxo,2024,3,Sim,5
Cartaxo,2024,4,Não,12258
Cartaxo,2024,4,Sim,5
Cascais,2022,8,Não,77110
Cascais,2022,8,Sim,51
Cascais,2022,9,Não,76968
Cascais,2022,9,Sim,51
Cascais,2022,10,Não,79499
Cascais,2022,10,Sim,52
Cascais,2022,11,Não,80036
Cascais,2022,11,Sim,56
Cascais,2022,12,Não,81279
Cascais,2022,12,Sim,62
Cascais,2023,1,Não,80799
Cascais,2023,1,Sim,63
Cascais,2023,2,Não,84259
Cascais,2023,2,Sim,66
Cascais,2023,3,Não,84865
Cascais,2023,3,Sim,68
Cascais,2023,4,Não,87612
Cascais,2023,4,Sim,67
Cascais,2023,5,Não,86707
Cascais,2023,5,Sim,65
Cascais,2023,6,Não,91763
Cascais,2023,6,Sim,70
Cascais,2023,7,Não,91584
Cascais,2023,7,Sim,75
Cascais,2023,8,Não,91444
Cascais,2023,8,Sim,81
Cascais,2023,9,Não,95073
Cascais,2023,9,Sim,82
Cascais,2023,10,Não,94507
Cascais,2023,10,Sim,89
Cascais,2023,11,Não,93604
Cascais,2023,11,Sim,92
Cascais,2023,12,Não,96596
Cascais,2023,12,Sim,98
Cascais,2024,1,Não,97275
Cascais,2024,1,Sim,102
Cascais,2024,2,Não,99219
Cascais,2024,2,Sim,105
Cascais,2024,3,Não,100021
Cascais,2024,3,Sim,122
Cascais,2024,4,Não,100025
Cascais,2024,4,Sim,122
Castanheira de Pêra,2022,8,Não,1700
Castanheira de Pêra,2022,8,Sim,1
Castanheira de Pêra,2022,9,Não,1712
Castanheira de Pêra,2022,9,Sim,1
Castanheira de Pêra,2022,10,Não,1754
Castanheira de Pêra,2022,10,Sim,1
Castanheira de Pêra,2022,11,Não,1715
Castanheira de Pêra,2022,11,Sim,1
Castanheira de Pêra,2022,12,Não,1782
Castanheira de Pêra,2022,12,Sim,1
Castanheira de Pêra,2023,1,Não,1674
Castanheira de Pêra,2023,1,Sim,1
Castanheira de Pêra,2023,2,Não,1834
Castanheira de Pêra,2023,2,Sim,1
Castanheira de Pêra,2023,3,Não,1858
Castanheira de Pêra,2023,3,Sim,1
Castanheira de Pêra,2023,4,Não,1830
Castanheira de Pêra,2023,4,Sim,1
Castanheira de Pêra,2023,5,Não,1910
Castanheira de Pêra,2023,5,Sim,1
Castanheira de Pêra,2023,6,Não,2021
Castanheira de Pêra,2023,6,Sim,1
Castanheira de Pêra,2023,7,Não,1974
Castanheira de Pêra,2023,7,Sim,1
Castanheira de Pêra,2023,8,Não,1877
Castanheira de Pêra,2023,8,Sim,1
Castanheira de Pêra,2023,9,Não,2093
Castanheira de Pêra,2023,9,Sim,1
Castanheira de Pêra,2023,10,Não,2123
Castanheira de Pêra,2023,10,Sim,1
Castanheira de Pêra,2023,11,Não,2155
Castanheira de Pêra,2023,11,Sim,1
Castanheira de Pêra,2023,12,Não,2172
Castanheira de Pêra,2023,12,Sim,2
Castanheira de Pêra,2024,1,Não,2208
Castanheira de Pêra,2024,1,Sim,2
Castanheira de Pêra,2024,2,Não,2217
Castanheira de Pêra,2024,2,Sim,2
Castanheira de Pêra,2024,3,Não,2244
Castanheira de Pêra,2024,3,Sim,2
Castanheira de Pêra,2024,4,Não,2239
Castanheira de Pêra,2024,4,Sim,2
Castelo Branco,2022,8,Não,23780
Castelo Branco,2022,8,Sim,7
Castelo Branco,2022,9,Não,24245
Castelo Branco,2022,9,Sim,8
Castelo Branco,2022,10,Não,24108
Castelo Branco,2022,10,Sim,8
Castelo Branco,2022,11,Não,24351
Castelo Branco,2022,11,Sim,7
Castelo Branco,2022,12,Não,25163
Castelo Branco,2022,12,Sim,7
Castelo Branco,2023,1,Não,24880
Castelo Branco,2023,1,Sim,7
Castelo Branco,2023,2,Não,25400
Castelo Branco,2023,2,Sim,7
Castelo Branco,2023,3,Não,25926
Castelo Branco,2023,3,Sim,7
Castelo Branco,2023,4,Não,26444
Castelo Branco,2023,4,Sim,7
Castelo Branco,2023,5,Não,26551
Castelo Branco,2023,5,Sim,7
Castelo Branco,2023,6,Não,27858
Castelo Branco,2023,6,Sim,7
Castelo Branco,2023,7,Não,27587
Castelo Branco,2023,7,Sim,7
Castelo Branco,2023,8,Não,27198
Castelo Branco,2023,8,Sim,7
Castelo Branco,2023,9,Não,27648
Castelo Branco,2023,9,Sim,7
Castelo Branco,2023,10,Não,28896
Castelo Branco,2023,10,Sim,7
Castelo Branco,2023,11,Não,28744
Castelo Branco,2023,11,Sim,7
Castelo Branco,2023,12,Não,29602
Castelo Branco,2023,12,Sim,7
Castelo Branco,2024,1,Não,30157
Castelo Branco,2024,1,Sim,6
Castelo Branco,2024,2,Não,30408
Castelo Branco,2024,2,Sim,7
Castelo Branco,2024,3,Não,31034
Castelo Branco,2024,3,Sim,7
Castelo Branco,2024,4,Não,31164
Castelo Branco,2024,4,Sim,7
Castelo de Paiva,2022,8,Não,3240
Castelo de Paiva,2022,8,Sim,1
Castelo de Paiva,2022,9,Não,3194
Castelo de Paiva,2022,9,Sim,1
Castelo de Paiva,2022,10,Não,3610
Castelo de Paiva,2022,10,Sim,1
Castelo de Paiva,2022,11,Não,3706
Castelo de Paiva,2022,11,Sim,1
Castelo de Paiva,2022,12,Não,3757
Castelo de Paiva,2022,12,Sim,1
Castelo de Paiva,2023,1,Não,3852
Castelo de Paiva,2023,1,Sim,1
Castelo de Paiva,2023,2,Não,4017
Castelo de Paiva,2023,2,Sim,1
Castelo de Paiva,2023,3,Não,4160
Castelo de Paiva,2023,3,Sim,1
Castelo de Paiva,2023,4,Não,4252
Castelo de Paiva,2023,4,Sim,1
Castelo de Paiva,2023,5,Não,4499
Castelo de Paiva,2023,5,Sim,1
Castelo de Paiva,2023,6,Não,4754
Castelo de Paiva,2023,6,Sim,1
Castelo de Paiva,2023,7,Não,5005
Castelo de Paiva,2023,7,Sim,1
Castelo de Paiva,2023,8,Não,5146
Castelo de Paiva,2023,8,Sim,1
Castelo de Paiva,2023,9,Não,5234
Castelo de Paiva,2023,9,Sim,1
Castelo de Paiva,2023,10,Não,5200
Castelo de Paiva,2023,10,Sim,1
Castelo de Paiva,2023,11,Não,5752
Castelo de Paiva,2023,11,Sim,1
Castelo de Paiva,2023,12,Não,5725
Castelo de Paiva,2023,12,Sim,1
Castelo de Paiva,2024,1,Não,5835
Castelo de Paiva,2024,1,Sim,1
Castelo de Paiva,2024,2,Não,6259
Castelo de Paiva,2024,2,Sim,1
Castelo de Paiva,2024,3,Não,6949
Castelo de Paiva,2024,3,Sim,1
Castelo de Paiva,2024,4,Não,6870
Castelo de Paiva,2024,4,Sim,1
Castelo de Vide,2022,8,Não,1982
Castelo de Vide,2022,8,Sim,1
Castelo de Vide,2022,9,Não,2035
Castelo de Vide,2022,9,Sim,1
Castelo de Vide,2022,10,Não,2090
Castelo de Vide,2022,10,Sim,1
Castelo de Vide,2022,11,Não,2175
Castelo de Vide,2022,11,Sim,1
Castelo de Vide,2022,12,Não,2238
Castelo de Vide,2022,12,Sim,1
Castelo de Vide,2023,1,Não,2240
Castelo de Vide,2023,1,Sim,1
Castelo de Vide,2023,2,Não,2274
Castelo de Vide,2023,2,Sim,1
Castelo de Vide,2023,3,Não,2226
Castelo de Vide,2023,3,Sim,1
Castelo de Vide,2023,4,Não,2113
Castelo de Vide,2023,4,Sim,1
Castelo de Vide,2023,5,Não,2095
Castelo de Vide,2023,5,Sim,1
Castelo de Vide,2023,6,Não,2266
Castelo de Vide,2023,6,Sim,1
Castelo de Vide,2023,7,Não,2353
Castelo de Vide,2023,7,Sim,1
Castelo de Vide,2023,8,Não,2044
Castelo de Vide,2023,8,Sim,1
Castelo de Vide,2023,9,Não,2283
Castelo de Vide,2023,9,Sim,1
Castelo de Vide,2023,10,Não,2420
Castelo de Vide,2023,10,Sim,1
Castelo de Vide,2023,11,Não,2338
Castelo de Vide,2023,11,Sim,1
Castelo de Vide,2023,12,Não,2186
Castelo de Vide,2023,12,Sim,1
Castelo de Vide,2024,1,Não,2028
Castelo de Vide,2024,1,Sim,1
Castelo de Vide,2024,2,Não,2149
Castelo de Vide,2024,2,Sim,1
Castelo de Vide,2024,3,Não,2289
Castelo de Vide,2024,3,Sim,1
Castelo de Vide,2024,4,Não,2304
Castelo de Vide,2024,4,Sim,1
Castro Daire,2022,8,Não,3424
Castro Daire,2022,8,Sim,1
Castro Daire,2022,9,Não,3267
Castro Daire,2022,9,Sim,1
Castro Daire,2022,10,Não,3682
Castro Daire,2022,10,Sim,1
Castro Daire,2022,11,Não,3769
Castro Daire,2022,11,Sim,1
Castro Daire,2022,12,Não,3825
Castro Daire,2022,12,Sim,1
Castro Daire,2023,1,Não,4008
Castro Daire,2023,1,Sim,1
Castro Daire,2023,2,Não,3989
Castro Daire,2023,2,Sim,1
Castro Daire,2023,3,Não,4131
Castro Daire,2023,3,Sim,1
Castro Daire,2023,4,Não,5370
Castro Daire,2023,4,Sim,1
Castro Daire,2023,5,Não,5579
Castro Daire,2023,5,Sim,1
Castro Daire,2023,6,Não,5776
Castro Daire,2023,6,Sim,1
Castro Daire,2023,7,Não,5995
Castro Daire,2023,7,Sim,1
Castro Daire,2023,8,Não,5874
Castro Daire,2023,8,Sim,1
Castro Daire,2023,9,Não,5922
Castro Daire,2023,9,Sim,1
Castro Daire,2023,10,Não,6506
Castro Daire,2023,10,Sim,1
Castro Daire,2023,11,Não,6663
Castro Daire,2023,11,Sim,1
Castro Daire,2023,12,Não,7171
Castro Daire,2023,12,Sim,1
Castro Daire,2024,1,Não,7372
Castro Daire,2024,1,Sim,1
Castro Daire,2024,2,Não,7748
Castro Daire,2024,2,Sim,1
Castro Daire,2024,3,Não,8432
Castro Daire,2024,3,Sim,1
Castro Daire,2024,4,Não,8340
Castro Daire,2024,4,Sim,1
Castro Marim,2022,8,Não,2008
Castro Marim,2022,8,Sim,2
Castro Marim,2022,9,Não,2042
Castro Marim,2022,9,Sim,2
Castro Marim,2022,10,Não,2432
Castro Marim,2022,10,Sim,2
Castro Marim,2022,11,Não,2541
Castro Marim,2022,11,Sim,2
Castro Marim,2022,12,Não,2546
Castro Marim,2022,12,Sim,2
Castro Marim,2023,1,Não,2779
Castro Marim,2023,1,Sim,2
Castro Marim,2023,2,Não,2915
Castro Marim,2023,2,Sim,2
Castro Marim,2023,3,Não,3406
Castro Marim,2023,3,Sim,2
Castro Marim,2023,4,Não,3536
Castro Marim,2023,4,Sim,2
Castro Marim,2023,5,Não,3625
Castro Marim,2023,5,Sim,2
Castro Marim,2023,6,Não,3956
Castro Marim,2023,6,Sim,2
Castro Marim,2023,7,Não,4094
Castro Marim,2023,7,Sim,2
Castro Marim,2023,8,Não,4382
Castro Marim,2023,8,Sim,2
Castro Marim,2023,9,Não,4553
Castro Marim,2023,9,Sim,2
Castro Marim,2023,10,Não,5389
Castro Marim,2023,10,Sim,2
Castro Marim,2023,11,Não,5901
Castro Marim,2023,11,Sim,2
Castro Marim,2023,12,Não,6149
Castro Marim,2023,12,Sim,2
Castro Marim,2024,1,Não,6331
Castro Marim,2024,1,Sim,2
Castro Marim,2024,2,Não,6407
Castro Marim,2024,2,Sim,2
Castro Marim,2024,3,Não,6610
Castro Marim,2024,3,Sim,2
Castro Marim,2024,4,Não,6622
Castro Marim,2024,4,Sim,2
Castro Verde,2022,8,Não,2956
Castro Verde,2022,8,Sim,1
Castro Verde,2022,9,Não,2954
Castro Verde,2022,9,Sim,1
Castro Verde,2022,10,Não,3041
Castro Verde,2022,10,Sim,1
Castro Verde,2022,11,Não,3042
Castro Verde,2022,11,Sim,1
Castro Verde,2022,12,Não,2884
Castro Verde,2022,12,Sim,1
Castro Verde,2023,1,Não,3313
Castro Verde,2023,1,Sim,1
Castro Verde,2023,2,Não,3627
Castro Verde,2023,2,Sim,1
Castro Verde,2023,3,Não,3532
Castro Verde,2023,3,Sim,1
Castro Verde,2023,4,Não,3665
Castro Verde,2023,4,Sim,1
Castro Verde,2023,5,Não,3702
Castro Verde,2023,5,Sim,1
Castro Verde,2023,6,Não,3631
Castro Verde,2023,6,Sim,1
Castro Verde,2023,7,Não,3559
Castro Verde,2023,7,Sim,1
Castro Verde,2023,8,Não,3722
Castro Verde,2023,8,Sim,1
Castro Verde,2023,9,Não,3845
Castro Verde,2023,9,Sim,1
Castro Verde,2023,10,Não,3924
Castro Verde,2023,10,Sim,1
Castro Verde,2023,11,Não,4249
Castro Verde,2023,11,Sim,1
Castro Verde,2023,12,Não,4321
Castro Verde,2023,12,Sim,1
Castro Verde,2024,1,Não,4294
Castro Verde,2024,1,Sim,1
Castro Verde,2024,2,Não,4255
Castro Verde,2024,2,Sim,1
Castro Verde,2024,3,Não,4398
Castro Verde,2024,3,Sim,2
Castro Verde,2024,4,Não,4363
Castro Verde,2024,4,Sim,2
Celorico da Beira,2022,8,Não,2262
Celorico da Beira,2022,8,Sim,1
Celorico da Beira,2022,9,Não,2272
Celorico da Beira,2022,9,Sim,1
Celorico da Beira,2022,10,Não,2478
Celorico da Beira,2022,10,Sim,1
Celorico da Beira,2022,11,Não,2611
Celorico da Beira,2022,11,Sim,1
Celorico da Beira,2022,12,Não,2680
Celorico da Beira,2022,12,Sim,1
Celorico da Beira,2023,1,Não,2792
Celorico da Beira,2023,1,Sim,1
Celorico da Beira,2023,2,Não,3119
Celorico da Beira,2023,2,Sim,1
Celorico da Beira,2023,3,Não,3542
Celorico da Beira,2023,3,Sim,1
Celorico da Beira,2023,4,Não,3640
Celorico da Beira,2023,4,Sim,1
Celorico da Beira,2023,5,Não,3702
Celorico da Beira,2023,5,Sim,1
Celorico da Beira,2023,6,Não,3816
Celorico da Beira,2023,6,Sim,1
Celorico da Beira,2023,7,Não,3937
Celorico da Beira,2023,7,Sim,1
Celorico da Beira,2023,8,Não,4000
Celorico da Beira,2023,8,Sim,1
Celorico da Beira,2023,9,Não,4164
Celorico da Beira,2023,9,Sim,1
Celorico da Beira,2023,10,Não,4685
Celorico da Beira,2023,10,Sim,1
Celorico da Beira,2023,11,Não,5034
Celorico da Beira,2023,11,Sim,1
Celorico da Beira,2023,12,Não,5089
Celorico da Beira,2023,12,Sim,1
Celorico da Beira,2024,1,Não,5242
Celorico da Beira,2024,1,Sim,1
Celorico da Beira,2024,2,Não,5353
Celorico da Beira,2024,2,Sim,1
Celorico da Beira,2024,3,Não,5380
Celorico da Beira,2024,3,Sim,1
Celorico da Beira,2024,4,Não,5410
Celorico da Beira,2024,4,Sim,1
Celorico de Basto,2022,8,Não,2961
Celorico de Basto,2022,8,Sim,1
Celorico de Basto,2022,9,Não,3114
Celorico de Basto,2022,9,Sim,1
Celorico de Basto,2022,10,Não,3676
Celorico de Basto,2022,10,Sim,1
Celorico de Basto,2022,11,Não,3873
Celorico de Basto,2022,11,Sim,1
Celorico de Basto,2022,12,Não,4032
Celorico de Basto,2022,12,Sim,1
Celorico de Basto,2023,1,Não,4216
Celorico de Basto,2023,1,Sim,1
Celorico de Basto,2023,2,Não,4305
Celorico de Basto,2023,2,Sim,1
Celorico de Basto,2023,3,Não,4361
Celorico de Basto,2023,3,Sim,1
Celorico de Basto,2023,4,Não,4389
Celorico de Basto,2023,4,Sim,1
Celorico de Basto,2023,5,Não,4613
Celorico de Basto,2023,5,Sim,1
Celorico de Basto,2023,6,Não,4875
Celorico de Basto,2023,6,Sim,1
Celorico de Basto,2023,7,Não,5116
Celorico de Basto,2023,7,Sim,1
Celorico de Basto,2023,8,Não,5090
Celorico de Basto,2023,8,Sim,1
Celorico de Basto,2023,9,Não,5423
Celorico de Basto,2023,9,Sim,1
Celorico de Basto,2023,10,Não,5617
Celorico de Basto,2023,10,Sim,1
Celorico de Basto,2023,11,Não,5818
Celorico de Basto,2023,11,Sim,1
Celorico de Basto,2023,12,Não,5838
Celorico de Basto,2023,12,Sim,1
Celorico de Basto,2024,1,Não,5899
Celorico de Basto,2024,1,Sim,1
Celorico de Basto,2024,2,Não,6086
Celorico de Basto,2024,2,Sim,1
Celorico de Basto,2024,3,Não,6453
Celorico de Basto,2024,3,Sim,2
Celorico de Basto,2024,4,Não,6455
Celorico de Basto,2024,4,Sim,2
Chamusca,2022,8,Não,2734
Chamusca,2022,8,Sim,1
Chamusca,2022,9,Não,2645
Chamusca,2022,9,Sim,1
Chamusca,2022,10,Não,2928
Chamusca,2022,10,Sim,1
Chamusca,2022,11,Não,3048
Chamusca,2022,11,Sim,1
Chamusca,2022,12,Não,3056
Chamusca,2022,12,Sim,1
Chamusca,2023,1,Não,3211
Chamusca,2023,1,Sim,1
Chamusca,2023,2,Não,3400
Chamusca,2023,2,Sim,1
Chamusca,2023,3,Não,3715
Chamusca,2023,3,Sim,1
Chamusca,2023,4,Não,3874
Chamusca,2023,4,Sim,1
Chamusca,2023,5,Não,3957
Chamusca,2023,5,Sim,1
Chamusca,2023,6,Não,4318
Chamusca,2023,6,Sim,1
Chamusca,2023,7,Não,4575
Chamusca,2023,7,Sim,1
Chamusca,2023,8,Não,4724
Chamusca,2023,8,Sim,1
Chamusca,2023,9,Não,4730
Chamusca,2023,9,Sim,1
Chamusca,2023,10,Não,4695
Chamusca,2023,10,Sim,1
Chamusca,2023,11,Não,4892
Chamusca,2023,11,Sim,1
Chamusca,2023,12,Não,5172
Chamusca,2023,12,Sim,1
Chamusca,2024,1,Não,5120
Chamusca,2024,1,Sim,1
Chamusca,2024,2,Não,5441
Chamusca,2024,2,Sim,1
Chamusca,2024,3,Não,5456
Chamusca,2024,3,Sim,1
Chamusca,2024,4,Não,5462
Chamusca,2024,4,Sim,1
Chaves,2022,8,Não,16631
Chaves,2022,8,Sim,3
Chaves,2022,9,Não,16383
Chaves,2022,9,Sim,3
Chaves,2022,10,Não,17356
Chaves,2022,10,Sim,3
Chaves,2022,11,Não,17615
Chaves,2022,11,Sim,3
Chaves,2022,12,Não,17571
Chaves,2022,12,Sim,2
Chaves,2023,1,Não,17873
Chaves,2023,1,Sim,3
Chaves,2023,2,Não,18514
Chaves,2023,2,Sim,3
Chaves,2023,3,Não,18771
Chaves,2023,3,Sim,3
Chaves,2023,4,Não,18922
Chaves,2023,4,Sim,3
Chaves,2023,5,Não,19156
Chaves,2023,5,Sim,3
Chaves,2023,6,Não,20065
Chaves,2023,6,Sim,3
Chaves,2023,7,Não,20293
Chaves,2023,7,Sim,3
Chaves,2023,8,Não,20487
Chaves,2023,8,Sim,3
Chaves,2023,9,Não,20610
Chaves,2023,9,Sim,3
Chaves,2023,10,Não,21268
Chaves,2023,10,Sim,3
Chaves,2023,11,Não,21251
Chaves,2023,11,Sim,3
Chaves,2023,12,Não,21911
Chaves,2023,12,Sim,3
Chaves,2024,1,Não,22579
Chaves,2024,1,Sim,4
Chaves,2024,2,Não,22821
Chaves,2024,2,Sim,4
Chaves,2024,3,Não,23195
Chaves,2024,3,Sim,5
Chaves,2024,4,Não,23163
Chaves,2024,4,Sim,5
