concelho,ano,mes,inclui_mobilidade_eletrica,cpes_com_dcs_recolhidos_quantidade
Moimenta da Beira,2024,2,Não,6237
Moimenta da Beira,2024,2,Sim,1
Moimenta da Beira,2024,3,Não,6710
Moimenta da Beira,2024,3,Sim,1
Moimenta da Beira,2024,4,Não,6709
Moimenta da Beira,2024,4,Sim,1
Moita,2022,8,Não,17238
Moita,2022,8,Sim,2
Moita,2022,9,Não,17153
Moita,2022,9,Sim,2
Moita,2022,10,Não,17857
Moita,2022,10,Sim,2
Moita,2022,11,Não,18755
Moita,2022,11,Sim,3
Moita,2022,12,Não,18597
Moita,2022,12,Sim,3
Moita,2023,1,Não,19044
Moita,2023,1,Sim,3
Moita,2023,2,Não,20079
Moita,2023,2,Sim,4
Moita,2023,3,Não,21651
Moita,2023,3,Sim,4
Moita,2023,4,Não,22423
Moita,2023,4,Sim,4
Moita,2023,5,Não,23205
Moita,2023,5,Sim,4
Moita,2023,6,Não,25219
Moita,2023,6,Sim,4
Moita,2023,7,Não,25304
Moita,2023,7,Sim,4
Moita,2023,8,Não,25714
Moita,2023,8,Sim,4
Moita,2023,9,Não,27180
Moita,2023,9,Sim,3
Moita,2023,10,Não,26925
Moita,2023,10,Sim,3
Moita,2023,11,Não,27372
Moita,2023,11,Sim,3
Moita,2023,12,Não,28241
Moita,2023,12,Sim,3
Moita,2024,1,Não,28288
Moita,2024,1,Sim,3
Moita,2024,2,Não,29462
Moita,2024,2,Sim,3
Moita,2024,3,Não,30393
Moita,2024,3,Sim,4
Moita,2024,4,Não,30371
Moita,2024,4,Sim,4
Monchique,2022,8,Não,1333
Monchique,2022,8,Sim,1
Monchique,2022,9,Não,1369
Monchique,2022,9,Sim,1
Monchique,2022,10,Não,1569
Monchique,2022,10,Sim,1
Monchique,2022,11,Não,1653
Monchique,2022,11,Sim,1
Monchique,2022,12,Não,1677
Monchique,2022,12,Sim,1
Monchique,2023,1,Não,1646
Monchique,2023,1,Sim,1
Monchique,2023,2,Não,1729
Monchique,2023,2,Sim,1
Monchique,2023,3,Não,1823
Monchique,2023,3,Sim,1
Monchique,2023,4,Não,1842
Monchique,2023,4,Sim,1
Monchique,2023,5,Não,1857
Monchique,2023,5,Sim,1
Monchique,2023,6,Não,2069
Monchique,2023,6,Sim,1
Monchique,2023,7,Não,2288
Monchique,2023,7,Sim,1
Monchique,2023,8,Não,2238
Monchique,2023,8,Sim,1
Monchique,2023,9,Não,2342
Monchique,2023,9,Sim,1
Monchique,2023,10,Não,2566
Monchique,2023,10,Sim,1
Monchique,2023,11,Não,2758
Monchique,2023,11,Sim,1
Monchique,2023,12,Não,2824
Monchique,2023,12,Sim,1
Monchique,2024,1,Não,2635
Monchique,2024,1,Sim,1
Monchique,2024,2,Não,2697
Monchique,2024,2,Sim,1
Monchique,2024,3,Não,2906
Monchique,2024,3,Sim,1
Monchique,2024,4,Não,2963
Monchique,2024,4,Sim,1
Mondim de Basto,2022,8,Não,2006
Mondim de Basto,2022,8,Sim,1
Mondim de Basto,2022,9,Não,2187
Mondim de Basto,2022,9,Sim,1
Mondim de Basto,2022,10,Não,2688
Mondim de Basto,2022,10,Sim,1
Mondim de Basto,2022,11,Não,2785
Mondim de Basto,2022,11,Sim,1
Mondim de Basto,2022,12,Não,2890
Mondim de Basto,2022,12,Sim,1
Mondim de Basto,2023,1,Não,2959
Mondim de Basto,2023,1,Sim,1
Mondim de Basto,2023,2,Não,2997
Mondim de Basto,2023,2,Sim,1
Mondim de Basto,2023,3,Não,3133
Mondim de Basto,2023,3,Sim,1
Mondim de Basto,2023,4,Não,3108
Mondim de Basto,2023,4,Sim,1
Mondim de Basto,2023,5,Não,3281
Mondim de Basto,2023,5,Sim,1
Mondim de Basto,2023,6,Não,3445
Mondim de Basto,2023,6,Sim,2
Mondim de Basto,2023,7,Não,3488
Mondim de Basto,2023,7,Sim,2
Mondim de Basto,2023,8,Não,3530
Mondim de Basto,2023,8,Sim,2
Mondim de Basto,2023,9,Não,3478
Mondim de Basto,2023,9,Sim,2
Mondim de Basto,2023,10,Não,3706
Mondim de Basto,2023,10,Sim,2
Mondim de Basto,2023,11,Não,3993
Mondim de Basto,2023,11,Sim,2
Mondim de Basto,2023,12,Não,4124
Mondim de Basto,2023,12,Sim,2
Mondim de Basto,2024,1,Não,4137
Mondim de Basto,2024,1,Sim,2
Mondim de Basto,2024,2,Não,4196
Mondim de Basto,2024,2,Sim,2
Mondim de Basto,2024,3,Não,4285
Mondim de Basto,2024,3,Sim,2
Mondim de Basto,2024,4,Não,4279
Mondim de Basto,2024,4,Sim,2
Monforte,2022,8,Não,1519
Monforte,2022,8,Sim,1
Monforte,2022,9,Não,1511
Monforte,2022,9,Sim,1
Monforte,2022,10,Não,1517
Monforte,2022,10,Sim,1
Monforte,2022,11,Não,1532
Monforte,2022,11,Sim,1
Monforte,2022,12,Não,1526
Monforte,2022,12,Sim,1
Monforte,2023,1,Não,1533
Monforte,2023,1,Sim,1
Monforte,2023,2,Não,1532
Monforte,2023,2,Sim,1
Monforte,2023,3,Não,1601
Monforte,2023,3,Sim,1
Monforte,2023,4,Não,1594
Monforte,2023,4,Sim,1
Monforte,2023,5,Não,1592
Monforte,2023,5,Sim,1
Monforte,2023,6,Não,1544
Monforte,2023,6,Sim,1
Monforte,2023,7,Não,1562
Monforte,2023,7,Sim,1
Monforte,2023,8,Não,1576
Monforte,2023,8,Sim,1
Monforte,2023,9,Não,1625
Monforte,2023,9,Sim,1
Monforte,2023,10,Não,1533
Monforte,2023,10,Sim,1
Monforte,2023,11,Não,1462
Monforte,2023,11,Sim,1
Monforte,2023,12,Não,1476
Monforte,2023,12,Sim,1
Monforte,2024,1,Não,1521
Monforte,2024,1,Sim,1
Monforte,2024,2,Não,1568
Monforte,2024,2,Sim,1
Monforte,2024,3,Não,1633
Monforte,2024,3,Sim,1
Monforte,2024,4,Não,1617
Monforte,2024,4,Sim,1
Montalegre,2022,8,Não,574
Montalegre,2022,8,Sim,1
Montalegre,2022,9,Não,576
Montalegre,2022,9,Sim,1
Montalegre,2022,10,Não,614
Montalegre,2022,10,Sim,1
Montalegre,2022,11,Não,639
Montalegre,2022,11,Sim,1
Montalegre,2022,12,Não,656
Montalegre,2022,12,Sim,1
Montalegre,2023,1,Não,670
Montalegre,2023,1,Sim,1
Montalegre,2023,2,Não,691
Montalegre,2023,2,Sim,1
Montalegre,2023,3,Não,701
Montalegre,2023,3,Sim,1
Montalegre,2023,4,Não,743
Montalegre,2023,4,Sim,1
Montalegre,2023,5,Não,896
Montalegre,2023,5,Sim,1
Montalegre,2023,6,Não,964
Montalegre,2023,6,Sim,1
Montalegre,2023,7,Não,1016
Montalegre,2023,7,Sim,1
Montalegre,2023,8,Não,1145
Montalegre,2023,8,Sim,1
Montalegre,2023,9,Não,1270
Montalegre,2023,9,Sim,1
Montalegre,2023,10,Não,1420
Montalegre,2023,10,Sim,1
Montalegre,2023,11,Não,1322
Montalegre,2023,11,Sim,1
Montalegre,2023,12,Não,1529
Montalegre,2023,12,Sim,1
Montalegre,2024,1,Não,1456
Montalegre,2024,1,Sim,1
Montalegre,2024,2,Não,1750
Montalegre,2024,2,Sim,1
Montalegre,2024,3,Não,2291
Montalegre,2024,3,Sim,1
Montalegre,2024,4,Não,2326
Montalegre,2024,4,Sim,1
Montemor-o-Novo,2022,8,Não,8003
Montemor-o-Novo,2022,8,Sim,1
Montemor-o-Novo,2022,9,Não,8072
Montemor-o-Novo,2022,9,Sim,1
Montemor-o-Novo,2022,10,Não,8013
Montemor-o-Novo,2022,10,Sim,1
Montemor-o-Novo,2022,11,Não,8127
Montemor-o-Novo,2022,11,Sim,1
Montemor-o-Novo,2022,12,Não,8207
Montemor-o-Novo,2022,12,Sim,1
Montemor-o-Novo,2023,1,Não,8310
Montemor-o-Novo,2023,1,Sim,1
Montemor-o-Novo,2023,2,Não,8450
Montemor-o-Novo,2023,2,Sim,2
Montemor-o-Novo,2023,3,Não,8096
Montemor-o-Novo,2023,3,Sim,2
Montemor-o-Novo,2023,4,Não,8349
Montemor-o-Novo,2023,4,Sim,2
Montemor-o-Novo,2023,5,Não,8182
Montemor-o-Novo,2023,5,Sim,1
Montemor-o-Novo,2023,6,Não,8446
Montemor-o-Novo,2023,6,Sim,2
Montemor-o-Novo,2023,7,Não,8717
Montemor-o-Novo,2023,7,Sim,2
Montemor-o-Novo,2023,8,Não,8609
Montemor-o-Novo,2023,8,Sim,2
Montemor-o-Novo,2023,9,Não,8757
Montemor-o-Novo,2023,9,Sim,1
Montemor-o-Novo,2023,10,Não,8773
Montemor-o-Novo,2023,10,Sim,1
Montemor-o-Novo,2023,11,Não,8556
Montemor-o-Novo,2023,11,Sim,2
Montemor-o-Novo,2023,12,Não,8571
Montemor-o-Novo,2023,12,Sim,2
Montemor-o-Novo,2024,1,Não,8791
Montemor-o-Novo,2024,1,Sim,2
Montemor-o-Novo,2024,2,Não,8889
Montemor-o-Novo,2024,2,Sim,3
Montemor-o-Novo,2024,3,Não,9131
Montemor-o-Novo,2024,3,Sim,3
Montemor-o-Novo,2024,4,Não,9108
Montemor-o-Novo,2024,4,Sim,3
Montemor-o-Velho,2022,8,Não,3378
Montemor-o-Velho,2022,8,Sim,2
Montemor-o-Velho,2022,9,Não,3311
Montemor-o-Velho,2022,9,Sim,2
Montemor-o-Velho,2022,10,Não,3644
Montemor-o-Velho,2022,10,Sim,2
Montemor-o-Velho,2022,11,Não,3829
Montemor-o-Velho,2022,11,Sim,2
Montemor-o-Velho,2022,12,Não,3875
Montemor-o-Velho,2022,12,Sim,2
Montemor-o-Velho,2023,1,Não,4081
Montemor-o-Velho,2023,1,Sim,1
Montemor-o-Velho,2023,2,Não,4552
Montemor-o-Velho,2023,2,Sim,2
Montemor-o-Velho,2023,3,Não,4644
Montemor-o-Velho,2023,3,Sim,1
Montemor-o-Velho,2023,4,Não,4654
Montemor-o-Velho,2023,4,Sim,2
Montemor-o-Velho,2023,5,Não,4591
Montemor-o-Velho,2023,5,Sim,2
Montemor-o-Velho,2023,6,Não,4713
Montemor-o-Velho,2023,6,Sim,2
Montemor-o-Velho,2023,7,Não,4575
Montemor-o-Velho,2023,7,Sim,2
Montemor-o-Velho,2023,8,Não,4934
Montemor-o-Velho,2023,8,Sim,2
Montemor-o-Velho,2023,9,Não,5518
Montemor-o-Velho,2023,9,Sim,2
Montemor-o-Velho,2023,10,Não,5887
Montemor-o-Velho,2023,10,Sim,2
Montemor-o-Velho,2023,11,Não,6874
Montemor-o-Velho,2023,11,Sim,2
Montemor-o-Velho,2023,12,Não,7083
Montemor-o-Velho,2023,12,Sim,2
Montemor-o-Velho,2024,1,Não,7059
Montemor-o-Velho,2024,1,Sim,2
Montemor-o-Velho,2024,2,Não,7279
Montemor-o-Velho,2024,2,Sim,2
Montemor-o-Velho,2024,3,Não,7404
Montemor-o-Velho,2024,3,Sim,2
Montemor-o-Velho,2024,4,Não,7440
Montemor-o-Velho,2024,4,Sim,2
Montijo,2022,8,Não,25885
Montijo,2022,8,Sim,1
Montijo,2022,9,Não,25888
Montijo,2022,9,Sim,1
Montijo,2022,10,Não,26004
Montijo,2022,10,Sim,1
Montijo,2022,11,Não,26465
Montijo,2022,11,Sim,1
Montijo,2022,12,Não,27174
Montijo,2022,12,Sim,2
Montijo,2023,1,Não,27194
Montijo,2023,1,Sim,2
Montijo,2023,2,Não,27844
Montijo,2023,2,Sim,2
Montijo,2023,3,Não,28223
Montijo,2023,3,Sim,2
Montijo,2023,4,Não,28078
Montijo,2023,4,Sim,2
Montijo,2023,5,Não,27990
Montijo,2023,5,Sim,2
Montijo,2023,6,Não,28647
Montijo,2023,6,Sim,3
Montijo,2023,7,Não,28668
Montijo,2023,7,Sim,3
Montijo,2023,8,Não,28930
Montijo,2023,8,Sim,7
Montijo,2023,9,Não,29210
Montijo,2023,9,Sim,7
Montijo,2023,10,Não,29380
Montijo,2023,10,Sim,8
Montijo,2023,11,Não,30182
Montijo,2023,11,Sim,8
Montijo,2023,12,Não,30404
Montijo,2023,12,Sim,8
Montijo,2024,1,Não,30401
Montijo,2024,1,Sim,9
Montijo,2024,2,Não,30857
Montijo,2024,2,Sim,10
Montijo,2024,3,Não,30744
Montijo,2024,3,Sim,12
Montijo,2024,4,Não,30437
Montijo,2024,4,Sim,12
Monção,2022,8,Não,5484
Monção,2022,8,Sim,1
Monção,2022,9,Não,5393
Monção,2022,9,Sim,1
Monção,2022,10,Não,5636
Monção,2022,10,Sim,1
Monção,2022,11,Não,5791
Monção,2022,11,Sim,1
Monção,2022,12,Não,6011
Monção,2022,12,Sim,1
Monção,2023,1,Não,6244
Monção,2023,1,Sim,1
Monção,2023,2,Não,6615
Monção,2023,2,Sim,1
Monção,2023,3,Não,7039
Monção,2023,3,Sim,1
Monção,2023,4,Não,7146
Monção,2023,4,Sim,1
Monção,2023,5,Não,7112
Monção,2023,5,Sim,1
Monção,2023,6,Não,8617
Monção,2023,6,Sim,1
Monção,2023,7,Não,9600
Monção,2023,7,Sim,1
Monção,2023,8,Não,10046
Monção,2023,8,Sim,1
Monção,2023,9,Não,11041
Monção,2023,9,Sim,1
Monção,2023,10,Não,10885
Monção,2023,10,Sim,1
Monção,2023,11,Não,11085
Monção,2023,11,Sim,1
Monção,2023,12,Não,11785
Monção,2023,12,Sim,1
Monção,2024,1,Não,12068
Monção,2024,1,Sim,1
Monção,2024,2,Não,12385
Monção,2024,2,Sim,1
Monção,2024,3,Não,12602
Monção,2024,3,Sim,1
Monção,2024,4,Não,12624
Monção,2024,4,Sim,1
Mora,2022,8,Não,1152
Mora,2022,8,Sim,1
Mora,2022,9,Não,1201
Mora,2022,9,Sim,1
Mora,2022,10,Não,1313
Mora,2022,10,Sim,1
Mora,2022,11,Não,1386
Mora,2022,11,Sim,1
Mora,2022,12,Não,1409
Mora,2022,12,Sim,1
Mora,2023,1,Não,1471
Mora,2023,1,Sim,1
Mora,2023,2,Não,1587
Mora,2023,2,Sim,1
Mora,2023,3,Não,1785
Mora,2023,3,Sim,1
Mora,2023,4,Não,1951
Mora,2023,4,Sim,1
Mora,2023,5,Não,1946
Mora,2023,5,Sim,1
Mora,2023,6,Não,2144
Mora,2023,6,Sim,1
Mora,2023,7,Não,2250
Mora,2023,7,Sim,1
Mora,2023,8,Não,2265
Mora,2023,8,Sim,1
Mora,2023,9,Não,2314
Mora,2023,9,Sim,1
Mora,2023,10,Não,2020
Mora,2023,10,Sim,1
Mora,2023,11,Não,2051
Mora,2023,11,Sim,1
Mora,2023,12,Não,2242
Mora,2023,12,Sim,1
Mora,2024,1,Não,2329
Mora,2024,1,Sim,1
Mora,2024,2,Não,2355
Mora,2024,2,Sim,1
Mora,2024,3,Não,2611
Mora,2024,3,Sim,1
Mora,2024,4,Não,2600
Mora,2024,4,Sim,1
Mortágua,2022,8,Não,3545
Mortágua,2022,8,Sim,1
Mortágua,2022,9,Não,3520
Mortágua,2022,9,Sim,1
Mortágua,2022,10,Não,3651
Mortágua,2022,10,Sim,1
Mortágua,2022,11,Não,3694
Mortágua,2022,11,Sim,1
Mortágua,2022,12,Não,3714
Mortágua,2022,12,Sim,1
Mortágua,2023,1,Não,3735
Mortágua,2023,1,Sim,1
Mortágua,2023,2,Não,3817
Mortágua,2023,2,Sim,1
Mortágua,2023,3,Não,3926
Mortágua,2023,3,Sim,1
Mortágua,2023,4,Não,3879
Mortágua,2023,4,Sim,1
Mortágua,2023,5,Não,3931
Mortágua,2023,5,Sim,1
Mortágua,2023,6,Não,4258
Mortágua,2023,6,Sim,1
Mortágua,2023,7,Não,4437
Mortágua,2023,7,Sim,1
Mortágua,2023,8,Não,4490
Mortágua,2023,8,Sim,1
Mortágua,2023,9,Não,4686
Mortágua,2023,9,Sim,1
Mortágua,2023,10,Não,4991
Mortágua,2023,10,Sim,1
Mortágua,2023,11,Não,5294
Mortágua,2023,11,Sim,1
Mortágua,2023,12,Não,5315
Mortágua,2023,12,Sim,1
Mortágua,2024,1,Não,5584
Mortágua,2024,1,Sim,1
Mortágua,2024,2,Não,5718
Mortágua,2024,2,Sim,1
Mortágua,2024,3,Não,5778
Mortágua,2024,3,Sim,1
Mortágua,2024,4,Não,5747
Mortágua,2024,4,Sim,1
Moura,2022,8,Não,4626
Moura,2022,8,Sim,1
Moura,2022,9,Não,4956
Moura,2022,9,Sim,1
Moura,2022,10,Não,4929
Moura,2022,10,Sim,1
Moura,2022,11,Não,4879
Moura,2022,11,Sim,1
Moura,2022,12,Não,5056
Moura,2022,12,Sim,1
Moura,2023,1,Não,5363
Moura,2023,1,Sim,1
Moura,2023,2,Não,5550
Moura,2023,2,Sim,1
Moura,2023,3,Não,5819
Moura,2023,3,Sim,1
Moura,2023,4,Não,6973
Moura,2023,4,Sim,1
Moura,2023,5,Não,6506
Moura,2023,5,Sim,1
Moura,2023,6,Não,6836
Moura,2023,6,Sim,1
Moura,2023,7,Não,6778
Moura,2023,7,Sim,1
Moura,2023,8,Não,7006
Moura,2023,8,Sim,1
Moura,2023,9,Não,7109
Moura,2023,9,Sim,1
Moura,2023,10,Não,7907
Moura,2023,10,Sim,1
Moura,2023,11,Não,8166
Moura,2023,11,Sim,1
Moura,2023,12,Não,8119
Moura,2023,12,Sim,1
Moura,2024,1,Não,7567
Moura,2024,1,Sim,1
Moura,2024,2,Não,7763
Moura,2024,2,Sim,1
Moura,2024,3,Não,7673
Moura,2024,3,Sim,1
Moura,2024,4,Não,7789
Moura,2024,4,Sim,1
Mourão,2022,8,Não,770
Mourão,2022,8,Sim,1
Mourão,2022,9,Não,761
Mourão,2022,9,Sim,1
Mourão,2022,10,Não,951
Mourão,2022,10,Sim,1
Mourão,2022,11,Não,972
Mourão,2022,11,Sim,1
Mourão,2022,12,Não,819
Mourão,2022,12,Sim,1
Mourão,2023,1,Não,870
Mourão,2023,1,Sim,1
Mourão,2023,2,Não,1052
Mourão,2023,2,Sim,1
Mourão,2023,3,Não,1062
Mourão,2023,3,Sim,1
Mourão,2023,4,Não,1078
Mourão,2023,4,Sim,1
Mourão,2023,5,Não,1084
Mourão,2023,5,Sim,1
Mourão,2023,6,Não,1084
Mourão,2023,6,Sim,1
Mourão,2023,7,Não,1088
Mourão,2023,7,Sim,1
Mourão,2023,8,Não,1093
Mourão,2023,8,Sim,1
Mourão,2023,9,Não,1146
Mourão,2023,9,Sim,1
Mourão,2023,10,Não,1346
Mourão,2023,10,Sim,1
Mourão,2023,11,Não,1291
Mourão,2023,11,Sim,1
Mourão,2023,12,Não,1320
Mourão,2023,12,Sim,1
Mourão,2024,1,Não,1688
Mourão,2024,1,Sim,1
Mourão,2024,2,Não,1723
Mourão,2024,2,Sim,1
Mourão,2024,3,Não,1770
Mourão,2024,3,Sim,1
Mourão,2024,4,Não,1777
Mourão,2024,4,Sim,1
Murtosa,2022,8,Não,3118
Murtosa,2022,8,Sim,1
Murtosa,2022,9,Não,3118
Murtosa,2022,9,Sim,1
Murtosa,2022,10,Não,3238
Murtosa,2022,10,Sim,1
Murtosa,2022,11,Não,3342
Murtosa,2022,11,Sim,1
Murtosa,2022,12,Não,3495
Murtosa,2022,12,Sim,1
Murtosa,2023,1,Não,3738
Murtosa,2023,1,Sim,1
Murtosa,2023,2,Não,5058
Murtosa,2023,2,Sim,1
Murtosa,2023,3,Não,5694
Murtosa,2023,3,Sim,1
Murtosa,2023,4,Não,6229
Murtosa,2023,4,Sim,1
Murtosa,2023,5,Não,6429
Murtosa,2023,5,Sim,1
Murtosa,2023,6,Não,7185
Murtosa,2023,6,Sim,1
Murtosa,2023,7,Não,7407
Murtosa,2023,7,Sim,1
Murtosa,2023,8,Não,7298
Murtosa,2023,8,Sim,1
Murtosa,2023,9,Não,7580
Murtosa,2023,9,Sim,1
Murtosa,2023,10,Não,7665
Murtosa,2023,10,Sim,1
Murtosa,2023,11,Não,7758
Murtosa,2023,11,Sim,1
Murtosa,2023,12,Não,7786
Murtosa,2023,12,Sim,1
Murtosa,2024,1,Não,7640
Murtosa,2024,1,Sim,1
Murtosa,2024,2,Não,7898
Murtosa,2024,2,Sim,1
Murtosa,2024,3,Não,7798
Murtosa,2024,3,Sim,1
Murtosa,2024,4,Não,7868
Murtosa,2024,4,Sim,1
Murça,2022,8,Não,1992
Murça,2022,8,Sim,1
Murça,2022,9,Não,1958
Murça,2022,9,Sim,1
Murça,2022,10,Não,2131
Murça,2022,10,Sim,1
Murça,2022,11,Não,2229
Murça,2022,11,Sim,1
Murça,2022,12,Não,2250
Murça,2022,12,Sim,2
Murça,2023,1,Não,2317
Murça,2023,1,Sim,2
Murça,2023,2,Não,2401
Murça,2023,2,Sim,2
Murça,2023,3,Não,2442
Murça,2023,3,Sim,2
Murça,2023,4,Não,2525
Murça,2023,4,Sim,2
Murça,2023,5,Não,2646
Murça,2023,5,Sim,2
Murça,2023,6,Não,2884
Murça,2023,6,Sim,2
Murça,2023,7,Não,3011
Murça,2023,7,Sim,2
Murça,2023,8,Não,3043
Murça,2023,8,Sim,2
Murça,2023,9,Não,3072
Murça,2023,9,Sim,2
Murça,2023,10,Não,2961
Murça,2023,10,Sim,2
Murça,2023,11,Não,3262
Murça,2023,11,Sim,2
Murça,2023,12,Não,3620
Murça,2023,12,Sim,1
Murça,2024,1,Não,4012
Murça,2024,1,Sim,2
Murça,2024,2,Não,4038
Murça,2024,2,Sim,2
Murça,2024,3,Não,4043
Murça,2024,3,Sim,2
Murça,2024,4,Não,4021
Murça,2024,4,Sim,2
Mértola,2022,8,Não,1727
Mértola,2022,8,Sim,1
Mértola,2022,9,Não,1776
Mértola,2022,9,Sim,1
Mértola,2022,10,Não,2165
Mértola,2022,10,Sim,1
Mértola,2022,11,Não,2302
Mértola,2022,11,Sim,1
Mértola,2022,12,Não,2419
Mértola,2022,12,Sim,1
Mértola,2023,1,Não,2551
Mértola,2023,1,Sim,1
Mértola,2023,2,Não,2662
Mértola,2023,2,Sim,1
Mértola,2023,3,Não,3617
Mértola,2023,3,Sim,1
Mértola,2023,4,Não,4195
Mértola,2023,4,Sim,1
Mértola,2023,5,Não,4674
Mértola,2023,5,Sim,1
Mértola,2023,6,Não,4774
Mértola,2023,6,Sim,1
Mértola,2023,7,Não,4890
Mértola,2023,7,Sim,1
Mértola,2023,8,Não,5153
Mértola,2023,8,Sim,1
Mértola,2023,9,Não,5333
Mértola,2023,9,Sim,1
Mértola,2023,10,Não,5906
Mértola,2023,10,Sim,1
Mértola,2023,11,Não,5972
Mértola,2023,11,Sim,1
Mértola,2023,12,Não,6407
Mértola,2024,1,Não,6872
Mértola,2024,2,Não,7043
Mértola,2024,3,Não,7210
Mértola,2024,3,Sim,1
Mértola,2024,4,Não,7296
Mértola,2024,4,Sim,1
Mêda,2022,8,Não,1773
Mêda,2022,8,Sim,1
Mêda,2022,9,Não,1812
Mêda,2022,9,Sim,1
Mêda,2022,10,Não,1926
Mêda,2022,10,Sim,1
Mêda,2022,11,Não,1981
Mêda,2022,11,Sim,1
Mêda,2022,12,Não,2005
Mêda,2022,12,Sim,1
Mêda,2023,1,Não,2147
Mêda,2023,1,Sim,1
Mêda,2023,2,Não,2521
Mêda,2023,2,Sim,1
Mêda,2023,3,Não,2634
Mêda,2023,3,Sim,1
Mêda,2023,4,Não,2743
Mêda,2023,4,Sim,1
Mêda,2023,5,Não,2863
Mêda,2023,5,Sim,1
Mêda,2023,6,Não,3121
Mêda,2023,6,Sim,1
Mêda,2023,7,Não,3427
Mêda,2023,7,Sim,1
Mêda,2023,8,Não,3424
Mêda,2023,8,Sim,1
Mêda,2023,9,Não,3668
Mêda,2023,9,Sim,1
Mêda,2023,10,Não,3889
Mêda,2023,10,Sim,1
Mêda,2023,11,Não,4034
Mêda,2023,11,Sim,1
Mêda,2023,12,Não,4112
Mêda,2023,12,Sim,1
Mêda,2024,1,Não,4307
Mêda,2024,1,Sim,1
Mêda,2024,2,Não,4329
Mêda,2024,2,Sim,1
Mêda,2024,3,Não,4266
Mêda,2024,3,Sim,1
Mêda,2024,4,Não,4263
Mêda,2024,4,Sim,1
Nazaré,2022,8,Não,10409
Nazaré,2022,8,Sim,5
Nazaré,2022,9,Não,10517
Nazaré,2022,9,Sim,5
Nazaré,2022,10,Não,10492
Nazaré,2022,10,Sim,5
Nazaré,2022,11,Não,10506
Nazaré,2022,11,Sim,5
Nazaré,2022,12,Não,10663
Nazaré,2022,12,Sim,5
Nazaré,2023,1,Não,10725
Nazaré,2023,1,Sim,4
Nazaré,2023,2,Não,11433
Nazaré,2023,2,Sim,5
Nazaré,2023,3,Não,11577
Nazaré,2023,3,Sim,4
Nazaré,2023,4,Não,11899
Nazaré,2023,4,Sim,5
Nazaré,2023,5,Não,11592
Nazaré,2023,5,Sim,4
Nazaré,2023,6,Não,12443
Nazaré,2023,6,Sim,8
Nazaré,2023,7,Não,12454
Nazaré,2023,7,Sim,8
Nazaré,2023,8,Não,12464
Nazaré,2023,8,Sim,8
Nazaré,2023,9,Não,12562
Nazaré,2023,9,Sim,9
Nazaré,2023,10,Não,12805
Nazaré,2023,10,Sim,10
Nazaré,2023,11,Não,12695
Nazaré,2023,11,Sim,10
Nazaré,2023,12,Não,12373
Nazaré,2023,12,Sim,10
Nazaré,2024,1,Não,12935
Nazaré,2024,1,Sim,10
Nazaré,2024,2,Não,12931
Nazaré,2024,2,Sim,10
Nazaré,2024,3,Não,12791
Nazaré,2024,3,Sim,10
Nazaré,2024,4,Não,12847
Nazaré,2024,4,Sim,10
Nelas,2022,8,Não,4343
Nelas,2022,9,Não,4388
Nelas,2022,10,Não,4605
Nelas,2022,11,Não,4748
Nelas,2022,12,Não,4709
Nelas,2023,1,Não,5039
Nelas,2023,2,Não,5139
Nelas,2023,2,Sim,1
Nelas,2023,3,Não,5271
Nelas,2023,3,Sim,1
Nelas,2023,4,Não,5311
Nelas,2023,4,Sim,1
Nelas,2023,5,Não,5296
Nelas,2023,5,Sim,1
Nelas,2023,6,Não,5420
Nelas,2023,6,Sim,1
Nelas,2023,7,Não,5706
Nelas,2023,7,Sim,1
Nelas,2023,8,Não,5661
Nelas,2023,8,Sim,2
Nelas,2023,9,Não,5870
Nelas,2023,9,Sim,3
Nelas,2023,10,Não,5753
Nelas,2023,10,Sim,3
Nelas,2023,11,Não,5665
Nelas,2023,11,Sim,3
Nelas,2023,12,Não,5862
Nelas,2023,12,Sim,2
Nelas,2024,1,Não,6112
Nelas,2024,1,Sim,2
Nelas,2024,2,Não,6316
Nelas,2024,2,Sim,3
Nelas,2024,3,Não,7438
Nelas,2024,3,Sim,3
Nelas,2024,4,Não,7488
Nelas,2024,4,Sim,3
Nisa,2022,8,Não,3760
Nisa,2022,8,Sim,1
Nisa,2022,9,Não,3668
Nisa,2022,9,Sim,1
Nisa,2022,10,Não,3803
Nisa,2022,10,Sim,1
Nisa,2022,11,Não,3875
Nisa,2022,11,Sim,1
Nisa,2022,12,Não,3887
Nisa,2022,12,Sim,1
Nisa,2023,1,Não,3761
Nisa,2023,1,Sim,1
Nisa,2023,2,Não,3618
Nisa,2023,2,Sim,1
Nisa,2023,3,Não,3839
Nisa,2023,3,Sim,1
Nisa,2023,4,Não,3672
Nisa,2023,4,Sim,1
Nisa,2023,5,Não,3850
Nisa,2023,5,Sim,1
Nisa,2023,6,Não,4048
Nisa,2023,6,Sim,1
Nisa,2023,7,Não,3853
Nisa,2023,7,Sim,1
Nisa,2023,8,Não,3776
Nisa,2023,8,Sim,1
Nisa,2023,9,Não,4095
Nisa,2023,9,Sim,1
Nisa,2023,10,Não,4168
Nisa,2023,10,Sim,1
Nisa,2023,11,Não,4142
Nisa,2023,11,Sim,1
Nisa,2023,12,Não,4319
Nisa,2023,12,Sim,1
Nisa,2024,1,Não,4465
Nisa,2024,1,Sim,1
