energia_ativa_baixa_tensao_kwh,cpes_domestico_baixa_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_nao_domestico_baixa_tensao,cpes_outros_baixa_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao,densidade_populacional_pessoas_km2
662541,2859,90,733,10,3556,4,4
590175,2857,90,734,10,3346,4,4
587599,2855,90,735,10,3672,4,4
581174,2857,91,734,12,3780,4,4
628188,2857,91,734,13,3798,4,4
662248,2849,91,736,11,3788,4,4
593736,2850,91,737,12,3798,4,4
583803,2851,91,736,17,3914,4,4
527396,2851,91,736,17,4044,4,4
538974,2851,91,736,17,4092,4,4
568502,2849,91,737,12,4160,4,4
678621,2853,91,736,12,4208,4,4
698657,2856,91,736,14,4078,4,4
596123,2863,91,737,12,4276,4,4
569771,2864,91,735,12,4268,4,4
565560,2865,91,734,12,4266,4,4
650589,2862,91,736,12,4578,4,4
664170,2861,91,735,12,4680,4,4
201479,2862,91,736,13,4766,4,4
3076743,6642,102,1465,66,12890,2,7
