ano,mês,energia_ativa_baixa_tensao_kwh,energia_ativa_alta_tensao_kwh,cpes_domestico_baixa_tensao,cpes_domestico_alta_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_nao_domestico_baixa_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_baixa_tensao,cpes_outros_alta_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao
2023,9,139066.00 - 2983911.75,3353532.66 - 9317038.68,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,81.89 - 111.81,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2023,10,139066.00 - 2983911.75,3353532.66 - 9317038.68,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,81.89 - 111.81,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,11,139066.00 - 2983911.75,3353532.66 - 9317038.68,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,81.89 - 111.81,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,12,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,81.89 - 111.81,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2024,1,139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,81.89 - 111.81,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2022,8,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,466.10 - 517.50,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2022,9,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,466.10 - 517.50,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2022,10,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,466.10 - 517.50,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2022,11,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,466.10 - 517.50,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2022,12,12252934.51 - 18464831.15,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,466.10 - 517.50,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,1,12252934.51 - 18464831.15,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,466.10 - 517.50,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,2,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,3,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,4,6866211.91 - 12252934.51,3353532.66 - 9317038.68,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,5,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,6,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,7,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
2023,8,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
2023,9,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
2023,10,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
2023,11,6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
2023,12,12252934.51 - 18464831.15,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
2024,1,2983911.75 - 6866211.91,3353532.66 - 9317038.68,22924.60 - 32321.75,0.00 - 0.54,517.50 - 575.57,5235.35 - 7947.00,295.97 - 341.11,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
2022,8,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2022,9,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2022,10,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2022,11,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2022,12,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,1,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,2,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,3,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,4,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,5,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,6,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,81.89 - 111.81,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,7,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,81.89 - 111.81,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,8,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,81.89 - 111.81,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,9,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,81.89 - 111.81,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,10,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,81.89 - 111.81,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,12.51 - 28.31
2023,11,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,12.51 - 28.31
2023,12,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,12.51 - 28.31
2024,1,139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,81.89 - 111.81,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,12.51 - 28.31
2022,8,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2022,9,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2022,10,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2022,11,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2022,12,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,1,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,2,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,3,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,4,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,5,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,6,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,7,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,8,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,9,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,10,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,11,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2023,12,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2024,1,139066.00 - 2983911.75,0.00 - 3353532.66,1042.00 - 3196.96,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2022,8,2983911.75 - 6866211.91,3353532.66 - 9317038.68,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2022,9,139066.00 - 2983911.75,3353532.66 - 9317038.68,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2022,10,139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2022,11,139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2022,12,139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2023,1,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2023,2,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2023,3,139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2023,4,139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2023,5,139066.00 - 2983911.75,3353532.66 - 9317038.68,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2023,6,139066.00 - 2983911.75,3353532.66 - 9317038.68,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2023,7,2983911.75 - 6866211.91,3353532.66 - 9317038.68,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2023,8,2983911.75 - 6866211.91,3353532.66 - 9317038.68,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2023,9,139066.00 - 2983911.75,3353532.66 - 9317038.68,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2023,10,139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,11,139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2023,12,2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2024,1,139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2022,8,2983911.75 - 6866211.91,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,83.89 - 148.16,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2022,9,2983911.75 - 6866211.91,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2022,10,2983911.75 - 6866211.91,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2022,11,2983911.75 - 6866211.91,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,83.89 - 148.16,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2022,12,6866211.91 - 12252934.51,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,83.89 - 148.16,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,1,6866211.91 - 12252934.51,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,2,6866211.91 - 12252934.51,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,3,6866211.91 - 12252934.51,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,4,2983911.75 - 6866211.91,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,5,2983911.75 - 6866211.91,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,6,2983911.75 - 6866211.91,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,7,2983911.75 - 6866211.91,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,8,2983911.75 - 6866211.91,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,9,2983911.75 - 6866211.91,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,10,2983911.75 - 6866211.91,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,11,6866211.91 - 12252934.51,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2023,12,6866211.91 - 12252934.51,9317038.68 - 18336169.09,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2024,1,2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,238.40 - 299.03,3135.72 - 5235.35,143.91 - 194.04,38.21 - 83.89,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2022,8,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2022,9,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2022,10,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2022,11,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2022,12,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2023,1,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2023,2,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2023,3,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2023,4,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2023,5,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2023,6,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2023,7,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2023,8,139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
