ano,mes,energia_ativa_alta_tensao_kwh,cpes_domestico_alta_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_alta_tensao,densidade_populacional_pessoas_km2,num_industrias_extrativas,num_industrias_transformadoras
2023,10,0.00 - 3349844.95,0,41,0,22,4,27
2023,11,0.00 - 3349844.95,0,41,0,22,4,27
2023,12,0.00 - 3349844.95,0,41,0,22,4,27
2022,8,0.00 - 3349844.95,0,31,0,12,1,42
2022,9,0.00 - 3349844.95,0,31,0,12,1,42
2022,10,0.00 - 3349844.95,0,31,0,12,1,42
2022,11,0.00 - 3349844.95,0,31,0,12,1,42
2022,12,0.00 - 3349844.95,0,31,0,12,1,42
2023,1,0.00 - 3349844.95,0,31,0,12,1,42
2023,2,0.00 - 3349844.95,0,31,0,12,1,42
2023,3,0.00 - 3349844.95,0,31,0,12,1,42
2023,4,0.00 - 3349844.95,0,31,0,12,1,42
2023,5,18073778.11 - 27864901.18,0,31,0,12,1,42
2023,6,0.00 - 3349844.95,0,32,0,12,1,42
2023,7,0.00 - 3349844.95,0,32,0,12,1,42
2023,8,0.00 - 3349844.95,0,32,0,12,1,42
2023,9,0.00 - 3349844.95,0,32,0,12,1,42
2023,10,0.00 - 3349844.95,0,32,0,12,1,42
2023,11,0.00 - 3349844.95,0,32,0,12,1,42
2023,12,0.00 - 3349844.95,0,32,0,12,1,42
2022,8,0.00 - 3349844.95,0,25,0,26,1,22
2022,9,0.00 - 3349844.95,0,25,0,26,1,22
2022,10,0.00 - 3349844.95,0,25,0,26,1,22
2022,11,0.00 - 3349844.95,0,25,0,26,1,22
2022,12,0.00 - 3349844.95,0,25,0,26,1,22
2023,1,0.00 - 3349844.95,0,25,0,26,1,22
2023,2,0.00 - 3349844.95,0,25,0,26,1,22
2023,3,0.00 - 3349844.95,0,25,0,26,1,22
2023,4,0.00 - 3349844.95,0,25,0,26,1,22
2023,5,0.00 - 3349844.95,0,25,0,26,1,22
2023,6,0.00 - 3349844.95,0,25,0,26,1,22
2023,7,0.00 - 3349844.95,0,25,0,26,1,22
2023,8,0.00 - 3349844.95,0,25,0,26,1,22
2023,9,0.00 - 3349844.95,0,26,0,26,1,22
2023,10,0.00 - 3349844.95,0,26,0,26,1,22
2023,11,0.00 - 3349844.95,0,26,0,26,1,22
2023,12,0.00 - 3349844.95,0,26,0,26,1,22
2022,8,0.00 - 3349844.95,0,32,0,97,0,117
2022,9,0.00 - 3349844.95,0,32,0,97,0,117
2022,10,0.00 - 3349844.95,0,32,0,97,0,117
2022,11,0.00 - 3349844.95,0,32,0,97,0,117
2022,12,0.00 - 3349844.95,0,33,0,97,0,117
2023,1,0.00 - 3349844.95,0,33,0,97,0,117
2023,2,0.00 - 3349844.95,0,33,0,97,0,117
2023,3,0.00 - 3349844.95,0,33,0,97,0,117
2023,4,0.00 - 3349844.95,0,33,0,97,0,117
2023,5,0.00 - 3349844.95,0,33,0,97,0,117
2023,6,0.00 - 3349844.95,0,34,0,97,0,117
2023,7,0.00 - 3349844.95,0,33,0,97,0,117
2023,8,0.00 - 3349844.95,0,33,0,97,0,117
2023,9,0.00 - 3349844.95,0,33,0,97,0,117
2023,10,0.00 - 3349844.95,0,33,0,97,0,117
2023,11,0.00 - 3349844.95,0,33,0,97,0,117
2023,12,0.00 - 3349844.95,0,33,0,97,0,117
2022,8,3349844.95 - 9260857.23,0,76,0,11,3,57
2022,9,0.00 - 3349844.95,0,76,0,11,3,57
2022,10,0.00 - 3349844.95,0,76,0,11,3,57
2022,11,0.00 - 3349844.95,0,76,0,11,3,57
2022,12,0.00 - 3349844.95,0,76,0,11,3,57
2023,1,0.00 - 3349844.95,0,75,0,11,3,57
2023,2,0.00 - 3349844.95,0,76,0,11,3,57
2023,3,0.00 - 3349844.95,0,76,0,11,3,57
2023,4,0.00 - 3349844.95,0,76,0,11,3,57
2023,5,3349844.95 - 9260857.23,0,76,0,11,3,57
2023,6,3349844.95 - 9260857.23,0,75,0,11,3,57
2023,7,3349844.95 - 9260857.23,0,75,0,11,3,57
2023,8,3349844.95 - 9260857.23,0,75,0,11,3,57
2023,9,0.00 - 3349844.95,0,75,0,11,3,57
2023,10,0.00 - 3349844.95,0,75,0,11,3,57
2023,11,0.00 - 3349844.95,0,75,0,11,3,57
2023,12,0.00 - 3349844.95,0,75,0,11,3,57
2022,8,3349844.95 - 9260857.23,0,100,0,63,7,232
2022,9,3349844.95 - 9260857.23,0,100,0,63,7,232
2022,10,3349844.95 - 9260857.23,0,100,0,63,7,232
2022,11,0.00 - 3349844.95,0,100,0,63,7,232
2022,12,0.00 - 3349844.95,0,100,0,63,7,232
2023,1,3349844.95 - 9260857.23,0,100,0,63,7,232
2023,2,0.00 - 3349844.95,0,100,0,63,7,232
2023,3,0.00 - 3349844.95,0,101,0,63,7,232
2023,4,0.00 - 3349844.95,0,101,0,63,7,232
2023,5,0.00 - 3349844.95,0,101,0,63,7,232
2023,6,3349844.95 - 9260857.23,0,101,0,63,7,232
2023,7,3349844.95 - 9260857.23,0,102,0,63,7,232
2023,8,3349844.95 - 9260857.23,0,103,0,63,7,232
2023,9,3349844.95 - 9260857.23,0,103,0,63,7,232
2023,10,3349844.95 - 9260857.23,0,103,0,63,7,232
2023,11,3349844.95 - 9260857.23,0,103,0,63,7,232
2023,12,0.00 - 3349844.95,0,103,0,63,7,232
2022,8,0.00 - 3349844.95,0,32,0,74,0,79
2022,9,0.00 - 3349844.95,0,32,0,74,0,79
2022,10,0.00 - 3349844.95,0,32,0,74,0,79
2022,11,0.00 - 3349844.95,0,32,0,74,0,79
2022,12,0.00 - 3349844.95,0,32,0,74,0,79
2023,1,0.00 - 3349844.95,0,32,0,74,0,79
2023,2,0.00 - 3349844.95,0,32,0,74,0,79
2023,3,0.00 - 3349844.95,0,31,0,74,0,79
2023,4,0.00 - 3349844.95,0,31,0,74,0,79
2023,5,0.00 - 3349844.95,0,31,0,74,0,79
2023,6,0.00 - 3349844.95,0,31,0,74,0,79
2023,7,0.00 - 3349844.95,0,31,0,74,0,79
2023,8,0.00 - 3349844.95,0,31,0,74,0,79
2023,9,0.00 - 3349844.95,0,31,0,74,0,79
2023,10,0.00 - 3349844.95,0,31,0,74,0,79
2023,11,0.00 - 3349844.95,0,31,0,74,0,79
2023,12,0.00 - 3349844.95,0,31,0,74,0,79
2022,8,27864901.18 - 37334467.99,0,278,0,445,3,578
2022,9,18073778.11 - 27864901.18,0,277,0,445,3,578
2022,10,27864901.18 - 37334467.99,0,278,0,445,3,578
2022,11,27864901.18 - 37334467.99,0,278,0,445,3,578
2022,12,27864901.18 - 37334467.99,0,278,0,445,3,578
2023,1,18073778.11 - 27864901.18,0,279,0,445,3,578
2023,2,27864901.18 - 37334467.99,0,280,0,445,3,578
2023,3,27864901.18 - 37334467.99,0,279,0,445,3,578
2023,4,18073778.11 - 27864901.18,0,279,0,445,3,578
2023,5,18073778.11 - 27864901.18,0,279,0,445,3,578
2023,6,27864901.18 - 37334467.99,0,280,0,445,3,578
2023,7,27864901.18 - 37334467.99,0,280,0,445,3,578
2023,8,27864901.18 - 37334467.99,0,290,0,445,3,578
2023,9,27864901.18 - 37334467.99,0,289,0,445,3,578
2023,10,27864901.18 - 37334467.99,0,289,0,445,3,578
2023,11,27864901.18 - 37334467.99,0,289,0,445,3,578
2023,12,18073778.11 - 27864901.18,0,289,0,445,3,578
2022,8,0.00 - 3349844.95,0,36,0,123,5,86
2022,9,0.00 - 3349844.95,0,36,0,123,5,86
2022,10,0.00 - 3349844.95,0,36,0,123,5,86
2022,11,0.00 - 3349844.95,0,36,0,123,5,86
2022,12,0.00 - 3349844.95,0,36,0,123,5,86
2023,1,0.00 - 3349844.95,0,36,0,123,5,86
2023,2,0.00 - 3349844.95,0,36,0,123,5,86
2023,3,0.00 - 3349844.95,0,36,0,123,5,86
2023,4,0.00 - 3349844.95,0,36,0,123,5,86
2023,5,0.00 - 3349844.95,0,36,0,123,5,86
2023,6,0.00 - 3349844.95,0,36,0,123,5,86
2023,7,0.00 - 3349844.95,0,36,0,123,5,86
2023,8,0.00 - 3349844.95,0,36,0,123,5,86
2023,9,0.00 - 3349844.95,0,36,0,123,5,86
2023,10,0.00 - 3349844.95,0,36,0,123,5,86
2023,11,0.00 - 3349844.95,0,36,0,123,5,86
2023,12,0.00 - 3349844.95,0,36,0,123,5,86
2022,8,3349844.95 - 9260857.23,0,21,0,48,2,26
2022,9,3349844.95 - 9260857.23,0,21,0,48,2,26
2022,10,3349844.95 - 9260857.23,0,21,0,48,2,26
2022,11,3349844.95 - 9260857.23,0,21,0,48,2,26
2022,12,3349844.95 - 9260857.23,0,21,0,48,2,26
2023,1,3349844.95 - 9260857.23,0,21,0,48,2,26
2023,2,0.00 - 3349844.95,0,20,0,48,2,26
2023,3,0.00 - 3349844.95,0,20,0,48,2,26
2023,4,0.00 - 3349844.95,0,20,0,48,2,26
2023,5,0.00 - 3349844.95,0,20,0,48,2,26
2023,6,0.00 - 3349844.95,0,20,0,48,2,26
2023,7,0.00 - 3349844.95,0,19,0,48,2,26
2023,8,0.00 - 3349844.95,0,19,0,48,2,26
2023,9,0.00 - 3349844.95,0,19,0,48,2,26
2023,10,0.00 - 3349844.95,0,19,0,48,2,26
2023,11,0.00 - 3349844.95,0,19,0,48,2,26
2023,12,0.00 - 3349844.95,0,20,0,48,2,26
2022,8,3349844.95 - 9260857.23,0,154,0,16,4,89
2022,9,3349844.95 - 9260857.23,0,154,0,16,4,89
2022,10,3349844.95 - 9260857.23,0,154,0,16,4,89
2022,11,3349844.95 - 9260857.23,0,155,0,16,4,89
2022,12,3349844.95 - 9260857.23,0,155,0,16,4,89
2023,1,3349844.95 - 9260857.23,0,155,0,16,4,89
2023,2,3349844.95 - 9260857.23,0,154,0,16,4,89
2023,3,3349844.95 - 9260857.23,0,154,0,16,4,89
2023,4,3349844.95 - 9260857.23,0,154,0,16,4,89
2023,5,3349844.95 - 9260857.23,0,154,0,16,4,89
2023,6,3349844.95 - 9260857.23,0,158,0,16,4,89
2023,7,3349844.95 - 9260857.23,0,158,0,16,4,89
2023,8,3349844.95 - 9260857.23,0,159,0,16,4,89
2023,9,3349844.95 - 9260857.23,0,159,0,16,4,89
2023,10,3349844.95 - 9260857.23,0,161,0,16,4,89
2023,11,3349844.95 - 9260857.23,0,161,0,16,4,89
2023,12,3349844.95 - 9260857.23,0,161,0,16,4,89
2022,8,3349844.95 - 9260857.23,0,134,12,83,2,235
2022,9,3349844.95 - 9260857.23,0,134,4,83,2,235
2022,10,3349844.95 - 9260857.23,0,134,4,83,2,235
2022,11,3349844.95 - 9260857.23,0,134,4,83,2,235
2022,12,3349844.95 - 9260857.23,0,134,4,83,2,235
2023,1,3349844.95 - 9260857.23,0,134,4,83,2,235
2023,2,3349844.95 - 9260857.23,0,135,4,83,2,235
2023,3,3349844.95 - 9260857.23,0,135,4,83,2,235
2023,4,3349844.95 - 9260857.23,0,134,4,83,2,235
2023,5,3349844.95 - 9260857.23,0,134,4,83,2,235
2023,6,3349844.95 - 9260857.23,0,134,0,83,2,235
2023,7,3349844.95 - 9260857.23,0,134,0,83,2,235
2023,8,3349844.95 - 9260857.23,0,134,0,83,2,235
2023,9,3349844.95 - 9260857.23,0,134,0,83,2,235
2023,10,3349844.95 - 9260857.23,0,134,0,83,2,235
2023,11,3349844.95 - 9260857.23,0,134,0,83,2,235
2023,12,3349844.95 - 9260857.23,0,134,0,83,2,235
2022,8,0.00 - 3349844.95,0,22,0,8,2,20
2022,9,0.00 - 3349844.95,0,22,0,8,2,20
2022,10,0.00 - 3349844.95,0,22,0,8,2,20
2022,11,0.00 - 3349844.95,0,22,0,8,2,20
2022,12,0.00 - 3349844.95,0,22,0,8,2,20
2023,1,0.00 - 3349844.95,0,22,0,8,2,20
2023,2,0.00 - 3349844.95,0,22,0,8,2,20
2023,3,0.00 - 3349844.95,0,22,0,8,2,20
2023,4,0.00 - 3349844.95,0,22,0,8,2,20
2023,5,0.00 - 3349844.95,0,22,0,8,2,20
2023,6,0.00 - 3349844.95,0,22,0,8,2,20
2023,7,0.00 - 3349844.95,0,22,0,8,2,20
2023,8,0.00 - 3349844.95,0,22,0,8,2,20
2023,9,0.00 - 3349844.95,0,22,0,8,2,20
2023,10,0.00 - 3349844.95,0,22,0,8,2,20
2023,11,0.00 - 3349844.95,0,22,0,8,2,20
2023,12,0.00 - 3349844.95,0,22,0,8,2,20
2022,8,0.00 - 3349844.95,0,27,0,26,0,33
2022,9,0.00 - 3349844.95,0,27,0,26,0,33
2022,10,0.00 - 3349844.95,0,27,0,26,0,33
2022,11,0.00 - 3349844.95,0,27,0,26,0,33
2022,12,0.00 - 3349844.95,0,27,0,26,0,33
2023,1,0.00 - 3349844.95,0,27,0,26,0,33
2023,2,0.00 - 3349844.95,0,27,0,26,0,33
2023,3,0.00 - 3349844.95,0,27,0,26,0,33
2023,4,0.00 - 3349844.95,0,27,0,26,0,33
2023,5,0.00 - 3349844.95,0,27,0,26,0,33
2023,6,0.00 - 3349844.95,0,28,0,26,0,33
2023,7,0.00 - 3349844.95,0,29,0,26,0,33
2023,8,0.00 - 3349844.95,0,29,0,26,0,33
2023,9,0.00 - 3349844.95,0,29,0,26,0,33
2023,10,0.00 - 3349844.95,0,29,0,26,0,33
2023,11,0.00 - 3349844.95,0,30,0,26,0,33
2023,12,0.00 - 3349844.95,0,30,0,26,0,33
2022,8,0.00 - 3349844.95,0,128,0,32,2,94
2022,9,0.00 - 3349844.95,0,128,0,32,2,94
2022,10,0.00 - 3349844.95,0,128,0,32,2,94
2022,11,0.00 - 3349844.95,0,129,0,32,2,94
2022,12,0.00 - 3349844.95,0,129,0,32,2,94
2023,1,0.00 - 3349844.95,0,131,0,32,2,94
2023,2,0.00 - 3349844.95,0,135,0,32,2,94
2023,3,0.00 - 3349844.95,0,135,0,32,2,94
2023,4,0.00 - 3349844.95,0,135,0,32,2,94
2023,5,0.00 - 3349844.95,0,135,0,32,2,94
2023,6,0.00 - 3349844.95,0,135,0,32,2,94
2023,7,0.00 - 3349844.95,0,135,0,32,2,94
2023,8,0.00 - 3349844.95,0,135,0,32,2,94
2023,9,0.00 - 3349844.95,0,136,0,32,2,94
2023,10,0.00 - 3349844.95,0,136,0,32,2,94
2023,11,0.00 - 3349844.95,0,138,0,32,2,94
2023,12,0.00 - 3349844.95,0,137,0,32,2,94
2022,8,0.00 - 3349844.95,0,35,0,1536,0,85
2022,9,0.00 - 3349844.95,0,35,0,1536,0,85
2022,10,0.00 - 3349844.95,0,35,0,1536,0,85
2022,11,0.00 - 3349844.95,0,35,0,1536,0,85
2022,12,0.00 - 3349844.95,0,35,0,1536,0,85
2023,1,0.00 - 3349844.95,0,34,0,1536,0,85
2023,2,0.00 - 3349844.95,0,34,0,1536,0,85
2023,3,0.00 - 3349844.95,0,34,0,1536,0,85
2023,4,0.00 - 3349844.95,0,34,0,1536,0,85
2023,5,0.00 - 3349844.95,0,34,0,1536,0,85
2023,6,0.00 - 3349844.95,0,34,0,1536,0,85
2023,7,0.00 - 3349844.95,0,35,0,1536,0,85
2023,8,0.00 - 3349844.95,0,35,0,1536,0,85
2023,9,0.00 - 3349844.95,0,35,0,1536,0,85
2023,10,0.00 - 3349844.95,0,35,0,1536,0,85
2023,11,0.00 - 3349844.95,0,35,0,1536,0,85
2023,12,0.00 - 3349844.95,0,35,0,1536,0,85
2022,8,0.00 - 3349844.95,0,41,0,1501,0,192
2022,9,0.00 - 3349844.95,0,41,0,1501,0,192
2022,10,0.00 - 3349844.95,0,41,0,1501,0,192
2022,11,0.00 - 3349844.95,0,41,0,1501,0,192
2022,12,0.00 - 3349844.95,0,41,0,1501,0,192
2023,1,0.00 - 3349844.95,0,41,0,1501,0,192
2023,2,0.00 - 3349844.95,0,41,0,1501,0,192
2023,3,0.00 - 3349844.95,0,41,0,1501,0,192
2023,4,0.00 - 3349844.95,0,41,0,1501,0,192
2023,5,0.00 - 3349844.95,0,41,0,1501,0,192
2023,6,0.00 - 3349844.95,0,41,0,1501,0,192
2023,7,0.00 - 3349844.95,0,41,0,1501,0,192
2023,8,0.00 - 3349844.95,0,41,0,1501,0,192
2023,9,0.00 - 3349844.95,0,41,0,1501,0,192
2023,10,0.00 - 3349844.95,0,41,0,1501,0,192
2023,11,0.00 - 3349844.95,0,41,0,1501,0,192
2023,12,0.00 - 3349844.95,0,41,0,1501,0,192
2022,8,0.00 - 3349844.95,0,57,0,378,6,406
2022,9,0.00 - 3349844.95,0,57,0,378,6,406
2022,10,0.00 - 3349844.95,0,57,0,378,6,406
2022,11,0.00 - 3349844.95,0,57,0,378,6,406
2022,12,0.00 - 3349844.95,0,57,0,378,6,406
2023,1,0.00 - 3349844.95,0,57,0,378,6,406
2023,2,0.00 - 3349844.95,0,57,0,378,6,406
2023,3,0.00 - 3349844.95,0,57,0,378,6,406
2023,4,0.00 - 3349844.95,0,57,0,378,6,406
2023,5,0.00 - 3349844.95,0,57,0,378,6,406
2023,6,0.00 - 3349844.95,0,57,0,378,6,406
2023,7,0.00 - 3349844.95,0,57,0,378,6,406
2023,8,0.00 - 3349844.95,0,57,0,378,6,406
2023,9,0.00 - 3349844.95,0,57,0,378,6,406
2023,10,0.00 - 3349844.95,0,57,0,378,6,406
2023,11,0.00 - 3349844.95,0,57,0,378,6,406
2023,12,0.00 - 3349844.95,0,57,0,378,6,406
2022,8,46622152.52 - 54159764.39,0,80,0,246,0,198
2022,9,46622152.52 - 54159764.39,0,80,0,246,0,198
2022,10,54159764.39 - 62774847.02,0,80,0,246,0,198
2022,11,46622152.52 - 54159764.39,0,80,0,246,0,198
2022,12,37334467.99 - 46622152.52,0,80,0,246,0,198
2023,1,46622152.52 - 54159764.39,0,80,0,246,0,198
2023,2,37334467.99 - 46622152.52,0,80,0,246,0,198
2023,3,46622152.52 - 54159764.39,0,80,0,246,0,198
2023,4,46622152.52 - 54159764.39,0,80,0,246,0,198
2023,5,46622152.52 - 54159764.39,0,80,0,246,0,198
2023,6,46622152.52 - 54159764.39,0,80,0,246,0,198
2023,7,46622152.52 - 54159764.39,0,80,0,246,0,198
2023,8,46622152.52 - 54159764.39,0,80,0,246,0,198
2023,9,37334467.99 - 46622152.52,0,80,0,246,0,198
2023,10,37334467.99 - 46622152.52,0,80,0,246,0,198
2023,11,46622152.52 - 54159764.39,0,80,0,246,0,198
2023,12,46622152.52 - 54159764.39,0,81,0,246,0,198
2022,8,0.00 - 3349844.95,0,72,0,25,5,108
2022,9,0.00 - 3349844.95,0,72,0,25,5,108
2022,10,0.00 - 3349844.95,0,72,0,25,5,108
2022,11,0.00 - 3349844.95,0,71,0,25,5,108
2022,12,0.00 - 3349844.95,0,71,0,25,5,108
2023,1,0.00 - 3349844.95,0,71,0,25,5,108
2023,2,0.00 - 3349844.95,0,71,0,25,5,108
2023,3,0.00 - 3349844.95,0,71,0,25,5,108
2023,4,0.00 - 3349844.95,0,71,0,25,5,108
2023,5,0.00 - 3349844.95,0,71,0,25,5,108
2023,6,0.00 - 3349844.95,0,71,0,25,5,108
2023,7,0.00 - 3349844.95,0,72,0,25,5,108
2023,8,0.00 - 3349844.95,0,72,0,25,5,108
2023,9,0.00 - 3349844.95,0,72,0,25,5,108
2023,10,0.00 - 3349844.95,0,72,0,25,5,108
2023,11,0.00 - 3349844.95,0,72,0,25,5,108
2023,12,0.00 - 3349844.95,0,72,0,25,5,108
2022,8,3349844.95 - 9260857.23,0,78,0,221,0,686
2022,9,3349844.95 - 9260857.23,0,79,0,221,0,686
2022,10,3349844.95 - 9260857.23,0,79,0,221,0,686
2022,11,3349844.95 - 9260857.23,0,79,0,221,0,686
2022,12,3349844.95 - 9260857.23,0,79,0,221,0,686
2023,1,3349844.95 - 9260857.23,0,79,0,221,0,686
2023,2,3349844.95 - 9260857.23,0,79,0,221,0,686
2023,3,3349844.95 - 9260857.23,0,79,0,221,0,686
2023,4,3349844.95 - 9260857.23,0,79,0,221,0,686
2023,5,3349844.95 - 9260857.23,0,79,0,221,0,686
2023,6,3349844.95 - 9260857.23,0,80,0,221,0,686
2023,7,3349844.95 - 9260857.23,0,80,0,221,0,686
2023,8,3349844.95 - 9260857.23,0,80,0,221,0,686
2023,9,3349844.95 - 9260857.23,0,81,0,221,0,686
2023,10,3349844.95 - 9260857.23,0,81,0,221,0,686
2023,11,3349844.95 - 9260857.23,0,81,0,221,0,686
2023,12,0.00 - 3349844.95,0,82,0,221,0,686
2022,8,3349844.95 - 9260857.23,0,111,0,336,4,236
2022,9,3349844.95 - 9260857.23,0,111,0,336,4,236
2022,10,3349844.95 - 9260857.23,0,111,0,336,4,236
2022,11,3349844.95 - 9260857.23,0,111,0,336,4,236
2022,12,3349844.95 - 9260857.23,0,111,0,336,4,236
2023,1,3349844.95 - 9260857.23,0,111,0,336,4,236
2023,2,3349844.95 - 9260857.23,0,111,0,336,4,236
2023,3,3349844.95 - 9260857.23,0,111,0,336,4,236
2023,4,3349844.95 - 9260857.23,0,111,0,336,4,236
2023,5,3349844.95 - 9260857.23,0,111,0,336,4,236
2023,6,3349844.95 - 9260857.23,0,111,0,336,4,236
2023,7,3349844.95 - 9260857.23,0,111,0,336,4,236
2023,8,3349844.95 - 9260857.23,0,111,0,336,4,236
2023,9,3349844.95 - 9260857.23,0,111,0,336,4,236
2023,10,3349844.95 - 9260857.23,0,112,0,336,4,236
2023,11,3349844.95 - 9260857.23,0,112,0,336,4,236
2023,12,3349844.95 - 9260857.23,0,112,0,336,4,236
2022,8,3349844.95 - 9260857.23,0,238,0,480,2,1348
2022,9,3349844.95 - 9260857.23,0,238,0,480,2,1348
2022,10,3349844.95 - 9260857.23,0,238,0,480,2,1348
2022,11,3349844.95 - 9260857.23,0,238,0,480,2,1348
2022,12,3349844.95 - 9260857.23,0,238,0,480,2,1348
2023,1,3349844.95 - 9260857.23,0,239,0,480,2,1348
2023,2,3349844.95 - 9260857.23,0,238,0,480,2,1348
2023,3,3349844.95 - 9260857.23,0,238,0,480,2,1348
2023,4,3349844.95 - 9260857.23,0,238,0,480,2,1348
2023,5,3349844.95 - 9260857.23,0,238,0,480,2,1348
2023,6,3349844.95 - 9260857.23,0,239,0,480,2,1348
2023,7,3349844.95 - 9260857.23,0,239,0,480,2,1348
2023,8,3349844.95 - 9260857.23,0,239,0,480,2,1348
2023,9,3349844.95 - 9260857.23,0,241,0,480,2,1348
2023,10,3349844.95 - 9260857.23,0,241,0,480,2,1348
2023,11,3349844.95 - 9260857.23,0,241,0,480,2,1348
2023,12,3349844.95 - 9260857.23,0,241,0,480,2,1348
2022,8,3349844.95 - 9260857.23,0,120,0,12,1,39
2022,9,0.00 - 3349844.95,0,120,0,12,1,39
2022,10,3349844.95 - 9260857.23,0,121,0,12,1,39
2022,11,3349844.95 - 9260857.23,0,121,0,12,1,39
2022,12,0.00 - 3349844.95,0,120,0,12,1,39
2023,1,0.00 - 3349844.95,0,120,0,12,1,39
2023,2,0.00 - 3349844.95,0,119,0,12,1,39
2023,3,0.00 - 3349844.95,0,120,0,12,1,39
2023,4,0.00 - 3349844.95,0,120,0,12,1,39
2023,5,3349844.95 - 9260857.23,0,120,0,12,1,39
2023,6,3349844.95 - 9260857.23,0,119,0,12,1,39
2023,7,3349844.95 - 9260857.23,0,119,0,12,1,39
2023,8,3349844.95 - 9260857.23,0,119,0,12,1,39
2023,9,0.00 - 3349844.95,0,119,0,12,1,39
2023,10,3349844.95 - 9260857.23,0,119,0,12,1,39
2023,11,3349844.95 - 9260857.23,0,120,0,12,1,39
2023,12,3349844.95 - 9260857.23,0,120,0,12,1,39
2022,8,0.00 - 3349844.95,0,39,0,41,0,41
2022,9,0.00 - 3349844.95,0,39,0,41,0,41
2022,10,0.00 - 3349844.95,0,39,0,41,0,41
2022,11,0.00 - 3349844.95,0,39,0,41,0,41
2022,12,0.00 - 3349844.95,0,39,0,41,0,41
2023,1,0.00 - 3349844.95,0,39,0,41,0,41
2023,2,0.00 - 3349844.95,0,39,0,41,0,41
2023,3,0.00 - 3349844.95,0,39,0,41,0,41
2023,4,0.00 - 3349844.95,0,39,0,41,0,41
2023,5,0.00 - 3349844.95,0,39,0,41,0,41
2023,6,0.00 - 3349844.95,0,39,0,41,0,41
2023,7,0.00 - 3349844.95,0,39,0,41,0,41
2023,8,0.00 - 3349844.95,0,39,0,41,0,41
2023,9,0.00 - 3349844.95,0,39,0,41,0,41
2023,10,0.00 - 3349844.95,0,39,0,41,0,41
2023,11,0.00 - 3349844.95,0,39,0,41,0,41
2023,12,0.00 - 3349844.95,0,40,0,41,0,41
2022,8,72884466.55 - 82179750.18,0,149,0,157,21,279
2022,9,62774847.02 - 72884466.55,0,149,0,157,21,279
2022,10,62774847.02 - 72884466.55,0,149,0,157,21,279
2022,11,54159764.39 - 62774847.02,0,149,0,157,21,279
2022,12,62774847.02 - 72884466.55,0,149,0,157,21,279
2023,1,62774847.02 - 72884466.55,0,149,0,157,21,279
2023,2,54159764.39 - 62774847.02,0,150,0,157,21,279
2023,3,62774847.02 - 72884466.55,0,151,0,157,21,279
2023,4,62774847.02 - 72884466.55,0,151,0,157,21,279
2023,5,62774847.02 - 72884466.55,0,151,0,157,21,279
2023,6,62774847.02 - 72884466.55,0,152,0,157,21,279
2023,7,62774847.02 - 72884466.55,0,151,0,157,21,279
2023,8,62774847.02 - 72884466.55,0,151,0,157,21,279
2023,9,54159764.39 - 62774847.02,0,151,0,157,21,279
2023,10,62774847.02 - 72884466.55,0,151,0,157,21,279
2023,11,54159764.39 - 62774847.02,0,151,0,157,21,279
2023,12,62774847.02 - 72884466.55,0,151,0,157,21,279
2022,8,0.00 - 3349844.95,0,22,0,10,0,44
2022,9,0.00 - 3349844.95,0,22,0,10,0,44
2022,10,0.00 - 3349844.95,0,22,0,10,0,44
2022,11,0.00 - 3349844.95,0,22,0,10,0,44
2022,12,0.00 - 3349844.95,0,22,0,10,0,44
2023,1,0.00 - 3349844.95,0,22,0,10,0,44
2023,2,0.00 - 3349844.95,0,22,0,10,0,44
2023,3,0.00 - 3349844.95,0,22,0,10,0,44
2023,4,0.00 - 3349844.95,0,22,0,10,0,44
2023,5,0.00 - 3349844.95,0,22,0,10,0,44
2023,6,0.00 - 3349844.95,0,22,0,10,0,44
2023,7,0.00 - 3349844.95,0,22,0,10,0,44
2023,8,0.00 - 3349844.95,0,22,0,10,0,44
2023,9,0.00 - 3349844.95,0,22,0,10,0,44
2023,10,0.00 - 3349844.95,0,22,0,10,0,44
2023,11,0.00 - 3349844.95,0,22,0,10,0,44
2023,12,0.00 - 3349844.95,0,22,0,10,0,44
2022,8,0.00 - 3349844.95,0,10,0,30,0,34
2022,9,0.00 - 3349844.95,0,11,0,30,0,34
2022,10,0.00 - 3349844.95,0,11,0,30,0,34
2022,11,0.00 - 3349844.95,0,11,0,30,0,34
2022,12,0.00 - 3349844.95,0,11,0,30,0,34
2023,1,0.00 - 3349844.95,0,11,0,30,0,34
2023,2,0.00 - 3349844.95,0,11,0,30,0,34
2023,3,0.00 - 3349844.95,0,11,0,30,0,34
2023,4,0.00 - 3349844.95,0,11,0,30,0,34
2023,5,0.00 - 3349844.95,0,11,0,30,0,34
2023,6,0.00 - 3349844.95,0,10,0,30,0,34
2023,7,0.00 - 3349844.95,0,10,0,30,0,34
2023,8,0.00 - 3349844.95,0,11,0,30,0,34
2023,9,0.00 - 3349844.95,0,11,0,30,0,34
2023,10,0.00 - 3349844.95,0,11,0,30,0,34
2023,11,0.00 - 3349844.95,0,11,0,30,0,34
2023,12,0.00 - 3349844.95,0,11,0,30,0,34
2022,8,0.00 - 3349844.95,0,15,0,33,0,33
2022,9,0.00 - 3349844.95,0,16,0,33,0,33
2022,10,0.00 - 3349844.95,0,16,0,33,0,33
