ano,mes,energia_ativa_alta_tensao_kwh,cpes_domestico_alta_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_alta_tensao,densidade_populacional_pessoas_km2,num_industrias_extrativas,num_industrias_transformadoras
2023,2,0.00 - 3349844.95,0,11,0,39,0,32
2023,3,0.00 - 3349844.95,0,11,0,39,0,32
2023,4,0.00 - 3349844.95,0,11,0,39,0,32
2023,5,0.00 - 3349844.95,0,11,0,39,0,32
2023,6,0.00 - 3349844.95,0,11,0,39,0,32
2023,7,0.00 - 3349844.95,0,11,0,39,0,32
2023,8,0.00 - 3349844.95,0,11,0,39,0,32
2023,9,0.00 - 3349844.95,0,11,0,39,0,32
2023,10,0.00 - 3349844.95,0,11,0,39,0,32
2023,11,0.00 - 3349844.95,0,11,0,39,0,32
2023,12,0.00 - 3349844.95,0,11,0,39,0,32
2022,8,0.00 - 3349844.95,0,66,0,50,1,162
2022,9,0.00 - 3349844.95,0,66,0,50,1,162
2022,10,0.00 - 3349844.95,0,66,0,50,1,162
2022,11,0.00 - 3349844.95,0,66,0,50,1,162
2022,12,0.00 - 3349844.95,0,66,0,50,1,162
2023,1,0.00 - 3349844.95,0,66,0,50,1,162
2023,2,0.00 - 3349844.95,0,66,0,50,1,162
2023,3,0.00 - 3349844.95,0,66,0,50,1,162
2023,4,0.00 - 3349844.95,0,66,0,50,1,162
2023,5,0.00 - 3349844.95,0,66,0,50,1,162
2023,6,0.00 - 3349844.95,0,66,0,50,1,162
2023,7,0.00 - 3349844.95,0,66,0,50,1,162
2023,8,0.00 - 3349844.95,0,66,0,50,1,162
2023,9,0.00 - 3349844.95,0,66,0,50,1,162
2023,10,0.00 - 3349844.95,0,67,0,50,1,162
2023,11,0.00 - 3349844.95,0,67,0,50,1,162
2023,12,0.00 - 3349844.95,0,68,0,50,1,162
2022,8,46622152.52 - 54159764.39,0,163,0,1770,3,559
2022,9,72884466.55 - 82179750.18,0,163,0,1770,3,559
2022,10,72884466.55 - 82179750.18,0,162,0,1770,3,559
2022,11,72884466.55 - 82179750.18,0,162,0,1770,3,559
2022,12,62774847.02 - 72884466.55,0,162,0,1770,3,559
2023,1,72884466.55 - 82179750.18,0,163,0,1770,3,559
2023,2,54159764.39 - 62774847.02,0,163,0,1770,3,559
2023,3,62774847.02 - 72884466.55,0,163,0,1770,3,559
2023,4,62774847.02 - 72884466.55,0,163,0,1770,3,559
2023,5,62774847.02 - 72884466.55,0,163,0,1770,3,559
2023,6,62774847.02 - 72884466.55,0,162,0,1770,3,559
2023,7,27864901.18 - 37334467.99,0,164,0,1770,3,559
2023,8,62774847.02 - 72884466.55,0,165,0,1770,3,559
2023,9,62774847.02 - 72884466.55,0,166,0,1770,3,559
2023,10,62774847.02 - 72884466.55,0,166,0,1770,3,559
2023,11,62774847.02 - 72884466.55,0,166,0,1770,3,559
2023,12,62774847.02 - 72884466.55,0,166,0,1770,3,559
2022,8,0.00 - 3349844.95,0,34,0,25,4,51
2022,9,0.00 - 3349844.95,0,34,0,25,4,51
2022,10,0.00 - 3349844.95,0,34,0,25,4,51
2022,11,0.00 - 3349844.95,0,34,0,25,4,51
2022,12,0.00 - 3349844.95,0,34,0,25,4,51
2023,1,0.00 - 3349844.95,0,34,0,25,4,51
2023,2,0.00 - 3349844.95,0,34,0,25,4,51
2023,3,0.00 - 3349844.95,0,34,0,25,4,51
2023,4,0.00 - 3349844.95,0,34,0,25,4,51
2023,5,0.00 - 3349844.95,0,34,0,25,4,51
2023,6,0.00 - 3349844.95,0,34,0,25,4,51
2023,7,0.00 - 3349844.95,0,34,0,25,4,51
2023,8,0.00 - 3349844.95,0,34,0,25,4,51
2023,9,0.00 - 3349844.95,0,34,0,25,4,51
2023,10,0.00 - 3349844.95,0,34,0,25,4,51
2023,11,0.00 - 3349844.95,0,34,0,25,4,51
2023,12,0.00 - 3349844.95,0,34,0,25,4,51
2022,8,9260857.23 - 18073778.11,0,110,0,12,0,90
2022,9,3349844.95 - 9260857.23,0,110,0,12,0,90
2022,10,3349844.95 - 9260857.23,0,110,0,12,0,90
2022,11,0.00 - 3349844.95,0,110,0,12,0,90
2022,12,0.00 - 3349844.95,0,110,0,12,0,90
2023,1,0.00 - 3349844.95,0,109,0,12,0,90
2023,2,0.00 - 3349844.95,0,109,0,12,0,90
2023,3,3349844.95 - 9260857.23,0,109,0,12,0,90
2023,4,3349844.95 - 9260857.23,0,109,0,12,0,90
2023,5,3349844.95 - 9260857.23,0,109,0,12,0,90
2023,6,3349844.95 - 9260857.23,0,113,0,12,0,90
2023,7,9260857.23 - 18073778.11,0,113,0,12,0,90
2023,8,9260857.23 - 18073778.11,0,113,0,12,0,90
2023,9,3349844.95 - 9260857.23,0,114,0,12,0,90
2023,10,3349844.95 - 9260857.23,0,114,0,12,0,90
2023,11,0.00 - 3349844.95,0,115,0,12,0,90
2023,12,0.00 - 3349844.95,0,115,0,12,0,90
2022,8,0.00 - 3349844.95,0,37,0,33,0,93
2022,9,0.00 - 3349844.95,0,37,0,33,0,93
2022,10,0.00 - 3349844.95,0,37,0,33,0,93
2022,11,0.00 - 3349844.95,0,37,0,33,0,93
2022,12,0.00 - 3349844.95,0,37,0,33,0,93
2023,1,0.00 - 3349844.95,0,37,0,33,0,93
2023,2,0.00 - 3349844.95,0,37,0,33,0,93
2023,3,0.00 - 3349844.95,0,37,0,33,0,93
2023,4,0.00 - 3349844.95,0,37,0,33,0,93
2023,5,0.00 - 3349844.95,0,37,0,33,0,93
2023,6,0.00 - 3349844.95,0,36,0,33,0,93
2023,7,0.00 - 3349844.95,0,36,0,33,0,93
2023,8,0.00 - 3349844.95,0,36,0,33,0,93
2023,9,0.00 - 3349844.95,0,36,0,33,0,93
2023,10,0.00 - 3349844.95,0,36,0,33,0,93
2023,11,0.00 - 3349844.95,0,35,0,33,0,93
2023,12,0.00 - 3349844.95,0,35,0,33,0,93
2022,8,3349844.95 - 9260857.23,0,82,0,275,4,196
2022,9,0.00 - 3349844.95,0,82,0,275,4,196
2022,10,0.00 - 3349844.95,0,82,0,275,4,196
2022,11,0.00 - 3349844.95,0,82,0,275,4,196
2022,12,0.00 - 3349844.95,0,82,0,275,4,196
2023,1,0.00 - 3349844.95,0,82,0,275,4,196
2023,2,0.00 - 3349844.95,0,82,0,275,4,196
2023,3,0.00 - 3349844.95,0,84,0,275,4,196
2023,4,0.00 - 3349844.95,0,84,0,275,4,196
2023,5,0.00 - 3349844.95,0,84,0,275,4,196
2023,6,3349844.95 - 9260857.23,0,84,0,275,4,196
2023,7,3349844.95 - 9260857.23,0,84,0,275,4,196
2023,8,3349844.95 - 9260857.23,0,84,0,275,4,196
2023,9,3349844.95 - 9260857.23,0,84,0,275,4,196
2023,10,0.00 - 3349844.95,0,84,0,275,4,196
2023,11,0.00 - 3349844.95,0,84,0,275,4,196
2023,12,0.00 - 3349844.95,0,84,0,275,4,196
2022,8,54159764.39 - 62774847.02,0,200,0,533,2,454
2022,9,54159764.39 - 62774847.02,0,200,0,533,2,454
2022,10,72884466.55 - 82179750.18,0,200,0,533,2,454
2022,11,72884466.55 - 82179750.18,0,200,0,533,2,454
2022,12,72884466.55 - 82179750.18,0,200,0,533,2,454
2023,1,72884466.55 - 82179750.18,0,199,0,533,2,454
2023,2,62774847.02 - 72884466.55,0,199,0,533,2,454
2023,3,62774847.02 - 72884466.55,0,198,0,533,2,454
2023,4,72884466.55 - 82179750.18,0,198,0,533,2,454
2023,5,72884466.55 - 82179750.18,0,198,0,533,2,454
2023,6,72884466.55 - 82179750.18,0,200,0,533,2,454
2023,7,62774847.02 - 72884466.55,0,200,0,533,2,454
2023,8,72884466.55 - 82179750.18,0,202,0,533,2,454
2023,9,72884466.55 - 82179750.18,0,202,0,533,2,454
2023,10,72884466.55 - 82179750.18,0,202,0,533,2,454
2023,11,72884466.55 - 82179750.18,0,202,0,533,2,454
2023,12,72884466.55 - 82179750.18,0,202,0,533,2,454
2022,8,0.00 - 3349844.95,0,37,0,84,2,153
2022,9,0.00 - 3349844.95,0,37,0,84,2,153
2022,10,0.00 - 3349844.95,0,37,0,84,2,153
2022,11,0.00 - 3349844.95,0,37,0,84,2,153
2022,12,0.00 - 3349844.95,0,37,0,84,2,153
2023,1,0.00 - 3349844.95,0,37,0,84,2,153
2023,2,0.00 - 3349844.95,0,37,0,84,2,153
2023,3,0.00 - 3349844.95,0,36,0,84,2,153
2023,4,0.00 - 3349844.95,0,36,0,84,2,153
2023,5,0.00 - 3349844.95,0,36,0,84,2,153
2023,6,0.00 - 3349844.95,0,36,0,84,2,153
2023,7,0.00 - 3349844.95,0,36,0,84,2,153
2023,8,0.00 - 3349844.95,0,36,0,84,2,153
2023,9,0.00 - 3349844.95,0,36,0,84,2,153
2023,10,0.00 - 3349844.95,0,36,0,84,2,153
2023,11,0.00 - 3349844.95,0,36,0,84,2,153
2023,12,0.00 - 3349844.95,0,36,0,84,2,153
2022,8,3349844.95 - 9260857.23,0,105,8,56,1,196
2022,9,3349844.95 - 9260857.23,0,105,0,56,1,196
2022,10,3349844.95 - 9260857.23,0,105,0,56,1,196
2022,11,0.00 - 3349844.95,0,105,0,56,1,196
2022,12,0.00 - 3349844.95,0,105,0,56,1,196
2023,1,0.00 - 3349844.95,0,105,0,56,1,196
2023,2,0.00 - 3349844.95,0,105,0,56,1,196
2023,3,0.00 - 3349844.95,0,105,0,56,1,196
2023,4,3349844.95 - 9260857.23,0,105,0,56,1,196
2023,5,3349844.95 - 9260857.23,0,105,0,56,1,196
2023,6,3349844.95 - 9260857.23,0,105,0,56,1,196
2023,7,3349844.95 - 9260857.23,0,105,0,56,1,196
2023,8,3349844.95 - 9260857.23,0,105,0,56,1,196
2023,9,3349844.95 - 9260857.23,0,106,0,56,1,196
2023,10,3349844.95 - 9260857.23,0,107,0,56,1,196
2023,11,0.00 - 3349844.95,0,107,0,56,1,196
2023,12,0.00 - 3349844.95,0,107,0,56,1,196
2022,8,62774847.02 - 72884466.55,0,71,0,71,0,69
2022,9,62774847.02 - 72884466.55,0,71,0,71,0,69
2022,10,54159764.39 - 62774847.02,0,71,0,71,0,69
2022,11,62774847.02 - 72884466.55,0,70,0,71,0,69
2022,12,54159764.39 - 62774847.02,0,69,0,71,0,69
2023,1,62774847.02 - 72884466.55,0,69,0,71,0,69
2023,2,37334467.99 - 46622152.52,0,69,0,71,0,69
2023,3,54159764.39 - 62774847.02,0,69,0,71,0,69
2023,4,62774847.02 - 72884466.55,0,69,0,71,0,69
2023,5,62774847.02 - 72884466.55,0,69,0,71,0,69
2023,6,62774847.02 - 72884466.55,0,70,0,71,0,69
2023,7,62774847.02 - 72884466.55,0,70,0,71,0,69
2023,8,54159764.39 - 62774847.02,0,69,0,71,0,69
2023,9,62774847.02 - 72884466.55,0,69,0,71,0,69
2023,10,46622152.52 - 54159764.39,0,70,0,71,0,69
2023,11,46622152.52 - 54159764.39,0,70,0,71,0,69
2023,12,54159764.39 - 62774847.02,0,70,0,71,0,69
2022,8,18073778.11 - 27864901.18,1,475,0,1215,25,1782
2022,9,27864901.18 - 37334467.99,1,477,0,1215,25,1782
2022,10,27864901.18 - 37334467.99,1,478,0,1215,25,1782
2022,11,18073778.11 - 27864901.18,1,478,0,1215,25,1782
2022,12,18073778.11 - 27864901.18,1,479,0,1215,25,1782
2023,1,18073778.11 - 27864901.18,1,479,0,1215,25,1782
2023,2,18073778.11 - 27864901.18,1,481,0,1215,25,1782
2023,3,27864901.18 - 37334467.99,1,481,0,1215,25,1782
2023,4,18073778.11 - 27864901.18,1,481,0,1215,25,1782
2023,5,18073778.11 - 27864901.18,1,481,0,1215,25,1782
2023,6,18073778.11 - 27864901.18,1,485,0,1215,25,1782
2023,7,18073778.11 - 27864901.18,1,485,0,1215,25,1782
2023,8,18073778.11 - 27864901.18,1,485,0,1215,25,1782
2023,9,18073778.11 - 27864901.18,1,486,0,1215,25,1782
2023,10,27864901.18 - 37334467.99,1,487,0,1215,25,1782
2023,11,18073778.11 - 27864901.18,1,485,0,1215,25,1782
2023,12,18073778.11 - 27864901.18,1,486,0,1215,25,1782
2022,8,0.00 - 3349844.95,0,32,0,217,0,86
2022,9,0.00 - 3349844.95,0,32,0,217,0,86
2022,10,0.00 - 3349844.95,0,32,0,217,0,86
2022,11,0.00 - 3349844.95,0,32,0,217,0,86
2022,12,0.00 - 3349844.95,0,32,0,217,0,86
2023,1,0.00 - 3349844.95,0,32,0,217,0,86
2023,2,0.00 - 3349844.95,0,32,0,217,0,86
2023,3,0.00 - 3349844.95,0,32,0,217,0,86
2023,4,0.00 - 3349844.95,0,32,0,217,0,86
2023,5,0.00 - 3349844.95,0,32,0,217,0,86
2023,6,0.00 - 3349844.95,0,32,0,217,0,86
2023,7,0.00 - 3349844.95,0,32,0,217,0,86
2023,8,0.00 - 3349844.95,0,32,0,217,0,86
2023,9,0.00 - 3349844.95,0,32,0,217,0,86
2023,10,0.00 - 3349844.95,0,32,0,217,0,86
2023,11,0.00 - 3349844.95,0,32,0,217,0,86
2023,12,0.00 - 3349844.95,0,32,0,217,0,86
2022,8,0.00 - 3349844.95,0,46,0,65,3,102
2022,9,0.00 - 3349844.95,0,46,0,65,3,102
2022,10,0.00 - 3349844.95,0,46,0,65,3,102
2022,11,0.00 - 3349844.95,0,47,0,65,3,102
2022,12,0.00 - 3349844.95,0,47,0,65,3,102
2023,1,0.00 - 3349844.95,0,47,0,65,3,102
2023,2,0.00 - 3349844.95,0,47,0,65,3,102
2023,3,0.00 - 3349844.95,0,47,0,65,3,102
2023,4,0.00 - 3349844.95,0,47,0,65,3,102
2023,5,0.00 - 3349844.95,0,47,0,65,3,102
2023,6,0.00 - 3349844.95,0,47,0,65,3,102
2023,7,0.00 - 3349844.95,0,47,0,65,3,102
2023,8,0.00 - 3349844.95,0,48,0,65,3,102
2023,9,0.00 - 3349844.95,0,48,0,65,3,102
2023,10,0.00 - 3349844.95,0,48,0,65,3,102
2023,11,0.00 - 3349844.95,0,49,0,65,3,102
2023,12,0.00 - 3349844.95,0,49,0,65,3,102
2022,8,0.00 - 3349844.95,0,38,0,16,1,40
2022,9,0.00 - 3349844.95,0,38,0,16,1,40
2022,10,0.00 - 3349844.95,0,38,0,16,1,40
2022,11,0.00 - 3349844.95,0,38,0,16,1,40
2022,12,0.00 - 3349844.95,0,38,0,16,1,40
2023,1,0.00 - 3349844.95,0,38,0,16,1,40
2023,2,0.00 - 3349844.95,0,38,0,16,1,40
2023,3,0.00 - 3349844.95,0,38,0,16,1,40
2023,4,0.00 - 3349844.95,0,38,0,16,1,40
2023,5,0.00 - 3349844.95,0,38,0,16,1,40
2023,6,0.00 - 3349844.95,0,38,0,16,1,40
2023,7,0.00 - 3349844.95,0,38,0,16,1,40
2023,8,0.00 - 3349844.95,0,38,0,16,1,40
2023,9,0.00 - 3349844.95,0,38,0,16,1,40
2023,10,0.00 - 3349844.95,0,38,0,16,1,40
2023,11,0.00 - 3349844.95,0,38,0,16,1,40
2023,12,0.00 - 3349844.95,0,38,0,16,1,40
2022,8,0.00 - 3349844.95,0,30,0,55,2,69
2022,9,0.00 - 3349844.95,0,30,0,55,2,69
2022,10,0.00 - 3349844.95,0,30,0,55,2,69
2022,11,0.00 - 3349844.95,0,30,0,55,2,69
2022,12,0.00 - 3349844.95,0,30,0,55,2,69
2023,1,0.00 - 3349844.95,0,30,0,55,2,69
2023,2,0.00 - 3349844.95,0,30,0,55,2,69
2023,3,0.00 - 3349844.95,0,30,0,55,2,69
2023,4,0.00 - 3349844.95,0,30,0,55,2,69
2023,5,0.00 - 3349844.95,0,30,0,55,2,69
2023,6,0.00 - 3349844.95,0,30,0,55,2,69
2023,7,0.00 - 3349844.95,0,31,0,55,2,69
2023,8,0.00 - 3349844.95,0,31,0,55,2,69
2023,9,0.00 - 3349844.95,0,31,0,55,2,69
2023,10,0.00 - 3349844.95,0,31,0,55,2,69
2023,11,0.00 - 3349844.95,0,31,0,55,2,69
2023,12,0.00 - 3349844.95,0,31,0,55,2,69
2022,8,0.00 - 3349844.95,0,18,0,74,0,90
2022,9,0.00 - 3349844.95,0,18,0,74,0,90
2022,10,0.00 - 3349844.95,0,18,0,74,0,90
2022,11,0.00 - 3349844.95,0,18,0,74,0,90
2022,12,0.00 - 3349844.95,0,18,0,74,0,90
2023,1,0.00 - 3349844.95,0,18,0,74,0,90
2023,2,0.00 - 3349844.95,0,18,0,74,0,90
2023,3,0.00 - 3349844.95,0,18,0,74,0,90
2023,4,0.00 - 3349844.95,0,18,0,74,0,90
2023,5,0.00 - 3349844.95,0,18,0,74,0,90
2023,6,0.00 - 3349844.95,0,19,0,74,0,90
2023,7,0.00 - 3349844.95,0,19,0,74,0,90
2023,8,0.00 - 3349844.95,0,19,0,74,0,90
2023,9,0.00 - 3349844.95,0,19,0,74,0,90
2023,10,0.00 - 3349844.95,0,19,0,74,0,90
2023,11,0.00 - 3349844.95,0,19,0,74,0,90
2023,12,0.00 - 3349844.95,0,19,0,74,0,90
2022,8,3349844.95 - 9260857.23,0,64,0,2901,0,310
2022,9,3349844.95 - 9260857.23,0,64,0,2901,0,310
2022,10,3349844.95 - 9260857.23,0,64,0,2901,0,310
2022,11,3349844.95 - 9260857.23,0,63,0,2901,0,310
2022,12,3349844.95 - 9260857.23,0,63,0,2901,0,310
2023,1,3349844.95 - 9260857.23,0,63,0,2901,0,310
2023,2,3349844.95 - 9260857.23,0,63,0,2901,0,310
2023,3,3349844.95 - 9260857.23,0,63,0,2901,0,310
2023,4,3349844.95 - 9260857.23,0,63,0,2901,0,310
2023,5,3349844.95 - 9260857.23,0,63,0,2901,0,310
2023,6,3349844.95 - 9260857.23,0,61,0,2901,0,310
2023,7,3349844.95 - 9260857.23,0,62,0,2901,0,310
2023,8,3349844.95 - 9260857.23,0,62,0,2901,0,310
2023,9,3349844.95 - 9260857.23,0,62,0,2901,0,310
2023,10,3349844.95 - 9260857.23,0,62,0,2901,0,310
2023,11,3349844.95 - 9260857.23,0,62,0,2901,0,310
2023,12,3349844.95 - 9260857.23,0,62,0,2901,0,310
2022,8,0.00 - 3349844.95,0,44,0,26,2,51
2022,9,0.00 - 3349844.95,0,44,0,26,2,51
2022,10,0.00 - 3349844.95,0,44,0,26,2,51
2022,11,0.00 - 3349844.95,0,44,0,26,2,51
2022,12,0.00 - 3349844.95,0,44,0,26,2,51
2023,1,0.00 - 3349844.95,0,44,0,26,2,51
2023,2,0.00 - 3349844.95,0,44,0,26,2,51
2023,3,0.00 - 3349844.95,0,43,0,26,2,51
2023,4,0.00 - 3349844.95,0,43,0,26,2,51
2023,5,0.00 - 3349844.95,0,43,0,26,2,51
2023,6,0.00 - 3349844.95,0,42,0,26,2,51
2023,7,0.00 - 3349844.95,0,42,0,26,2,51
2023,8,0.00 - 3349844.95,0,42,0,26,2,51
2023,9,0.00 - 3349844.95,0,42,0,26,2,51
2023,10,0.00 - 3349844.95,0,42,0,26,2,51
2023,11,0.00 - 3349844.95,0,43,0,26,2,51
2023,12,0.00 - 3349844.95,0,43,0,26,2,51
2022,8,0.00 - 3349844.95,0,45,0,43,0,87
2022,9,0.00 - 3349844.95,0,45,0,43,0,87
2022,10,0.00 - 3349844.95,0,45,0,43,0,87
2022,11,0.00 - 3349844.95,0,45,0,43,0,87
2022,12,0.00 - 3349844.95,0,45,0,43,0,87
2023,1,0.00 - 3349844.95,0,45,0,43,0,87
2023,2,0.00 - 3349844.95,0,45,0,43,0,87
2023,3,0.00 - 3349844.95,0,46,0,43,0,87
2023,4,0.00 - 3349844.95,0,46,0,43,0,87
2023,5,0.00 - 3349844.95,0,46,0,43,0,87
2023,6,0.00 - 3349844.95,0,46,0,43,0,87
2023,7,0.00 - 3349844.95,0,46,0,43,0,87
2023,8,0.00 - 3349844.95,0,46,0,43,0,87
2023,9,0.00 - 3349844.95,0,46,0,43,0,87
2023,10,0.00 - 3349844.95,0,46,0,43,0,87
2023,11,0.00 - 3349844.95,0,46,0,43,0,87
2023,12,0.00 - 3349844.95,0,46,0,43,0,87
2022,8,0.00 - 3349844.95,0,19,0,38,1,22
2022,9,0.00 - 3349844.95,0,19,0,38,1,22
2022,10,0.00 - 3349844.95,0,19,0,38,1,22
2022,11,0.00 - 3349844.95,0,19,0,38,1,22
2022,12,0.00 - 3349844.95,0,19,0,38,1,22
2023,1,0.00 - 3349844.95,0,19,0,38,1,22
2023,2,0.00 - 3349844.95,0,19,0,38,1,22
2023,3,0.00 - 3349844.95,0,20,0,38,1,22
2023,4,0.00 - 3349844.95,0,20,0,38,1,22
2023,5,0.00 - 3349844.95,0,20,0,38,1,22
2023,6,0.00 - 3349844.95,0,21,0,38,1,22
2023,7,0.00 - 3349844.95,0,21,0,38,1,22
2023,8,0.00 - 3349844.95,0,21,0,38,1,22
2023,9,0.00 - 3349844.95,0,21,0,38,1,22
2023,10,0.00 - 3349844.95,0,21,0,38,1,22
2023,11,0.00 - 3349844.95,0,21,0,38,1,22
2023,12,0.00 - 3349844.95,0,21,0,38,1,22
2022,8,0.00 - 3349844.95,0,28,0,74,1,26
2022,9,0.00 - 3349844.95,0,28,0,74,1,26
2022,10,0.00 - 3349844.95,0,28,0,74,1,26
2022,11,0.00 - 3349844.95,0,28,0,74,1,26
2022,12,0.00 - 3349844.95,0,28,0,74,1,26
2023,1,0.00 - 3349844.95,0,28,0,74,1,26
2023,2,0.00 - 3349844.95,0,28,0,74,1,26
2023,3,0.00 - 3349844.95,0,28,0,74,1,26
2023,4,0.00 - 3349844.95,0,28,0,74,1,26
2023,5,0.00 - 3349844.95,0,28,0,74,1,26
2023,6,0.00 - 3349844.95,0,28,0,74,1,26
2023,7,0.00 - 3349844.95,0,28,0,74,1,26
2023,8,0.00 - 3349844.95,0,28,0,74,1,26
2023,9,0.00 - 3349844.95,0,28,0,74,1,26
2023,10,0.00 - 3349844.95,0,28,0,74,1,26
2023,11,0.00 - 3349844.95,0,28,0,74,1,26
2023,12,0.00 - 3349844.95,0,28,0,74,1,26
2022,8,0.00 - 3349844.95,0,62,0,45,5,104
2022,9,0.00 - 3349844.95,0,62,0,45,5,104
2022,10,0.00 - 3349844.95,0,62,0,45,5,104
2022,11,0.00 - 3349844.95,0,62,0,45,5,104
2022,12,0.00 - 3349844.95,0,62,0,45,5,104
2023,1,0.00 - 3349844.95,0,62,0,45,5,104
2023,2,0.00 - 3349844.95,0,62,0,45,5,104
2023,3,0.00 - 3349844.95,0,62,0,45,5,104
2023,4,0.00 - 3349844.95,0,62,0,45,5,104
2023,5,0.00 - 3349844.95,0,62,0,45,5,104
2023,6,0.00 - 3349844.95,0,62,0,45,5,104
2023,7,0.00 - 3349844.95,0,62,0,45,5,104
2023,8,0.00 - 3349844.95,0,62,0,45,5,104
2023,9,0.00 - 3349844.95,0,62,0,45,5,104
2023,10,0.00 - 3349844.95,0,62,0,45,5,104
2023,11,0.00 - 3349844.95,0,62,0,45,5,104
2023,12,0.00 - 3349844.95,0,62,0,45,5,104
2022,8,0.00 - 3349844.95,0,12,0,23,0,11
2022,9,0.00 - 3349844.95,0,12,0,23,0,11
2022,10,0.00 - 3349844.95,0,12,0,23,0,11
2022,11,0.00 - 3349844.95,0,12,0,23,0,11
2022,12,0.00 - 3349844.95,0,12,0,23,0,11
2023,1,0.00 - 3349844.95,0,12,0,23,0,11
2023,2,0.00 - 3349844.95,0,12,0,23,0,11
2023,3,0.00 - 3349844.95,0,12,0,23,0,11
2023,4,0.00 - 3349844.95,0,12,0,23,0,11
2023,5,0.00 - 3349844.95,0,12,0,23,0,11
2023,6,0.00 - 3349844.95,0,12,0,23,0,11
2023,7,0.00 - 3349844.95,0,12,0,23,0,11
2023,8,0.00 - 3349844.95,0,12,0,23,0,11
2023,9,0.00 - 3349844.95,0,12,0,23,0,11
2023,10,0.00 - 3349844.95,0,13,0,23,0,11
2023,11,0.00 - 3349844.95,0,13,0,23,0,11
2023,12,0.00 - 3349844.95,0,13,0,23,0,11
2022,8,3349844.95 - 9260857.23,0,91,0,104,3,181
2022,9,3349844.95 - 9260857.23,0,91,0,104,3,181
2022,10,3349844.95 - 9260857.23,0,91,0,104,3,181
2022,11,3349844.95 - 9260857.23,0,91,0,104,3,181
2022,12,3349844.95 - 9260857.23,0,91,0,104,3,181
2023,1,3349844.95 - 9260857.23,0,91,0,104,3,181
2023,2,3349844.95 - 9260857.23,0,101,0,104,3,181
2023,3,3349844.95 - 9260857.23,0,101,0,104,3,181
2023,4,3349844.95 - 9260857.23,0,101,0,104,3,181
2023,5,3349844.95 - 9260857.23,0,101,0,104,3,181
2023,6,3349844.95 - 9260857.23,0,101,0,104,3,181
2023,7,3349844.95 - 9260857.23,0,101,0,104,3,181
2023,8,3349844.95 - 9260857.23,0,102,0,104,3,181
2023,9,3349844.95 - 9260857.23,0,102,0,104,3,181
2023,10,3349844.95 - 9260857.23,0,102,0,104,3,181
2023,11,3349844.95 - 9260857.23,0,103,0,104,3,181
2023,12,3349844.95 - 9260857.23,0,104,0,104,3,181
2022,8,3349844.95 - 9260857.23,0,100,0,69,6,161
2022,9,3349844.95 - 9260857.23,0,100,0,69,6,161
2022,10,3349844.95 - 9260857.23,0,100,0,69,6,161
2022,11,3349844.95 - 9260857.23,0,101,0,69,6,161
2022,12,3349844.95 - 9260857.23,0,101,0,69,6,161
2023,1,3349844.95 - 9260857.23,0,101,0,69,6,161
2023,2,3349844.95 - 9260857.23,0,101,0,69,6,161
2023,3,3349844.95 - 9260857.23,0,101,0,69,6,161
2023,4,3349844.95 - 9260857.23,0,101,0,69,6,161
2023,5,3349844.95 - 9260857.23,0,101,0,69,6,161
2023,6,3349844.95 - 9260857.23,0,101,0,69,6,161
2023,7,3349844.95 - 9260857.23,0,101,0,69,6,161
2023,8,3349844.95 - 9260857.23,0,102,0,69,6,161
2023,9,3349844.95 - 9260857.23,0,102,0,69,6,161
2023,10,3349844.95 - 9260857.23,0,102,0,69,6,161
2023,11,3349844.95 - 9260857.23,0,102,0,69,6,161
2023,12,3349844.95 - 9260857.23,0,102,0,69,6,161
2022,8,0.00 - 3349844.95,0,30,0,13,1,42
2022,9,0.00 - 3349844.95,0,30,0,13,1,42
2022,10,0.00 - 3349844.95,0,30,0,13,1,42
2022,11,0.00 - 3349844.95,0,30,0,13,1,42
2022,12,0.00 - 3349844.95,0,30,0,13,1,42
2023,1,0.00 - 3349844.95,0,30,0,13,1,42
2023,2,0.00 - 3349844.95,0,30,0,13,1,42
2023,3,0.00 - 3349844.95,0,30,0,13,1,42
2023,4,0.00 - 3349844.95,0,30,0,13,1,42
2023,5,0.00 - 3349844.95,0,30,0,13,1,42
2023,6,0.00 - 3349844.95,0,30,0,13,1,42
2023,7,0.00 - 3349844.95,0,30,0,13,1,42
2023,8,0.00 - 3349844.95,0,30,0,13,1,42
2023,9,0.00 - 3349844.95,0,30,0,13,1,42
2023,10,0.00 - 3349844.95,0,30,0,13,1,42
2023,11,0.00 - 3349844.95,0,30,0,13,1,42
2023,12,0.00 - 3349844.95,0,30,0,13,1,42
2022,8,9260857.23 - 18073778.11,0,123,0,127,0,153
2022,9,9260857.23 - 18073778.11,0,123,0,127,0,153
2022,10,9260857.23 - 18073778.11,0,123,0,127,0,153
2022,11,9260857.23 - 18073778.11,0,123,0,127,0,153
2022,12,9260857.23 - 18073778.11,0,123,0,127,0,153
2023,1,9260857.23 - 18073778.11,0,123,0,127,0,153
2023,2,9260857.23 - 18073778.11,0,123,0,127,0,153
2023,3,9260857.23 - 18073778.11,0,124,0,127,0,153
2023,4,9260857.23 - 18073778.11,0,124,0,127,0,153
2023,5,9260857.23 - 18073778.11,0,124,0,127,0,153
2023,6,9260857.23 - 18073778.11,0,123,0,127,0,153
2023,7,9260857.23 - 18073778.11,0,123,0,127,0,153
