ano,mes,energia_ativa_baixa_tensao_kwh,cpes_domestico_baixa_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_nao_domestico_baixa_tensao,cpes_outros_baixa_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao,densidade_populacional_pessoas_km2
2023,12,4643796,13452,136,2510,165,25116,14,117
2022,8,2380689,3977,39,1201,46,8178,2,32
2022,9,1634348,3976,39,1202,46,8004,2,32
2022,10,1402143,3983,39,1208,45,8132,2,32
2022,11,1432565,3985,39,1204,45,8188,2,32
2022,12,1772350,3986,39,1206,43,8590,2,32
2023,1,2023010,3995,39,1207,43,8768,2,32
2023,2,1790536,3997,39,1206,43,8746,2,32
2023,3,1717112,3996,39,1212,43,8810,2,32
2023,4,1706374,3996,39,1212,43,8536,2,32
2023,5,1779220,3996,39,1212,43,8452,2,32
2023,6,2064585,4034,38,1212,42,8662,2,32
2023,7,2425957,4040,38,1212,41,8932,2,32
2023,8,2255223,4044,38,1211,41,8898,2,32
2023,9,1745390,4048,38,1211,41,8908,2,32
2023,10,1591184,4050,38,1211,41,8884,2,32
2023,11,1563241,4049,38,1209,40,8970,2,32
2023,12,1993591,4045,38,1204,41,9040,2,32
2022,8,5891624,18654,261,5012,174,19930,2,88
2022,9,5441707,18682,261,4995,171,19690,2,88
2022,10,5646734,18699,261,4974,168,20870,2,88
2022,11,5884412,18702,261,4927,170,20680,2,88
2022,12,6603987,18718,261,4917,167,20548,2,88
2023,1,6989177,18737,261,4912,165,21336,2,88
2023,2,6119462,18754,261,4914,162,22204,2,88
2023,3,6063818,18758,261,4910,162,22838,2,88
2023,4,5316656,18758,261,4910,162,23600,2,88
2023,5,5397696,18758,261,4910,162,23432,2,88
2023,6,5382483,18821,262,5032,156,25422,2,88
2023,7,5873887,18842,262,5055,158,27030,2,88
2023,8,5989255,18861,262,5042,151,27390,2,88
2023,9,5504742,18875,262,5015,148,29552,2,88
2023,10,5870587,18881,262,4984,146,30908,2,88
2023,11,6224252,18882,263,4966,142,31092,2,88
2023,12,7342194,18878,264,4961,141,31060,2,88
2022,8,1215300,4440,64,1040,19,3302,1,19
2022,9,1046665,4434,64,1041,15,3509,1,19
2022,10,1031906,4437,66,1044,15,3978,1,19
2022,11,1070815,4437,66,1040,16,4200,1,19
2022,12,1231861,4439,66,1039,18,4446,1,19
2023,1,1255482,4442,67,1041,17,4419,1,19
2023,2,1106124,4443,67,1045,17,4513,1,19
2023,3,1109702,4440,67,1044,17,4590,1,19
2023,4,965858,4440,67,1044,17,4717,1,19
2023,5,966094,4440,67,1044,17,4695,1,19
2023,6,947497,4444,67,1052,14,4796,1,19
2023,7,1144168,4447,68,1055,15,4801,1,19
2023,8,1234997,4452,68,1057,18,4816,1,19
2023,9,1048551,4455,68,1060,16,4655,1,19
2023,10,1081881,4464,68,1061,15,4605,1,19
2023,11,1182529,4463,68,1063,18,4739,1,19
2023,12,1406474,4465,68,1060,18,4994,1,19
2022,8,1414383,5524,79,1638,35,8708,4,78
2022,9,1285838,5527,79,1632,35,8652,4,78
2022,10,1336844,5528,79,1631,32,8800,4,78
2022,11,1454603,5532,79,1628,30,8468,4,78
2022,12,1638925,5531,79,1627,33,8962,4,78
2023,1,1721138,5527,79,1628,30,9230,4,78
2023,2,1515632,5529,78,1628,29,9608,4,78
2023,3,1472033,5537,78,1628,30,10302,4,78
2023,4,1272690,5537,78,1628,30,10742,4,78
2023,5,1286512,5537,78,1628,30,10656,4,78
2023,6,1291465,5551,78,1635,29,11130,4,78
2023,7,1414141,5551,78,1637,29,11104,4,78
2023,8,1463580,5556,78,1643,28,10552,4,78
2023,9,1330543,5566,78,1644,27,11334,6,78
2023,10,1433716,5573,78,1646,27,11398,6,78
2023,11,1575828,5577,78,1646,26,11990,6,78
2023,12,1859524,5572,78,1641,30,12130,6,78
2022,8,4396156,11371,198,2968,50,16920,2,151
2022,9,3768039,11375,198,2950,40,16788,2,151
2022,10,3816025,11379,198,2951,62,17364,2,151
2022,11,3962521,11389,198,2952,41,16950,2,151
2022,12,4526848,11400,198,2954,39,17858,4,151
2023,1,4936235,11406,198,2954,40,18288,4,151
2023,2,4401359,11409,198,2961,41,18288,4,151
2023,3,4172943,11421,198,2967,41,18984,4,151
2023,4,3670284,11421,198,2967,41,19318,4,151
2023,5,3955012,11421,198,2967,41,19362,4,151
2023,6,4281711,11436,198,2984,39,20104,4,151
2023,7,4841330,11436,198,2991,41,20520,4,151
2023,8,4431436,11436,198,2992,48,20782,4,151
2023,9,3695732,11443,198,3000,38,20876,4,151
2023,10,3832840,11453,198,2998,58,21690,6,151
2023,11,4111836,11455,198,2993,43,22750,6,151
2023,12,5182759,11453,198,2991,42,23168,6,151
2022,8,37902851,106183,605,19427,589,154220,102,2196
2022,9,37379522,106260,605,19429,591,153936,102,2196
2022,10,39464271,106352,609,19443,582,158998,104,2196
2022,11,41914025,106427,611,19456,624,160072,112,2196
2022,12,47871040,106518,611,19462,621,162558,124,2196
2023,1,53212508,106625,611,19474,589,161598,126,2196
2023,2,47826344,106719,611,19500,589,168518,132,2196
