ano,mes,energia_ativa_alta_tensao_kwh,cpes_domestico_alta_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_alta_tensao
2023,5,3539715,0,78,0
2023,6,3828701,0,79,0
2023,7,4463655,0,79,0
2023,8,4583361,0,79,0
2023,9,3867898,0,79,0
2023,10,3505627,0,79,0
2023,11,2790711,0,79,0
2023,12,2651069,0,79,0
2024,1,1085114,0,79,0
2022,8,4031627,0,73,0
2022,9,3599851,0,73,0
2022,10,3442034,0,72,0
2022,11,2723515,0,72,0
2022,12,2575501,0,72,0
2023,1,2665257,0,72,0
2023,2,2473637,0,72,0
2023,3,2804760,0,72,0
2023,4,2884687,0,72,0
2023,5,3286150,0,72,0
2023,6,3608374,0,72,0
2023,7,4106121,0,72,0
2023,8,4411006,0,72,0
2023,9,3885385,0,72,0
2023,10,3712343,0,72,0
2023,11,3019620,0,72,0
2023,12,2829774,0,72,0
2024,1,674516,0,72,0
2022,8,2445560,0,90,0
2022,9,2402968,0,90,0
2022,10,2288914,0,90,0
2022,11,2122257,0,90,0
2022,12,2188907,0,90,0
2023,1,2173721,0,89,0
2023,2,1856922,0,89,0
2023,3,1945325,0,89,0
2023,4,1757932,0,89,0
2023,5,1887276,0,89,0
2023,6,1995728,0,89,0
2023,7,2106075,0,89,0
2023,8,2425623,0,90,0
2023,9,2543942,0,90,0
2023,10,2515986,0,90,0
2023,11,2344948,0,91,0
2023,12,2399009,0,91,0
2024,1,615572,0,91,0
2022,8,28229642,0,480,0
2022,9,31002789,0,480,0
2022,10,32625698,0,480,0
2022,11,32551309,0,479,0
2022,12,28728003,0,479,0
2023,1,31254427,0,482,0
2023,2,28263090,0,482,0
2023,3,32549311,0,482,0
2023,4,29954707,0,482,0
2023,5,30528703,0,482,0
2023,6,29539413,0,485,0
2023,7,29621712,0,485,0
2023,8,29563458,0,486,0
2023,9,28842674,0,487,0
2023,10,32820969,0,488,0
2023,11,32034929,0,487,0
2023,12,30371547,0,489,0
2024,1,9662301,0,490,0
2022,8,123158068,1,1194,32
2022,9,115686013,1,1196,0
2022,10,116618785,1,1200,0
2022,11,108107853,1,1204,0
2022,12,108424918,1,1204,0
2023,1,112335976,1,1206,0
2023,2,101657956,1,1206,0
2023,3,111121590,2,1208,0
2023,4,106823041,2,1208,0
2023,5,114473481,2,1208,0
2023,6,119469507,2,1215,0
2023,7,125705961,2,1219,0
2023,8,127947012,2,1219,0
2023,9,120476174,2,1219,0
2023,10,122300339,2,1221,0
2023,11,110462548,2,1224,0
2023,12,110952330,2,1223,0
2024,1,25962882,2,1226,0
2022,8,13095686,0,165,0
2022,9,13252791,0,165,0
2022,10,14908064,0,165,0
2022,11,11966263,0,165,0
2022,12,11173386,0,165,0
2023,1,8725400,0,165,0
2023,2,8619841,0,165,0
2023,3,13360503,0,164,0
2023,4,13984630,0,164,0
2023,5,14630564,0,164,0
2023,6,13656469,0,165,0
2023,7,14997464,0,166,0
2023,8,18584653,0,166,0
2023,9,16557850,0,166,0
2023,10,11853475,0,167,0
2023,11,12370228,0,167,0
2023,12,9390440,0,169,0
2024,1,2055192,0,169,0
2022,8,26948667,1,362,0
2022,9,25825985,1,362,0
2022,10,26229482,1,362,0
2022,11,25858371,1,362,0
2022,12,24422935,1,363,0
2023,1,25532280,1,364,0
2023,2,23535305,1,362,0
2023,3,25477712,1,361,0
2023,4,24445353,1,361,0
2023,5,26186937,1,361,0
2023,6,26433939,1,361,0
2023,7,27350601,1,361,0
2023,8,27290490,1,365,0
2023,9,26067970,1,364,0
2023,10,26960348,1,366,0
2023,11,25306814,1,366,0
2023,12,25344956,1,365,0
2024,1,7406105,1,366,0
2022,8,1947900,0,56,0
2022,9,1821083,0,56,0
2022,10,1806908,0,56,0
2022,11,1688115,0,56,0
2022,12,1740357,0,56,0
2023,1,1651133,0,56,0
2023,2,1413157,0,56,0
2023,3,1576742,0,56,0
2023,4,1503588,0,56,0
2023,5,1540356,0,56,0
2023,6,1542139,0,57,0
2023,7,1632602,0,57,0
2023,8,1777766,0,57,0
2023,9,1634634,0,57,0
2023,10,1697718,0,57,0
2023,11,1582578,0,58,0
2023,12,1622099,0,58,0
2024,1,595566,0,58,0
2022,8,1610952,0,87,0
2022,9,2116448,0,87,0
2022,10,2508994,0,87,0
2022,11,2336369,0,86,0
2022,12,2297375,0,86,0
2023,1,2316085,0,85,0
2023,2,2103604,0,85,0
2023,3,2191765,0,85,0
2023,4,1929853,0,85,0
2023,5,1815193,0,85,0
2023,6,2120785,0,84,0
2023,7,2242659,0,85,0
2023,8,1563091,0,86,0
2023,9,2164888,0,86,0
2023,10,2429350,0,86,0
2023,11,2203125,0,86,0
2023,12,2286803,0,87,0
2024,1,722513,0,87,0
2022,8,1226206,0,26,0
2022,9,1673593,0,26,0
2022,10,1767333,0,26,0
2022,11,1514791,0,26,0
2022,12,1174664,0,27,0
2023,1,1696394,0,27,0
2023,2,1417358,0,27,0
2023,3,1871779,0,27,0
2023,4,1755476,0,27,0
2023,5,1731106,0,27,0
2023,6,1671051,0,28,0
2023,7,1667557,0,28,0
2023,8,1451485,0,28,0
2023,9,1928851,0,28,0
2023,10,1889783,0,28,0
2023,11,1884304,0,28,0
2023,12,1696832,0,28,0
2024,1,1176468,0,28,0
2022,8,698755,0,42,0
2022,9,553056,0,42,0
2022,10,534162,0,42,0
2022,11,528190,0,42,0
2022,12,558201,0,42,0
2023,1,569060,0,42,0
2023,2,484788,0,42,0
2023,3,518067,0,42,0
2023,4,491499,0,42,0
2023,5,502706,0,42,0
2023,6,546461,0,42,0
2023,7,656491,0,42,0
2023,8,685642,0,42,0
2023,9,567564,0,42,0
2023,10,538900,0,42,0
2023,11,500411,0,42,0
2023,12,543672,0,42,0
2024,1,123442,0,42,0
2022,8,7501261,0,168,0
2022,9,7364439,0,169,0
2022,10,7616339,0,170,0
2022,11,7432813,0,170,0
2022,12,7606790,0,170,0
2023,1,7471063,0,171,0
2023,2,6744997,0,171,0
2023,3,7243280,0,171,0
2023,4,6665089,0,171,0
2023,5,6937080,0,171,0
2023,6,6935850,0,170,0
2023,7,7138835,0,170,0
2023,8,7514979,0,170,0
2023,9,7383727,0,170,0
2023,10,7776810,0,170,0
2023,11,7448592,0,170,0
2023,12,7384743,0,170,0
2024,1,2557092,0,172,0
2022,8,75794291,0,283,8
2022,9,86441273,0,283,0
2022,10,94637897,0,284,0
2022,11,93940003,0,284,0
2022,12,69546100,0,284,0
2023,1,88379014,0,284,0
2023,2,85031451,0,285,0
2023,3,95710829,0,285,0
2023,4,86511849,0,285,0
2023,5,89929655,0,285,0
2023,6,87688022,0,285,0
2023,7,93834402,0,285,0
2023,8,55599914,0,285,0
2023,9,91790540,0,285,0
2023,10,96418836,0,286,0
2023,11,96443431,0,286,0
2023,12,86618973,0,286,0
2024,1,7236526,0,286,0
2022,8,6059421,0,67,0
2022,9,9189009,0,67,0
2022,10,9277971,0,67,0
2022,11,9578410,0,67,0
2022,12,7767192,0,66,0
2023,1,10324729,0,66,0
2023,2,10216710,0,67,0
2023,3,11073751,0,67,0
2023,4,9323322,0,67,0
2023,5,10293436,0,67,0
2023,6,10540211,0,67,0
2023,7,10791906,0,68,0
2023,8,3989036,0,69,0
2023,9,10633171,0,69,0
2023,10,9284790,0,69,0
2023,11,9172233,0,69,0
2023,12,7589670,0,69,0
2024,1,672566,0,69,0
2022,8,155369,0,7,0
2022,9,121204,0,7,0
2022,10,118179,0,7,0
2022,11,115495,0,7,0
2022,12,147310,0,6,0
2023,1,147958,0,6,0
2023,2,125853,0,6,0
2023,3,142364,0,6,0
2023,4,136133,0,6,0
2023,5,89838,0,6,0
2023,6,93905,0,6,0
2023,7,108701,0,6,0
2023,8,118415,0,6,0
2023,9,94701,0,6,0
2023,10,94750,0,6,0
2023,11,91112,0,6,0
2023,12,116516,0,6,0
2024,1,0,0,0,0
2022,8,3584589,0,117,0
2022,9,3598687,0,117,0
2022,10,3896857,0,117,0
2022,11,3818484,0,117,0
2022,12,3658739,0,117,0
2023,1,4024540,0,117,0
2023,2,3623194,0,117,0
2023,3,3844523,0,117,0
2023,4,3430626,0,116,0
2023,5,3542147,0,116,0
2023,6,3443942,0,117,0
2023,7,3441315,0,118,0
2023,8,3201533,0,118,0
2023,9,3205750,0,118,0
2023,10,3625160,0,118,0
2023,11,3683018,0,119,0
2023,12,3488596,0,118,0
2024,1,1521210,0,118,0
2022,8,36717731,0,210,0
2022,9,37316943,0,210,0
2022,10,38711803,0,210,0
2022,11,37710889,0,210,0
2022,12,37013511,0,210,0
2023,1,39303239,0,210,0
2023,2,34414488,0,210,0
2023,3,39337529,0,210,0
2023,4,39079306,0,210,0
2023,5,40047692,0,210,0
2023,6,39852532,0,211,0
2023,7,39408870,0,211,0
2023,8,36128218,0,210,0
2023,9,34023157,0,210,0
2023,10,33700102,0,210,0
2023,11,32380407,0,210,0
2023,12,31781858,0,209,0
2024,1,6225302,0,208,0
2022,8,245354,0,10,0
2022,9,207841,0,10,0
2022,10,188511,0,10,0
2022,11,157932,0,10,0
2022,12,151671,0,10,0
2023,1,157690,0,10,0
2023,2,152559,0,10,0
2023,3,171441,0,10,0
2023,4,188741,0,10,0
2023,5,214192,0,10,0
2023,6,198100,0,10,0
2023,7,242678,0,10,0
2023,8,228554,0,10,0
2023,9,188771,0,10,0
2023,10,189065,0,10,0
2023,11,163071,0,10,0
2023,12,164553,0,10,0
2024,1,126418,0,10,0
2022,8,23627247,0,251,0
2022,9,23155188,0,249,0
2022,10,22630281,0,250,0
2022,11,22081633,0,250,0
2022,12,22103305,0,250,0
2023,1,22734306,0,251,0
2023,2,19863482,0,251,0
2023,3,21627487,0,251,0
2023,4,20194646,0,251,0
2023,5,22336339,0,251,0
2023,6,22719200,0,255,0
2023,7,23590026,0,255,0
2023,8,22603175,0,255,0
2023,9,22228978,0,255,0
2023,10,22889322,0,256,0
2023,11,21350811,0,256,0
2023,12,21183847,0,256,0
2024,1,5609025,0,256,0
2022,8,781360,0,25,0
2022,9,671095,0,25,0
2022,10,826415,0,25,0
2022,11,749961,0,25,0
2022,12,639235,0,25,0
2023,1,692147,0,25,0
2023,2,569875,0,25,0
2023,3,697551,0,25,0
2023,4,607470,0,25,0
2023,5,773097,0,25,0
2023,6,796099,0,25,0
2023,7,798187,0,25,0
2023,8,667832,0,24,0
2023,9,617097,0,24,0
2023,10,618023,0,24,0
2023,11,566977,0,24,0
2023,12,542895,0,24,0
2024,1,357015,0,24,0
2022,8,5193364,0,72,0
2022,9,5309710,0,72,0
2022,10,4940387,0,73,0
2022,11,4981447,0,73,0
2022,12,4778804,0,73,0
2023,1,4564562,0,73,0
2023,2,3957555,0,74,0
2023,3,4849643,0,74,0
2023,4,4084530,0,74,0
2023,5,4896950,0,74,0
2023,6,5018399,0,74,0
2023,7,4924026,0,74,0
2023,8,3850885,0,74,0
2023,9,3913940,0,74,0
2023,10,4162038,0,74,0
2023,11,4429113,0,74,0
2023,12,3971839,0,74,0
2024,1,793390,0,74,0
2022,8,251281,0,17,0
2022,9,269916,0,17,0
2022,10,251809,0,17,0
2022,11,237632,0,17,0
2022,12,243891,0,17,0
2023,1,227331,0,17,0
2023,2,228329,0,17,0
2023,3,244616,0,17,0
2023,4,213873,0,17,0
2023,5,220184,0,17,0
2023,6,211038,0,17,0
2023,7,249516,0,17,0
2023,8,247700,0,17,0
2023,9,267456,0,17,0
2023,10,250938,0,17,0
2023,11,244492,0,17,0
2023,12,241077,0,17,0
2024,1,84690,0,17,0
2022,8,27655,0,5,0
2022,9,44193,0,5,0
2022,10,34598,0,5,0
2022,11,18234,0,5,0
2022,12,22031,0,5,0
2023,1,23096,0,5,0
2023,2,20183,0,5,0
2023,3,21278,0,6,0
2023,4,18329,0,6,0
2023,5,17108,0,6,0
2023,6,17044,0,6,0
2023,7,18740,0,6,0
2023,8,27703,0,6,0
2023,9,41112,0,6,0
2023,10,30783,0,6,0
2023,11,18766,0,6,0
2023,12,19727,0,6,0
2024,1,12274,0,6,0
2022,8,3053986,0,44,0
2022,9,2999440,0,44,0
2022,10,3192762,0,44,0
2022,11,3146565,0,44,0
2022,12,3082386,0,44,0
2023,1,3133037,0,44,0
2023,2,2801774,0,44,0
2023,3,3187387,0,44,0
2023,4,2822998,0,44,0
2023,5,2871429,0,44,0
2023,6,2630976,0,45,0
2023,7,2434193,0,46,0
2023,8,2423811,0,46,0
2023,9,2548786,0,46,0
2023,10,3011102,0,46,0
2023,11,2976798,0,46,0
2023,12,3056162,0,46,0
2024,1,564477,0,46,0
2022,8,357390,0,22,0
2022,9,324688,0,22,0
2022,10,341009,0,22,0
2022,11,322378,0,22,0
2022,12,319846,0,22,0
2023,1,340438,0,22,0
2023,2,318136,0,22,0
2023,3,326780,0,22,0
2023,4,289833,0,22,0
2023,5,285719,0,22,0
2023,6,291438,0,22,0
2023,7,298686,0,22,0
2023,8,341289,0,22,0
2023,9,325301,0,22,0
2023,10,355343,0,22,0
2023,11,363230,0,22,0
2023,12,401979,0,22,0
2024,1,114790,0,22,0
2022,8,1276801,0,47,0
2022,9,1033218,0,47,0
2022,10,1048063,0,47,0
2022,11,1115224,0,47,0
2022,12,1183896,0,47,0
2023,1,1163642,0,47,0
2023,2,1003405,0,47,0
2023,3,996370,0,47,0
2023,4,884783,0,47,0
2023,5,946450,0,47,0
2023,6,1037809,0,47,0
2023,7,1138688,0,47,0
2023,8,1152473,0,47,0
2023,9,1009001,0,48,0
2023,10,1066538,0,48,0
2023,11,1103708,0,48,0
2023,12,1188932,0,48,0
2024,1,293362,0,48,0
2022,8,222325,0,17,0
2022,9,178728,0,17,0
2022,10,343478,0,17,0
2022,11,343515,0,18,0
2022,12,277818,0,18,0
2023,1,182577,0,18,0
2023,2,156302,0,18,0
2023,3,203199,0,18,0
2023,4,283657,0,18,0
2023,5,340127,0,18,0
2023,6,296912,0,18,0
2023,7,334025,0,18,0
2023,8,373634,0,18,0
2023,9,350080,0,18,0
2023,10,353398,0,19,0
2023,11,222843,0,19,0
2023,12,223176,0,19,0
2024,1,22751,0,19,0
2022,8,777048,0,36,0
2022,9,937581,0,36,0
2022,10,1105611,0,36,0
2022,11,1009812,0,36,0
2022,12,979675,0,36,0
2023,1,886863,0,37,0
2023,2,741414,0,37,0
2023,3,782430,0,36,0
2023,4,666298,0,36,0
2023,5,637646,0,36,0
2023,6,597478,0,36,0
2023,7,555764,0,36,0
2023,8,620621,0,36,0
2023,9,936816,0,37,0
2023,10,1006838,0,36,0
2023,11,906231,0,36,0
2023,12,841188,0,36,0
2024,1,356790,0,36,0
2022,8,1588766,0,41,0
2022,9,1460741,0,41,0
2022,10,1481675,0,41,0
2022,11,1389711,0,42,0
2022,12,1462513,0,42,0
2023,1,1397832,0,42,0
2023,2,1251710,0,42,0
2023,3,1628307,0,43,0
2023,4,1601202,0,43,0
2023,5,1759667,0,43,0
2023,6,1835060,0,43,0
2023,7,1893095,0,42,0
2023,8,1853126,0,42,0
2023,9,1715906,0,42,0
2023,10,1956063,0,42,0
2023,11,1892738,0,42,0
2023,12,1952982,0,42,0
2024,1,440825,0,43,0
2022,8,890154,0,20,0
2022,9,763888,0,20,0
2022,10,723433,0,20,0
2022,11,603037,0,20,0
2022,12,548994,0,20,0
2023,1,529986,0,19,0
2023,2,478203,0,19,0
2023,3,592775,0,19,0
2023,4,632652,0,19,0
2023,5,679933,0,19,0
2023,6,780829,0,19,0
2023,7,887199,0,19,0
2023,8,936287,0,19,0
2023,9,768920,0,19,0
2023,10,692268,0,19,0
2023,11,504456,0,19,0
2023,12,461149,0,19,0
2024,1,79537,0,19,0
2022,8,304285,0,22,0
2022,9,294871,0,22,0
2022,10,291998,0,22,0
2022,11,291986,0,21,0
2022,12,278007,0,21,0
2023,1,333208,0,21,0
2023,2,309072,0,21,0
2023,3,319272,0,21,0
2023,4,274203,0,21,0
2023,5,299732,0,21,0
2023,6,308935,0,21,0
2023,7,340636,0,22,0
2023,8,311310,0,22,0
2023,9,286034,0,22,0
2023,10,280001,0,22,0
2023,11,282776,0,22,0
2023,12,294959,0,22,0
2024,1,54013,0,22,0
2022,8,287023,0,14,0
2022,9,254733,0,14,0
2022,10,329355,0,14,0
2022,11,371805,0,14,0
2022,12,333578,0,14,0
2023,1,356597,0,14,0
2023,2,270536,0,14,0
2023,3,275360,0,14,0
2023,4,308189,0,14,0
2023,5,311233,0,14,0
2023,6,273030,0,14,0
2023,7,153822,0,14,0
2023,8,159781,0,14,0
2023,9,197322,0,15,0
2023,10,347926,0,15,0
2023,11,407681,0,15,0
2023,12,366791,0,15,0
2024,1,198953,0,15,0
2022,8,504748,0,36,0
2022,9,404740,0,36,0
2022,10,429186,0,36,0
2022,11,375502,0,36,0
2022,12,415036,0,36,0
2023,1,414324,0,36,0
2023,2,378273,0,36,0
2023,3,387995,0,36,0
2023,4,370275,0,36,0
2023,5,377751,0,36,0
2023,6,408387,0,36,0
2023,7,438195,0,36,0
2023,8,431222,0,36,0
2023,9,371784,0,36,0
2023,10,364113,0,36,0
2023,11,368231,0,36,0
2023,12,397713,0,36,0
2024,1,126354,0,36,0
2022,8,2363356,0,89,0
2022,9,2337034,0,87,0
2022,10,2297107,0,87,0
2022,11,2139221,0,87,0
2022,12,1955636,0,87,0
2023,1,2296473,0,87,0
2023,2,2128471,0,87,0
2023,3,2353022,0,87,0
2023,4,2255777,0,87,0
2023,5,2434601,0,87,0
2023,6,2400773,0,87,0
2023,7,2598890,0,87,0
2023,8,2253651,0,87,0
2023,9,2274509,0,87,0
2023,10,2179475,0,87,0
2023,11,2160831,0,87,0
2023,12,1824419,0,87,0
2024,1,586787,0,87,0
2022,8,569810,0,34,0
2022,9,554838,0,34,0
2022,10,592675,0,34,0
2022,11,585404,0,34,0
2022,12,630114,0,34,0
2023,1,628908,0,34,0
2023,2,552906,0,34,0
2023,3,632242,0,34,0
2023,4,586913,0,34,0
2023,5,593065,0,34,0
2023,6,580833,0,35,0
2023,7,629518,0,35,0
2023,8,636175,0,35,0
2023,9,646981,0,36,0
2023,10,695469,0,36,0
2023,11,703939,0,36,0
2023,12,704974,0,36,0
2024,1,240459,0,36,0
2022,8,7821449,0,152,0
2022,9,7420922,0,153,0
2022,10,7182421,0,153,0
2022,11,6903428,1,153,0
2022,12,6948105,1,152,0
2023,1,7038186,1,151,0
2023,2,6249450,1,153,0
2023,3,6864789,1,151,0
2023,4,6165243,1,151,0
2023,5,6845852,1,151,0
2023,6,7254575,1,152,0
2023,7,7773517,1,152,0
2023,8,8414889,1,152,0
2023,9,7635414,1,152,0
2023,10,7402149,1,153,0
2023,11,6937894,1,153,0
2023,12,7002943,2,153,0
2024,1,2394085,2,153,0
2022,8,1507617,0,45,0
2022,9,1603884,0,45,0
2022,10,1720938,0,45,0
2022,11,1640586,0,45,0
2022,12,1366288,0,45,0
2023,1,1595477,0,45,0
2023,2,1635953,0,45,0
2023,3,1726321,0,45,0
2023,4,1590313,0,45,0
2023,5,1756444,0,45,0
2023,6,1764108,0,45,0
2023,7,1579823,0,45,0
2023,8,1456781,0,45,0
2023,9,1721074,0,47,0
2023,10,1902676,0,48,0
2023,11,1843786,0,48,0
2023,12,1519182,0,48,0
2024,1,807189,0,48,0
2022,8,1781780,0,36,0
2022,9,1328189,0,36,0
2022,10,513687,0,36,0
2022,11,224419,0,36,0
2022,12,222864,0,36,0
2023,1,239017,0,36,0
2023,2,217661,0,36,0
2023,3,259316,0,36,0
2023,4,287485,0,36,0
2023,5,327714,0,36,0
2023,6,434314,0,36,0
2023,7,1235935,0,36,0
2023,8,2025869,0,36,0
2023,9,1410249,0,36,0
2023,10,510226,0,36,0
2023,11,189803,0,36,0
2023,12,196295,0,36,0
2024,1,117701,0,36,0
2022,8,2530041,0,40,0
2022,9,2938514,0,40,0
2022,10,2349017,0,40,0
2022,11,2135178,0,40,0
2022,12,2041098,0,40,0
2023,1,2265296,0,40,0
2023,2,1883665,0,40,0
2023,3,2016065,0,40,0
2023,4,2530198,0,41,0
2023,5,2738395,0,41,0
2023,6,2607098,0,42,0
2023,7,3067832,0,42,0
2023,8,2620824,0,42,0
2023,9,3178533,0,42,0
2023,10,3225213,0,42,0
2023,11,3394183,0,42,0
2023,12,3621554,0,42,0
2024,1,1145838,0,42,0
2022,8,3041148,0,76,0
2022,9,2116584,0,76,0
2022,10,1899142,0,76,0
2022,11,1856037,0,76,0
2022,12,1810362,0,76,0
2023,1,1282281,0,76,0
2023,2,1035298,0,75,0
2023,3,1353547,0,75,0
2023,4,1836167,0,75,0
2023,5,2217199,0,75,0
2023,6,2096141,0,75,0
2023,7,2452725,0,74,0
2023,8,2518873,0,74,0
2023,9,2082453,0,74,0
2023,10,1992439,0,74,0
2023,11,1919466,0,74,0
2023,12,1939834,0,74,0
2024,1,288419,0,74,0
2022,8,325829,0,18,0
2022,9,240484,0,18,0
2022,10,178803,0,18,0
2022,11,73547,0,18,0
2022,12,71097,0,18,0
2023,1,77218,0,18,0
2023,2,71300,0,18,0
2023,3,113002,0,18,0
2023,4,177592,0,18,0
2023,5,224192,0,18,0
2023,6,291165,0,18,0
2023,7,442365,0,17,0
2023,8,407193,0,17,0
2023,9,196035,0,17,0
2023,10,139950,0,17,0
2023,11,78096,0,17,0
2023,12,88759,0,17,0
2024,1,36258,0,17,0
2022,8,723446,0,20,0
2022,9,878752,0,20,0
2022,10,974595,0,20,0
2022,11,971371,0,20,0
2022,12,852225,0,20,0
2023,1,1071593,0,20,0
2023,2,904491,0,20,0
2023,3,1014756,0,20,0
2023,4,903824,0,20,0
2023,5,998056,0,20,0
2023,6,961788,0,20,0
2023,7,891805,0,20,0
2023,8,816934,0,20,0
2023,9,950978,0,20,0
2023,10,1072005,0,20,0
2023,11,1051896,0,20,0
2023,12,1015880,0,21,0
2024,1,420115,0,21,0
2022,8,137785,0,14,0
2022,9,167281,0,14,0
2022,10,155866,0,14,0
2022,11,170234,0,14,0
2022,12,161235,0,14,0
2023,1,207344,0,14,0
2023,2,196541,0,14,0
2023,3,184910,0,14,0
2023,4,137138,0,14,0
2023,5,140667,0,14,0
2023,6,133849,0,14,0
2023,7,145722,0,14,0
2023,8,129986,0,14,0
2023,9,148413,0,14,0
2023,10,155524,0,14,0
2023,11,167450,0,14,0
2023,12,149571,0,14,0
2024,1,72493,0,14,0
2022,8,79691,0,35,0
2022,9,62464,0,35,0
2022,10,59490,0,35,0
2022,11,60720,0,35,0
2022,12,65024,0,35,0
2023,1,70863,0,35,0
2023,2,65172,0,35,0
2023,3,66342,0,35,0
2023,4,63478,0,35,0
2023,5,65778,0,35,0
2023,6,70181,0,35,0
2023,7,84577,0,35,0
2023,8,81419,0,35,0
2023,9,70534,0,35,0
2023,10,68250,0,35,0
2023,11,66662,0,35,0
2023,12,85378,0,35,0
2024,1,28419,0,35,0
2022,8,67273,0,16,0
2022,9,74193,0,16,0
2022,10,76323,0,16,0
2022,11,72965,0,16,0
2022,12,83700,0,16,0
2023,1,88742,0,16,0
2023,2,75560,0,16,0
2023,3,69040,0,16,0
2023,4,56254,0,16,0
2023,5,57630,0,16,0
2023,6,62839,0,16,0
2023,7,62263,0,16,0
2023,8,79770,0,16,0
2023,9,80270,0,16,0
2023,10,72028,0,16,0
2023,11,76892,0,16,0
2023,12,84659,0,16,0
2024,1,14398,0,16,0
2022,8,2946881,0,36,0
2022,9,2620359,0,36,0
2022,10,3587588,0,35,0
2022,11,3516892,0,35,0
2022,12,3011815,0,35,0
2023,1,3438071,0,35,0
2023,2,2887497,0,35,0
2023,3,3736896,0,35,0
2023,4,2674559,0,35,0
2023,5,3405668,0,35,0
2023,6,3222436,0,35,0
2023,7,3536303,0,35,0
2023,8,2508363,0,35,0
2023,9,2789775,0,35,0
2023,10,3235193,0,35,0
2023,11,2383986,0,35,0
2023,12,2577154,0,35,0
2024,1,507595,0,35,0
2022,8,8207732,0,47,0
2022,9,11946702,0,47,0
2022,10,12394644,0,47,0
2022,11,12017251,0,47,0
2022,12,10440853,0,47,0
2023,1,12980013,0,47,0
2023,2,13225843,0,47,0
2023,3,15346115,0,47,0
2023,4,11548842,0,47,0
2023,5,14679319,0,47,0
2023,6,11998356,0,47,0
2023,7,14443532,0,48,0
2023,8,7718926,0,48,0
2023,9,12530901,0,48,0
2023,10,13185090,0,48,0
2023,11,12517092,0,48,0
2023,12,10979602,0,48,0
2024,1,876950,0,48,0
2022,8,301620,0,28,0
2022,9,275854,0,28,0
2022,10,284644,0,28,0
2022,11,276182,0,28,0
2022,12,225675,0,28,0
2023,1,258139,0,28,0
2023,2,237026,0,28,0
2023,3,262854,0,28,0
2023,4,224267,0,28,0
2023,5,244175,0,28,0
2023,6,239126,0,29,0
2023,7,276971,0,28,0
2023,8,286576,0,28,0
2023,9,258144,0,28,0
2023,10,240893,0,28,0
2023,11,212214,0,28,0
2023,12,195607,0,28,0
2024,1,52585,0,29,0
2022,8,2312973,0,107,0
2022,9,2044623,0,107,0
2022,10,1909208,0,107,0
2022,11,1742842,0,107,0
2022,12,1734596,0,107,0
2023,1,1761679,0,108,0
2023,2,1615107,0,109,0
2023,3,1863344,0,109,0
2023,4,2056499,0,109,0
2023,5,2221694,0,109,0
2023,6,2219286,0,110,0
2023,7,2371409,0,110,0
2023,8,2454509,0,110,0
2023,9,2131448,0,110,0
2023,10,1946977,0,110,0
2023,11,1727858,0,110,0
2023,12,1796748,0,110,0
2024,1,759815,0,110,0
2022,8,4374044,0,72,0
2022,9,4297784,0,72,0
2022,10,4225825,0,72,0
2022,11,4006606,0,72,0
2022,12,3779406,0,72,0
2023,1,4031968,0,73,0
2023,2,3786674,0,74,0
2023,3,4076511,0,74,0
2023,4,3822436,0,74,0
2023,5,4246399,0,74,0
2023,6,4370479,0,74,0
2023,7,4579129,0,74,0
2023,8,4581066,0,74,0
2023,9,4386750,0,74,0
2023,10,4493228,0,74,0
2023,11,4062621,0,74,0
2023,12,3922131,0,75,0
2024,1,736327,0,76,0
2022,8,23741247,0,291,8
2022,9,23175306,0,291,0
2022,10,22927287,0,292,0
2022,11,21755478,0,293,0
2022,12,21795713,0,293,0
2023,1,22540737,0,293,0
2023,2,20260429,0,293,0
2023,3,21947043,0,293,0
2023,4,20764597,0,293,0
2023,5,22605338,0,293,0
2023,6,23137620,0,292,0
2023,7,24053797,0,292,0
2023,8,24047666,0,292,0
2023,9,23029976,0,293,0
2023,10,23732279,0,293,0
2023,11,21784367,0,293,0
2023,12,21811740,0,293,0
2024,1,7188597,0,293,0
2022,8,741255,0,13,0
2022,9,1552677,0,13,0
2022,10,1636969,0,14,0
2022,11,1590435,0,14,0
2022,12,1430981,0,14,0
2023,1,1442630,0,14,0
2023,2,1358441,0,14,0
2023,3,1415299,0,14,0
2023,4,715882,0,14,0
2023,5,311584,0,14,0
2023,6,454976,0,14,0
2023,7,1550365,0,14,0
2023,8,1349330,0,14,0
2023,9,1605377,0,14,0
2023,10,1627666,0,14,0
2023,11,1516285,0,14,0
2023,12,1097240,0,14,0
2024,1,50193,0,14,0
2022,8,2858203,0,63,0
2022,9,2531712,0,63,0
2022,10,2474762,0,63,0
2022,11,2285078,0,63,0
2022,12,2145676,0,63,0
2023,1,2173999,0,63,0
2023,2,2017025,0,63,0
2023,3,2258350,0,63,0
2023,4,2248689,0,63,0
2023,5,2525883,0,63,0
2023,6,2642359,0,63,0
2023,7,2961374,0,63,0
2023,8,3054441,0,63,0
2023,9,2643209,0,63,0
2023,10,2562563,0,64,0
2023,11,2342757,0,64,0
2023,12,2252446,0,64,0
2024,1,635905,0,64,0
2022,8,16160264,0,236,0
2022,9,20665342,0,236,0
2022,10,22377828,0,235,0
2022,11,21334742,0,236,0
2022,12,18540529,0,236,0
2023,1,23064233,0,238,0
2023,2,19665821,0,238,0
2023,3,22316169,0,240,0
