energia_ativa_baixa_tensao_kwh,cpes_domestico_baixa_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_nao_domestico_baixa_tensao,cpes_outros_baixa_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao,densidade_populacional_pessoas_km2
0.03541097740372671,0.06178368316653433,0.2427843803056027,0.051923317879964924,0.037528604118993135,0.039783186359186415,0.005154639175257732,0.006022447303586093
0.03181913934527542,0.061815832028625346,0.2427843803056027,0.05183560957273525,0.036613272311212815,0.04054294127207919,0.005154639175257732,0.006022447303586093
0.03249906643533019,0.06184798089071638,0.2427843803056027,0.051722841749154244,0.036613272311212815,0.04154460819703733,0.005154639175257732,0.006022447303586093
0.03502707207997111,0.061883344639016506,0.2427843803056027,0.05179802029820825,0.036155606407322655,0.043079237523576966,0.005154639175257732,0.006022447303586093
0.04072737787097998,0.06190263395627112,0.2436332767402377,0.05184813933091092,0.037070938215102975,0.04399018744401059,0.005154639175257732,0.006022447303586093
0.044327134959754225,0.06190584884248022,0.2436332767402377,0.051810550056383915,0.037070938215102975,0.04823876715590851,0.005154639175257732,0.006022447303586093
0.03906991689925643,0.0618736999803892,0.2436332767402377,0.05182307981455958,0.051258581235697945,0.048862446562014515,0.005154639175257732,0.006022447303586093
0.036447535189619476,0.06184798089071638,0.2436332767402377,0.051898258363613586,0.033867276887871854,0.050654107401373605,0.005154639175257732,0.006022447303586093
0.03094440654777615,0.06184798089071638,0.2436332767402377,0.051898258363613586,0.033867276887871854,0.05191658571433971,0.005154639175257732,0.006022447303586093
0.031355507248183596,0.06184798089071638,0.2436332767402377,0.051898258363613586,0.033867276887871854,0.051489459818036806,0.005154639175257732,0.006022447303586093
0.03226732963805002,0.06200551031496241,0.24448217317487264,0.0522741511088836,0.034782608695652174,0.05390857993869042,0.010309278350515464,0.006022447303586093
0.03532811715726807,0.06205373360809894,0.24448217317487264,0.05221150231800527,0.032951945080091534,0.05332269928446962,0.010309278350515464,0.006022447303586093
0.03591586283276273,0.06205373360809894,0.24533106960950762,0.052173913043478265,0.032494279176201374,0.05383676231010852,0.010309278350515464,0.006022447303586093
0.03217956800561782,0.06205373360809894,0.24533106960950762,0.05224909159253227,0.031578947368421054,0.05398795731764937,0.010309278350515464,0.006022447303586093
0.03383479165314696,0.062143750421953824,0.24533106960950762,0.05233679989976194,0.031121281464530894,0.05626344218113918,0.010309278350515464,0.006022447303586093
0.03716766705641017,0.06217589928404484,0.24533106960950762,0.05229921062523494,0.031121281464530894,0.0577602727557936,0.010309278350515464,0.006022447303586093
0.04644869743991283,0.062166254625417534,0.24533106960950762,0.05237438917428894,0.030663615560640733,0.06005465699522601,0.010309278350515464,0.006022447303586093
0.04522483233556498,0.062143750421953824,0.24533106960950762,0.05232427014158627,0.030663615560640733,0.06237172048578956,0.015463917525773196,0.006022447303586093
0.014454150658546014,0.062082667583980865,0.24533106960950762,0.052311740383410604,0.04439359267734554,0.06390256993714068,0.020618556701030927,0.006022447303586093
0.00655354930298969,0.008808788212941203,0.07215619694397284,0.010349580253101115,0.005949656750572083,0.005000774874413647,0.005154639175257732,0.0030112236517930466
0.005609105872893712,0.008815217985359409,0.07215619694397284,0.010337050494925448,0.006864988558352403,0.005080152253372593,0.005154639175257732,0.0030112236517930466
0.005731744158503508,0.008815217985359409,0.07215619694397284,0.010324520736749781,0.006864988558352403,0.005760529787306422,0.005154639175257732,0.0030112236517930466
0.006010976848967846,0.008799143554313896,0.07215619694397284,0.010337050494925448,0.006864988558352403,0.007242240861206763,0.005154639175257732,0.0030112236517930466
0.006507796937651841,0.008808788212941203,0.0730050933786078,0.010362110011276782,0.006864988558352403,0.00747281324770656,0.005154639175257732,0.0030112236517930466
0.006574343615870091,0.00882807753019582,0.07470288624787776,0.010324520736749781,0.006407322654462243,0.007896159268820943,0.005154639175257732,0.0030112236517930466
0.005586031562060432,0.008844151961241333,0.07470288624787776,0.010299461220398445,0.006407322654462243,0.009067920577262538,0.005154639175257732,0.0030112236517930466
0.005865861685143439,0.008847366847450435,0.07470288624787776,0.010311990978574114,0.005949656750572083,0.00883356831557422,0.010309278350515464,0.0030112236517930466
0.005182746255705368,0.008847366847450435,0.07470288624787776,0.010311990978574114,0.005949656750572083,0.009158637581787048,0.010309278350515464,0.0030112236517930466
0.005290674287143248,0.008847366847450435,0.07470288624787776,0.010311990978574114,0.005949656750572083,0.008871367067459432,0.010309278350515464,0.0030112236517930466
0.00544350120874945,0.008873085937123255,0.07470288624787776,0.010437288560330785,0.005491990846681923,0.01031905926466308,0.010309278350515464,0.0030112236517930466
0.006378038230627707,0.008885945481959666,0.07470288624787776,0.010424758802155118,0.005949656750572083,0.01102967580010508,0.010309278350515464,0.0030112236517930466
0.006648510608101973,0.008908449685423385,0.07470288624787776,0.01041222904397945,0.004576659038901602,0.011324506064809739,0.010309278350515464,0.0030112236517930466
0.005626467996342372,0.008902019913005179,0.07470288624787776,0.010362110011276782,0.004118993135011442,0.01112039280462959,0.010309278350515464,0.0030112236517930466
0.005996528733597998,0.008902019913005179,0.07470288624787776,0.01037463976945245,0.004576659038901602,0.011706273458850388,0.010309278350515464,0.0030112236517930466
0.006345880505490177,0.008885945481959666,0.07470288624787776,0.010362110011276782,0.006407322654462243,0.012205216983735195,0.010309278350515464,0.0030112236517930466
0.007140709738368102,0.008889160368168768,0.07555178268251272,0.010324520736749781,0.005949656750572083,0.012851575640972335,0.010309278350515464,0.0030112236517930466
0.0068087566674318485,0.008882730595750564,0.07555178268251272,0.010299461220398445,0.0036613272311212816,0.013437456295193132,0.010309278350515464,0.0030112236517930466
0.0016939653239744497,0.008898805026796077,0.07555178268251272,0.010324520736749781,0.0036613272311212816,0.014114053953938438,0.010309278350515464,0.0030112236517930466
0.008381552902338331,0.0072399237428991195,0.03225806451612903,0.007066783611076306,0.006864988558352403,0.0031221769057185734,0.005154639175257732,0.0006843690117711469
0.0067355224016352345,0.007233493970480915,0.03225806451612903,0.007079313369251973,0.005491990846681923,0.0031410762816611796,0.005154639175257732,0.0006843690117711469
0.006183415410719533,0.007220634425644504,0.03225806451612903,0.007104372885603307,0.005949656750572083,0.0034699254230625303,0.005154639175257732,0.0006843690117711469
0.006092575171425823,0.007217419539435402,0.03225806451612903,0.007116902643778974,0.005034324942791763,0.0037874349388983173,0.005154639175257732,0.0006843690117711469
0.006966241124963183,0.00719170044976258,0.03225806451612903,0.007129432401954641,0.005491990846681923,0.004256139462274955,0.005154639175257732,0.0006843690117711469
0.007638986831091503,0.007210989767017197,0.03225806451612903,0.00714196216013031,0.005034324942791763,0.004320397340479816,0.005154639175257732,0.0006843690117711469
0.006726109789765596,0.007230279084271813,0.03225806451612903,0.007116902643778974,0.005034324942791763,0.004222120585578264,0.005154639175257732,0.0006843690117711469
0.006782426958451946,0.007230279084271813,0.03225806451612903,0.00714196216013031,0.005034324942791763,0.004743743361594201,0.005154639175257732,0.0006843690117711469
0.006224827245195217,0.007230279084271813,0.03225806451612903,0.00714196216013031,0.005034324942791763,0.00492517737064322,0.005154639175257732,0.0006843690117711469
0.006636903345796408,0.007230279084271813,0.03225806451612903,0.00714196216013031,0.005034324942791763,0.005159529632331541,0.005154639175257732,0.0006843690117711469
0.007275229617587954,0.007220634425644504,0.03225806451612903,0.007204610951008645,0.005491990846681923,0.005163309507520062,0.005154639175257732,0.0006843690117711469
0.008408224001386045,0.007223849311853606,0.03225806451612903,0.007279789500062649,0.005491990846681923,0.005174649133085626,0.005154639175257732,0.0006843690117711469
0.008206584396334118,0.007230279084271813,0.03225806451612903,0.007292319258238316,0.007780320366132723,0.005167089382708583,0.005154639175257732,0.0006843690117711469
0.006771880443857078,0.0072431386291082235,0.03225806451612903,0.0072672597418869805,0.005949656750572083,0.005851246791830933,0.005154639175257732,0.0006843690117711469
0.00634569761795385,0.007236708856690017,0.03225806451612903,0.0072422002255356464,0.005491990846681923,0.005968422922675092,0.005154639175257732,0.0006843690117711469
0.006446444265465283,0.007233493970480915,0.03225806451612903,0.007217140709184312,0.005491990846681923,0.006395548818977997,0.005154639175257732,0.0006843690117711469
0.007724242904276025,0.0072399237428991195,0.03225806451612903,0.007204610951008645,0.006407322654462243,0.006656360206985965,0.005154639175257732,0.0006843690117711469
0.007652630241301511,0.0072399237428991195,0.03225806451612903,0.007217140709184312,0.004576659038901602,0.007438794371009869,0.005154639175257732,0.0006843690117711469
0.0021259091072719834,0.007220634425644504,0.03225806451612903,0.007217140709184312,0.005034324942791763,0.007506832124403251,0.005154639175257732,0.0006843690117711469
0.02258671437267731,0.03278540956042861,0.14516129032258066,0.0291943365493046,0.056292906178489706,0.011199770183588536,0.005154639175257732,0.021215439364905556
0.023317563449096773,0.03278219467421951,0.14516129032258066,0.029256985340182933,0.055377574370709386,0.010908719794072399,0.005154639175257732,0.021215439364905556
0.028368459983612666,0.03284006262598336,0.14516129032258066,0.0291943365493046,0.053546910755148745,0.011558858326498058,0.005154639175257732,0.021215439364905556
0.026178893821196404,0.032881856146701686,0.14516129032258066,0.029206866307480265,0.053089244851258585,0.011664694831776654,0.005154639175257732,0.021215439364905556
0.028400605516247776,0.03292364966742002,0.14516129032258066,0.0291943365493046,0.053089244851258585,0.012534066125136547,0.010309278350515464,0.021215439364905556
0.029281184618658303,0.03298151761918387,0.14516129032258066,0.02921939606565593,0.051716247139588105,0.012632342880038101,0.010309278350515464,0.021215439364905556
0.02528628071889555,0.03300723670885669,0.14516129032258066,0.029256985340182933,0.051716247139588105,0.01316908515680812,0.010309278350515464,0.021215439364905556
0.025740518492871362,0.03303617068473862,0.14516129032258066,0.029344693647412604,0.050800915331807785,0.016079589051969503,0.010309278350515464,0.021215439364905556
0.022686686796284956,0.03303617068473862,0.14516129032258066,0.029344693647412604,0.050800915331807785,0.016669249581378824,0.010309278350515464,0.021215439364905556
0.022709486775813744,0.03303617068473862,0.14516129032258066,0.029344693647412604,0.050800915331807785,0.021174860806096183,0.010309278350515464,0.021215439364905556
0.022348040041519128,0.03310689818133887,0.14516129032258066,0.029407342438290938,0.050343249427917625,0.022754848634898076,0.010309278350515464,0.021215439364905556
0.022933371601534268,0.033145476815848104,0.14516129032258066,0.029469991229169278,0.050343249427917625,0.02344278591920895,0.010309278350515464,0.021215439364905556
0.02312609848731585,0.03316155124689362,0.14516129032258066,0.029482520987344944,0.047139588100686504,0.024705264232175055,0.005154639175257732,0.021215439364905556
0.022667160503656424,0.03320012988140285,0.14516129032258066,0.02949505074552061,0.046681922196796344,0.02884422756360585,0.010309278350515464,0.021215439364905556
0.02520473726269847,0.03319691499519375,0.14516129032258066,0.029532640020047612,0.046224256292906184,0.02896518356963853,0.010309278350515464,0.021215439364905556
0.027212842411570903,0.033229063857284774,0.14516129032258066,0.02955769953639895,0.045308924485125864,0.029191976080949807,0.010309278350515464,0.021215439364905556
0.031131756539989716,0.0332579978331667,0.14516129032258066,0.02958275905275028,0.04439359267734554,0.031051674673702272,0.005154639175257732,0.021215439364905556
0.031094106092511162,0.0332612127193758,0.14516129032258066,0.029482520987344944,0.043020594965675056,0.03161109620160342,0.010309278350515464,0.021215439364905556
0.01018109310478325,0.03327728715042131,0.14516129032258066,0.029607818569101618,0.040732265446224256,0.03342543629209363,0.010309278350515464,0.021215439364905556
