energia_ativa_alta_tensao_kwh,cpes_domestico_alta_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_alta_tensao,densidade_populacional_pessoas_km2
0.44008482201043947,-0.19164062204237672,-0.028841534968353413,-0.08973502452429225,-0.18169174102237157
0.2938384540059469,-0.19164062204237672,-0.028841534968353413,-0.08973502452429225,-0.18169174102237157
0.2952443974148814,-0.19164062204237672,-0.028841534968353413,-0.08973502452429225,-0.18169174102237157
0.37987540419003313,-0.19164062204237672,-0.028841534968353413,-0.08973502452429225,-0.18169174102237157
0.46091660712001276,-0.19164062204237672,-0.028841534968353413,-0.08973502452429225,-0.18169174102237157
0.36025171805436823,-0.19164062204237672,-0.028841534968353413,-0.08973502452429225,-0.18169174102237157
0.32657070106573377,-0.19164062204237672,-0.028841534968353413,-0.08973502452429225,-0.18169174102237157
0.30354629203502626,-0.19164062204237672,-0.037088560430362745,-0.08973502452429225,-0.18169174102237157
0.3229905721078875,-0.19164062204237672,-0.037088560430362745,-0.08973502452429225,-0.18169174102237157
0.0663968560609317,-0.19164062204237672,-0.037088560430362745,-0.08973502452429225,-0.18169174102237157
0.31063938660247103,-0.19164062204237672,-0.037088560430362745,-0.08973502452429225,-0.18169174102237157
0.4041668729210335,-0.19164062204237672,-0.037088560430362745,-0.08973502452429225,-0.18169174102237157
0.34513505714709525,-0.19164062204237672,-0.037088560430362745,-0.08973502452429225,-0.18169174102237157
0.13898276833113601,-0.19164062204237672,-0.037088560430362745,-0.08973502452429225,-0.18169174102237157
0.3778304975703163,-0.19164062204237672,-0.037088560430362745,-0.08973502452429225,-0.18169174102237157
-0.34100269391253,-0.19164062204237672,-0.037088560430362745,-0.08973502452429225,-0.18169174102237157
0.47569934419878496,-0.19164062204237672,0.23506327981594513,-0.08973502452429225,0.006375449076215364
0.3410228093863263,-0.19164062204237672,0.2515573307399638,-0.08973502452429225,0.006375449076215364
0.2672960315983404,-0.19164062204237672,0.24331030527795447,-0.08973502452429225,0.006375449076215364
0.06307339204873766,-0.19164062204237672,0.24331030527795447,-0.08973502452429225,0.006375449076215364
-0.0045898954853374994,-0.19164062204237672,0.2515573307399638,-0.08973502452429225,0.006375449076215364
-0.01729274211268558,-0.19164062204237672,0.2598043562019731,-0.08973502452429225,0.006375449076215364
-0.023373619120631177,-0.19164062204237672,0.26805138166398246,-0.08973502452429225,0.006375449076215364
0.1005047599258503,-0.19164062204237672,0.2762984071259918,-0.08973502452429225,0.006375449076215364
0.18984302003231188,-0.19164062204237672,0.2762984071259918,-0.08973502452429225,0.006375449076215364
0.2689182578145235,-0.19164062204237672,0.2762984071259918,-0.08973502452429225,0.006375449076215364
0.3562833316616622,-0.19164062204237672,0.28454543258800113,-0.08973502452429225,0.006375449076215364
0.508256181344881,-0.19164062204237672,0.2927924580500105,-0.08973502452429225,0.006375449076215364
0.5500230905779285,-0.19164062204237672,0.2927924580500105,-0.08973502452429225,0.006375449076215364
0.38626959331000266,-0.19164062204237672,0.2927924580500105,-0.08973502452429225,0.006375449076215364
0.3196460056240624,-0.19164062204237672,0.2927924580500105,-0.08973502452429225,0.006375449076215364
0.08145708012547044,-0.19164062204237672,0.2927924580500105,-0.08973502452429225,0.006375449076215364
0.020543849306046757,-0.19164062204237672,0.2927924580500105,-0.08973502452429225,0.006375449076215364
-0.013857245709573167,-0.19164062204237672,0.2927924580500105,-0.08973502452429225,0.006375449076215364
-0.3654272975060798,-0.19164062204237672,0.2927924580500105,-0.08973502452429225,0.006375449076215364
-0.28591002954568273,-0.19164062204237672,0.037134668727721226,-0.08973502452429225,-0.252947011805066
-0.24108816947767364,-0.19164062204237672,0.037134668727721226,-0.08973502452429225,-0.252947011805066
-0.20335456653344638,-0.19164062204237672,0.037134668727721226,-0.08973502452429225,-0.252947011805066
-0.21570554171522538,-0.19164062204237672,0.037134668727721226,-0.08973502452429225,-0.252947011805066
-0.2446316320147124,-0.19164062204237672,0.04538169418973056,-0.08973502452429225,-0.252947011805066
-0.1979225379472465,-0.19164062204237672,0.028887643265711895,-0.08973502452429225,-0.252947011805066
-0.22953719530513725,-0.19164062204237672,0.028887643265711895,-0.08973502452429225,-0.252947011805066
-0.2068934720583389,-0.19164062204237672,0.037134668727721226,-0.08973502452429225,-0.252947011805066
-0.23379709025944445,-0.19164062204237672,0.037134668727721226,-0.08973502452429225,-0.252947011805066
-0.2306056393837331,-0.19164062204237672,0.037134668727721226,-0.08973502452429225,-0.252947011805066
-0.22915875297336163,-0.19164062204237672,0.028887643265711895,-0.08973502452429225,-0.252947011805066
-0.25116260160694837,-0.19164062204237672,0.028887643265711895,-0.08973502452429225,-0.252947011805066
-0.2938936343943824,-0.19164062204237672,0.028887643265711895,-0.08973502452429225,-0.252947011805066
-0.24714023214727915,-0.19164062204237672,0.028887643265711895,-0.08973502452429225,-0.252947011805066
-0.19987090601734214,-0.19164062204237672,0.020640617803702566,-0.08973502452429225,-0.252947011805066
-0.20623684166200498,-0.19164062204237672,0.012393592341693235,-0.08973502452429225,-0.252947011805066
-0.2529532269489049,-0.19164062204237672,0.012393592341693235,-0.08973502452429225,-0.252947011805066
-0.20437940351119666,-0.19164062204237672,0.012393592341693235,-0.08973502452429225,-0.252947011805066
-0.3987442442781691,-0.19164062204237672,0.012393592341693235,-0.08973502452429225,-0.252947011805066
0.23646588140839506,-0.19164062204237672,1.6617986847435593,-0.08973502452429225,-0.2073903632718679
0.27075781845614266,-0.19164062204237672,1.6617986847435593,-0.08973502452429225,-0.2073903632718679
0.36637837550741376,-0.19164062204237672,1.6617986847435593,-0.08973502452429225,-0.2073903632718679
0.3403271990091722,-0.19164062204237672,1.6617986847435593,-0.08973502452429225,-0.2073903632718679
0.29224987957176685,-0.19164062204237672,1.6700457102055686,-0.08973502452429225,-0.2073903632718679
0.3494685653745341,-0.19164062204237672,1.6700457102055686,-0.08973502452429225,-0.2073903632718679
0.22445913591335528,-0.19164062204237672,1.6700457102055686,-0.08973502452429225,-0.2073903632718679
0.20300282981610931,-0.19164062204237672,1.6700457102055686,-0.08973502452429225,-0.2073903632718679
0.14029946440988333,-0.19164062204237672,1.6700457102055686,-0.08973502452429225,-0.2073903632718679
0.18625405748168988,-0.19164062204237672,1.6700457102055686,-0.08973502452429225,-0.2073903632718679
0.1913440297254049,-0.19164062204237672,1.678292735667578,-0.08973502452429225,-0.2073903632718679
0.22045303148165415,-0.19164062204237672,1.6947867865915967,-0.08973502452429225,-0.2073903632718679
0.2494879993174968,-0.19164062204237672,1.703033812053606,-0.08973502452429225,-0.2073903632718679
0.3324310887936804,-0.19164062204237672,1.7195278629776247,-0.08973502452429225,-0.2073903632718679
0.4256234594497961,-0.19164062204237672,1.7195278629776247,-0.08973502452429225,-0.2073903632718679
0.38681762660149765,-0.19164062204237672,1.727774888439634,-0.08973502452429225,-0.2073903632718679
0.2733466921103625,-0.19164062204237672,1.727774888439634,-0.08973502452429225,-0.2073903632718679
0.41914345828571886,-0.19164062204237672,1.727774888439634,-0.08973502452429225,-0.2073903632718679
-0.1450558688520198,-0.19164062204237672,1.727774888439634,-0.08973502452429225,-0.2073903632718679
-0.24977839164055754,-0.19164062204237672,-0.12780584051246538,-0.08973502452429225,-0.1887004561813251
-0.2677389786664815,-0.19164062204237672,-0.12780584051246538,-0.08973502452429225,-0.1887004561813251
-0.2818953719527225,-0.19164062204237672,-0.12780584051246538,-0.08973502452429225,-0.1887004561813251
-0.2940092422871386,-0.19164062204237672,-0.1360528659744747,-0.08973502452429225,-0.1887004561813251
-0.30091662108265416,-0.19164062204237672,-0.1360528659744747,-0.08973502452429225,-0.1887004561813251
-0.27602727235806684,-0.19164062204237672,-0.1360528659744747,-0.08973502452429225,-0.1887004561813251
-0.2956472427761355,-0.19164062204237672,-0.1360528659744747,-0.08973502452429225,-0.1887004561813251
-0.2730889109261699,-0.19164062204237672,-0.1360528659744747,-0.08973502452429225,-0.1887004561813251
-0.28526125123181617,-0.19164062204237672,-0.1360528659744747,-0.08973502452429225,-0.1887004561813251
-0.2656057361190068,-0.19164062204237672,-0.1360528659744747,-0.08973502452429225,-0.1887004561813251
-0.2653515249491256,-0.19164062204237672,-0.08657071320241873,-0.08973502452429225,-0.1887004561813251
-0.2554496984183747,-0.19164062204237672,-0.08657071320241873,-0.08973502452429225,-0.1887004561813251
-0.24818266620270185,-0.19164062204237672,-0.0535826113543814,-0.08973502452429225,-0.1887004561813251
-0.2675123900009945,-0.19164062204237672,-0.0535826113543814,-0.08973502452429225,-0.1887004561813251
-0.2602320372882788,-0.19164062204237672,-0.0535826113543814,-0.08973502452429225,-0.1887004561813251
-0.2796673435526059,-0.19164062204237672,-0.004100458582325424,-0.08973502452429225,-0.1887004561813251
-0.2924524267222239,-0.19164062204237672,0.05362871965173988,-0.08973502452429225,-0.1887004561813251
-0.2738323348769199,-0.19164062204237672,0.05362871965173988,-0.08973502452429225,-0.1887004561813251
-0.4200523423188435,-0.19164062204237672,0.05362871965173988,-0.08973502452429225,-0.1887004561813251
-0.47937959269561653,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.47999913602386796,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.4799175304525106,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.479667595863259,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.4793066805012766,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.4784676995112139,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.4790337505276563,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.47939109038780087,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.4798929225869209,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.47997635096313673,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.47945439780269405,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.4790407613155736,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.4792893638551209,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.47997081244068207,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.4800261275573495,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.4797332168381649,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.4790467905931825,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.47907742773638107,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.482745822514106,-0.19164062204237672,-0.6721095210050811,-0.08973502452429225,-0.36275021596200496
-0.1405714183607216,-0.19164062204237672,0.4164978399801504,-0.08973502452429225,-0.3592458583825282
-0.20952230720368728,-0.19164062204237672,0.4164978399801504,-0.08973502452429225,-0.3592458583825282
-0.27856370531866526,-0.19164062204237672,0.4164978399801504,-0.08973502452429225,-0.3592458583825282
-0.3089691419765808,-0.19164062204237672,0.4164978399801504,-0.08973502452429225,-0.3592458583825282
-0.32574988350390316,-0.19164062204237672,0.4164978399801504,-0.08973502452429225,-0.3592458583825282
-0.29803841221108757,-0.19164062204237672,0.4164978399801504,-0.08973502452429225,-0.3592458583825282
-0.31200116753505286,-0.19164062204237672,0.4247448654421597,-0.08973502452429225,-0.3592458583825282
-0.28740318715630836,-0.19164062204237672,0.4247448654421597,-0.08973502452429225,-0.3592458583825282
-0.2651960957809992,-0.19164062204237672,0.4247448654421597,-0.08973502452429225,-0.3592458583825282
-0.24607949993539233,-0.19164062204237672,0.4247448654421597,-0.08973502452429225,-0.3592458583825282
-0.23827656309132136,-0.19164062204237672,0.43299189090416906,-0.08973502452429225,-0.3592458583825282
-0.1739319021257773,-0.19164062204237672,0.4412389163661784,-0.08973502452429225,-0.3592458583825282
-0.1134892353913625,-0.19164062204237672,0.44948594182818774,-0.08973502452429225,-0.3592458583825282
-0.15886060101632923,-0.19164062204237672,0.44948594182818774,-0.08973502452429225,-0.3592458583825282
-0.26226004790911495,-0.19164062204237672,0.43299189090416906,-0.08973502452429225,-0.3592458583825282
-0.2972225668211519,-0.19164062204237672,0.43299189090416906,-0.08973502452429225,-0.3592458583825282
-0.3003882881052068,-0.19164062204237672,0.43299189090416906,-0.08973502452429225,-0.3592458583825282
-0.2959006126514666,-0.19164062204237672,0.43299189090416906,-0.08973502452429225,-0.3592458583825282
-0.4455544339074024,-0.19164062204237672,0.43299189090416906,-0.08973502452429225,-0.3592458583825282
0.3948474325425723,-0.19164062204237672,0.7051437311504769,-0.08973502452429225,-0.18986857537448404
0.41876810070062687,-0.19164062204237672,0.6968967056884676,-0.08973502452429225,-0.18986857537448404
0.4242513781465022,-0.19164062204237672,0.6968967056884676,-0.08973502452429225,-0.18986857537448404
0.3921871189594753,-0.19164062204237672,0.6886496802264583,-0.08973502452429225,-0.18986857537448404
0.3979380682880329,-0.19164062204237672,0.6886496802264583,-0.08973502452429225,-0.18986857537448404
0.44771080656747786,-0.19164062204237672,0.7133907566124863,-0.08973502452429225,-0.18986857537448404
0.31963296555853626,-0.19164062204237672,0.7051437311504769,-0.08973502452429225,-0.18986857537448404
0.4422017995299461,-0.19164062204237672,0.7133907566124863,-0.08973502452429225,-0.18986857537448404
0.3671689820608472,-0.19164062204237672,0.7133907566124863,-0.08973502452429225,-0.18986857537448404
0.41038985860006266,-0.19164062204237672,0.7133907566124863,-0.08973502452429225,-0.18986857537448404
0.42456644295550544,-0.19164062204237672,0.7216377820744956,-0.08973502452429225,-0.18986857537448404
0.5347966407318707,-0.19164062204237672,0.7216377820744956,-0.08973502452429225,-0.18986857537448404
0.5051597967533282,-0.19164062204237672,0.729884807536505,-0.08973502452429225,-0.18986857537448404
0.5454198072314322,-0.19164062204237672,0.729884807536505,-0.08973502452429225,-0.18986857537448404
0.5746078906753885,-0.19164062204237672,0.729884807536505,-0.08973502452429225,-0.18986857537448404
0.5519348623350959,-0.19164062204237672,0.729884807536505,-0.08973502452429225,-0.18986857537448404
0.4530175523735957,-0.19164062204237672,0.7381318329985143,-0.08973502452429225,-0.18986857537448404
0.37156411511407905,-0.19164062204237672,0.729884807536505,-0.08973502452429225,-0.18986857537448404
-0.32357114094284517,-0.19164062204237672,0.729884807536505,-0.08973502452429225,-0.18986857537448404
-0.47675131841330154,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.4756575653903242,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.475073777080451,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.4736908290558853,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.47225817454498586,-0.19164062204237672,-0.6473684446190532,-0.08973502452429225,-0.35223714322357463
-0.47416146324877334,-0.19164062204237672,-0.6473684446190532,-0.08973502452429225,-0.35223714322357463
-0.4757134413700251,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.47523236110314027,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.476701261387572,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.477092393245478,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.4773787138240203,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.47756891650021654,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.47771649358587565,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.47715387785551266,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.47571919021611725,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.47119632060703226,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.4676177340225279,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.47310024028173225,-0.19164062204237672,-0.6556154700810625,-0.08973502452429225,-0.35223714322357463
-0.48124951004891764,-0.19164062204237672,-0.6638624955430719,-0.08973502452429225,-0.35223714322357463
-0.4231276244387652,-0.19164062204237672,-0.4164517316827919,-0.08973502452429225,-0.32653852097407826
-0.4123542167541361,-0.19164062204237672,-0.4164517316827919,-0.08973502452429225,-0.32653852097407826
-0.43561026221763105,-0.19164062204237672,-0.4164517316827919,-0.08973502452429225,-0.32653852097407826
-0.4460683246617402,-0.19164062204237672,-0.4164517316827919,-0.08973502452429225,-0.32653852097407826
-0.447752876782508,-0.19164062204237672,-0.4164517316827919,-0.08973502452429225,-0.32653852097407826
-0.4453266534079695,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.45030270034802844,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.44721353686803045,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.4490927084613824,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.4447008704784717,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.44154853979933884,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.4359899664912318,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.42161862244744647,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.4110256023359294,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.43555242321731336,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.4447582888315143,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.443342670535254,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.4419693973980141,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.46929660740508267,-0.19164062204237672,-0.4082047062207826,-0.08973502452429225,-0.32653852097407826
-0.46610249242996277,-0.19164062204237672,-0.6391214191570438,-0.08973502452429225,-0.34522842806462106
-0.4677966493301772,-0.19164062204237672,-0.6391214191570438,-0.08973502452429225,-0.34522842806462106
-0.46734221005737814,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.4681659075297812,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.4681552511321469,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.4707420215499915,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.46955432396892244,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.4679087518289748,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.4679729706462972,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.4674859312096827,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.4672657924690796,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.4659653614183004,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.4641287453076065,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.46604836914724124,-0.19164062204237672,-0.6308743936950345,-0.08973502452429225,-0.34522842806462106
-0.46607865575104396,-0.19164062204237672,-0.6226273682330251,-0.08973502452429225,-0.34522842806462106
-0.46726389955634196,-0.19164062204237672,-0.6226273682330251,-0.08973502452429225,-0.34522842806462106
-0.46608153017409004,-0.19164062204237672,-0.6226273682330251,-0.08973502452429225,-0.34522842806462106
-0.46986959910156323,-0.19164062204237672,-0.6226273682330251,-0.08973502452429225,-0.34522842806462106
-0.4822580819986998,-0.19164062204237672,-0.6226273682330251,-0.08973502452429225,-0.34522842806462106
0.5674618646591683,-0.19164062204237672,-0.2844993242906426,-0.08973502452429225,-0.34522842806462106
0.6098176800772686,-0.19164062204237672,-0.2844993242906426,-0.08973502452429225,-0.34522842806462106
0.5686143680848924,-0.19164062204237672,-0.2844993242906426,-0.08973502452429225,-0.34522842806462106
0.5924464198836725,-0.19164062204237672,-0.2844993242906426,-0.08973502452429225,-0.34522842806462106
0.5380828774602239,-0.19164062204237672,-0.2844993242906426,-0.08973502452429225,-0.34522842806462106
0.5608195637548056,-0.19164062204237672,-0.2844993242906426,-0.08973502452429225,-0.34522842806462106
0.5253528990836359,-0.19164062204237672,-0.2844993242906426,-0.08973502452429225,-0.34522842806462106
0.6565767610625848,-0.19164062204237672,-0.2844993242906426,-0.08973502452429225,-0.34522842806462106
0.7028131177007875,-0.19164062204237672,-0.2844993242906426,-0.08973502452429225,-0.34522842806462106
0.7783035292972482,-0.19164062204237672,-0.2844993242906426,-0.08973502452429225,-0.34522842806462106
0.45130481688540036,-0.19164062204237672,-0.268005273366624,-0.08973502452429225,-0.34522842806462106
0.8250551788473721,-0.19164062204237672,-0.25975824790461466,-0.08973502452429225,-0.34522842806462106
0.733014610538189,-0.19164062204237672,-0.24326419698059598,-0.08973502452429225,-0.34522842806462106
0.5935331621187325,-0.19164062204237672,-0.24326419698059598,-0.08973502452429225,-0.34522842806462106
0.6039723655433441,-0.19164062204237672,-0.24326419698059598,-0.08973502452429225,-0.34522842806462106
